PersonalID,SkillName,ProficiencyLevel
1820,Makeup Artistry,Basic
1820,Inventory Management,Intermediate
1821,Nursing,Basic
1823,Horticulture,Advanced
1823,Teaching Assistance,Intermediate
1824,Logistics Coordination,Intermediate
1825,Welding,Advanced
1825,IT Skills,Basic
1825,Banquet Service,Intermediate
1825,Serving,Intermediate
1825,Shuttering Carpentry,Basic
1826,Packing,Intermediate
1826,Home Cleaning,Intermediate
1827,Cooking,Basic
1827,Shuttering Carpentry,Intermediate
1828,Home Cleaning,Basic
1828,Driving,Advanced
1829,Home Cleaning,Basic
1830,Food Preparation,Advanced
1831,Packing,Basic
1831,Tiling,Advanced
1832,Inventory Management,Advanced
1833,Nursing,Advanced
1833,Masonry,Advanced
1834,Logistics Coordination,Advanced
1834,Tiling,Intermediate
1834,Farming,Advanced
1834,Health Aide,Basic
1835,Nursing,Basic
1836,Vehicle Maintenance,Intermediate
1836,Caregiving,Basic
1837,Driving,Intermediate
1837,Data Entry,Advanced
1838,Tiling,Basic
1838,Customer Service,Intermediate
1839,Janitorial Skills,Intermediate
1840,Nursing,Intermediate
1840,Electrical,Intermediate
1841,Bookkeeping,Basic
1841,Scaffolding,Advanced
1841,Barista Skills,Basic
1842,Hotel Housekeeping,Intermediate
1842,Nursing,Advanced
1842,Garment Quality Control,Advanced
1843,Carpentry,Advanced
1843,Farming,Basic
1844,Accounting,Basic
1844,Sewing,Intermediate
1844,Customer Service,Advanced
1844,Packing,Intermediate
1845,CCTV Monitoring,Advanced
1845,Forklift Operation,Basic
1845,Elderly Care,Intermediate
1846,Sewing,Advanced
1847,Painting,Basic
1848,Scaffolding,Basic
1848,Patient Care,Advanced
1848,Livestock Management,Advanced
1849,Nursing,Intermediate
1849,Customer Service,Basic
1849,Medical Assistance,Basic
1849,Heavy Vehicle Driving,Intermediate
1850,Textile Machine Operation,Intermediate
1850,Construction Supervision,Advanced
1850,Sewing,Advanced
1850,CCTV Monitoring,Basic
1851,Driving,Intermediate
1852,Garment Quality Control,Basic
1852,Kitchen Assistance,Advanced
1852,Packing,Intermediate
1853,Health Aide,Basic
1854,Food Preparation,Intermediate
1854,Health Aide,Basic
1854,Driving,Intermediate
1854,Shuttering Carpentry,Advanced
1855,Sewing,Basic
1856,Nursing,Basic
1856,Elderly Care,Basic
1857,Shuttering Carpentry,Advanced
1858,Tailoring,Basic
1858,Food Preparation,Basic
1858,Vehicle Maintenance,Intermediate
1859,Sewing,Advanced
1860,Beauty Therapy,Intermediate
1860,Delivery Driving,Intermediate
1860,Plumbing,Advanced
1860,Administrative Support,Advanced
1861,Childcare,Intermediate
1861,Administrative Support,Basic
1862,Sewing,Advanced
1863,Livestock Management,Advanced
1863,Welding,Basic
1863,Cooking,Intermediate
1864,Sewing,Intermediate
1865,Plumbing,Advanced
1865,Painting,Intermediate
1865,Driving,Basic
1866,Cooking,Intermediate
1866,Retail Sales,Intermediate
1867,Sewing,Intermediate
1868,Delivery Driving,Basic
1868,Hairdressing,Basic
1868,Health Aide,Intermediate
1869,Nursing,Advanced
1870,Cooking,Intermediate
1870,Driving,Intermediate
1870,Guest Relations,Basic
1871,Logistics Coordination,Intermediate
1871,Caregiving,Basic
1871,Forklift Operation,Intermediate
1872,Driving,Advanced
1872,Forklift Operation,Basic
1873,Nursing,Basic
1874,Packing,Basic
1875,Nursing,Intermediate
1876,Home Cleaning,Advanced
1876,Laundry,Intermediate
1877,Electrical,Basic
1877,Heavy Vehicle Driving,Basic
1878,Delivery Driving,Basic
1878,Masonry,Advanced
1879,Shuttering Carpentry,Basic
1879,Barista Skills,Advanced
1879,Makeup Artistry,Intermediate
1880,Farming,Advanced
1881,Livestock Management,Intermediate
1882,MS Office,Basic
1882,Customer Service,Intermediate
1882,Welding,Advanced
1883,Barista Skills,Advanced
1883,Sewing,Intermediate
1884,Scaffolding,Intermediate
1884,Bar Bending,Basic
1885,Quality Inspection,Intermediate
1885,Medical Assistance,Advanced
1885,First Aid,Intermediate
1886,Food Preparation,Intermediate
1887,Facility Maintenance,Basic
1887,Scaffolding,Advanced
1887,Tiling,Advanced
1887,Barista Skills,Advanced
1887,Kitchen Assistance,Basic
1888,Cooking,Advanced
1888,Textile Machine Operation,Intermediate
1888,First Aid,Basic
1889,Kitchen Assistance,Advanced
1889,Textile Machine Operation,Advanced
1890,Nursing,Basic
1890,Tailoring,Intermediate
1891,Driving,Intermediate
1891,Concrete Mixing,Basic
1892,Administrative Support,Intermediate
1892,Food Preparation,Intermediate
1892,Makeup Artistry,Basic
1893,Food Preparation,Basic
1893,Plumbing,Basic
1894,Plumbing,Basic
1894,Bar Bending,Intermediate
1895,Data Entry,Advanced
1895,Barista Skills,Intermediate
1895,Home Cleaning,Advanced
1896,Front Desk Operations,Advanced
1896,Barista Skills,Intermediate
1896,Medical Assistance,Basic
1896,Welding,Advanced
1897,Nursing,Advanced
1898,Tailoring,Intermediate
1898,Retail Sales,Advanced
1898,Accounting,Basic
1899,MS Office,Basic
1899,Laundry,Advanced
1899,Retail Sales,Advanced
1900,Farming,Basic
1901,Hotel Housekeeping,Advanced
1902,Quality Inspection,Advanced
1902,Serving,Advanced
1903,Farming,Basic
1903,Vehicle Maintenance,Advanced
1904,Excel,Basic
1904,Masonry,Basic
1904,Driving,Basic
1904,Packing,Basic
1905,Construction Supervision,Basic
1905,Cooking,Basic
1905,CCTV Monitoring,Advanced
1906,Beauty Therapy,Basic
1907,Forklift Operation,Advanced
1907,Housekeeping,Basic
1908,First Aid,Intermediate
1910,Home Cleaning,Basic
1910,Medical Assistance,Basic
1910,Janitorial Skills,Intermediate
1910,First Aid,Intermediate
1911,MS Office,Intermediate
1911,Kitchen Assistance,Basic
1911,Logistics Coordination,Intermediate
1912,Food Preparation,Intermediate
1912,CCTV Monitoring,Basic
1913,Medical Assistance,Basic
1913,Scaffolding,Basic
1913,Administrative Support,Advanced
1914,Sewing,Basic
1915,Carpentry,Intermediate
1916,Welding,Advanced
1916,Teaching Assistance,Advanced
1917,Beauty Therapy,Advanced
1917,Elderly Care,Basic
1918,Tiling,Advanced
1918,Farming,Intermediate
1918,Patient Care,Basic
1919,Carpentry,Advanced
1919,Tiling,Intermediate
1919,CCTV Monitoring,Basic
1920,Nursing,Basic
1921,Guest Relations,Basic
1921,Patient Care,Intermediate
1921,Logistics Coordination,Intermediate
1922,IT Skills,Advanced
1923,Janitorial Skills,Advanced
1923,Driving,Advanced
1923,Fishing,Advanced
1923,Carpentry,Intermediate
1923,Beauty Therapy,Basic
1924,Kitchen Assistance,Intermediate
1924,First Aid,Intermediate
1925,Quality Inspection,Basic
1925,Teaching Assistance,Advanced
1925,Cooking,Intermediate
1926,Administrative Support,Intermediate
1926,Teaching Assistance,Basic
1926,IT Skills,Intermediate
1927,Nursing,Basic
1928,Driving,Advanced
1928,Kitchen Assistance,Intermediate
1929,Medical Assistance,Basic
1929,Logistics Coordination,Basic
1930,Tailoring,Advanced
1930,Data Entry,Basic
1932,Vehicle Maintenance,Basic
1932,Painting,Advanced
1933,Horticulture,Basic
1933,Masonry,Advanced
1933,Caregiving,Intermediate
1933,Excel,Basic
1934,Nursing,Basic
1935,Banquet Service,Advanced
1936,Retail Sales,Advanced
1937,Laundry,Advanced
1938,Driving,Basic
1939,Kitchen Assistance,Basic
1939,Teaching Assistance,Advanced
1939,Laundry,Intermediate
1940,Accounting,Advanced
1941,Home Cleaning,Intermediate
1941,Guest Relations,Basic
1941,Caregiving,Basic
1942,Nursing,Advanced
1943,Sewing,Advanced
1943,Facility Maintenance,Advanced
1944,Laundry,Intermediate
1945,Driving,Intermediate
1945,Front Desk Operations,Advanced
1946,Nursing,Intermediate
1947,CCTV Monitoring,Basic
1947,Bookkeeping,Advanced
1947,Inventory Management,Basic
1948,Fishing,Advanced
1948,Facility Maintenance,Advanced
1948,Inventory Management,Basic
1949,Nursing,Intermediate
1950,Banquet Service,Basic
1951,Shuttering Carpentry,Intermediate
1951,Painting,Advanced
1951,Scaffolding,Intermediate
1952,Elderly Care,Intermediate
1952,Painting,Basic
1953,Hotel Housekeeping,Advanced
1954,Scaffolding,Basic
1954,Caregiving,Advanced
1954,Janitorial Skills,Basic
1955,Livestock Management,Intermediate
1955,Security Guarding,Basic
1956,Textile Machine Operation,Basic
1956,Livestock Management,Basic
1956,Welding,Advanced
1957,Nursing,Basic
1958,Tiling,Intermediate
1958,Cooking,Advanced
1959,Janitorial Skills,Basic
1960,Painting,Basic
1962,Driving,Basic
1963,Tailoring,Advanced
1963,Guest Relations,Advanced
1964,Guest Relations,Basic
1964,Inventory Management,Basic
1964,Medical Assistance,Advanced
1964,Retail Sales,Advanced
1964,Barista Skills,Intermediate
1965,Driving,Basic
1966,IT Skills,Basic
1966,Bookkeeping,Basic
1967,Teaching Assistance,Advanced
1967,Customer Service,Intermediate
1967,Inventory Management,Advanced
1967,Home Cleaning,Basic
1968,Cooking,Advanced
1968,IT Skills,Advanced
1968,Health Aide,Advanced
1969,Home Cleaning,Advanced
1969,Teaching Assistance,Intermediate
1970,Fishing,Intermediate
1971,Home Cleaning,Intermediate
1971,Quality Inspection,Advanced
1971,Masonry,Basic
1971,Accounting,Advanced
1972,Hairdressing,Basic
1972,Welding,Intermediate
1972,Concrete Mixing,Advanced
1972,Data Entry,Intermediate
1973,Driving,Intermediate
1974,Fishing,Advanced
1974,Plumbing,Intermediate
1974,Beauty Therapy,Advanced
1974,Excel,Basic
1975,Sewing,Intermediate
1977,Medical Assistance,Advanced
1977,Nursing,Basic
1977,Retail Sales,Basic
1978,Customer Service,Advanced
1978,Garment Quality Control,Advanced
1978,Childcare,Basic
1978,Excel,Intermediate
1979,Fishing,Intermediate
1979,Sewing,Advanced
1979,Data Entry,Basic
1980,Customer Service,Basic
1980,Accounting,Basic
1981,Housekeeping,Basic
1981,Makeup Artistry,Intermediate
1982,Packing,Basic
1982,Concrete Mixing,Advanced
1982,Fishing,Intermediate
1983,Kitchen Assistance,Advanced
1984,Medical Assistance,Advanced
1984,Housekeeping,Basic
1985,Sewing,Advanced
1985,Bookkeeping,Intermediate
1985,Quality Inspection,Basic
1985,Delivery Driving,Basic
1986,Hairdressing,Advanced
1986,Security Guarding,Advanced
1987,Tailoring,Advanced
1987,Elderly Care,Advanced
1988,Home Cleaning,Basic
1988,Beauty Therapy,Basic
1989,Beauty Therapy,Intermediate
1989,Tiling,Basic
1989,Textile Machine Operation,Basic
1990,Facility Maintenance,Intermediate
1990,Teaching Assistance,Advanced
1990,Security Guarding,Intermediate
1991,First Aid,Advanced
1991,Inventory Management,Advanced
1991,Bar Bending,Basic
1991,MS Office,Intermediate
1992,Kitchen Assistance,Basic
1992,Hotel Housekeeping,Advanced
1993,Nursing,Basic
1994,Construction Supervision,Intermediate
1994,Retail Sales,Basic
1995,Nursing,Basic
1996,Food Preparation,Basic
1996,Masonry,Basic
1996,Tailoring,Intermediate
1996,Security Guarding,Basic
1997,Packing,Advanced
1997,Facility Maintenance,Intermediate
1998,Security Guarding,Intermediate
1999,Delivery Driving,Basic
2000,Makeup Artistry,Basic
2000,MS Office,Advanced
2000,Farming,Basic
2000,Teaching Assistance,Intermediate
2002,Packing,Intermediate
2003,Caregiving,Basic
2003,Nursing,Basic
2003,Forklift Operation,Intermediate
2004,Barista Skills,Basic
2004,Driving,Intermediate
2004,Bookkeeping,Basic
2005,Nursing,Intermediate
2006,Retail Sales,Intermediate
2007,Livestock Management,Basic
2007,Shuttering Carpentry,Basic
2008,Administrative Support,Advanced
2008,First Aid,Advanced
2008,Sewing,Advanced
2009,Laundry,Advanced
2010,Retail Sales,Advanced
2011,Packing,Advanced
2011,Nursing,Basic
2011,CCTV Monitoring,Advanced
2012,Facility Maintenance,Basic
2012,Plumbing,Basic
2012,Vehicle Maintenance,Advanced
2012,MS Office,Intermediate
2013,Nursing,Intermediate
2013,Beauty Therapy,Basic
2013,Driving,Advanced
2014,Hotel Housekeeping,Basic
2014,Food Preparation,Basic
2015,Janitorial Skills,Basic
2015,Vehicle Maintenance,Basic
2015,Fishing,Intermediate
2016,Facility Maintenance,Intermediate
2016,Guest Relations,Intermediate
2016,Electrical,Advanced
2017,Tailoring,Basic
2017,Hairdressing,Basic
2018,Bar Bending,Advanced
2018,Banquet Service,Advanced
2018,Facility Maintenance,Advanced
2018,Patient Care,Basic
2019,Excel,Advanced
2019,Caregiving,Advanced
2020,Administrative Support,Basic
2020,Hairdressing,Basic
2021,Logistics Coordination,Basic
2021,Patient Care,Advanced
2021,Administrative Support,Intermediate
2021,Bar Bending,Intermediate
2022,Laundry,Advanced
2023,Sewing,Intermediate
2024,Security Guarding,Advanced
2024,Elderly Care,Advanced
2025,Bookkeeping,Basic
2026,Vehicle Maintenance,Basic
2026,Laundry,Basic
2026,Kitchen Assistance,Advanced
2026,Driving,Intermediate
2027,Forklift Operation,Intermediate
2027,IT Skills,Advanced
2028,Beauty Therapy,Basic
2028,Teaching Assistance,Advanced
2029,Janitorial Skills,Basic
2029,CCTV Monitoring,Intermediate
2029,Nursing,Basic
2029,Forklift Operation,Advanced
2030,Cooking,Advanced
2030,Driving,Advanced
2030,Serving,Basic
2030,Delivery Driving,Basic
2031,Barista Skills,Intermediate
2031,Elderly Care,Intermediate
2032,Driving,Intermediate
2033,Sewing,Advanced
2034,Home Cleaning,Basic
2034,Childcare,Intermediate
2034,Health Aide,Advanced
2034,Livestock Management,Basic
2035,Retail Sales,Basic
2035,Painting,Intermediate
2035,Barista Skills,Basic
2036,Serving,Advanced
2036,Beauty Therapy,Intermediate
2037,Nursing,Basic
2037,Concrete Mixing,Advanced
2037,Cooking,Basic
2038,Sewing,Intermediate
2039,Hairdressing,Advanced
2039,Housekeeping,Basic
2040,Nursing,Basic
2040,Hotel Housekeeping,Advanced
2041,Vehicle Maintenance,Advanced
2041,Welding,Advanced
2042,Nursing,Intermediate
2042,Food Preparation,Basic
2042,Driving,Advanced
2043,Plumbing,Advanced
2043,Patient Care,Basic
2044,Excel,Intermediate
2044,Concrete Mixing,Intermediate
2045,Nursing,Basic
2046,Textile Machine Operation,Basic
2046,Livestock Management,Advanced
2047,Farming,Advanced
2047,Kitchen Assistance,Basic
2047,CCTV Monitoring,Intermediate
2047,Tiling,Intermediate
2048,Horticulture,Advanced
2049,Horticulture,Intermediate
2049,Food Preparation,Advanced
2049,Beauty Therapy,Advanced
2049,Livestock Management,Basic
2050,Nursing,Advanced
2051,Cooking,Advanced
2051,Housekeeping,Intermediate
2051,Beauty Therapy,Advanced
2052,Delivery Driving,Advanced
2052,Cooking,Intermediate
2052,Serving,Advanced
2052,Tailoring,Advanced
2053,Sewing,Basic
2053,Driving,Advanced
2054,Janitorial Skills,Intermediate
2054,Inventory Management,Basic
2054,Teaching Assistance,Advanced
2055,Administrative Support,Basic
2055,IT Skills,Basic
2055,CCTV Monitoring,Basic
2056,Sewing,Intermediate
2056,Data Entry,Intermediate
2057,Livestock Management,Advanced
2058,Driving,Advanced
2058,Sewing,Basic
2059,Cooking,Intermediate
2059,Makeup Artistry,Intermediate
2059,Teaching Assistance,Intermediate
2060,Facility Maintenance,Intermediate
2060,Electrical,Advanced
2060,Caregiving,Advanced
2061,Kitchen Assistance,Advanced
2061,Janitorial Skills,Basic
2061,Patient Care,Basic
2061,Sewing,Advanced
2062,Livestock Management,Advanced
2063,Plumbing,Advanced
2063,Bookkeeping,Intermediate
2063,Elderly Care,Intermediate
2063,Makeup Artistry,Advanced
2064,Customer Service,Intermediate
2064,Childcare,Advanced
2064,Home Cleaning,Intermediate
2065,Tailoring,Basic
2065,Farming,Basic
2066,Laundry,Intermediate
2067,Nursing,Advanced
2068,Front Desk Operations,Basic
2069,Janitorial Skills,Intermediate
2069,Plumbing,Intermediate
2070,Nursing,Basic
2071,Construction Supervision,Basic
2072,Tailoring,Advanced
2072,Patient Care,Advanced
2072,Driving,Intermediate
2072,Painting,Basic
2073,Nursing,Advanced
2074,Food Preparation,Advanced
2074,Security Guarding,Intermediate
2074,Facility Maintenance,Advanced
2075,Carpentry,Basic
2076,Bar Bending,Advanced
2077,Excel,Advanced
2077,Bookkeeping,Basic
2077,Tailoring,Basic
2077,Patient Care,Advanced
2078,Driving,Basic
2078,CCTV Monitoring,Advanced
2078,Fishing,Advanced
2078,Textile Machine Operation,Intermediate
2079,Delivery Driving,Intermediate
2079,Banquet Service,Advanced
2079,Driving,Advanced
2080,Livestock Management,Intermediate
2080,Carpentry,Basic
2080,Makeup Artistry,Intermediate
2080,Administrative Support,Advanced
2081,Plumbing,Advanced
2081,Fishing,Advanced
2081,Hotel Housekeeping,Intermediate
2082,Driving,Basic
2083,Tailoring,Advanced
2084,Nursing,Basic
2084,Electrical,Intermediate
2084,Facility Maintenance,Intermediate
2085,Administrative Support,Intermediate
2086,Bookkeeping,Intermediate
2086,Childcare,Advanced
2087,Nursing,Intermediate
2088,Painting,Advanced
2088,Carpentry,Advanced
2088,Quality Inspection,Basic
2089,Hotel Housekeeping,Basic
2089,Electrical,Advanced
2089,IT Skills,Intermediate
2090,First Aid,Intermediate
2090,MS Office,Intermediate
2090,Electrical,Basic
2090,Health Aide,Basic
2090,Caregiving,Basic
2091,Painting,Intermediate
2091,Hairdressing,Intermediate
2091,Logistics Coordination,Intermediate
2091,Facility Maintenance,Advanced
2092,Excel,Advanced
2092,Packing,Intermediate
2093,Plumbing,Advanced
2094,Beauty Therapy,Intermediate
2094,Nursing,Advanced
2095,Medical Assistance,Intermediate
2096,Customer Service,Advanced
2096,Masonry,Advanced
2098,Retail Sales,Intermediate
2098,Farming,Advanced
2099,CCTV Monitoring,Intermediate
2099,Construction Supervision,Advanced
2100,Front Desk Operations,Advanced
2100,Heavy Vehicle Driving,Basic
2100,Quality Inspection,Intermediate
2101,Customer Service,Intermediate
2101,Banquet Service,Basic
2102,Facility Maintenance,Intermediate
2103,Nursing,Intermediate
2104,Delivery Driving,Basic
2105,IT Skills,Intermediate
2105,Construction Supervision,Advanced
2106,Laundry,Intermediate
2107,Beauty Therapy,Intermediate
2107,Textile Machine Operation,Advanced
2108,Packing,Advanced
2109,Guest Relations,Advanced
2111,Administrative Support,Basic
2111,Farming,Intermediate
2112,Accounting,Advanced
2112,Packing,Basic
2113,Tiling,Intermediate
2113,Carpentry,Basic
2113,Front Desk Operations,Intermediate
2113,Nursing,Intermediate
2114,Hotel Housekeeping,Advanced
2114,Farming,Advanced
2115,MS Office,Advanced
2115,Barista Skills,Advanced
2115,Banquet Service,Advanced
2116,Sewing,Advanced
2116,Barista Skills,Intermediate
2116,First Aid,Intermediate
2117,Nursing,Intermediate
2117,Driving,Basic
2118,Nursing,Advanced
2118,Laundry,Intermediate
2118,Cooking,Advanced
2119,Home Cleaning,Basic
2119,Hotel Housekeeping,Basic
2120,Janitorial Skills,Intermediate
2120,Plumbing,Intermediate
2120,Medical Assistance,Intermediate
2120,Makeup Artistry,Intermediate
2120,CCTV Monitoring,Advanced
2121,Painting,Intermediate
2121,Housekeeping,Intermediate
2121,Kitchen Assistance,Intermediate
2122,Janitorial Skills,Intermediate
2122,Kitchen Assistance,Advanced
2123,Construction Supervision,Basic
2124,Banquet Service,Basic
2124,Fishing,Basic
2125,Driving,Intermediate
2125,Nursing,Basic
2126,Shuttering Carpentry,Basic
2126,Medical Assistance,Basic
2127,Accounting,Basic
2127,Home Cleaning,Basic
2127,Caregiving,Advanced
2127,Patient Care,Advanced
2128,Kitchen Assistance,Advanced
2128,CCTV Monitoring,Intermediate
2129,Textile Machine Operation,Basic
2129,Garment Quality Control,Intermediate
2129,Cooking,Advanced
2130,Patient Care,Advanced
2131,Front Desk Operations,Advanced
2132,Sewing,Basic
2133,Retail Sales,Advanced
2133,Customer Service,Intermediate
2134,Laundry,Advanced
2135,MS Office,Advanced
2135,Sewing,Intermediate
2136,Textile Machine Operation,Advanced
2136,Housekeeping,Advanced
2137,Shuttering Carpentry,Advanced
2138,Cooking,Intermediate
2139,Driving,Advanced
2140,Accounting,Advanced
2140,Driving,Basic
2140,Facility Maintenance,Basic
2142,Kitchen Assistance,Intermediate
2142,Data Entry,Intermediate
2142,Patient Care,Intermediate
2143,Nursing,Basic
2143,Scaffolding,Advanced
2144,Bookkeeping,Advanced
2144,Hotel Housekeeping,Intermediate
2144,Health Aide,Advanced
2145,MS Office,Intermediate
2146,Horticulture,Intermediate
2146,Laundry,Intermediate
2146,Elderly Care,Basic
2147,Packing,Basic
2147,MS Office,Advanced
2148,Concrete Mixing,Basic
2148,Serving,Advanced
2148,Accounting,Basic
2148,Janitorial Skills,Intermediate
2149,Laundry,Advanced
2149,Cooking,Basic
2150,Beauty Therapy,Intermediate
2150,Housekeeping,Intermediate
2150,Nursing,Intermediate
2150,Garment Quality Control,Advanced
2151,Nursing,Intermediate
2151,Accounting,Basic
2151,Shuttering Carpentry,Basic
2152,Bar Bending,Intermediate
2153,Nursing,Intermediate
2153,Construction Supervision,Basic
2154,Driving,Basic
2154,Farming,Advanced
2155,Construction Supervision,Advanced
2155,Fishing,Intermediate
2156,Housekeeping,Basic
2156,Welding,Basic
2156,Plumbing,Intermediate
2156,Health Aide,Intermediate
2157,Laundry,Basic
2158,Food Preparation,Advanced
2158,Medical Assistance,Advanced
2158,Farming,Basic
2159,Nursing,Basic
2160,Medical Assistance,Advanced
2160,Concrete Mixing,Intermediate
2161,Patient Care,Advanced
2161,Elderly Care,Advanced
2161,IT Skills,Basic
2162,First Aid,Intermediate
2163,Textile Machine Operation,Basic
2163,Driving,Advanced
2164,Nursing,Basic
2164,Farming,Intermediate
2165,Vehicle Maintenance,Advanced
2165,Customer Service,Intermediate
2166,Excel,Basic
2167,Housekeeping,Intermediate
2167,Nursing,Basic
2168,Administrative Support,Basic
2168,Fishing,Advanced
2168,Textile Machine Operation,Advanced
2168,Livestock Management,Intermediate
2169,Home Cleaning,Advanced
2169,Hotel Housekeeping,Intermediate
2170,Customer Service,Intermediate
2170,Facility Maintenance,Advanced
2170,Cooking,Basic
2171,Nursing,Basic
2171,Tailoring,Advanced
2172,Sewing,Basic
2173,Masonry,Basic
2173,Retail Sales,Intermediate
2173,Plumbing,Basic
2174,Janitorial Skills,Basic
2174,Masonry,Basic
2174,Vehicle Maintenance,Advanced
2175,Food Preparation,Intermediate
2175,Electrical,Intermediate
2175,Teaching Assistance,Basic
2176,Elderly Care,Advanced
2176,Laundry,Intermediate
2176,Textile Machine Operation,Advanced
2177,Administrative Support,Basic
2178,Garment Quality Control,Advanced
2178,Laundry,Advanced
2178,Retail Sales,Advanced
2178,Caregiving,Basic
2179,Food Preparation,Basic
2179,Retail Sales,Intermediate
2179,Sewing,Basic
2180,Masonry,Basic
2180,Caregiving,Basic
2181,Driving,Advanced
2182,Painting,Advanced
2183,Construction Supervision,Basic
2183,Security Guarding,Basic
2183,Quality Inspection,Intermediate
2183,Elderly Care,Intermediate
2183,Vehicle Maintenance,Basic
2184,Garment Quality Control,Advanced
2185,Housekeeping,Basic
2185,Health Aide,Intermediate
2186,Data Entry,Advanced
2188,Janitorial Skills,Basic
2189,Cooking,Intermediate
2189,Hairdressing,Basic
2190,Masonry,Advanced
2190,Fishing,Intermediate
2190,Customer Service,Basic
2190,Excel,Intermediate
2191,Teaching Assistance,Basic
2191,Makeup Artistry,Basic
2192,Caregiving,Intermediate
2192,Driving,Basic
2192,Logistics Coordination,Basic
2193,Vehicle Maintenance,Basic
2194,Horticulture,Basic
2194,Medical Assistance,Intermediate
2195,Packing,Advanced
2195,Livestock Management,Basic
2195,Driving,Advanced
2195,Shuttering Carpentry,Advanced
2196,Security Guarding,Advanced
2196,Elderly Care,Intermediate
2197,Farming,Advanced
2197,Vehicle Maintenance,Advanced
2198,Driving,Intermediate
2199,Food Preparation,Intermediate
2199,Vehicle Maintenance,Advanced
2199,Home Cleaning,Intermediate
2200,Laundry,Advanced
2201,Housekeeping,Intermediate
2202,Security Guarding,Basic
2202,Sewing,Basic
2203,Teaching Assistance,Intermediate
2203,Makeup Artistry,Advanced
2203,Excel,Intermediate
2203,Facility Maintenance,Basic
2204,Shuttering Carpentry,Intermediate
2204,Garment Quality Control,Intermediate
2205,Administrative Support,Advanced
2205,Bookkeeping,Intermediate
2206,Barista Skills,Intermediate
2206,Sewing,Basic
2206,Horticulture,Basic
2207,Plumbing,Advanced
2207,Carpentry,Intermediate
2207,IT Skills,Intermediate
2208,Laundry,Basic
2208,Construction Supervision,Basic
2209,Farming,Advanced
2209,Beauty Therapy,Intermediate
2210,Painting,Basic
2210,Accounting,Basic
2211,Excel,Basic
2211,Vehicle Maintenance,Intermediate
2211,Home Cleaning,Basic
2211,Concrete Mixing,Advanced
2211,Accounting,Intermediate
2212,Nursing,Advanced
2213,Nursing,Intermediate
2213,Shuttering Carpentry,Advanced
2213,Vehicle Maintenance,Advanced
2214,Facility Maintenance,Intermediate
2214,Tailoring,Advanced
2214,Janitorial Skills,Basic
2214,Home Cleaning,Advanced
2214,Retail Sales,Basic
2215,Livestock Management,Advanced
2215,Administrative Support,Advanced
2216,Hairdressing,Basic
2216,Driving,Advanced
2217,Electrical,Intermediate
2218,Concrete Mixing,Intermediate
2218,Fishing,Basic
2219,First Aid,Intermediate
2219,Caregiving,Advanced
2220,Nursing,Intermediate
2221,Livestock Management,Intermediate
2221,Welding,Intermediate
2221,First Aid,Basic
2221,Bar Bending,Intermediate
2222,Delivery Driving,Advanced
2223,Excel,Advanced
2224,Hotel Housekeeping,Basic
2224,Housekeeping,Intermediate
2224,Concrete Mixing,Intermediate
2225,Packing,Advanced
2225,Painting,Basic
2226,Beauty Therapy,Basic
2226,Plumbing,Advanced
2226,Kitchen Assistance,Intermediate
2226,Tailoring,Advanced
2227,Front Desk Operations,Advanced
2227,Farming,Intermediate
2227,Teaching Assistance,Basic
2227,Hotel Housekeeping,Advanced
2228,Nursing,Basic
2229,Plumbing,Basic
2229,Excel,Advanced
2230,Food Preparation,Basic
2230,Banquet Service,Intermediate
2231,Painting,Basic
2231,Inventory Management,Basic
2232,Security Guarding,Intermediate
2232,Electrical,Intermediate
2232,Carpentry,Intermediate
2232,Childcare,Basic
2233,Sewing,Basic
2233,Masonry,Intermediate
2234,Hairdressing,Intermediate
2234,CCTV Monitoring,Intermediate
2235,Forklift Operation,Intermediate
2235,Cooking,Basic
2236,Scaffolding,Intermediate
2236,Customer Service,Advanced
2237,Heavy Vehicle Driving,Advanced
2237,Painting,Basic
2237,Hotel Housekeeping,Basic
2238,Data Entry,Advanced
2239,Plumbing,Basic
2239,Carpentry,Advanced
2240,Electrical,Advanced
2240,Heavy Vehicle Driving,Intermediate
2241,Laundry,Advanced
2242,Elderly Care,Intermediate
2242,CCTV Monitoring,Intermediate
2242,Serving,Advanced
2243,Guest Relations,Advanced
2243,Driving,Intermediate
2243,Banquet Service,Intermediate
2243,Nursing,Advanced
2244,Facility Maintenance,Basic
2244,Sewing,Advanced
2244,Housekeeping,Advanced
2244,Retail Sales,Intermediate
2244,Front Desk Operations,Intermediate
2245,Sewing,Advanced
2246,Nursing,Advanced
2246,Tailoring,Basic
2246,Tiling,Basic
2247,Sewing,Basic
2247,Painting,Advanced
2247,Scaffolding,Advanced
2248,Nursing,Basic
2249,Front Desk Operations,Intermediate
2249,Livestock Management,Advanced
2250,Driving,Intermediate
2251,Scaffolding,Advanced
2252,Garment Quality Control,Intermediate
2252,Driving,Intermediate
2252,Masonry,Basic
2252,Electrical,Basic
2253,Sewing,Advanced
2254,Front Desk Operations,Basic
2255,Quality Inspection,Basic
2255,Delivery Driving,Advanced
2255,Carpentry,Basic
2256,Excel,Intermediate
2256,Plumbing,Advanced
2256,Beauty Therapy,Intermediate
2257,Livestock Management,Basic
2257,Nursing,Advanced
2258,Inventory Management,Advanced
2259,Garment Quality Control,Advanced
2259,Hotel Housekeeping,Advanced
