PersonalID,QualificationType,CourseName,University,Year,Result
2317,Higher Diploma,Hospitality Elite,NSBM Green University,1987,Pass
2318,Higher Diploma,Business National,NSBM Green University,2003,First Class
2324,BSc,Nursing Advanced,University of Colombo,1983,Second Lower
2348,BSc,Computer Science Advanced,University of Ruhuna,1987,Second Lower
2349,MSc,Engineering Elite,University of Peradeniya,2011,Merit
2353,Diploma,Engineering Global,University of Peradeniya,1990,First Class
2353,BA,Accounting Advanced,University of Colombo,1980,First Class
2357,BSc,Hospitality Elite,NSBM Green University,2006,Second Upper
2357,Higher Diploma,Engineering Elite,University of Peradeniya,1988,Merit
2380,Higher Diploma,Hospitality International,University of Kelaniya,1994,
2383,MSc,Nursing National,Open University of Sri Lanka,1980,
2388,Diploma,Business National,SLIIT,1992,
2390,Diploma,Computer Science International,Open University of Sri Lanka,2014,Second Upper
2390,Diploma,Computer Science Premier,University of Sri Jayewardenepura,1993,Second Lower
2403,BA,Nursing Elite,Open University of Sri Lanka,1984,Merit
2403,MSc,Business International,Eastern University,2016,Second Upper
2403,Higher Diploma,Computer Science National,NSBM Green University,1986,First Class
2405,MSc,Hospitality International,University of Kelaniya,1994,Pass
2406,BA,Engineering Tech,SLIIT,2025,Second Upper
2409,BSc,Business International,University of Colombo,1993,First Class
2411,BSc,Computer Science International,Eastern University,1991,
2412,Diploma,Engineering Global,University of Colombo,1982,Merit
2413,MSc,Engineering Premier,Open University of Sri Lanka,1981,Second Upper
2418,Diploma,Hospitality Global,University of Sri Jayewardenepura,1983,Pass
2434,Higher Diploma,Accounting Tech,Eastern University,1985,
2434,BSc,Nursing International,University of Colombo,1991,
2434,Higher Diploma,Nursing Elite,University of Kelaniya,2020,Second Lower
2437,Diploma,Accounting Advanced,University of Moratuwa,1985,
2441,BA,Computer Science Elite,University of Ruhuna,2021,Second Upper
2441,Higher Diploma,Engineering Elite,University of Peradeniya,1992,
2444,BSc,Nursing International,University of Sri Jayewardenepura,1980,First Class
2444,BSc,Nursing Elite,University of Colombo,1984,First Class
2450,MSc,Business Tech,NSBM Green University,1985,
2450,MSc,Business Global,University of Sri Jayewardenepura,2005,Pass
2455,Higher Diploma,Hospitality Elite,University of Colombo,1981,First Class
2455,Higher Diploma,Engineering Advanced,University of Ruhuna,2001,Second Lower
2455,Diploma,Accounting Tech,Eastern University,1988,Second Upper
2456,Higher Diploma,Business National,SLIIT,1980,Second Lower
2462,Higher Diploma,Accounting Global,Eastern University,2001,Pass
2463,BA,Nursing Tech,NSBM Green University,2005,Second Lower
2469,BSc,Nursing Advanced,Eastern University,2023,Merit
2472,BSc,Hospitality Premier,Open University of Sri Lanka,2016,First Class
2491,BSc,Business Advanced,University of Kelaniya,2014,
2500,Higher Diploma,Engineering National,University of Ruhuna,1984,Second Lower
2513,BSc,Engineering Advanced,University of Colombo,1985,Second Upper
2513,BA,Hospitality International,University of Ruhuna,1990,Pass
2515,BSc,Computer Science National,University of Sri Jayewardenepura,1985,Second Lower
2515,Diploma,Computer Science Advanced,SLIIT,1998,First Class
2516,MSc,Hospitality Premier,NSBM Green University,2014,Second Upper
2517,MSc,Business Advanced,University of Kelaniya,1980,Pass
2525,MSc,Hospitality Global,Eastern University,2001,Merit
2528,MSc,Accounting National,SLIIT,2010,Second Upper
2544,MSc,Computer Science Tech,University of Moratuwa,1984,Merit
2544,BA,Engineering Tech,NSBM Green University,1985,First Class
2549,BA,Business Elite,University of Kelaniya,1987,
2549,Higher Diploma,Computer Science Advanced,University of Sri Jayewardenepura,2000,Second Lower
2549,Diploma,Engineering International,University of Moratuwa,2008,Merit
2551,MSc,Computer Science Global,Eastern University,2002,Second Lower
2551,Diploma,Accounting Global,University of Kelaniya,2010,Pass
2568,MSc,Business Global,NSBM Green University,2002,
2570,Higher Diploma,Business National,University of Kelaniya,1982,Merit
2570,Higher Diploma,Nursing Tech,University of Colombo,2015,First Class
2574,MSc,Nursing International,SLIIT,1982,Second Upper
2580,Higher Diploma,Nursing International,NSBM Green University,1984,First Class
2582,Higher Diploma,Hospitality International,Open University of Sri Lanka,2006,Second Lower
2598,Diploma,Computer Science International,University of Peradeniya,2004,
2599,BA,Business Tech,University of Colombo,1980,First Class
2602,MSc,Computer Science Elite,SLIIT,1995,Second Lower
2603,BA,Accounting International,University of Peradeniya,2007,First Class
2603,BA,Computer Science Global,NSBM Green University,1980,Second Upper
2604,Higher Diploma,Hospitality Global,SLIIT,2019,First Class
2604,BA,Hospitality Advanced,University of Peradeniya,2002,Merit
2607,BA,Nursing Tech,University of Kelaniya,2012,Second Upper
2633,MSc,Nursing Premier,University of Sri Jayewardenepura,2007,Pass
2639,Diploma,Business Elite,University of Peradeniya,2004,Second Lower
2642,Higher Diploma,Business International,University of Peradeniya,1996,Second Upper
2642,BSc,Accounting International,University of Kelaniya,2008,Second Upper
2643,Higher Diploma,Business Global,NSBM Green University,1995,Second Lower
2652,MSc,Hospitality Advanced,Open University of Sri Lanka,2012,Merit
2652,BSc,Business International,University of Colombo,1982,First Class
2652,MSc,Computer Science Elite,SLIIT,2012,
2665,Higher Diploma,Business Premier,University of Colombo,2025,Second Lower
2666,BSc,Business International,University of Sri Jayewardenepura,2016,First Class
2670,BA,Hospitality Elite,University of Ruhuna,1990,Second Lower
2670,BA,Business Global,University of Peradeniya,2000,First Class
2671,MSc,Accounting National,Open University of Sri Lanka,2005,Merit
2671,Diploma,Accounting International,Eastern University,2011,Pass
2671,MSc,Business International,University of Ruhuna,2017,
2673,BSc,Accounting International,University of Peradeniya,1984,
2677,Higher Diploma,Engineering Elite,Eastern University,2016,Second Lower
2677,Diploma,Hospitality Elite,University of Ruhuna,1985,Pass
2682,Higher Diploma,Hospitality International,Open University of Sri Lanka,2001,Merit
2682,BA,Nursing National,SLIIT,1982,Merit
2683,Diploma,Business Premier,Open University of Sri Lanka,2001,
2683,MSc,Computer Science Elite,University of Colombo,2019,Second Upper
2684,BA,Computer Science International,SLIIT,2025,First Class
2685,MSc,Computer Science Premier,University of Ruhuna,1994,
2691,Higher Diploma,Business International,University of Ruhuna,1991,First Class
2697,MSc,Computer Science National,Eastern University,2018,
2705,BSc,Accounting Elite,SLIIT,2003,First Class
2713,Diploma,Hospitality Global,Open University of Sri Lanka,1989,
2714,Higher Diploma,Business National,University of Ruhuna,1995,Pass
2715,BA,Business Tech,University of Peradeniya,2010,Pass
2718,BA,Business Global,NSBM Green University,2000,Pass
2738,BA,Nursing Advanced,University of Colombo,2024,Merit
2738,MSc,Hospitality Advanced,NSBM Green University,2021,Second Lower
2739,BA,Nursing Global,University of Moratuwa,1991,Second Lower
2743,Higher Diploma,Engineering Tech,University of Peradeniya,2004,Second Lower
2743,Diploma,Hospitality Advanced,University of Kelaniya,2025,
2743,MSc,Nursing Global,Eastern University,1990,
2747,MSc,Hospitality Advanced,NSBM Green University,1984,Second Upper
2751,Higher Diploma,Accounting Advanced,University of Moratuwa,1984,Pass
2761,BSc,Business International,University of Kelaniya,2012,Pass
2762,Higher Diploma,Engineering Advanced,NSBM Green University,2010,
2762,BA,Business International,University of Peradeniya,2005,
2762,Higher Diploma,Business Elite,University of Ruhuna,1980,
2767,Higher Diploma,Computer Science Elite,University of Sri Jayewardenepura,2021,Merit
2786,Diploma,Business Tech,University of Colombo,2018,
2787,BA,Engineering National,Open University of Sri Lanka,2019,Pass
2788,Diploma,Business Tech,SLIIT,2018,
2789,MSc,Engineering Premier,University of Kelaniya,2022,Second Lower
2795,MSc,Accounting Elite,University of Kelaniya,2007,Second Lower
2824,BA,Computer Science Advanced,University of Colombo,2002,Merit
2825,BA,Engineering Tech,University of Colombo,1997,Merit
2827,Higher Diploma,Engineering Elite,University of Kelaniya,1989,Pass
2836,MSc,Hospitality Advanced,University of Ruhuna,2019,Second Lower
2836,MSc,Nursing International,University of Peradeniya,2005,Second Upper
2836,Higher Diploma,Business Premier,NSBM Green University,1998,Pass
2848,BA,Computer Science Premier,NSBM Green University,1988,Pass
2861,BSc,Hospitality International,NSBM Green University,1996,First Class
2861,BSc,Nursing Tech,Open University of Sri Lanka,2023,First Class
2880,Higher Diploma,Computer Science Advanced,Open University of Sri Lanka,2016,Second Upper
2881,BA,Hospitality Advanced,University of Colombo,2025,
2886,BA,Nursing Elite,University of Colombo,1990,Second Upper
2887,MSc,Hospitality Premier,University of Ruhuna,2010,Merit
2891,MSc,Hospitality Tech,University of Colombo,2017,First Class
2896,Diploma,Engineering Advanced,Eastern University,2017,Second Lower
2896,BSc,Accounting Advanced,University of Peradeniya,1993,
2896,MSc,Business National,University of Sri Jayewardenepura,2020,Pass
2897,Diploma,Hospitality International,University of Colombo,2024,First Class
2919,MSc,Engineering Premier,University of Peradeniya,1993,Second Lower
2919,Diploma,Accounting Advanced,Eastern University,1987,Second Lower
2919,MSc,Engineering Global,NSBM Green University,2005,Second Upper
2923,BA,Business Tech,University of Moratuwa,2018,Merit
2925,Diploma,Accounting Tech,University of Kelaniya,1992,Pass
2951,BA,Engineering Tech,University of Kelaniya,2011,Second Lower
2954,Higher Diploma,Accounting Elite,NSBM Green University,1985,Pass
2956,Higher Diploma,Accounting Advanced,Open University of Sri Lanka,1997,Second Upper
2971,Higher Diploma,Business Tech,University of Moratuwa,2020,First Class
2974,Diploma,Nursing Global,SLIIT,2014,First Class
2977,BA,Engineering Tech,University of Kelaniya,2017,Merit
2977,BA,Nursing Advanced,University of Ruhuna,2008,Merit
2977,BA,Computer Science National,Open University of Sri Lanka,2020,Second Lower
2999,MSc,Nursing International,SLIIT,2006,Pass
2999,MSc,Engineering Advanced,University of Ruhuna,2014,First Class
2999,Diploma,Engineering International,Open University of Sri Lanka,2016,
3005,Higher Diploma,Computer Science Tech,SLIIT,2013,
3015,BSc,Accounting National,Eastern University,2018,Second Lower
3019,MSc,Hospitality Tech,University of Ruhuna,2025,Second Lower
3019,BA,Hospitality Advanced,University of Colombo,2005,Second Lower
3019,Higher Diploma,Business Tech,University of Moratuwa,1991,Second Lower
3024,BA,Computer Science International,University of Sri Jayewardenepura,2002,
3026,Higher Diploma,Business International,University of Kelaniya,2011,Second Lower
3034,BSc,Business International,University of Ruhuna,2023,
3036,BSc,Accounting Elite,Eastern University,1997,First Class
3038,Higher Diploma,Accounting Elite,University of Moratuwa,1988,Second Upper
3044,BSc,Computer Science National,Open University of Sri Lanka,2012,Second Upper
3045,Higher Diploma,Engineering Elite,Eastern University,1996,Pass
3066,BSc,Hospitality Advanced,University of Sri Jayewardenepura,2006,Pass
3066,BA,Business National,SLIIT,2021,
3066,MSc,Computer Science Global,University of Sri Jayewardenepura,2005,
3070,BSc,Hospitality International,NSBM Green University,2025,Second Lower
3079,Diploma,Accounting National,University of Moratuwa,2016,Second Lower
3079,BSc,Engineering International,University of Peradeniya,1992,First Class
3079,MSc,Accounting Tech,NSBM Green University,2010,Merit
3086,Diploma,Business International,Eastern University,2001,
3105,Diploma,Nursing International,University of Kelaniya,1990,Second Upper
3106,BSc,Engineering Global,Eastern University,1991,
3107,Higher Diploma,Nursing International,University of Kelaniya,2006,
3113,Higher Diploma,Engineering Premier,University of Kelaniya,2023,Pass
3117,Higher Diploma,Engineering Global,University of Kelaniya,1996,Pass
3119,BSc,Computer Science National,University of Colombo,2014,Merit
3121,BA,Accounting Global,University of Peradeniya,1993,First Class
3136,BA,Hospitality Advanced,NSBM Green University,2008,
3137,Higher Diploma,Business National,University of Sri Jayewardenepura,2021,Merit
3153,Diploma,Engineering Global,NSBM Green University,2018,
3157,MSc,Engineering International,University of Colombo,1984,Second Upper
3157,Higher Diploma,Engineering National,Open University of Sri Lanka,1989,Pass
3159,BA,Hospitality International,NSBM Green University,1988,First Class
3161,Diploma,Computer Science Advanced,University of Kelaniya,2025,First Class
3167,MSc,Engineering Advanced,University of Moratuwa,1993,
3168,BA,Business Elite,University of Peradeniya,1993,Pass
3168,Higher Diploma,Computer Science Elite,University of Colombo,2024,Pass
3168,MSc,Nursing Tech,University of Kelaniya,2005,
3179,Higher Diploma,Nursing International,University of Sri Jayewardenepura,2020,
3182,MSc,Computer Science Global,Open University of Sri Lanka,2002,First Class
3182,BA,Computer Science Global,University of Colombo,1980,Second Lower
3187,Higher Diploma,Engineering Premier,University of Kelaniya,2012,
3192,BA,Business Tech,SLIIT,2002,Second Lower
3203,Diploma,Hospitality Advanced,University of Peradeniya,2015,Pass
3208,MSc,Engineering International,Eastern University,1981,Second Upper
3220,BA,Nursing Premier,University of Sri Jayewardenepura,1982,Merit
3222,BSc,Engineering International,Open University of Sri Lanka,2013,Second Lower
3236,Higher Diploma,Business National,Eastern University,2020,First Class
3238,Higher Diploma,Nursing Elite,Open University of Sri Lanka,2006,
3241,BA,Computer Science National,Open University of Sri Lanka,2015,First Class
3250,BA,Hospitality Tech,SLIIT,2019,Second Upper
3253,BSc,Nursing Tech,University of Colombo,1983,Second Lower
3266,BSc,Computer Science International,University of Moratuwa,2001,Second Upper
3268,MSc,Computer Science National,SLIIT,2005,Merit
3274,MSc,Accounting International,University of Colombo,2012,Second Lower
3279,MSc,Hospitality International,University of Moratuwa,2024,Pass
3279,Diploma,Engineering International,SLIIT,2010,Merit
3280,BSc,Hospitality Global,University of Moratuwa,1992,Merit
3282,BSc,Hospitality Global,SLIIT,2008,Second Lower
3294,Higher Diploma,Nursing Premier,University of Moratuwa,2024,First Class
3301,MSc,Nursing Premier,University of Colombo,2022,First Class
3303,Higher Diploma,Engineering Premier,Eastern University,2009,Second Lower
3309,BA,Computer Science Advanced,NSBM Green University,2000,First Class
3320,BSc,Computer Science Tech,SLIIT,2002,Second Upper
3320,Diploma,Nursing Tech,Open University of Sri Lanka,2024,Second Upper
3321,Higher Diploma,Accounting National,University of Kelaniya,1996,
3323,MSc,Engineering International,University of Ruhuna,1997,Second Lower
3323,Higher Diploma,Hospitality National,NSBM Green University,1982,Pass
3324,BA,Hospitality Tech,University of Peradeniya,1984,
3330,Higher Diploma,Computer Science Tech,University of Kelaniya,1985,Pass
3335,Diploma,Accounting Global,Open University of Sri Lanka,2017,Second Upper
3337,BSc,Computer Science Advanced,Eastern University,1991,First Class
3351,BSc,Engineering Advanced,University of Ruhuna,2014,
3380,Diploma,Accounting International,University of Kelaniya,2017,Second Upper
3381,BA,Accounting Elite,University of Sri Jayewardenepura,2023,Merit
3383,BSc,Hospitality Premier,Open University of Sri Lanka,1985,Pass
3383,Diploma,Accounting Premier,NSBM Green University,2016,Merit
3384,Diploma,Accounting Global,SLIIT,1991,Second Upper
3393,BSc,Hospitality International,University of Peradeniya,2020,Pass
3400,MSc,Hospitality National,Eastern University,2016,First Class
3407,Higher Diploma,Hospitality National,SLIIT,2000,
3408,Diploma,Computer Science Advanced,University of Colombo,2022,Pass
3411,BA,Accounting Tech,NSBM Green University,2023,
3419,Higher Diploma,Nursing Tech,SLIIT,1999,First Class
3419,Higher Diploma,Hospitality National,SLIIT,2008,Pass
3421,BA,Business International,SLIIT,2003,Second Upper
3425,MSc,Business International,Eastern University,1981,
3431,Diploma,Hospitality Premier,University of Sri Jayewardenepura,1990,Pass
3443,Higher Diploma,Nursing Advanced,University of Ruhuna,1999,Second Upper
3444,Diploma,Hospitality Premier,University of Sri Jayewardenepura,2014,First Class
3449,BSc,Nursing Advanced,University of Kelaniya,2013,Second Upper
3458,MSc,Engineering Tech,Open University of Sri Lanka,1996,
3460,MSc,Accounting Premier,University of Peradeniya,2000,First Class
3466,Diploma,Nursing International,University of Peradeniya,2013,
3475,MSc,Business Premier,University of Kelaniya,2024,First Class
3476,BSc,Business Global,University of Ruhuna,1980,Merit
3484,BA,Accounting Global,University of Ruhuna,2021,
3487,BSc,Business International,NSBM Green University,1996,First Class
3493,BSc,Accounting Global,Eastern University,2017,First Class
3493,Higher Diploma,Hospitality Advanced,University of Colombo,1983,Second Upper
3493,Higher Diploma,Engineering Elite,Open University of Sri Lanka,2022,Second Upper
3498,BA,Engineering Elite,University of Ruhuna,2013,
3499,BA,Hospitality International,University of Ruhuna,2014,
3504,MSc,Hospitality Global,University of Sri Jayewardenepura,2009,First Class
3506,MSc,Hospitality Global,Open University of Sri Lanka,2004,Pass
3517,BSc,Hospitality Advanced,University of Ruhuna,1988,Merit
3518,Higher Diploma,Business Global,University of Kelaniya,2010,
3518,BA,Engineering Premier,SLIIT,2021,Merit
3530,MSc,Hospitality International,NSBM Green University,2001,Second Lower
3532,BA,Engineering International,University of Kelaniya,1982,Pass
3532,Higher Diploma,Nursing Advanced,University of Colombo,2008,Merit
3537,BA,Business National,Eastern University,2006,Merit
3537,BSc,Accounting Global,University of Sri Jayewardenepura,1982,Second Lower
3548,MSc,Accounting International,University of Kelaniya,2008,Second Upper
3553,Higher Diploma,Business Elite,NSBM Green University,1990,Second Upper
3563,BSc,Engineering National,University of Moratuwa,1989,Merit
3566,Higher Diploma,Accounting Global,University of Ruhuna,2005,First Class
3572,BA,Nursing National,SLIIT,2018,Merit
3573,Diploma,Business Elite,University of Kelaniya,1980,Second Lower
3578,BA,Engineering National,University of Sri Jayewardenepura,2014,Second Upper
3583,Diploma,Business Global,University of Ruhuna,1999,
3583,Diploma,Business International,Eastern University,2007,Pass
3584,Diploma,Nursing National,University of Colombo,2003,Second Upper
3584,BSc,Hospitality Advanced,SLIIT,1999,First Class
3584,Higher Diploma,Hospitality Premier,University of Kelaniya,1987,First Class
3588,MSc,Computer Science Global,University of Colombo,2004,Second Lower
3591,BA,Computer Science Elite,University of Peradeniya,2016,Merit
3592,MSc,Nursing International,Open University of Sri Lanka,2016,Pass
3592,BA,Hospitality Global,Open University of Sri Lanka,2005,Second Upper
3601,BA,Engineering National,University of Moratuwa,1997,First Class
3603,BA,Business International,University of Sri Jayewardenepura,2001,Pass
3604,MSc,Business Global,University of Kelaniya,2003,Second Lower
3604,BSc,Nursing International,University of Colombo,2019,Second Lower
3606,Higher Diploma,Accounting Premier,SLIIT,2002,
3607,BA,Nursing Premier,University of Peradeniya,2020,First Class
3608,Diploma,Engineering Premier,University of Sri Jayewardenepura,2007,Merit
3611,Higher Diploma,Nursing National,University of Colombo,2013,
3614,Higher Diploma,Computer Science International,Eastern University,2007,Second Upper
3622,BSc,Nursing Tech,University of Kelaniya,2023,First Class
3629,Diploma,Hospitality Premier,Open University of Sri Lanka,1980,Second Upper
3630,BSc,Accounting Advanced,University of Peradeniya,1990,Second Lower
3640,Higher Diploma,Business Elite,University of Peradeniya,1998,Second Lower
3646,BA,Engineering National,University of Peradeniya,1990,First Class
3648,Diploma,Hospitality International,University of Colombo,2008,Merit
3653,BSc,Hospitality Global,SLIIT,2011,Merit
3657,BA,Engineering National,University of Sri Jayewardenepura,2011,Merit
3659,MSc,Business Premier,University of Kelaniya,1984,Merit
3659,Diploma,Accounting Global,University of Ruhuna,2012,
3661,BA,Hospitality Elite,University of Colombo,1997,Merit
3663,BA,Nursing Elite,Eastern University,2006,First Class
3673,Diploma,Hospitality International,University of Moratuwa,1980,Second Lower
3683,Diploma,Business Global,University of Ruhuna,1988,Pass
3688,Diploma,Nursing Elite,University of Ruhuna,1992,Pass
3693,Diploma,Engineering National,NSBM Green University,2014,Second Lower
3702,BA,Business National,University of Colombo,2019,Second Upper
3706,BSc,Computer Science Elite,University of Ruhuna,2022,
3708,BA,Hospitality Tech,University of Peradeniya,1992,Second Upper
3718,MSc,Accounting National,University of Ruhuna,1997,
3718,BSc,Business International,SLIIT,2019,Second Upper
3718,BA,Computer Science Global,University of Ruhuna,2005,
3734,Diploma,Engineering Premier,University of Sri Jayewardenepura,2019,
3735,Higher Diploma,Business National,Open University of Sri Lanka,1996,Second Lower
3747,Higher Diploma,Business Premier,University of Sri Jayewardenepura,1987,Merit
3747,BSc,Hospitality Premier,University of Ruhuna,2011,Merit
3749,Higher Diploma,Computer Science Global,Open University of Sri Lanka,2012,Merit
3758,Diploma,Computer Science Premier,University of Moratuwa,2010,Second Lower
3768,BA,Computer Science National,NSBM Green University,1987,Pass
3769,Higher Diploma,Accounting National,University of Sri Jayewardenepura,1980,Pass
3771,Diploma,Hospitality Global,University of Colombo,2004,Second Lower
3779,Higher Diploma,Nursing Global,NSBM Green University,1983,Pass
3788,Higher Diploma,Business Elite,University of Sri Jayewardenepura,1980,Second Lower
3796,Higher Diploma,Engineering Elite,University of Kelaniya,1990,
3810,Diploma,Accounting Tech,NSBM Green University,1981,Second Lower
3819,BSc,Accounting Advanced,Open University of Sri Lanka,1989,Second Lower
3819,BA,Accounting Advanced,SLIIT,2015,First Class
3821,BA,Hospitality International,University of Colombo,1988,
3823,Higher Diploma,Business Global,Open University of Sri Lanka,2013,
3827,Diploma,Engineering Tech,University of Ruhuna,1981,Merit
3830,Diploma,Accounting Premier,University of Colombo,2021,Second Upper
3832,BSc,Engineering International,University of Colombo,2021,Pass
3837,Diploma,Computer Science Premier,University of Moratuwa,2023,First Class
3840,BA,Engineering Tech,University of Sri Jayewardenepura,2003,Second Lower
3844,BA,Accounting Elite,University of Moratuwa,1987,Second Upper
3844,Diploma,Nursing Elite,Open University of Sri Lanka,1993,Merit
3852,BA,Hospitality Global,Open University of Sri Lanka,1986,Second Lower
3863,BA,Accounting Advanced,University of Sri Jayewardenepura,1982,Second Lower
3870,MSc,Engineering Tech,SLIIT,2023,Second Upper
3879,Higher Diploma,Nursing Elite,Eastern University,1993,Second Upper
3887,BA,Hospitality International,University of Kelaniya,2013,Merit
3891,Diploma,Computer Science Global,University of Sri Jayewardenepura,2009,Merit
3907,Higher Diploma,Hospitality National,University of Sri Jayewardenepura,1991,Second Upper
3908,BA,Engineering Advanced,University of Sri Jayewardenepura,1984,Merit
3908,MSc,Business Tech,University of Colombo,2025,Merit
3909,BA,Engineering Global,University of Sri Jayewardenepura,2001,First Class
3914,Higher Diploma,Accounting National,University of Kelaniya,1998,Second Lower
3914,Higher Diploma,Accounting Elite,University of Moratuwa,2020,Pass
3915,BSc,Hospitality National,Open University of Sri Lanka,1993,Merit
3916,Higher Diploma,Accounting National,NSBM Green University,1995,Second Upper
3926,MSc,Engineering Global,Eastern University,2001,Merit
3930,BSc,Accounting Advanced,NSBM Green University,2009,Merit
3941,Diploma,Engineering National,University of Moratuwa,1987,Second Lower
3953,Higher Diploma,Engineering Premier,University of Moratuwa,1983,Second Upper
3956,Diploma,Accounting National,University of Ruhuna,1989,
3965,Higher Diploma,Hospitality International,Eastern University,1987,
3967,Diploma,Nursing International,University of Ruhuna,2016,
3970,BA,Accounting National,University of Colombo,1985,Merit
3977,BA,Engineering Tech,Eastern University,1980,Merit
3977,BA,Business Premier,NSBM Green University,2021,
3977,BA,Computer Science National,University of Ruhuna,1980,First Class
3994,BA,Business Global,University of Ruhuna,2019,Merit
3995,Higher Diploma,Business Elite,University of Kelaniya,2024,Pass
4000,BA,Nursing Advanced,SLIIT,1985,First Class
4002,BA,Accounting Premier,SLIIT,2014,
4011,Diploma,Engineering Premier,NSBM Green University,2019,Second Upper
4014,Higher Diploma,Business Elite,SLIIT,1983,
4014,BA,Nursing Tech,University of Kelaniya,1981,First Class
4014,Diploma,Hospitality Premier,University of Sri Jayewardenepura,2020,First Class
4018,MSc,Accounting Premier,University of Moratuwa,1986,Second Upper
4019,Higher Diploma,Accounting National,Open University of Sri Lanka,2010,Second Lower
4022,Higher Diploma,Computer Science Global,University of Moratuwa,2002,Second Lower
4024,BSc,Hospitality Global,University of Ruhuna,2013,Second Lower
4033,BSc,Engineering International,University of Colombo,1994,First Class
4048,BA,Engineering Premier,Open University of Sri Lanka,1981,Second Upper
4060,Higher Diploma,Computer Science Global,Open University of Sri Lanka,2004,First Class
4061,BA,Nursing Elite,NSBM Green University,1993,Pass
4061,Higher Diploma,Engineering Elite,Open University of Sri Lanka,2013,Second Upper
4065,Higher Diploma,Hospitality Global,University of Sri Jayewardenepura,2004,
4070,Diploma,Hospitality Tech,University of Kelaniya,1982,First Class
4089,BSc,Business International,SLIIT,2018,
4095,BA,Nursing International,University of Sri Jayewardenepura,1983,
4096,BSc,Computer Science National,NSBM Green University,2005,First Class
4105,BSc,Nursing Tech,University of Peradeniya,1987,Merit
4112,Higher Diploma,Business International,SLIIT,2017,Second Upper
4112,BA,Accounting Global,SLIIT,2000,Pass
4114,Diploma,Business Elite,University of Ruhuna,2017,Second Upper
4122,BA,Computer Science Advanced,University of Moratuwa,1997,
4134,Diploma,Computer Science Advanced,University of Ruhuna,2017,First Class
4134,Diploma,Hospitality National,University of Ruhuna,2000,Merit
4134,MSc,Engineering Advanced,University of Moratuwa,2006,First Class
4136,Higher Diploma,Engineering Global,University of Moratuwa,2015,Second Lower
4136,Diploma,Engineering Tech,University of Colombo,2017,First Class
4144,Higher Diploma,Hospitality National,University of Ruhuna,1993,Second Upper
4144,BSc,Nursing Premier,Open University of Sri Lanka,1986,Pass
4155,Diploma,Computer Science Tech,University of Ruhuna,2005,
4161,BSc,Business International,University of Sri Jayewardenepura,2005,
4171,Diploma,Computer Science Tech,University of Sri Jayewardenepura,1981,First Class
4179,Diploma,Engineering Premier,NSBM Green University,2015,First Class
4196,MSc,Computer Science Global,University of Peradeniya,1982,Pass
4196,Higher Diploma,Computer Science Tech,University of Peradeniya,1993,
4198,Higher Diploma,Engineering Premier,University of Colombo,1980,Second Lower
4198,Higher Diploma,Nursing Premier,University of Ruhuna,1997,
4201,BA,Hospitality Global,University of Moratuwa,1990,Second Lower
4218,MSc,Engineering Elite,University of Moratuwa,2017,Second Upper
4218,BSc,Accounting Global,University of Kelaniya,1992,Merit
4218,BA,Nursing Tech,University of Kelaniya,2008,Merit
4221,BA,Accounting Premier,University of Kelaniya,1997,Merit
4221,MSc,Business Global,SLIIT,2011,Second Upper
4227,MSc,Computer Science Premier,University of Colombo,1995,Second Upper
4234,MSc,Accounting Tech,Open University of Sri Lanka,1982,First Class
4240,Higher Diploma,Accounting National,University of Peradeniya,1997,Second Lower
4241,BSc,Engineering Elite,University of Sri Jayewardenepura,1990,Second Upper
4254,BA,Hospitality Elite,University of Ruhuna,2004,First Class
4254,BSc,Business Premier,University of Sri Jayewardenepura,2003,Merit
4254,Diploma,Accounting International,Open University of Sri Lanka,2019,Second Lower
4261,BSc,Engineering International,University of Peradeniya,2012,Second Lower
4277,BSc,Accounting Elite,University of Kelaniya,1990,Merit
4283,BSc,Engineering Elite,University of Peradeniya,2011,
4283,Higher Diploma,Computer Science International,Open University of Sri Lanka,2016,First Class
4289,BSc,Hospitality National,University of Peradeniya,1984,Second Upper
4298,BSc,Nursing Premier,University of Kelaniya,2016,Second Lower
4299,MSc,Business Premier,University of Moratuwa,2008,Second Upper
4313,Higher Diploma,Accounting Global,University of Sri Jayewardenepura,2023,Pass
4315,BA,Nursing Tech,University of Peradeniya,2004,First Class
4328,BSc,Nursing Advanced,NSBM Green University,2016,First Class
4331,BSc,Hospitality Elite,SLIIT,2024,Second Lower
4333,BSc,Nursing Elite,NSBM Green University,1982,Second Lower
4335,Higher Diploma,Hospitality Premier,SLIIT,2009,Second Upper
4335,Higher Diploma,Accounting International,NSBM Green University,1982,Second Lower
4335,BSc,Computer Science Elite,Eastern University,2002,Second Upper
4337,Higher Diploma,Computer Science National,University of Colombo,2002,Second Upper
4340,MSc,Nursing National,SLIIT,1984,Second Upper
4340,MSc,Engineering Global,University of Ruhuna,1987,Second Upper
4349,MSc,Business Premier,University of Sri Jayewardenepura,1992,First Class
4353,Higher Diploma,Hospitality Premier,University of Peradeniya,2021,First Class
4377,MSc,Business Premier,University of Ruhuna,2019,
4391,BA,Accounting Premier,University of Peradeniya,1990,Merit
4393,BA,Nursing International,University of Colombo,2001,Second Lower
4410,Diploma,Business Premier,Open University of Sri Lanka,2014,Second Upper
4410,BA,Nursing Premier,Eastern University,1989,Pass
4411,BSc,Hospitality Global,University of Ruhuna,2022,Pass
4412,Diploma,Business Elite,University of Moratuwa,2016,First Class
