ContractID,ApplicationID,JobID,PersonalID,ContractNumber,ContractStartDate,ContractEndDate,RenewalEligible,ContractStatus,SignedDate,Remarks
1386,4705,1088,1612,C0001386,2026-06-24,2026-06-25,1,Active,2026-06-24,Fixed-Term
1387,4710,32,1613,C0001387,2025-12-11,2027-06-06,0,Active,2025-12-11,Housing Provided
1388,4713,3414,1615,C0001388,2025-12-02,2026-06-04,1,Active,2025-12-02,Travel Allowance
1389,4715,2706,1615,C0001389,2025-06-21,2027-03-28,1,Active,2025-06-21,SLBFE Standard Contract
1390,4716,1921,1616,C0001390,2025-01-19,2025-05-31,1,Active,2025-01-19,Housing Provided
1391,4722,2003,1618,C0001391,2025-06-01,2027-02-11,0,Active,2025-06-01,Travel Allowance
1392,4725,2247,1619,C0001392,2026-06-14,2026-12-25,1,Active,2026-06-14,Travel Allowance
1393,4727,3206,1619,C0001393,2026-01-19,2027-04-29,1,Active,2026-01-19,Fixed-Term
1394,4731,3716,1622,C0001394,2025-02-21,2026-05-20,0,Active,2025-02-21,Housing Provided
1395,4739,650,1624,C0001395,2024-09-07,2026-03-22,1,Active,2024-09-07,Fixed-Term
1396,4741,1578,1625,C0001396,2023-12-12,2025-06-03,0,Active,2023-12-12,SLBFE Standard Contract
1397,4742,424,1625,C0001397,2025-03-12,2027-03-15,1,Active,2025-03-12,Travel Allowance
1398,4744,4086,1625,C0001398,2024-09-03,2027-01-29,0,Active,2024-09-03,Fixed-Term
1399,4748,1918,1627,C0001399,2025-09-23,2026-11-06,0,Active,2025-09-23,SLBFE Standard Contract
1400,4756,3779,1630,C0001400,2024-09-26,2027-02-11,1,Active,2024-09-26,Housing Provided
1401,4757,1390,1630,C0001401,2026-02-10,2027-05-02,1,Active,2026-02-10,SLBFE Standard Contract
1402,4758,1275,1630,C0001402,2026-03-31,2027-04-20,0,Active,2026-03-31,Travel Allowance
1403,4766,346,1633,C0001403,2026-08-03,2026-08-20,1,Active,2026-08-03,SLBFE Standard Contract
1404,4769,4825,1633,C0001404,2025-12-14,2026-03-14,1,Active,2025-12-14,Travel Allowance
1405,4771,2162,1634,C0001405,2025-10-16,2027-02-22,0,Active,2025-10-16,Housing Provided
1406,4773,4426,1634,C0001406,2025-03-04,2025-09-14,1,Active,2025-03-04,SLBFE Standard Contract
1407,4775,4010,1634,C0001407,2024-12-05,2025-12-09,0,Active,2024-12-05,Fixed-Term
1408,4776,2719,1635,C0001408,2025-07-22,2026-01-20,0,Active,2025-07-22,Travel Allowance
1409,4782,6,1636,C0001409,2024-09-10,2025-03-02,1,Active,2024-09-10,SLBFE Standard Contract
1410,4788,786,1640,C0001410,2024-10-17,2025-02-12,1,Active,2024-10-17,Travel Allowance
1411,4789,546,1640,C0001411,2025-12-28,2026-05-02,1,Active,2025-12-28,Travel Allowance
1412,4790,2876,1640,C0001412,2026-06-17,2026-10-23,0,Active,2026-06-17,Housing Provided
1413,4792,1957,1641,C0001413,2026-01-12,2026-10-05,0,Active,2026-01-12,Housing Provided
1414,4794,90,1641,C0001414,2023-12-09,2025-12-21,1,Active,2023-12-09,Housing Provided
1415,4795,3798,1641,C0001415,2025-05-23,2027-02-27,1,Active,2025-05-23,Fixed-Term
1416,4796,462,1641,C0001416,2025-06-15,2025-09-03,1,Active,2025-06-15,Fixed-Term
1417,4801,2796,1642,C0001417,2025-11-29,2027-07-27,0,Active,2025-11-29,SLBFE Standard Contract
1418,4803,2742,1643,C0001418,2025-12-06,2026-07-21,0,Active,2025-12-06,Travel Allowance
1419,4807,1937,1644,C0001419,2025-02-28,2026-12-13,0,Active,2025-02-28,Travel Allowance
1420,4810,4595,1646,C0001420,2026-03-10,2027-03-01,1,Active,2026-03-10,Housing Provided
1421,4813,1460,1647,C0001421,2026-06-05,2026-11-16,0,Active,2026-06-05,Travel Allowance
1422,4815,831,1648,C0001422,2025-06-20,2026-05-29,1,Active,2025-06-20,Fixed-Term
1423,4816,1936,1648,C0001423,2024-04-30,2024-06-03,1,Active,2024-04-30,Fixed-Term
1424,4818,3884,1649,C0001424,2026-02-17,2027-08-12,1,Active,2026-02-17,Fixed-Term
1425,4820,1821,1650,C0001425,2026-03-04,2026-05-21,1,Active,2026-03-04,Travel Allowance
1426,4824,1375,1653,C0001426,2023-10-02,2027-02-13,0,Active,2023-10-02,Travel Allowance
1427,4825,933,1653,C0001427,2026-07-28,2026-08-14,0,Active,2026-07-28,Travel Allowance
1428,4828,51,1654,C0001428,2025-10-08,2027-06-27,0,Active,2025-10-08,Fixed-Term
1429,4829,1985,1654,C0001429,2025-08-07,2025-11-19,1,Active,2025-08-07,Housing Provided
1430,4831,3839,1654,C0001430,2025-11-04,2026-02-04,1,Active,2025-11-04,Travel Allowance
1431,4838,1536,1656,C0001431,2026-07-24,2027-03-24,1,Active,2026-07-24,SLBFE Standard Contract
1432,4840,2283,1657,C0001432,2026-07-10,2027-02-26,0,Active,2026-07-10,SLBFE Standard Contract
1433,4841,371,1658,C0001433,2026-07-08,2027-02-19,0,Active,2026-07-08,Travel Allowance
1434,4850,2327,1662,C0001434,2026-06-18,2026-06-23,0,Active,2026-06-18,SLBFE Standard Contract
1435,4854,4010,1662,C0001435,2026-05-09,2027-01-28,0,Active,2026-05-09,Housing Provided
1436,4855,2047,1662,C0001436,2024-11-17,2026-09-16,1,Active,2024-11-17,SLBFE Standard Contract
1437,4856,1481,1663,C0001437,2024-08-12,2025-04-29,0,Active,2024-08-12,Travel Allowance
1438,4859,3087,1663,C0001438,2026-03-02,2026-04-16,1,Active,2026-03-02,Housing Provided
1439,4860,3242,1664,C0001439,2024-04-03,2027-05-13,1,Active,2024-04-03,Housing Provided
1440,4861,1556,1665,C0001440,2024-04-25,2025-06-15,0,Active,2024-04-25,Fixed-Term
1441,4863,178,1665,C0001441,2026-03-05,2027-04-07,0,Active,2026-03-05,SLBFE Standard Contract
1442,4864,2961,1665,C0001442,2026-08-04,2026-10-19,0,Active,2026-08-04,Housing Provided
1443,4867,2163,1666,C0001443,2025-08-13,2026-10-09,1,Active,2025-08-13,Travel Allowance
1444,4869,60,1666,C0001444,2025-11-07,2027-03-08,1,Active,2025-11-07,SLBFE Standard Contract
1445,4872,1409,1668,C0001445,2025-02-04,2026-12-25,0,Active,2025-02-04,Travel Allowance
1446,4878,1968,1670,C0001446,2025-11-28,2026-11-08,1,Active,2025-11-28,Fixed-Term
1447,4883,3313,1671,C0001447,2026-01-12,2027-08-18,1,Active,2026-01-12,Travel Allowance
1448,4885,1224,1671,C0001448,2025-09-23,2025-12-13,0,Active,2025-09-23,Fixed-Term
1449,4886,2155,1672,C0001449,2026-06-28,2027-08-11,1,Active,2026-06-28,Travel Allowance
1450,4889,2423,1672,C0001450,2024-12-21,2027-01-28,1,Active,2024-12-21,SLBFE Standard Contract
1451,4894,1416,1674,C0001451,2025-10-31,2025-12-06,1,Active,2025-10-31,Fixed-Term
1452,4896,1366,1674,C0001452,2026-07-17,2027-01-29,0,Active,2026-07-17,Housing Provided
1453,4902,745,1675,C0001453,2025-06-05,2027-04-02,0,Active,2025-06-05,Housing Provided
1454,4906,4256,1677,C0001454,2026-06-04,2026-12-10,0,Active,2026-06-04,Housing Provided
1455,4913,1744,1681,C0001455,2026-03-21,2027-06-26,0,Active,2026-03-21,Housing Provided
1456,4915,1470,1682,C0001456,2025-07-24,2026-12-16,1,Active,2025-07-24,Travel Allowance
1457,4917,2129,1682,C0001457,2025-10-14,2026-12-12,1,Active,2025-10-14,SLBFE Standard Contract
1458,4918,4179,1682,C0001458,2025-06-14,2026-12-21,1,Active,2025-06-14,Fixed-Term
1459,4920,2352,1683,C0001459,2024-10-13,2026-10-17,0,Active,2024-10-13,Travel Allowance
1460,4924,4372,1684,C0001460,2025-12-13,2027-07-07,1,Active,2025-12-13,Fixed-Term
1461,4926,918,1685,C0001461,2026-07-06,2027-06-10,0,Active,2026-07-06,SLBFE Standard Contract
1462,4933,4057,1687,C0001462,2024-05-28,2026-10-08,1,Active,2024-05-28,SLBFE Standard Contract
1463,4934,1459,1687,C0001463,2026-04-19,2027-01-04,0,Active,2026-04-19,SLBFE Standard Contract
1464,4936,832,1687,C0001464,2025-11-06,2026-07-11,0,Active,2025-11-06,Travel Allowance
1465,4940,507,1688,C0001465,2025-07-23,2026-10-08,0,Active,2025-07-23,Fixed-Term
1466,4941,4338,1689,C0001466,2026-01-29,2026-06-03,0,Active,2026-01-29,SLBFE Standard Contract
1467,4946,1212,1690,C0001467,2025-07-26,2025-11-16,1,Active,2025-07-26,SLBFE Standard Contract
1468,4952,4448,1691,C0001468,2025-09-15,2026-01-15,1,Active,2025-09-15,SLBFE Standard Contract
1469,4953,2116,1692,C0001469,2024-04-14,2026-02-19,1,Active,2024-04-14,Housing Provided
1470,4956,2962,1692,C0001470,2023-10-31,2024-12-23,0,Active,2023-10-31,SLBFE Standard Contract
1471,4965,2324,1699,C0001471,2024-08-26,2024-12-27,1,Active,2024-08-26,SLBFE Standard Contract
1472,4966,1662,1699,C0001472,2026-07-01,2027-06-05,0,Active,2026-07-01,Travel Allowance
1473,4968,1829,1699,C0001473,2024-12-28,2027-07-22,1,Active,2024-12-28,Fixed-Term
1474,4975,513,1701,C0001474,2025-03-13,2026-05-09,1,Active,2025-03-13,Housing Provided
1475,4976,4097,1701,C0001475,2026-03-01,2027-08-13,0,Active,2026-03-01,Housing Provided
1476,4977,4509,1702,C0001476,2025-03-10,2025-06-18,1,Active,2025-03-10,Housing Provided
1477,4982,1556,1703,C0001477,2025-02-01,2027-02-05,1,Active,2025-02-01,Fixed-Term
1478,4983,2392,1703,C0001478,2026-04-03,2026-07-11,1,Active,2026-04-03,Housing Provided
1479,4987,2233,1705,C0001479,2025-04-05,2026-03-23,1,Active,2025-04-05,Housing Provided
1480,4989,1280,1705,C0001480,2024-08-01,2025-03-15,0,Active,2024-08-01,Travel Allowance
1481,4996,3047,1706,C0001481,2025-06-08,2026-06-08,1,Active,2025-06-08,SLBFE Standard Contract
1482,4998,1265,1707,C0001482,2026-03-02,2027-02-14,0,Active,2026-03-02,Housing Provided
1483,5000,2839,1707,C0001483,2025-11-19,2026-03-26,1,Active,2025-11-19,SLBFE Standard Contract
1484,5007,1995,1710,C0001484,2024-12-05,2025-01-03,0,Active,2024-12-05,SLBFE Standard Contract
1485,5011,4690,1711,C0001485,2025-08-04,2026-07-27,0,Active,2025-08-04,Fixed-Term
1486,5013,1597,1711,C0001486,2025-08-04,2026-12-31,1,Active,2025-08-04,Fixed-Term
1487,5014,222,1711,C0001487,2025-12-18,2027-07-20,1,Active,2025-12-18,Housing Provided
1488,5018,4373,1713,C0001488,2026-02-06,2027-06-08,1,Active,2026-02-06,SLBFE Standard Contract
1489,5019,768,1714,C0001489,2026-01-11,2027-04-04,0,Active,2026-01-11,SLBFE Standard Contract
1490,5020,361,1714,C0001490,2026-03-14,2027-07-14,1,Active,2026-03-14,Fixed-Term
1491,5028,2034,1717,C0001491,2025-05-07,2027-06-24,0,Active,2025-05-07,SLBFE Standard Contract
1492,5034,1973,1719,C0001492,2026-06-23,2027-05-14,0,Active,2026-06-23,SLBFE Standard Contract
1493,5035,1251,1719,C0001493,2024-09-07,2026-08-11,0,Active,2024-09-07,SLBFE Standard Contract
1494,5037,667,1719,C0001494,2025-10-10,2025-11-02,0,Active,2025-10-10,Fixed-Term
1495,5038,3779,1719,C0001495,2025-11-09,2027-04-27,1,Active,2025-11-09,Fixed-Term
1496,5046,235,1724,C0001496,2025-05-25,2025-05-30,0,Active,2025-05-25,Fixed-Term
1497,5048,3288,1725,C0001497,2026-03-17,2026-11-23,0,Active,2026-03-17,Housing Provided
1498,5049,3413,1725,C0001498,2025-12-07,2026-04-22,1,Active,2025-12-07,SLBFE Standard Contract
1499,5056,2948,1727,C0001499,2026-04-04,2026-12-29,0,Active,2026-04-04,Travel Allowance
1500,5058,2443,1727,C0001500,2025-03-13,2027-02-25,1,Active,2025-03-13,Fixed-Term
1501,5059,1810,1728,C0001501,2026-02-19,2026-11-19,1,Active,2026-02-19,SLBFE Standard Contract
1502,5068,4455,1731,C0001502,2025-09-06,2026-09-05,1,Active,2025-09-06,Travel Allowance
1503,5078,225,1736,C0001503,2025-08-05,2027-04-19,0,Active,2025-08-05,Travel Allowance
1504,5083,292,1738,C0001504,2026-05-20,2027-03-21,0,Active,2026-05-20,Travel Allowance
1505,5085,4541,1738,C0001505,2026-04-30,2027-08-19,1,Active,2026-04-30,Housing Provided
1506,5092,909,1741,C0001506,2025-12-02,2026-01-26,1,Active,2025-12-02,SLBFE Standard Contract
1507,5099,1840,1742,C0001507,2025-08-10,2027-07-09,1,Active,2025-08-10,SLBFE Standard Contract
1508,5102,825,1745,C0001508,2025-12-25,2027-01-25,1,Active,2025-12-25,Travel Allowance
1509,5103,1129,1745,C0001509,2025-02-18,2026-12-16,0,Active,2025-02-18,Travel Allowance
1510,5104,1111,1745,C0001510,2024-01-23,2026-12-24,1,Active,2024-01-23,Travel Allowance
1511,5105,1416,1745,C0001511,2025-06-04,2027-06-29,1,Active,2025-06-04,Housing Provided
1512,5110,3746,1748,C0001512,2025-09-06,2025-12-10,0,Active,2025-09-06,Fixed-Term
1513,5115,1106,1750,C0001513,2026-04-19,2027-06-18,1,Active,2026-04-19,Housing Provided
1514,5117,1050,1751,C0001514,2025-06-20,2025-12-01,1,Active,2025-06-20,Travel Allowance
1515,5119,4427,1751,C0001515,2026-03-06,2027-07-11,1,Active,2026-03-06,SLBFE Standard Contract
1516,5123,2383,1752,C0001516,2025-10-25,2027-07-08,0,Active,2025-10-25,Fixed-Term
1517,5124,3622,1752,C0001517,2025-02-21,2026-12-11,1,Active,2025-02-21,Travel Allowance
1518,5125,1166,1752,C0001518,2026-02-23,2027-01-10,0,Active,2026-02-23,SLBFE Standard Contract
1519,5130,681,1754,C0001519,2024-10-09,2026-09-15,0,Active,2024-10-09,Travel Allowance
1520,5131,3789,1754,C0001520,2026-05-17,2027-03-07,0,Active,2026-05-17,Housing Provided
1521,5133,370,1754,C0001521,2025-06-18,2026-02-04,0,Active,2025-06-18,Travel Allowance
1522,5135,824,1755,C0001522,2026-07-30,2026-11-22,1,Active,2026-07-30,SLBFE Standard Contract
1523,5138,1457,1756,C0001523,2026-07-20,2027-08-15,1,Active,2026-07-20,Housing Provided
1524,5142,1575,1756,C0001524,2026-08-19,2027-06-06,0,Active,2026-08-19,Fixed-Term
1525,5143,1249,1757,C0001525,2024-12-04,2025-09-25,0,Active,2024-12-04,Housing Provided
1526,5144,314,1758,C0001526,2026-07-13,2027-05-01,1,Active,2026-07-13,Housing Provided
1527,5145,1545,1758,C0001527,2025-06-08,2026-04-14,0,Active,2025-06-08,Travel Allowance
1528,5146,772,1758,C0001528,2025-08-03,2027-08-10,1,Active,2025-08-03,Fixed-Term
1529,5149,3878,1759,C0001529,2026-01-17,2027-04-05,0,Active,2026-01-17,Travel Allowance
1530,5152,3705,1760,C0001530,2026-06-29,2026-07-27,1,Active,2026-06-29,Housing Provided
1531,5157,1723,1762,C0001531,2025-10-26,2026-10-11,0,Active,2025-10-26,Housing Provided
1532,5159,2657,1762,C0001532,2024-11-29,2025-08-09,0,Active,2024-11-29,Housing Provided
1533,5168,487,1764,C0001533,2025-04-21,2026-02-16,0,Active,2025-04-21,Travel Allowance
1534,5169,350,1764,C0001534,2025-08-25,2026-11-04,0,Active,2025-08-25,Travel Allowance
1535,5178,529,1766,C0001535,2026-06-07,2026-08-13,1,Active,2026-06-07,Housing Provided
1536,5185,1357,1768,C0001536,2025-07-01,2026-01-24,1,Active,2025-07-01,Travel Allowance
1537,5188,3229,1769,C0001537,2024-01-09,2024-03-07,0,Active,2024-01-09,Travel Allowance
1538,5191,3900,1770,C0001538,2025-08-25,2027-03-23,1,Active,2025-08-25,SLBFE Standard Contract
1539,5197,1482,1771,C0001539,2025-06-11,2026-06-30,0,Active,2025-06-11,Fixed-Term
1540,5198,1018,1771,C0001540,2026-07-02,2026-08-26,0,Active,2026-07-02,Travel Allowance
1541,5199,568,1771,C0001541,2025-11-04,2026-09-09,1,Active,2025-11-04,Housing Provided
1542,5208,1092,1773,C0001542,2026-03-10,2026-09-29,0,Active,2026-03-10,Travel Allowance
1543,5210,2545,1774,C0001543,2025-10-12,2026-05-21,1,Active,2025-10-12,Housing Provided
1544,5211,872,1774,C0001544,2025-08-04,2026-11-05,0,Active,2025-08-04,Housing Provided
1545,5219,1296,1777,C0001545,2025-09-04,2026-09-08,0,Active,2025-09-04,Fixed-Term
1546,5223,4989,1778,C0001546,2026-02-14,2027-04-14,1,Active,2026-02-14,Housing Provided
1547,5224,4725,1778,C0001547,2024-03-22,2026-01-04,1,Active,2024-03-22,Housing Provided
1548,5226,263,1778,C0001548,2025-03-01,2025-04-20,0,Active,2025-03-01,Fixed-Term
1549,5230,764,1779,C0001549,2025-09-20,2026-08-15,1,Active,2025-09-20,Travel Allowance
1550,5234,2075,1782,C0001550,2024-01-11,2024-03-23,1,Active,2024-01-11,SLBFE Standard Contract
1551,5243,1265,1784,C0001551,2025-09-24,2027-04-22,1,Active,2025-09-24,Housing Provided
1552,5246,1269,1786,C0001552,2026-07-10,2027-05-09,0,Active,2026-07-10,Housing Provided
1553,5254,1632,1791,C0001553,2025-05-08,2026-12-14,1,Active,2025-05-08,Housing Provided
1554,5263,1434,1794,C0001554,2025-08-10,2025-09-29,1,Active,2025-08-10,SLBFE Standard Contract
1555,5266,2531,1794,C0001555,2025-09-13,2026-04-23,0,Active,2025-09-13,Travel Allowance
1556,5272,458,1797,C0001556,2024-10-25,2026-09-26,0,Active,2024-10-25,SLBFE Standard Contract
1557,5273,1403,1797,C0001557,2026-06-02,2027-05-14,0,Active,2026-06-02,SLBFE Standard Contract
1558,5275,2288,1798,C0001558,2026-04-29,2027-03-17,1,Active,2026-04-29,Fixed-Term
1559,5277,864,1799,C0001559,2026-04-27,2026-12-01,1,Active,2026-04-27,Travel Allowance
1560,5280,4110,1800,C0001560,2024-07-15,2025-06-21,0,Active,2024-07-15,Travel Allowance
1561,5283,1365,1802,C0001561,2025-12-05,2026-08-08,1,Active,2025-12-05,Travel Allowance
1562,5286,752,1803,C0001562,2025-09-01,2026-01-22,0,Active,2025-09-01,Fixed-Term
1563,5298,1608,1806,C0001563,2025-11-29,2026-02-08,1,Active,2025-11-29,SLBFE Standard Contract
1564,5299,542,1807,C0001564,2025-03-23,2026-06-08,1,Active,2025-03-23,SLBFE Standard Contract
1565,5303,1958,1809,C0001565,2024-09-24,2025-12-15,0,Active,2024-09-24,Travel Allowance
1566,5304,1133,1809,C0001566,2024-07-11,2026-03-26,0,Active,2024-07-11,Fixed-Term
1567,5305,4749,1809,C0001567,2024-03-03,2026-02-20,1,Active,2024-03-03,Travel Allowance
1568,5308,1255,1809,C0001568,2024-04-28,2027-03-09,1,Active,2024-04-28,Travel Allowance
1569,5313,2094,1811,C0001569,2026-04-25,2026-08-23,1,Active,2026-04-25,Fixed-Term
1570,5314,3573,1811,C0001570,2026-07-19,2027-04-08,1,Active,2026-07-19,Travel Allowance
1571,5321,1156,1813,C0001571,2026-04-12,2026-08-08,1,Active,2026-04-12,SLBFE Standard Contract
1572,5322,2902,1813,C0001572,2025-05-08,2026-10-04,0,Active,2025-05-08,Fixed-Term
1573,5323,2309,1813,C0001573,2024-06-03,2024-08-01,1,Active,2024-06-03,SLBFE Standard Contract
1574,5325,1808,1815,C0001574,2026-07-25,2026-11-05,0,Active,2026-07-25,Housing Provided
1575,5326,3696,1815,C0001575,2025-11-09,2026-01-09,0,Active,2025-11-09,Fixed-Term
1576,5336,4282,1820,C0001576,2025-08-24,2026-07-08,0,Active,2025-08-24,Housing Provided
1577,5337,2607,1820,C0001577,2026-05-14,2027-07-13,1,Active,2026-05-14,Housing Provided
1578,5345,2892,1822,C0001578,2026-05-19,2027-04-21,0,Active,2026-05-19,Travel Allowance
1579,5346,2497,1823,C0001579,2025-04-22,2026-11-12,0,Active,2025-04-22,Fixed-Term
1580,5353,1938,1825,C0001580,2025-12-07,2026-10-28,1,Active,2025-12-07,Housing Provided
1581,5357,739,1825,C0001581,2026-06-09,2027-01-20,0,Active,2026-06-09,Housing Provided
1582,5358,3276,1826,C0001582,2025-11-06,2026-09-07,1,Active,2025-11-06,Housing Provided
1583,5362,1752,1828,C0001583,2026-05-24,2026-09-16,0,Active,2026-05-24,SLBFE Standard Contract
1584,5364,1695,1828,C0001584,2024-10-11,2026-04-26,0,Active,2024-10-11,Housing Provided
1585,5371,3281,1833,C0001585,2026-03-23,2026-11-30,1,Active,2026-03-23,Fixed-Term
1586,5372,3594,1833,C0001586,2026-03-29,2026-06-13,1,Active,2026-03-29,Travel Allowance
1587,5375,4144,1834,C0001587,2025-06-03,2027-04-21,1,Active,2025-06-03,Travel Allowance
1588,5383,4077,1837,C0001588,2025-12-21,2027-06-22,1,Active,2025-12-21,Travel Allowance
1589,5385,3535,1838,C0001589,2025-03-08,2026-02-18,0,Active,2025-03-08,Travel Allowance
1590,5389,4548,1838,C0001590,2025-05-17,2026-08-04,0,Active,2025-05-17,Travel Allowance
1591,5390,1906,1838,C0001591,2026-08-05,2027-08-01,0,Active,2026-08-05,Fixed-Term
1592,5392,2722,1839,C0001592,2026-01-21,2027-02-08,1,Active,2026-01-21,SLBFE Standard Contract
1593,5394,205,1841,C0001593,2025-06-28,2026-12-18,1,Active,2025-06-28,Fixed-Term
1594,5402,1680,1842,C0001594,2024-04-07,2025-09-15,0,Active,2024-04-07,SLBFE Standard Contract
1595,5404,4658,1843,C0001595,2026-05-04,2026-12-28,1,Active,2026-05-04,SLBFE Standard Contract
1596,5407,431,1844,C0001596,2024-08-16,2025-04-07,1,Active,2024-08-16,Fixed-Term
1597,5414,363,1846,C0001597,2025-06-10,2026-10-17,0,Active,2025-06-10,SLBFE Standard Contract
1598,5415,1659,1846,C0001598,2025-05-21,2026-03-05,0,Active,2025-05-21,SLBFE Standard Contract
1599,5416,1403,1846,C0001599,2024-06-17,2025-12-06,1,Active,2024-06-17,SLBFE Standard Contract
1600,5417,753,1846,C0001600,2025-04-28,2027-04-01,1,Active,2025-04-28,Fixed-Term
1601,5420,424,1849,C0001601,2026-03-02,2027-08-09,1,Active,2026-03-02,Travel Allowance
1602,5433,2185,1852,C0001602,2026-02-18,2026-05-27,0,Active,2026-02-18,Housing Provided
1603,5436,4534,1852,C0001603,2026-04-03,2026-06-03,0,Active,2026-04-03,Housing Provided
1604,5437,2411,1853,C0001604,2025-05-15,2025-05-30,0,Active,2025-05-15,SLBFE Standard Contract
1605,5439,678,1854,C0001605,2026-08-01,2027-02-03,0,Active,2026-08-01,Fixed-Term
1606,5444,705,1856,C0001606,2026-06-20,2026-11-30,0,Active,2026-06-20,SLBFE Standard Contract
1607,5448,4206,1857,C0001607,2025-08-17,2026-11-03,0,Active,2025-08-17,SLBFE Standard Contract
1608,5449,1529,1858,C0001608,2026-06-29,2027-04-09,0,Active,2026-06-29,Housing Provided
1609,5450,1801,1858,C0001609,2026-06-21,2027-03-02,1,Active,2026-06-21,Housing Provided
1610,5452,797,1858,C0001610,2024-06-05,2025-10-16,0,Active,2024-06-05,Fixed-Term
1611,5454,1932,1860,C0001611,2024-03-07,2025-03-01,1,Active,2024-03-07,SLBFE Standard Contract
1612,5457,466,1861,C0001612,2025-01-08,2026-10-01,1,Active,2025-01-08,SLBFE Standard Contract
1613,5461,1345,1862,C0001613,2026-05-13,2027-07-30,0,Active,2026-05-13,Fixed-Term
1614,5463,1390,1862,C0001614,2026-08-06,2026-08-15,1,Active,2026-08-06,Travel Allowance
1615,5465,4833,1863,C0001615,2026-02-04,2027-07-20,0,Active,2026-02-04,Housing Provided
1616,5472,1418,1864,C0001616,2025-06-21,2026-10-16,0,Active,2025-06-21,Housing Provided
1617,5474,3718,1865,C0001617,2026-08-16,2026-11-17,1,Active,2026-08-16,SLBFE Standard Contract
1618,5476,1297,1866,C0001618,2024-09-24,2027-07-12,1,Active,2024-09-24,Housing Provided
1619,5481,511,1868,C0001619,2026-08-17,2027-08-16,1,Active,2026-08-17,Housing Provided
1620,5482,3662,1868,C0001620,2025-12-25,2027-02-01,0,Active,2025-12-25,SLBFE Standard Contract
1621,5490,1535,1872,C0001621,2025-04-14,2025-09-01,1,Active,2025-04-14,Housing Provided
1622,5491,3092,1873,C0001622,2025-11-07,2027-03-25,0,Active,2025-11-07,Housing Provided
1623,5492,2190,1874,C0001623,2025-07-26,2026-10-28,1,Active,2025-07-26,Housing Provided
1624,5494,1276,1874,C0001624,2026-08-03,2026-08-09,0,Active,2026-08-03,SLBFE Standard Contract
1625,5498,1744,1874,C0001625,2026-04-26,2026-11-13,0,Active,2026-04-26,Fixed-Term
1626,5499,3822,1874,C0001626,2025-04-28,2027-06-30,0,Active,2025-04-28,SLBFE Standard Contract
1627,5502,1997,1875,C0001627,2025-06-08,2025-11-15,0,Active,2025-06-08,Housing Provided
1628,5503,3560,1876,C0001628,2025-10-15,2026-12-06,0,Active,2025-10-15,SLBFE Standard Contract
1629,5504,3764,1876,C0001629,2024-04-05,2025-09-18,1,Active,2024-04-05,Travel Allowance
1630,5508,2108,1877,C0001630,2025-07-02,2027-02-07,1,Active,2025-07-02,Fixed-Term
1631,5512,2758,1879,C0001631,2024-06-05,2025-03-05,1,Active,2024-06-05,Fixed-Term
1632,5514,3476,1881,C0001632,2024-03-29,2025-10-26,0,Active,2024-03-29,SLBFE Standard Contract
1633,5515,2080,1881,C0001633,2025-08-22,2026-08-21,0,Active,2025-08-22,SLBFE Standard Contract
1634,5518,2905,1881,C0001634,2026-06-02,2026-07-24,0,Active,2026-06-02,Housing Provided
1635,5522,1523,1882,C0001635,2026-01-26,2027-08-10,0,Active,2026-01-26,Travel Allowance
1636,5524,3204,1883,C0001636,2025-11-15,2026-02-23,0,Active,2025-11-15,SLBFE Standard Contract
1637,5530,1659,1886,C0001637,2026-08-09,2027-07-03,1,Active,2026-08-09,Housing Provided
1638,5536,4102,1887,C0001638,2024-12-04,2025-01-11,0,Active,2024-12-04,Travel Allowance
1639,5542,2715,1892,C0001639,2026-07-10,2026-07-29,0,Active,2026-07-10,Fixed-Term
1640,5546,2881,1893,C0001640,2026-03-23,2026-11-06,0,Active,2026-03-23,Travel Allowance
1641,5552,2379,1894,C0001641,2024-04-24,2026-06-03,0,Active,2024-04-24,SLBFE Standard Contract
1642,5553,43,1895,C0001642,2025-03-29,2026-03-03,0,Active,2025-03-29,Housing Provided
1643,5555,3212,1896,C0001643,2025-08-31,2027-05-28,0,Active,2025-08-31,Travel Allowance
1644,5556,2217,1896,C0001644,2025-03-28,2027-02-15,0,Active,2025-03-28,Travel Allowance
1645,5557,1214,1896,C0001645,2026-06-18,2026-10-16,1,Active,2026-06-18,Travel Allowance
1646,5558,2359,1897,C0001646,2026-08-19,2027-02-05,1,Active,2026-08-19,Fixed-Term
1647,5559,3357,1898,C0001647,2026-08-17,2027-03-11,1,Active,2026-08-17,Fixed-Term
1648,5562,2280,1899,C0001648,2025-01-23,2027-04-07,1,Active,2025-01-23,Fixed-Term
1649,5568,747,1899,C0001649,2026-01-08,2026-07-11,1,Active,2026-01-08,Fixed-Term
1650,5570,3174,1900,C0001650,2025-11-23,2026-04-04,0,Active,2025-11-23,SLBFE Standard Contract
1651,5571,2393,1900,C0001651,2025-11-08,2027-05-10,1,Active,2025-11-08,SLBFE Standard Contract
1652,5575,662,1901,C0001652,2026-07-28,2027-07-20,1,Active,2026-07-28,Travel Allowance
1653,5576,1206,1902,C0001653,2025-03-21,2025-10-16,1,Active,2025-03-21,Housing Provided
1654,5578,1780,1902,C0001654,2025-02-12,2027-03-25,0,Active,2025-02-12,Housing Provided
1655,5580,3202,1903,C0001655,2024-05-09,2025-08-10,1,Active,2024-05-09,Housing Provided
