PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
2582,ALevel,Commerce,2018,Commerce Subject 3,S,Commerce Subject 2,F,Commerce Subject 4,W,,
2589,ALevel,Arts,1992,Arts Subject 3,S,Arts Subject 2,W,Arts Subject 4,B,Arts Subject 1,S
2594,ALevel,Science,2022,Science Subject 4,B,Science Subject 2,F,Science Subject 1,C,,
2596,ALevel,Technology,1996,Technology Subject 2,A,Technology Subject 3,S,Technology Subject 1,W,,
2598,ALevel,Commerce,2005,Commerce Subject 1,S,Commerce Subject 3,C,Commerce Subject 2,W,,
2599,ALevel,Science,2012,Science Subject 4,A,Science Subject 1,C,Science Subject 2,W,Science Subject 3,S
2601,ALevel,Arts,2011,Arts Subject 1,W,Arts Subject 2,F,Arts Subject 3,B,Arts Subject 4,W
2603,ALevel,Science,2022,Science Subject 3,A,Science Subject 4,A,Science Subject 2,C,,
2604,ALevel,Technology,2017,Technology Subject 1,W,Technology Subject 4,A,Technology Subject 3,A,Technology Subject 2,F
2607,ALevel,Science,1999,Science Subject 4,B,Science Subject 3,C,Science Subject 2,F,Science Subject 1,F
2611,ALevel,Commerce,2025,Commerce Subject 2,A,Commerce Subject 4,F,Commerce Subject 3,C,,
2615,ALevel,Science,1998,Science Subject 3,A,Science Subject 2,W,Science Subject 1,S,Science Subject 4,C
2616,ALevel,Technology,1998,Technology Subject 2,A,Technology Subject 3,F,Technology Subject 1,B,,
2617,ALevel,Technology,1995,Technology Subject 2,C,Technology Subject 4,B,Technology Subject 3,C,Technology Subject 1,B
2618,ALevel,Arts,1983,Arts Subject 4,B,Arts Subject 1,S,Arts Subject 2,W,,
2619,ALevel,Arts,2010,Arts Subject 4,W,Arts Subject 3,S,Arts Subject 2,C,Arts Subject 1,S
2622,ALevel,Commerce,2001,Commerce Subject 1,W,Commerce Subject 2,S,Commerce Subject 3,A,,
2624,ALevel,Science,1997,Science Subject 4,F,Science Subject 2,B,Science Subject 1,S,Science Subject 3,S
2627,ALevel,Technology,1996,Technology Subject 4,A,Technology Subject 1,W,Technology Subject 2,S,Technology Subject 3,F
2628,ALevel,Science,1981,Science Subject 1,F,Science Subject 3,S,Science Subject 2,B,Science Subject 4,C
2632,ALevel,Technology,2013,Technology Subject 2,B,Technology Subject 1,A,Technology Subject 4,F,,
2633,ALevel,Technology,2024,Technology Subject 2,W,Technology Subject 3,A,Technology Subject 4,S,Technology Subject 1,B
2639,ALevel,Arts,1980,Arts Subject 3,A,Arts Subject 2,B,Arts Subject 1,C,Arts Subject 4,B
2641,ALevel,Technology,1988,Technology Subject 4,W,Technology Subject 1,W,Technology Subject 2,W,,
2643,ALevel,Science,1987,Science Subject 3,F,Science Subject 1,A,Science Subject 2,C,Science Subject 4,C
2644,ALevel,Science,1987,Science Subject 2,B,Science Subject 1,C,Science Subject 3,B,Science Subject 4,A
2648,ALevel,Commerce,2010,Commerce Subject 2,B,Commerce Subject 1,S,Commerce Subject 3,F,Commerce Subject 4,B
2652,ALevel,Commerce,2025,Commerce Subject 3,C,Commerce Subject 1,B,Commerce Subject 4,C,Commerce Subject 2,S
2653,ALevel,Commerce,1982,Commerce Subject 3,W,Commerce Subject 1,S,Commerce Subject 4,S,,
2654,ALevel,Arts,2006,Arts Subject 1,F,Arts Subject 4,A,Arts Subject 2,C,,
2665,ALevel,Science,2019,Science Subject 1,B,Science Subject 3,A,Science Subject 4,F,,
2666,ALevel,Commerce,2018,Commerce Subject 3,W,Commerce Subject 4,S,Commerce Subject 1,C,Commerce Subject 2,B
2668,ALevel,Commerce,1980,Commerce Subject 2,A,Commerce Subject 4,F,Commerce Subject 1,B,,
2670,ALevel,Science,2011,Science Subject 3,A,Science Subject 4,C,Science Subject 2,A,Science Subject 1,F
2671,ALevel,Technology,2015,Technology Subject 3,F,Technology Subject 2,F,Technology Subject 4,B,Technology Subject 1,F
2672,ALevel,Technology,2014,Technology Subject 1,W,Technology Subject 4,F,Technology Subject 2,B,Technology Subject 3,C
2676,ALevel,Technology,2005,Technology Subject 3,B,Technology Subject 4,B,Technology Subject 2,W,,
2678,ALevel,Technology,2004,Technology Subject 3,F,Technology Subject 4,W,Technology Subject 2,W,,
2679,ALevel,Technology,2020,Technology Subject 4,F,Technology Subject 3,S,Technology Subject 2,A,,
2683,ALevel,Science,1988,Science Subject 1,A,Science Subject 3,F,Science Subject 4,W,,
2684,ALevel,Arts,1988,Arts Subject 1,W,Arts Subject 3,F,Arts Subject 2,B,,
2685,ALevel,Science,2024,Science Subject 2,C,Science Subject 1,S,Science Subject 4,A,,
2686,ALevel,Arts,1994,Arts Subject 1,S,Arts Subject 3,F,Arts Subject 2,C,Arts Subject 4,S
2691,ALevel,Technology,1992,Technology Subject 1,A,Technology Subject 2,F,Technology Subject 3,A,Technology Subject 4,A
2694,ALevel,Arts,2003,Arts Subject 2,C,Arts Subject 4,F,Arts Subject 3,A,,
2696,ALevel,Commerce,2018,Commerce Subject 1,A,Commerce Subject 4,W,Commerce Subject 3,W,Commerce Subject 2,C
2697,ALevel,Arts,2007,Arts Subject 2,W,Arts Subject 1,A,Arts Subject 4,F,Arts Subject 3,W
2698,ALevel,Commerce,1991,Commerce Subject 1,A,Commerce Subject 2,C,Commerce Subject 3,B,,
2699,ALevel,Commerce,1993,Commerce Subject 3,F,Commerce Subject 2,W,Commerce Subject 1,W,,
2700,ALevel,Arts,1986,Arts Subject 1,C,Arts Subject 2,W,Arts Subject 3,W,Arts Subject 4,S
2701,ALevel,Technology,1982,Technology Subject 4,B,Technology Subject 2,A,Technology Subject 1,W,Technology Subject 3,W
2704,ALevel,Commerce,1998,Commerce Subject 4,F,Commerce Subject 2,C,Commerce Subject 3,C,Commerce Subject 1,W
2705,ALevel,Commerce,1997,Commerce Subject 1,S,Commerce Subject 4,W,Commerce Subject 3,W,,
2706,ALevel,Commerce,2004,Commerce Subject 1,C,Commerce Subject 4,S,Commerce Subject 3,C,,
2707,ALevel,Arts,1981,Arts Subject 1,C,Arts Subject 4,W,Arts Subject 2,B,Arts Subject 3,S
2713,ALevel,Arts,1985,Arts Subject 4,A,Arts Subject 1,B,Arts Subject 3,A,,
2714,ALevel,Science,1989,Science Subject 1,C,Science Subject 3,C,Science Subject 4,C,,
2715,ALevel,Arts,1991,Arts Subject 1,F,Arts Subject 2,S,Arts Subject 3,B,,
2717,ALevel,Arts,2015,Arts Subject 2,F,Arts Subject 3,C,Arts Subject 4,S,,
2718,ALevel,Commerce,2020,Commerce Subject 1,F,Commerce Subject 2,A,Commerce Subject 3,A,,
2719,ALevel,Commerce,1998,Commerce Subject 2,W,Commerce Subject 1,S,Commerce Subject 3,B,Commerce Subject 4,S
2720,ALevel,Technology,2005,Technology Subject 3,W,Technology Subject 1,W,Technology Subject 4,B,,
2722,ALevel,Arts,2002,Arts Subject 2,S,Arts Subject 3,F,Arts Subject 4,F,Arts Subject 1,W
2723,ALevel,Science,2000,Science Subject 1,B,Science Subject 4,F,Science Subject 3,S,,
2724,ALevel,Arts,2010,Arts Subject 1,F,Arts Subject 2,A,Arts Subject 4,B,,
2730,ALevel,Arts,2001,Arts Subject 3,F,Arts Subject 1,W,Arts Subject 2,F,Arts Subject 4,S
2731,ALevel,Arts,1989,Arts Subject 3,B,Arts Subject 2,F,Arts Subject 4,A,,
2732,ALevel,Arts,2004,Arts Subject 2,W,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,C
2734,ALevel,Commerce,2023,Commerce Subject 2,S,Commerce Subject 1,C,Commerce Subject 3,B,Commerce Subject 4,S
2735,ALevel,Technology,2013,Technology Subject 1,F,Technology Subject 3,C,Technology Subject 4,C,,
2736,ALevel,Science,2011,Science Subject 1,W,Science Subject 2,A,Science Subject 3,W,Science Subject 4,A
2738,ALevel,Technology,2002,Technology Subject 1,A,Technology Subject 3,F,Technology Subject 2,B,Technology Subject 4,C
2739,ALevel,Science,1999,Science Subject 4,W,Science Subject 1,S,Science Subject 3,C,Science Subject 2,S
2740,ALevel,Technology,1993,Technology Subject 4,S,Technology Subject 2,A,Technology Subject 3,S,,
2741,ALevel,Technology,1982,Technology Subject 3,S,Technology Subject 4,A,Technology Subject 1,C,,
2743,ALevel,Arts,2002,Arts Subject 2,S,Arts Subject 3,F,Arts Subject 4,S,Arts Subject 1,S
2744,ALevel,Technology,2018,Technology Subject 4,B,Technology Subject 3,W,Technology Subject 1,W,,
2745,ALevel,Science,1997,Science Subject 2,C,Science Subject 4,A,Science Subject 3,S,,
2746,ALevel,Commerce,1994,Commerce Subject 3,B,Commerce Subject 4,W,Commerce Subject 2,W,,
2747,ALevel,Technology,1987,Technology Subject 2,S,Technology Subject 4,C,Technology Subject 1,S,,
2748,ALevel,Arts,2016,Arts Subject 2,S,Arts Subject 4,S,Arts Subject 1,C,Arts Subject 3,A
2751,ALevel,Arts,1997,Arts Subject 1,F,Arts Subject 2,F,Arts Subject 4,W,,
2754,ALevel,Science,2001,Science Subject 2,S,Science Subject 1,B,Science Subject 4,S,Science Subject 3,W
2757,ALevel,Science,1990,Science Subject 2,F,Science Subject 4,F,Science Subject 1,B,,
2759,ALevel,Technology,2010,Technology Subject 1,W,Technology Subject 4,S,Technology Subject 3,B,Technology Subject 2,B
2761,ALevel,Commerce,1990,Commerce Subject 4,C,Commerce Subject 2,A,Commerce Subject 1,S,Commerce Subject 3,B
2763,ALevel,Arts,1992,Arts Subject 4,C,Arts Subject 1,F,Arts Subject 2,C,,
2766,ALevel,Technology,1995,Technology Subject 4,B,Technology Subject 1,S,Technology Subject 3,B,Technology Subject 2,B
2767,ALevel,Science,2001,Science Subject 4,A,Science Subject 3,W,Science Subject 2,B,Science Subject 1,B
2769,ALevel,Science,1991,Science Subject 3,B,Science Subject 1,F,Science Subject 4,S,,
2771,ALevel,Technology,1996,Technology Subject 2,F,Technology Subject 1,B,Technology Subject 4,B,Technology Subject 3,F
2774,ALevel,Commerce,1983,Commerce Subject 2,C,Commerce Subject 4,B,Commerce Subject 1,W,,
2778,ALevel,Science,2002,Science Subject 3,S,Science Subject 4,S,Science Subject 1,C,Science Subject 2,C
2780,ALevel,Commerce,2025,Commerce Subject 1,B,Commerce Subject 4,B,Commerce Subject 2,F,Commerce Subject 3,S
2783,ALevel,Technology,1980,Technology Subject 4,F,Technology Subject 2,A,Technology Subject 1,A,Technology Subject 3,A
2784,ALevel,Science,2015,Science Subject 2,F,Science Subject 3,F,Science Subject 4,W,Science Subject 1,B
2785,ALevel,Commerce,2022,Commerce Subject 2,C,Commerce Subject 1,W,Commerce Subject 3,S,,
2786,ALevel,Commerce,2024,Commerce Subject 4,A,Commerce Subject 3,F,Commerce Subject 2,W,,
2788,ALevel,Commerce,1981,Commerce Subject 2,F,Commerce Subject 3,F,Commerce Subject 4,S,,
2789,ALevel,Science,2007,Science Subject 4,W,Science Subject 3,S,Science Subject 1,B,Science Subject 2,F
2790,ALevel,Science,2001,Science Subject 1,B,Science Subject 3,W,Science Subject 4,W,,
2794,ALevel,Science,1998,Science Subject 1,F,Science Subject 2,B,Science Subject 4,W,,
2795,ALevel,Technology,1988,Technology Subject 1,S,Technology Subject 2,A,Technology Subject 3,A,,
2797,ALevel,Arts,1991,Arts Subject 4,W,Arts Subject 1,C,Arts Subject 3,A,Arts Subject 2,A
2798,ALevel,Commerce,2001,Commerce Subject 2,S,Commerce Subject 3,S,Commerce Subject 4,A,Commerce Subject 1,C
2804,ALevel,Arts,2007,Arts Subject 3,S,Arts Subject 2,B,Arts Subject 4,B,,
2806,ALevel,Technology,1994,Technology Subject 1,S,Technology Subject 4,F,Technology Subject 2,F,,
2815,ALevel,Arts,1995,Arts Subject 3,F,Arts Subject 2,W,Arts Subject 4,W,Arts Subject 1,A
2816,ALevel,Science,2016,Science Subject 3,C,Science Subject 2,B,Science Subject 4,B,,
2819,ALevel,Arts,1998,Arts Subject 3,A,Arts Subject 4,W,Arts Subject 1,C,,
2822,ALevel,Science,1999,Science Subject 3,C,Science Subject 4,S,Science Subject 1,S,Science Subject 2,B
2825,ALevel,Arts,2013,Arts Subject 4,W,Arts Subject 3,A,Arts Subject 2,S,,
2826,ALevel,Science,2013,Science Subject 2,F,Science Subject 4,W,Science Subject 1,B,,
2827,ALevel,Science,2006,Science Subject 2,W,Science Subject 1,B,Science Subject 3,A,,
2830,ALevel,Commerce,1988,Commerce Subject 3,C,Commerce Subject 2,S,Commerce Subject 4,B,Commerce Subject 1,C
2833,ALevel,Commerce,2014,Commerce Subject 4,C,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 2,F
2834,ALevel,Technology,2014,Technology Subject 1,A,Technology Subject 3,S,Technology Subject 2,W,Technology Subject 4,F
2835,ALevel,Technology,2018,Technology Subject 1,C,Technology Subject 3,F,Technology Subject 4,C,Technology Subject 2,A
2836,ALevel,Technology,1992,Technology Subject 4,A,Technology Subject 1,C,Technology Subject 2,S,,
2839,ALevel,Commerce,1986,Commerce Subject 2,C,Commerce Subject 1,S,Commerce Subject 4,B,,
2845,ALevel,Science,1985,Science Subject 4,C,Science Subject 2,W,Science Subject 3,S,,
2848,ALevel,Arts,1997,Arts Subject 2,C,Arts Subject 4,S,Arts Subject 1,B,Arts Subject 3,F
2854,ALevel,Arts,2012,Arts Subject 2,F,Arts Subject 1,S,Arts Subject 4,A,,
2856,ALevel,Arts,2020,Arts Subject 2,A,Arts Subject 1,C,Arts Subject 4,A,,
2857,ALevel,Technology,2000,Technology Subject 3,C,Technology Subject 4,F,Technology Subject 1,A,,
2860,ALevel,Commerce,1985,Commerce Subject 1,W,Commerce Subject 2,F,Commerce Subject 4,B,,
2861,ALevel,Arts,2009,Arts Subject 2,C,Arts Subject 1,B,Arts Subject 3,W,Arts Subject 4,B
2862,ALevel,Arts,2022,Arts Subject 3,A,Arts Subject 1,F,Arts Subject 4,S,Arts Subject 2,F
2863,ALevel,Science,2004,Science Subject 4,C,Science Subject 3,W,Science Subject 2,S,Science Subject 1,C
2871,ALevel,Arts,1994,Arts Subject 1,B,Arts Subject 4,W,Arts Subject 3,B,,
2872,ALevel,Commerce,1995,Commerce Subject 2,W,Commerce Subject 1,W,Commerce Subject 4,A,,
2873,ALevel,Arts,1991,Arts Subject 3,C,Arts Subject 2,F,Arts Subject 4,B,,
2874,ALevel,Technology,2014,Technology Subject 2,S,Technology Subject 3,A,Technology Subject 1,F,,
2875,ALevel,Arts,2012,Arts Subject 1,W,Arts Subject 4,F,Arts Subject 2,C,Arts Subject 3,A
2876,ALevel,Technology,1984,Technology Subject 4,S,Technology Subject 2,F,Technology Subject 1,W,Technology Subject 3,W
2880,ALevel,Technology,2015,Technology Subject 2,C,Technology Subject 1,S,Technology Subject 4,W,,
2881,ALevel,Science,2011,Science Subject 4,F,Science Subject 1,F,Science Subject 3,S,Science Subject 2,W
2884,ALevel,Science,2011,Science Subject 4,F,Science Subject 2,S,Science Subject 1,B,Science Subject 3,W
2886,ALevel,Science,1982,Science Subject 1,C,Science Subject 3,W,Science Subject 4,W,,
2887,ALevel,Commerce,2016,Commerce Subject 4,S,Commerce Subject 2,S,Commerce Subject 3,F,,
2891,ALevel,Technology,2015,Technology Subject 4,C,Technology Subject 3,F,Technology Subject 1,F,,
2892,ALevel,Commerce,1982,Commerce Subject 1,S,Commerce Subject 3,F,Commerce Subject 4,B,Commerce Subject 2,F
2893,ALevel,Technology,2025,Technology Subject 2,B,Technology Subject 4,F,Technology Subject 1,S,,
2894,ALevel,Arts,2009,Arts Subject 2,W,Arts Subject 4,S,Arts Subject 3,C,Arts Subject 1,S
2897,ALevel,Arts,1984,Arts Subject 1,S,Arts Subject 2,W,Arts Subject 4,C,Arts Subject 3,A
2901,ALevel,Arts,1980,Arts Subject 2,B,Arts Subject 1,F,Arts Subject 4,F,,
2902,ALevel,Technology,2004,Technology Subject 2,B,Technology Subject 3,F,Technology Subject 1,W,Technology Subject 4,C
2909,ALevel,Commerce,1986,Commerce Subject 2,C,Commerce Subject 3,W,Commerce Subject 4,W,,
2912,ALevel,Technology,2006,Technology Subject 1,A,Technology Subject 3,S,Technology Subject 4,F,,
2914,ALevel,Science,2003,Science Subject 3,F,Science Subject 1,F,Science Subject 4,A,Science Subject 2,S
2919,ALevel,Science,2019,Science Subject 3,W,Science Subject 1,A,Science Subject 2,A,Science Subject 4,S
2923,ALevel,Arts,2018,Arts Subject 1,F,Arts Subject 4,B,Arts Subject 2,W,Arts Subject 3,A
2925,ALevel,Commerce,2013,Commerce Subject 1,C,Commerce Subject 3,S,Commerce Subject 2,W,,
2926,ALevel,Science,1992,Science Subject 1,B,Science Subject 4,B,Science Subject 2,W,Science Subject 3,C
2927,ALevel,Commerce,1991,Commerce Subject 4,S,Commerce Subject 1,B,Commerce Subject 3,F,,
2928,ALevel,Arts,1990,Arts Subject 1,A,Arts Subject 4,C,Arts Subject 2,C,Arts Subject 3,B
2930,ALevel,Commerce,1981,Commerce Subject 3,A,Commerce Subject 4,S,Commerce Subject 1,F,,
2931,ALevel,Arts,2022,Arts Subject 1,F,Arts Subject 3,S,Arts Subject 2,A,,
2932,ALevel,Arts,2017,Arts Subject 3,C,Arts Subject 2,B,Arts Subject 1,C,Arts Subject 4,F
2934,ALevel,Commerce,1995,Commerce Subject 3,B,Commerce Subject 2,F,Commerce Subject 4,S,Commerce Subject 1,A
2936,ALevel,Science,2008,Science Subject 4,W,Science Subject 2,F,Science Subject 3,S,,
2937,ALevel,Arts,2010,Arts Subject 4,C,Arts Subject 2,B,Arts Subject 3,W,,
2939,ALevel,Science,2013,Science Subject 4,C,Science Subject 3,W,Science Subject 2,W,,
2940,ALevel,Technology,1985,Technology Subject 4,S,Technology Subject 1,F,Technology Subject 3,B,Technology Subject 2,S
2943,ALevel,Science,2008,Science Subject 1,F,Science Subject 3,C,Science Subject 2,A,Science Subject 4,A
2945,ALevel,Technology,2003,Technology Subject 3,A,Technology Subject 1,F,Technology Subject 2,F,Technology Subject 4,F
2946,ALevel,Science,2022,Science Subject 4,S,Science Subject 1,A,Science Subject 3,C,Science Subject 2,B
2948,ALevel,Arts,2005,Arts Subject 4,A,Arts Subject 1,C,Arts Subject 2,B,Arts Subject 3,C
2951,ALevel,Technology,2014,Technology Subject 4,F,Technology Subject 3,W,Technology Subject 2,S,Technology Subject 1,A
2952,ALevel,Arts,2025,Arts Subject 2,C,Arts Subject 3,S,Arts Subject 4,B,,
2954,ALevel,Science,1983,Science Subject 1,A,Science Subject 2,W,Science Subject 4,W,Science Subject 3,S
2958,ALevel,Technology,1981,Technology Subject 1,F,Technology Subject 3,C,Technology Subject 2,W,Technology Subject 4,B
2967,ALevel,Arts,2020,Arts Subject 4,W,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 2,B
2968,ALevel,Technology,1997,Technology Subject 1,C,Technology Subject 2,F,Technology Subject 4,S,Technology Subject 3,B
2971,ALevel,Arts,1993,Arts Subject 4,B,Arts Subject 3,W,Arts Subject 1,S,,
2972,ALevel,Technology,2002,Technology Subject 2,S,Technology Subject 3,S,Technology Subject 1,A,Technology Subject 4,C
2975,ALevel,Arts,1989,Arts Subject 1,A,Arts Subject 4,B,Arts Subject 3,F,,
2977,ALevel,Technology,1982,Technology Subject 4,C,Technology Subject 2,A,Technology Subject 1,C,,
2978,ALevel,Science,1992,Science Subject 4,A,Science Subject 1,W,Science Subject 2,C,Science Subject 3,A
2981,ALevel,Arts,1990,Arts Subject 2,S,Arts Subject 3,F,Arts Subject 4,A,,
2983,ALevel,Science,2014,Science Subject 1,C,Science Subject 2,S,Science Subject 4,W,Science Subject 3,B
2984,ALevel,Technology,2004,Technology Subject 1,B,Technology Subject 2,W,Technology Subject 3,B,Technology Subject 4,B
2986,ALevel,Commerce,1995,Commerce Subject 2,S,Commerce Subject 1,W,Commerce Subject 3,W,Commerce Subject 4,S
2991,ALevel,Arts,1992,Arts Subject 2,F,Arts Subject 3,S,Arts Subject 1,W,Arts Subject 4,A
2992,ALevel,Commerce,2000,Commerce Subject 4,S,Commerce Subject 3,B,Commerce Subject 1,S,,
2993,ALevel,Arts,1986,Arts Subject 4,C,Arts Subject 1,A,Arts Subject 2,A,Arts Subject 3,F
2996,ALevel,Arts,2012,Arts Subject 1,C,Arts Subject 2,A,Arts Subject 3,C,,
2998,ALevel,Arts,1988,Arts Subject 1,W,Arts Subject 4,F,Arts Subject 2,B,Arts Subject 3,W
2999,ALevel,Science,1988,Science Subject 1,S,Science Subject 4,B,Science Subject 2,B,,
3002,ALevel,Technology,2005,Technology Subject 1,B,Technology Subject 3,B,Technology Subject 2,W,Technology Subject 4,C
3004,ALevel,Commerce,1995,Commerce Subject 1,W,Commerce Subject 4,W,Commerce Subject 2,B,,
3005,ALevel,Arts,2023,Arts Subject 4,F,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 2,W
3010,ALevel,Commerce,2018,Commerce Subject 2,S,Commerce Subject 4,B,Commerce Subject 3,A,Commerce Subject 1,W
3015,ALevel,Technology,1988,Technology Subject 1,C,Technology Subject 3,F,Technology Subject 2,S,Technology Subject 4,A
3017,ALevel,Technology,2015,Technology Subject 4,B,Technology Subject 2,C,Technology Subject 3,C,Technology Subject 1,W
3021,ALevel,Commerce,1981,Commerce Subject 1,F,Commerce Subject 4,A,Commerce Subject 3,C,,
3024,ALevel,Commerce,2015,Commerce Subject 1,W,Commerce Subject 3,C,Commerce Subject 4,W,,
3026,ALevel,Commerce,1998,Commerce Subject 1,A,Commerce Subject 4,W,Commerce Subject 3,S,,
3028,ALevel,Science,1986,Science Subject 4,C,Science Subject 1,S,Science Subject 3,F,Science Subject 2,S
3032,ALevel,Commerce,2001,Commerce Subject 2,A,Commerce Subject 3,B,Commerce Subject 1,W,,
3034,ALevel,Science,1996,Science Subject 2,C,Science Subject 3,F,Science Subject 4,W,,
3036,ALevel,Technology,2005,Technology Subject 3,B,Technology Subject 1,S,Technology Subject 2,B,Technology Subject 4,B
3038,ALevel,Commerce,2000,Commerce Subject 1,C,Commerce Subject 4,C,Commerce Subject 2,F,,
3044,ALevel,Arts,1997,Arts Subject 1,S,Arts Subject 3,A,Arts Subject 2,A,Arts Subject 4,W
3045,ALevel,Arts,2014,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,W,Arts Subject 2,W
3048,ALevel,Technology,2010,Technology Subject 2,A,Technology Subject 3,W,Technology Subject 1,S,Technology Subject 4,S
3052,ALevel,Technology,2000,Technology Subject 3,W,Technology Subject 4,F,Technology Subject 2,C,,
3059,ALevel,Arts,2014,Arts Subject 2,A,Arts Subject 1,F,Arts Subject 3,B,,
3061,ALevel,Science,2004,Science Subject 1,F,Science Subject 3,A,Science Subject 2,F,,
3062,ALevel,Science,2002,Science Subject 2,B,Science Subject 4,A,Science Subject 1,S,,
3065,ALevel,Commerce,2006,Commerce Subject 2,W,Commerce Subject 4,A,Commerce Subject 1,S,,
3066,ALevel,Technology,1982,Technology Subject 4,C,Technology Subject 1,S,Technology Subject 2,B,Technology Subject 3,C
3069,ALevel,Technology,1988,Technology Subject 3,A,Technology Subject 4,S,Technology Subject 1,C,Technology Subject 2,A
3071,ALevel,Commerce,1989,Commerce Subject 1,S,Commerce Subject 4,S,Commerce Subject 3,S,,
3074,ALevel,Technology,2002,Technology Subject 1,F,Technology Subject 2,A,Technology Subject 4,S,Technology Subject 3,C
3077,ALevel,Technology,2014,Technology Subject 1,W,Technology Subject 2,B,Technology Subject 3,S,Technology Subject 4,C
3078,ALevel,Arts,1998,Arts Subject 3,B,Arts Subject 1,S,Arts Subject 2,C,Arts Subject 4,B
3086,ALevel,Arts,2019,Arts Subject 1,S,Arts Subject 3,F,Arts Subject 2,F,,
3088,ALevel,Arts,2014,Arts Subject 1,C,Arts Subject 3,C,Arts Subject 4,C,,
3093,ALevel,Science,2009,Science Subject 3,C,Science Subject 2,F,Science Subject 4,A,,
3095,ALevel,Technology,1985,Technology Subject 3,F,Technology Subject 2,F,Technology Subject 4,B,,
3098,ALevel,Technology,2013,Technology Subject 1,F,Technology Subject 4,S,Technology Subject 2,A,Technology Subject 3,W
3100,ALevel,Arts,1986,Arts Subject 3,S,Arts Subject 1,B,Arts Subject 4,C,,
3105,ALevel,Technology,2002,Technology Subject 3,A,Technology Subject 4,A,Technology Subject 2,B,Technology Subject 1,W
3107,ALevel,Arts,2006,Arts Subject 3,B,Arts Subject 2,F,Arts Subject 1,W,Arts Subject 4,W
3108,ALevel,Science,1995,Science Subject 2,F,Science Subject 4,B,Science Subject 1,B,Science Subject 3,W
3109,ALevel,Arts,1985,Arts Subject 3,C,Arts Subject 1,C,Arts Subject 4,W,Arts Subject 2,A
3112,ALevel,Commerce,2004,Commerce Subject 3,F,Commerce Subject 1,C,Commerce Subject 2,A,,
3113,ALevel,Science,2011,Science Subject 1,S,Science Subject 2,B,Science Subject 3,W,,
3114,ALevel,Commerce,2016,Commerce Subject 3,S,Commerce Subject 1,C,Commerce Subject 4,W,,
3115,ALevel,Commerce,1980,Commerce Subject 2,S,Commerce Subject 4,A,Commerce Subject 3,S,,
3116,ALevel,Commerce,2024,Commerce Subject 1,F,Commerce Subject 4,F,Commerce Subject 3,B,Commerce Subject 2,A
3117,ALevel,Arts,2023,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 4,C,Arts Subject 1,S
3120,ALevel,Commerce,1999,Commerce Subject 2,B,Commerce Subject 3,C,Commerce Subject 4,S,,
3121,ALevel,Technology,2000,Technology Subject 3,F,Technology Subject 4,C,Technology Subject 2,F,Technology Subject 1,S
3122,ALevel,Commerce,2013,Commerce Subject 1,B,Commerce Subject 3,C,Commerce Subject 2,S,,
3123,ALevel,Science,1994,Science Subject 3,B,Science Subject 1,F,Science Subject 4,C,Science Subject 2,F
3124,ALevel,Technology,1982,Technology Subject 4,B,Technology Subject 2,S,Technology Subject 3,S,,
3126,ALevel,Science,1989,Science Subject 3,A,Science Subject 2,C,Science Subject 1,B,,
3127,ALevel,Commerce,1987,Commerce Subject 3,S,Commerce Subject 2,C,Commerce Subject 1,C,,
3128,ALevel,Science,2016,Science Subject 1,B,Science Subject 3,W,Science Subject 2,A,,
3131,ALevel,Technology,2019,Technology Subject 3,C,Technology Subject 4,A,Technology Subject 1,C,Technology Subject 2,F
3135,ALevel,Arts,2003,Arts Subject 3,B,Arts Subject 1,W,Arts Subject 4,W,,
3136,ALevel,Commerce,2015,Commerce Subject 1,W,Commerce Subject 3,C,Commerce Subject 2,B,Commerce Subject 4,A
3137,ALevel,Commerce,2014,Commerce Subject 2,S,Commerce Subject 1,F,Commerce Subject 4,F,Commerce Subject 3,A
3140,ALevel,Science,2007,Science Subject 2,A,Science Subject 4,S,Science Subject 1,W,Science Subject 3,W
3142,ALevel,Technology,2002,Technology Subject 1,B,Technology Subject 3,S,Technology Subject 4,A,Technology Subject 2,A
3144,ALevel,Science,1991,Science Subject 2,S,Science Subject 1,B,Science Subject 4,A,Science Subject 3,W
3145,ALevel,Technology,1990,Technology Subject 1,B,Technology Subject 3,W,Technology Subject 4,W,Technology Subject 2,B
3146,ALevel,Arts,2013,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 1,S,,
3150,ALevel,Arts,2021,Arts Subject 1,W,Arts Subject 2,S,Arts Subject 3,S,Arts Subject 4,S
3156,ALevel,Science,1980,Science Subject 4,F,Science Subject 2,B,Science Subject 1,F,,
3157,ALevel,Arts,1997,Arts Subject 1,F,Arts Subject 3,C,Arts Subject 2,B,,
3159,ALevel,Technology,1997,Technology Subject 1,B,Technology Subject 2,A,Technology Subject 4,B,,
3161,ALevel,Technology,2010,Technology Subject 4,B,Technology Subject 3,F,Technology Subject 2,C,,
3162,ALevel,Technology,1980,Technology Subject 2,C,Technology Subject 1,S,Technology Subject 3,W,Technology Subject 4,S
