JobID,SkillName,ProficiencyLevel
1252,Excel,Advanced
1252,Scaffolding,Intermediate
1252,Guest Relations,Intermediate
1252,Customer Service,Advanced
1252,Masonry,Advanced
1253,MS Office,Intermediate
1253,Bookkeeping,Advanced
1253,Hotel Housekeeping,Basic
1253,Medical Assistance,Intermediate
1253,Scaffolding,Advanced
1254,Accounting,Basic
1254,Banquet Service,Intermediate
1254,Farming,Basic
1254,Data Entry,Intermediate
1255,Teaching Assistance,Advanced
1255,Delivery Driving,Advanced
1255,MS Office,Basic
1255,Food Preparation,Advanced
1255,Electrical,Intermediate
1256,Tiling,Intermediate
1257,Facility Maintenance,Advanced
1258,Medical Assistance,Intermediate
1258,Caregiving,Basic
1259,Retail Sales,Intermediate
1259,Heavy Vehicle Driving,Basic
1260,MS Office,Basic
1260,Medical Assistance,Advanced
1260,Bar Bending,Basic
1260,Beauty Therapy,Advanced
1260,CCTV Monitoring,Basic
1261,First Aid,Basic
1262,MS Office,Intermediate
1262,Kitchen Assistance,Basic
1262,Teaching Assistance,Intermediate
1262,Welding,Intermediate
1263,Housekeeping,Advanced
1263,Food Preparation,Basic
1264,Shuttering Carpentry,Intermediate
1264,Vehicle Maintenance,Advanced
1264,Medical Assistance,Advanced
1265,Driving,Intermediate
1266,Welding,Advanced
1266,Security Guarding,Intermediate
1266,Logistics Coordination,Basic
1267,Makeup Artistry,Intermediate
1268,Patient Care,Advanced
1269,Administrative Support,Advanced
1269,Housekeeping,Intermediate
1269,Plumbing,Basic
1269,Welding,Basic
1270,Fishing,Intermediate
1271,Retail Sales,Intermediate
1271,Hairdressing,Basic
1271,Heavy Vehicle Driving,Intermediate
1272,Farming,Intermediate
1272,Tailoring,Intermediate
1273,Electrical,Basic
1273,Retail Sales,Basic
1273,Patient Care,Basic
1274,Masonry,Advanced
1274,Janitorial Skills,Advanced
1275,Sewing,Advanced
1276,Packing,Intermediate
1277,Vehicle Maintenance,Intermediate
1277,Garment Quality Control,Advanced
1277,Medical Assistance,Advanced
1277,Tiling,Basic
1278,Bookkeeping,Advanced
1278,Garment Quality Control,Basic
1278,Excel,Advanced
1278,Beauty Therapy,Advanced
1279,Front Desk Operations,Intermediate
1280,Packing,Intermediate
1281,Bar Bending,Basic
1281,Heavy Vehicle Driving,Advanced
1281,Tailoring,Advanced
1282,Food Preparation,Basic
1282,Hotel Housekeeping,Advanced
1282,Quality Inspection,Advanced
1283,Laundry,Intermediate
1284,Guest Relations,Advanced
1284,Sewing,Intermediate
1285,Customer Service,Advanced
1285,Tiling,Basic
1286,Bar Bending,Intermediate
1286,Nursing,Advanced
1286,Medical Assistance,Intermediate
1286,MS Office,Advanced
1287,Health Aide,Advanced
1287,Hairdressing,Intermediate
1287,Accounting,Basic
1288,Logistics Coordination,Basic
1288,Construction Supervision,Advanced
1288,Quality Inspection,Advanced
1288,Accounting,Basic
1288,Driving,Intermediate
1289,Nursing,Intermediate
1290,Fishing,Basic
1290,Masonry,Advanced
1291,Nursing,Basic
1292,Sewing,Intermediate
1293,CCTV Monitoring,Basic
1293,Serving,Basic
1293,Fishing,Intermediate
1294,Retail Sales,Intermediate
1294,Nursing,Intermediate
1294,Fishing,Intermediate
1295,Cooking,Basic
1295,Tailoring,Advanced
1295,Textile Machine Operation,Advanced
1295,Heavy Vehicle Driving,Advanced
1296,Beauty Therapy,Intermediate
1296,Welding,Basic
1296,Health Aide,Intermediate
1297,Customer Service,Intermediate
1297,Tailoring,Intermediate
1297,Farming,Intermediate
1297,Security Guarding,Intermediate
1298,Barista Skills,Basic
1298,Concrete Mixing,Intermediate
1298,Health Aide,Advanced
1299,Caregiving,Intermediate
1299,Food Preparation,Advanced
1300,Front Desk Operations,Basic
1301,Security Guarding,Basic
1301,Heavy Vehicle Driving,Basic
1301,Farming,Advanced
1301,Concrete Mixing,Advanced
1301,Electrical,Advanced
1302,Elderly Care,Basic
1302,Caregiving,Advanced
1302,Health Aide,Advanced
1302,Accounting,Intermediate
1302,Cooking,Intermediate
1303,Driving,Basic
1304,Scaffolding,Intermediate
1304,Guest Relations,Intermediate
1304,Welding,Basic
1304,First Aid,Intermediate
1305,Health Aide,Intermediate
1305,Fishing,Basic
1305,Quality Inspection,Basic
1305,MS Office,Intermediate
1306,Livestock Management,Advanced
1306,Scaffolding,Advanced
1306,Accounting,Advanced
1306,IT Skills,Basic
1306,Patient Care,Intermediate
1307,Medical Assistance,Advanced
1307,Tailoring,Basic
1307,Nursing,Intermediate
1307,Welding,Basic
1307,Data Entry,Intermediate
1308,Beauty Therapy,Basic
1309,Laundry,Basic
1309,Accounting,Basic
1309,Bookkeeping,Basic
1310,Patient Care,Advanced
1311,Cooking,Intermediate
1311,Logistics Coordination,Intermediate
1311,Makeup Artistry,Intermediate
1312,Bar Bending,Basic
1312,Customer Service,Intermediate
1312,Serving,Basic
1312,IT Skills,Intermediate
1312,Nursing,Intermediate
1313,Makeup Artistry,Basic
1313,Caregiving,Intermediate
1313,Garment Quality Control,Advanced
1314,Hotel Housekeeping,Intermediate
1314,Facility Maintenance,Advanced
1315,Nursing,Basic
1316,Logistics Coordination,Basic
1317,Fishing,Intermediate
1317,Welding,Basic
1317,Accounting,Intermediate
1318,Sewing,Intermediate
1318,Livestock Management,Basic
1318,Barista Skills,Intermediate
1318,Heavy Vehicle Driving,Basic
1319,Sewing,Advanced
1319,Horticulture,Intermediate
1319,Forklift Operation,Advanced
1320,Patient Care,Intermediate
1320,Masonry,Intermediate
1320,Home Cleaning,Advanced
1320,Tiling,Basic
1321,Childcare,Advanced
1321,Makeup Artistry,Basic
1322,Quality Inspection,Basic
1323,Tailoring,Intermediate
1323,Cooking,Basic
1324,Serving,Intermediate
1325,Excel,Intermediate
1326,Security Guarding,Intermediate
1326,Janitorial Skills,Basic
1326,Forklift Operation,Intermediate
1326,Customer Service,Advanced
1327,Inventory Management,Basic
1328,Housekeeping,Basic
1329,Laundry,Basic
1329,Home Cleaning,Intermediate
1329,Administrative Support,Intermediate
1330,Plumbing,Intermediate
1330,Patient Care,Advanced
1330,Vehicle Maintenance,Basic
1330,Data Entry,Intermediate
1330,Electrical,Advanced
1331,Farming,Basic
1331,Electrical,Advanced
1331,Teaching Assistance,Basic
1331,Driving,Advanced
1331,IT Skills,Advanced
1332,Electrical,Intermediate
1332,Laundry,Basic
1332,Painting,Basic
1333,Scaffolding,Intermediate
1333,CCTV Monitoring,Intermediate
1333,Laundry,Advanced
1333,Hairdressing,Basic
1333,Carpentry,Intermediate
1334,Packing,Advanced
1335,Scaffolding,Advanced
1335,Inventory Management,Advanced
1335,Caregiving,Basic
1336,Serving,Basic
1337,Vehicle Maintenance,Advanced
1337,Childcare,Intermediate
1338,Livestock Management,Advanced
1338,Inventory Management,Advanced
1338,Farming,Intermediate
1339,Caregiving,Advanced
1340,MS Office,Intermediate
1340,Childcare,Basic
1341,Food Preparation,Basic
1341,Childcare,Intermediate
1341,Electrical,Intermediate
1341,Driving,Intermediate
1342,Nursing,Advanced
1343,Banquet Service,Basic
1343,Beauty Therapy,Basic
1343,First Aid,Intermediate
1343,Home Cleaning,Advanced
1343,Carpentry,Basic
1344,Driving,Intermediate
1345,Nursing,Intermediate
1345,Sewing,Advanced
1346,Vehicle Maintenance,Intermediate
1346,Facility Maintenance,Basic
1346,Quality Inspection,Advanced
1346,Nursing,Intermediate
1347,Hotel Housekeeping,Intermediate
1347,Tailoring,Basic
1347,Facility Maintenance,Intermediate
1347,Elderly Care,Advanced
1347,Concrete Mixing,Advanced
1348,Beauty Therapy,Intermediate
1348,Concrete Mixing,Advanced
1348,CCTV Monitoring,Advanced
1348,Horticulture,Basic
1349,Makeup Artistry,Basic
1350,Facility Maintenance,Intermediate
1350,Electrical,Basic
1350,Excel,Intermediate
1350,Quality Inspection,Basic
1351,Bookkeeping,Intermediate
1351,Heavy Vehicle Driving,Advanced
1351,Excel,Basic
1351,Electrical,Basic
1352,Farming,Intermediate
1353,Electrical,Intermediate
1354,Serving,Advanced
1355,Nursing,Advanced
1356,Food Preparation,Basic
1356,Housekeeping,Advanced
1356,Banquet Service,Advanced
1357,Nursing,Basic
1357,Laundry,Intermediate
1358,Administrative Support,Intermediate
1358,Home Cleaning,Intermediate
1358,Livestock Management,Basic
1358,Security Guarding,Intermediate
1358,Delivery Driving,Basic
1359,Banquet Service,Advanced
1360,IT Skills,Intermediate
1360,Laundry,Basic
1360,Cooking,Advanced
1361,Scaffolding,Advanced
1361,Guest Relations,Advanced
1361,Janitorial Skills,Advanced
1362,Scaffolding,Intermediate
1362,Forklift Operation,Advanced
1362,Hotel Housekeeping,Basic
1362,Housekeeping,Basic
1362,Quality Inspection,Basic
1363,Barista Skills,Basic
1363,Logistics Coordination,Advanced
1363,Bookkeeping,Intermediate
1363,Plumbing,Basic
1364,Painting,Intermediate
1364,Driving,Intermediate
1364,Beauty Therapy,Basic
1365,Driving,Intermediate
1366,Sewing,Intermediate
1367,Fishing,Advanced
1367,Home Cleaning,Intermediate
1367,Tailoring,Advanced
1368,Laundry,Intermediate
1368,Nursing,Intermediate
1369,Nursing,Basic
1370,Administrative Support,Intermediate
1370,MS Office,Intermediate
1370,Guest Relations,Intermediate
1370,Beauty Therapy,Basic
1370,Carpentry,Advanced
1371,Forklift Operation,Intermediate
1372,Painting,Intermediate
1372,Bar Bending,Advanced
1372,Scaffolding,Advanced
1373,IT Skills,Basic
1374,Horticulture,Intermediate
1374,Carpentry,Advanced
1374,Front Desk Operations,Intermediate
1374,Farming,Advanced
1375,Hotel Housekeeping,Advanced
1375,Sewing,Basic
1375,Laundry,Advanced
1375,Cooking,Basic
1375,Heavy Vehicle Driving,Advanced
1376,Sewing,Intermediate
1376,Hotel Housekeeping,Intermediate
1376,Kitchen Assistance,Basic
1376,Food Preparation,Advanced
1376,Welding,Intermediate
1377,Delivery Driving,Basic
1377,Teaching Assistance,Basic
1377,Food Preparation,Advanced
1378,Tiling,Intermediate
1378,Nursing,Advanced
1378,Forklift Operation,Intermediate
1378,Guest Relations,Intermediate
1379,Nursing,Intermediate
1380,Painting,Intermediate
1380,Carpentry,Advanced
1380,Guest Relations,Advanced
1381,Plumbing,Advanced
1381,Excel,Advanced
1381,Hotel Housekeeping,Basic
1382,Security Guarding,Advanced
1382,Bookkeeping,Intermediate
1382,Medical Assistance,Intermediate
1382,Painting,Advanced
1383,Nursing,Intermediate
1384,Construction Supervision,Basic
1384,Elderly Care,Intermediate
1384,Home Cleaning,Intermediate
1384,Carpentry,Basic
1384,Sewing,Intermediate
1385,Facility Maintenance,Advanced
1385,Guest Relations,Advanced
1385,Data Entry,Basic
1386,Nursing,Intermediate
1387,Makeup Artistry,Advanced
1388,Horticulture,Intermediate
1388,Food Preparation,Basic
1388,Cooking,Basic
1388,Concrete Mixing,Basic
1389,Logistics Coordination,Basic
1389,Laundry,Intermediate
1389,Nursing,Intermediate
1389,Home Cleaning,Advanced
1389,Retail Sales,Intermediate
1390,Sewing,Basic
1391,Barista Skills,Basic
1391,Forklift Operation,Intermediate
1391,Fishing,Intermediate
1391,First Aid,Advanced
1392,First Aid,Advanced
1393,Laundry,Basic
1393,Facility Maintenance,Intermediate
1393,Makeup Artistry,Advanced
1393,Cooking,Advanced
1393,Painting,Basic
1394,Garment Quality Control,Basic
1394,Security Guarding,Advanced
1394,Serving,Intermediate
1394,Janitorial Skills,Basic
1395,CCTV Monitoring,Advanced
1395,Data Entry,Basic
1395,Home Cleaning,Advanced
1395,Janitorial Skills,Basic
1395,Serving,Basic
1396,Bookkeeping,Advanced
1396,Security Guarding,Advanced
1396,Kitchen Assistance,Basic
1396,Health Aide,Intermediate
1396,Painting,Basic
1397,Customer Service,Basic
1398,Cooking,Intermediate
1398,Garment Quality Control,Basic
1398,Front Desk Operations,Basic
1399,Forklift Operation,Intermediate
1399,IT Skills,Intermediate
1399,Heavy Vehicle Driving,Basic
1400,Nursing,Advanced
1400,Home Cleaning,Basic
1401,Food Preparation,Advanced
1401,Laundry,Advanced
1401,Fishing,Advanced
1401,Bar Bending,Basic
1402,Medical Assistance,Intermediate
1402,Bar Bending,Intermediate
1402,Hotel Housekeeping,Intermediate
1402,Horticulture,Intermediate
1403,Sewing,Advanced
1403,Nursing,Advanced
1404,Concrete Mixing,Intermediate
1405,Heavy Vehicle Driving,Intermediate
1405,Nursing,Intermediate
1405,Electrical,Advanced
1406,Nursing,Basic
1407,Health Aide,Advanced
1407,Plumbing,Intermediate
1407,Beauty Therapy,Basic
1407,Nursing,Intermediate
1408,Makeup Artistry,Intermediate
1408,Accounting,Basic
1408,Welding,Advanced
1409,Childcare,Advanced
1409,Housekeeping,Basic
1409,Facility Maintenance,Advanced
1410,Teaching Assistance,Advanced
1410,Tailoring,Advanced
1411,Sewing,Basic
1412,Nursing,Intermediate
1413,Nursing,Basic
1414,Banquet Service,Advanced
1414,Delivery Driving,Advanced
1415,Kitchen Assistance,Intermediate
1415,Security Guarding,Basic
1415,Caregiving,Intermediate
1415,Health Aide,Basic
1415,Housekeeping,Advanced
1416,Driving,Intermediate
1417,Construction Supervision,Advanced
1417,Bookkeeping,Intermediate
1417,Plumbing,Intermediate
1417,Delivery Driving,Advanced
1418,Sewing,Basic
1419,Excel,Advanced
1419,Elderly Care,Intermediate
1419,Construction Supervision,Basic
1419,Bookkeeping,Advanced
1419,Laundry,Intermediate
1420,Nursing,Basic
1421,Patient Care,Intermediate
1421,Delivery Driving,Advanced
1421,Medical Assistance,Advanced
1421,CCTV Monitoring,Basic
1421,Farming,Intermediate
1422,First Aid,Intermediate
1422,Bookkeeping,Intermediate
1422,Caregiving,Basic
1422,Beauty Therapy,Basic
1422,Facility Maintenance,Basic
1423,Serving,Basic
1423,Beauty Therapy,Advanced
1424,Medical Assistance,Basic
1424,Data Entry,Advanced
1424,Painting,Basic
1425,Construction Supervision,Intermediate
1426,Painting,Basic
1426,Caregiving,Intermediate
1426,IT Skills,Basic
1426,Housekeeping,Intermediate
1427,Laundry,Basic
1428,CCTV Monitoring,Intermediate
1428,Garment Quality Control,Advanced
1428,Bookkeeping,Advanced
1428,Scaffolding,Advanced
1428,Facility Maintenance,Advanced
1429,Packing,Intermediate
1430,Construction Supervision,Basic
1430,Sewing,Intermediate
1430,Medical Assistance,Intermediate
1431,Scaffolding,Intermediate
1431,CCTV Monitoring,Advanced
1431,Banquet Service,Basic
1431,Bar Bending,Basic
1432,Textile Machine Operation,Advanced
1432,Administrative Support,Basic
1432,Farming,Intermediate
1432,Kitchen Assistance,Basic
1433,Data Entry,Intermediate
1433,Elderly Care,Intermediate
1433,Carpentry,Basic
1433,Medical Assistance,Intermediate
1434,Accounting,Basic
1434,Barista Skills,Advanced
1434,Masonry,Basic
1434,Banquet Service,Advanced
1434,Cooking,Basic
1435,Construction Supervision,Basic
1435,Childcare,Intermediate
1436,Facility Maintenance,Advanced
1436,Cooking,Basic
1437,Hairdressing,Basic
1437,Shuttering Carpentry,Intermediate
1437,Packing,Basic
1437,Livestock Management,Intermediate
1438,Home Cleaning,Basic
1439,Farming,Advanced
1439,Shuttering Carpentry,Advanced
1439,Garment Quality Control,Basic
1439,Makeup Artistry,Intermediate
1440,Laundry,Advanced
1441,Nursing,Basic
1442,Scaffolding,Intermediate
1442,Banquet Service,Advanced
1442,Electrical,Advanced
1442,Hotel Housekeeping,Advanced
1442,Home Cleaning,Basic
1443,Painting,Advanced
1443,Janitorial Skills,Basic
1443,Cooking,Intermediate
1443,Driving,Advanced
1444,Driving,Intermediate
1445,Medical Assistance,Intermediate
1445,Data Entry,Advanced
1445,Quality Inspection,Basic
1446,Cooking,Basic
1446,Inventory Management,Basic
1446,Vehicle Maintenance,Basic
1447,Accounting,Basic
1447,Front Desk Operations,Advanced
1448,Driving,Basic
1448,Concrete Mixing,Intermediate
1448,Beauty Therapy,Intermediate
1448,Packing,Advanced
1449,Livestock Management,Intermediate
1449,Delivery Driving,Advanced
1449,Facility Maintenance,Intermediate
1450,Health Aide,Intermediate
1450,Barista Skills,Intermediate
1450,Tiling,Advanced
1451,Painting,Advanced
1451,Customer Service,Advanced
1451,Plumbing,Basic
1451,Caregiving,Advanced
1451,Bar Bending,Intermediate
1452,Construction Supervision,Advanced
1452,Guest Relations,Basic
1452,Health Aide,Advanced
1452,Heavy Vehicle Driving,Advanced
1453,Beauty Therapy,Advanced
1453,Home Cleaning,Advanced
1454,Nursing,Advanced
1454,Packing,Intermediate
1455,Sewing,Intermediate
1456,Quality Inspection,Intermediate
1456,Facility Maintenance,Basic
1456,Tiling,Advanced
1456,Administrative Support,Intermediate
1456,IT Skills,Intermediate
1457,Nursing,Intermediate
1458,Sewing,Intermediate
1458,IT Skills,Advanced
1458,Accounting,Intermediate
1458,Laundry,Basic
1459,Scaffolding,Advanced
1459,Bar Bending,Advanced
1459,First Aid,Intermediate
1459,Farming,Intermediate
1460,Customer Service,Basic
1460,Data Entry,Basic
1460,Housekeeping,Basic
1461,Data Entry,Advanced
1461,Scaffolding,Intermediate
1461,Makeup Artistry,Basic
1461,Childcare,Basic
1461,Excel,Basic
1462,Logistics Coordination,Advanced
1462,MS Office,Basic
1462,Health Aide,Basic
1462,Customer Service,Intermediate
1462,Horticulture,Intermediate
1463,Nursing,Intermediate
1463,Packing,Intermediate
1464,Sewing,Advanced
1465,Quality Inspection,Basic
1465,Guest Relations,Advanced
1466,Food Preparation,Intermediate
1466,Laundry,Basic
1466,Administrative Support,Basic
1467,Inventory Management,Advanced
1468,Scaffolding,Advanced
1468,Packing,Basic
1468,Accounting,Intermediate
1468,Front Desk Operations,Basic
1469,CCTV Monitoring,Basic
1469,Heavy Vehicle Driving,Intermediate
1469,Barista Skills,Advanced
1469,First Aid,Advanced
1469,Vehicle Maintenance,Advanced
1470,Nursing,Intermediate
1471,Tailoring,Basic
1471,Accounting,Intermediate
1471,CCTV Monitoring,Advanced
1471,Teaching Assistance,Intermediate
1472,Front Desk Operations,Advanced
1472,Sewing,Intermediate
1473,IT Skills,Advanced
1473,Beauty Therapy,Basic
1473,Food Preparation,Advanced
1474,Farming,Intermediate
1474,Teaching Assistance,Intermediate
1474,Beauty Therapy,Intermediate
1474,Tailoring,Intermediate
1475,Childcare,Intermediate
1475,Packing,Intermediate
1475,Caregiving,Intermediate
1476,Nursing,Intermediate
1476,Fishing,Advanced
1476,Facility Maintenance,Basic
1477,Nursing,Basic
1478,Nursing,Intermediate
1479,Garment Quality Control,Intermediate
1479,Elderly Care,Intermediate
1480,Driving,Advanced
1481,Sewing,Intermediate
1482,Driving,Advanced
1483,Elderly Care,Intermediate
1483,Nursing,Advanced
1483,Serving,Advanced
1483,Construction Supervision,Advanced
1483,Inventory Management,Intermediate
1484,Delivery Driving,Basic
1484,Bar Bending,Basic
1484,Front Desk Operations,Basic
1485,Excel,Basic
1486,MS Office,Intermediate
1486,Bookkeeping,Intermediate
1487,Beauty Therapy,Intermediate
1487,Security Guarding,Basic
1487,Housekeeping,Basic
1487,Textile Machine Operation,Basic
1487,Home Cleaning,Basic
1488,Banquet Service,Basic
1488,Livestock Management,Intermediate
1488,Garment Quality Control,Intermediate
1488,Sewing,Intermediate
1488,Plumbing,Intermediate
1489,Bookkeeping,Intermediate
1489,Welding,Advanced
1489,Health Aide,Intermediate
1489,Banquet Service,Advanced
1490,Hotel Housekeeping,Basic
1490,Plumbing,Advanced
1490,Carpentry,Basic
1490,Serving,Advanced
1491,Packing,Advanced
1491,Textile Machine Operation,Intermediate
1492,Makeup Artistry,Advanced
1492,Cooking,Intermediate
1492,Quality Inspection,Advanced
1492,Scaffolding,Advanced
1492,Shuttering Carpentry,Advanced
1493,Construction Supervision,Intermediate
1493,Elderly Care,Intermediate
1493,Delivery Driving,Advanced
1494,Bar Bending,Advanced
1494,Construction Supervision,Intermediate
1495,Painting,Advanced
1495,Laundry,Basic
1496,Quality Inspection,Advanced
1496,Barista Skills,Advanced
1496,Makeup Artistry,Intermediate
1496,Guest Relations,Advanced
1496,Beauty Therapy,Advanced
1497,Hairdressing,Basic
1498,Food Preparation,Intermediate
1498,Data Entry,Basic
1498,Hairdressing,Advanced
1498,Painting,Intermediate
1498,Cooking,Basic
1499,Plumbing,Intermediate
1499,Security Guarding,Intermediate
1499,Tailoring,Intermediate
1499,Logistics Coordination,Advanced
1499,Facility Maintenance,Basic
1500,First Aid,Basic
1500,IT Skills,Advanced
1501,Makeup Artistry,Advanced
1502,Shuttering Carpentry,Advanced
1502,Construction Supervision,Basic
1502,Welding,Intermediate
1502,Security Guarding,Advanced
1503,Delivery Driving,Basic
1503,Makeup Artistry,Basic
1503,First Aid,Basic
1504,Caregiving,Advanced
1504,Logistics Coordination,Intermediate
1504,Patient Care,Advanced
1505,Farming,Basic
1505,Driving,Advanced
1505,Facility Maintenance,Advanced
1505,Packing,Intermediate
1506,Home Cleaning,Intermediate
1507,First Aid,Basic
1507,Data Entry,Basic
1507,Facility Maintenance,Intermediate
1508,Driving,Intermediate
1509,Caregiving,Advanced
1509,Front Desk Operations,Advanced
1509,Farming,Advanced
1510,Childcare,Intermediate
1510,Cooking,Basic
1511,Nursing,Intermediate
1511,Painting,Advanced
1511,Tailoring,Basic
1511,Quality Inspection,Basic
1512,Janitorial Skills,Intermediate
1512,Tiling,Intermediate
1513,IT Skills,Advanced
1513,Logistics Coordination,Advanced
1514,Laundry,Intermediate
1515,Electrical,Intermediate
1515,Makeup Artistry,Advanced
1516,Quality Inspection,Basic
1516,Shuttering Carpentry,Basic
1516,Fishing,Intermediate
1516,Plumbing,Advanced
1516,Driving,Advanced
1517,Garment Quality Control,Advanced
1517,Health Aide,Intermediate
1517,Serving,Advanced
1518,Sewing,Advanced
1519,Logistics Coordination,Intermediate
1519,Patient Care,Advanced
1519,Childcare,Advanced
1519,Data Entry,Intermediate
1520,MS Office,Intermediate
1520,Housekeeping,Intermediate
1520,Beauty Therapy,Advanced
1521,Data Entry,Intermediate
1521,Administrative Support,Intermediate
1521,Delivery Driving,Basic
1521,Childcare,Advanced
1521,Quality Inspection,Advanced
1522,Sewing,Advanced
1523,Sewing,Advanced
1524,Heavy Vehicle Driving,Intermediate
1524,Health Aide,Intermediate
1524,Housekeeping,Advanced
1524,Quality Inspection,Basic
1525,Delivery Driving,Intermediate
1525,Health Aide,Basic
1526,Security Guarding,Basic
1526,Data Entry,Advanced
1526,MS Office,Basic
1527,Kitchen Assistance,Basic
1527,Masonry,Basic
1527,MS Office,Basic
1528,Inventory Management,Advanced
1528,Hairdressing,Intermediate
1529,Caregiving,Intermediate
1530,Laundry,Intermediate
1530,Heavy Vehicle Driving,Basic
1530,Fishing,Intermediate
1530,Administrative Support,Advanced
1530,Guest Relations,Intermediate
1531,Plumbing,Advanced
1532,Nursing,Intermediate
1533,Nursing,Basic
1534,Elderly Care,Basic
1534,Farming,Intermediate
1535,Driving,Intermediate
1536,Nursing,Advanced
1537,Packing,Intermediate
1538,Quality Inspection,Intermediate
1538,Hairdressing,Basic
1538,Home Cleaning,Advanced
1538,Food Preparation,Advanced
1539,Food Preparation,Intermediate
1539,Kitchen Assistance,Basic
1539,Hairdressing,Basic
1539,Caregiving,Basic
1540,Carpentry,Basic
1540,Concrete Mixing,Basic
1540,Retail Sales,Basic
1540,Makeup Artistry,Basic
1540,Security Guarding,Intermediate
1541,Shuttering Carpentry,Intermediate
1542,Patient Care,Basic
1542,Tiling,Advanced
1542,Janitorial Skills,Intermediate
1542,Livestock Management,Advanced
1543,Concrete Mixing,Advanced
1543,Heavy Vehicle Driving,Advanced
1543,Hotel Housekeeping,Basic
1544,Garment Quality Control,Basic
1544,Elderly Care,Basic
1544,Patient Care,Advanced
1545,Driving,Advanced
1546,Fishing,Advanced
1546,Painting,Basic
1546,Laundry,Basic
1546,Childcare,Basic
1547,Masonry,Basic
1547,Customer Service,Intermediate
1547,First Aid,Advanced
1547,Construction Supervision,Intermediate
1547,Painting,Advanced
1548,Nursing,Intermediate
1549,MS Office,Advanced
1549,Plumbing,Basic
1550,Quality Inspection,Basic
1550,Laundry,Advanced
1550,MS Office,Advanced
1550,Kitchen Assistance,Basic
1550,Packing,Advanced
1551,Sewing,Intermediate
1552,Plumbing,Basic
1552,Garment Quality Control,Advanced
1552,Quality Inspection,Basic
1553,Laundry,Basic
1553,Barista Skills,Basic
1553,Childcare,Intermediate
1553,Housekeeping,Intermediate
1553,Driving,Advanced
1554,Kitchen Assistance,Intermediate
1554,Horticulture,Basic
1555,Administrative Support,Intermediate
1555,Plumbing,Advanced
1555,Data Entry,Basic
1555,Textile Machine Operation,Intermediate
1555,Beauty Therapy,Basic
1556,Nursing,Basic
1557,Laundry,Advanced
1557,IT Skills,Intermediate
1557,Retail Sales,Basic
1557,Masonry,Basic
1557,Shuttering Carpentry,Basic
1558,Laundry,Advanced
1558,Medical Assistance,Basic
1558,Welding,Basic
1558,Electrical,Advanced
1559,Shuttering Carpentry,Intermediate
1560,Laundry,Basic
1560,Masonry,Intermediate
1560,Hairdressing,Basic
1560,Excel,Basic
1560,Packing,Advanced
1561,Childcare,Basic
1561,Delivery Driving,Basic
1561,Barista Skills,Basic
1561,Makeup Artistry,Basic
1561,Sewing,Intermediate
1562,Bookkeeping,Advanced
1562,Sewing,Intermediate
1562,Welding,Intermediate
1562,Painting,Advanced
1563,Welding,Basic
1563,Painting,Advanced
1563,Elderly Care,Advanced
1563,Home Cleaning,Advanced
1563,Banquet Service,Basic
1564,Elderly Care,Advanced
1564,Concrete Mixing,Basic
1565,First Aid,Basic
1565,Childcare,Advanced
1565,Tiling,Basic
1565,Administrative Support,Advanced
1565,Delivery Driving,Intermediate
1566,Nursing,Basic
1566,Vehicle Maintenance,Advanced
1566,Housekeeping,Advanced
1566,Garment Quality Control,Advanced
1567,Banquet Service,Advanced
1567,Home Cleaning,Advanced
1567,Hairdressing,Intermediate
1568,Delivery Driving,Advanced
1568,Tiling,Intermediate
1568,Shuttering Carpentry,Basic
1569,Tailoring,Intermediate
1570,Accounting,Intermediate
1570,Packing,Basic
1571,Customer Service,Advanced
1572,Sewing,Advanced
1572,Accounting,Intermediate
1572,Painting,Intermediate
1572,Driving,Intermediate
1572,Masonry,Advanced
1573,Vehicle Maintenance,Basic
1573,Home Cleaning,Intermediate
1574,Teaching Assistance,Basic
1574,Masonry,Basic
1574,Forklift Operation,Intermediate
1574,Excel,Intermediate
1575,Nursing,Intermediate
1576,Cooking,Intermediate
1576,Logistics Coordination,Intermediate
1576,Housekeeping,Basic
1576,Masonry,Advanced
1577,Beauty Therapy,Advanced
1578,Nursing,Advanced
1579,Facility Maintenance,Advanced
1579,Carpentry,Basic
1580,Bookkeeping,Intermediate
1580,Barista Skills,Intermediate
1580,Housekeeping,Advanced
1580,Logistics Coordination,Basic
1581,Delivery Driving,Basic
1581,Facility Maintenance,Intermediate
1581,Data Entry,Basic
1581,Logistics Coordination,Intermediate
1581,Banquet Service,Basic
1582,Bar Bending,Basic
1582,Delivery Driving,Advanced
1582,First Aid,Intermediate
1583,First Aid,Intermediate
1583,Data Entry,Advanced
1584,Shuttering Carpentry,Advanced
1584,Tailoring,Intermediate
1584,Hotel Housekeeping,Intermediate
1585,Nursing,Basic
1586,IT Skills,Basic
1586,Concrete Mixing,Intermediate
1586,Serving,Advanced
1587,Customer Service,Intermediate
1587,Garment Quality Control,Intermediate
1587,Welding,Basic
1587,Administrative Support,Basic
1588,Cooking,Advanced
1588,Housekeeping,Advanced
1588,Nursing,Advanced
1589,Tiling,Basic
1589,Customer Service,Basic
1589,Livestock Management,Intermediate
1589,Forklift Operation,Advanced
1590,Nursing,Intermediate
1591,Carpentry,Basic
1591,Heavy Vehicle Driving,Advanced
1591,MS Office,Intermediate
1592,Kitchen Assistance,Advanced
1593,Elderly Care,Intermediate
1593,Administrative Support,Basic
1593,Guest Relations,Basic
