JobID,EmployerName,Country,EmploymentSector,JobTitle,PostedDate
1293,Construction Inc,Oman,Domestic Services,Driver,2023-11-07
1294,Island Solutions,Kuwait,Hospitality & Tourism,Machine Operator,2025-02-24
1295,Tech Inc,Qatar,Agriculture & Fishery,Kitchen Helper,2025-02-01
1296,Gem Inc,Maldives,Domestic Services,Shuttering Carpenter,2024-02-12
1297,Hotel Solutions,Qatar,Construction,Construction Supervisor,2024-07-13
1298,Construction Group,Cyprus,Beauty & Personal Care,Room Attendant,2024-05-09
1299,Construction Enterprises,United Arab Emirates,Logistics & Warehousing,Fishery Worker,2023-09-16
1300,Sri Enterprises,Saudi Arabia,Construction,Construction Helper,2024-09-11
1301,Apparel Inc,Canada,Agriculture & Fishery,General Labourer,2024-03-03
1302,Hotel Co,Saudi Arabia,Security Services,Shuttering Carpenter,2024-05-05
1303,Lanka Corp,Saudi Arabia,Driving & Transportation,Technician,2024-09-22
1304,Apparel Co,Turkey,Domestic Services,Barista,2024-11-21
1305,Island Group,New Zealand,Domestic Services,Barista,2025-07-26
1306,Gem Solutions,Qatar,Construction,Construction Supervisor,2024-06-27
1307,Sri Pvt,Canada,Agriculture & Fishery,Salesperson,2025-05-03
1308,Tea Inc,Kuwait,Domestic Services,Fishery Worker,2024-06-22
1309,Lanka Plantations,United Arab Emirates,Domestic Services,Nurse,2024-06-23
1310,Lanka Corp,Bahrain,Facility Management,Barista,2024-02-20
1311,Construction Ltd,Saudi Arabia,Education & Training,Accountant,2023-11-16
1312,Hotel Inc,Qatar,Garment & Apparel,Technician,2023-10-19
1313,Sri Ltd,Saudi Arabia,Domestic Services,Machine Operator,2024-07-17
1314,Ceylon Pvt,Maldives,Construction,Construction Helper,2023-11-28
1315,Lanka Pvt,Saudi Arabia,Healthcare & Nursing,Mason,2024-05-14
1316,Hotel Plantations,Israel,Garment & Apparel,Carpenter,2024-11-09
1317,Sri Plantations,United Arab Emirates,Education & Training,House Driver,2024-05-27
1318,Apparel Inc,Kuwait,Beauty & Personal Care,Driver,2024-12-22
1319,Sri Co,Canada,Construction,Construction Helper,2025-06-21
1320,Tea Solutions,United Arab Emirates,Garment & Apparel,Logistics Coordinator,2025-02-05
1321,Sri Plantations,Kuwait,IT & Professional Services,Kitchen Helper,2024-04-17
1322,Apparel Group,Qatar,Construction,Construction Helper,2024-04-06
1323,Ceylon Plantations,Cyprus,Domestic Services,Domestic Worker,2024-07-27
1324,Island Group,Saudi Arabia,Construction,Construction Helper,2024-04-28
1325,Island Plantations,Romania,Construction,Construction Supervisor,2025-06-07
1326,Tech Plantations,United Arab Emirates,Construction,Construction Supervisor,2023-11-19
1327,Island Plantations,Qatar,Engineering & Technical,Cleaner,2025-01-20
1328,Sri Plantations,Serbia,Construction,Construction Helper,2023-10-23
1329,Apparel Enterprises,Maldives,Domestic Services,Cleaner,2024-07-06
1330,Apparel Enterprises,Saudi Arabia,Garment & Apparel,Shuttering Carpenter,2025-04-24
1331,Ceylon Plantations,Saudi Arabia,Retail & Sales,Driver,2024-09-02
1332,Apparel Inc,Saudi Arabia,IT & Professional Services,Nurse,2025-04-02
1333,Lanka Inc,Kuwait,Domestic Services,Room Attendant,2024-10-23
1334,Lanka Pvt,Kuwait,Beauty & Personal Care,Packing Worker,2024-02-28
1335,Island Plantations,United Arab Emirates,Domestic Services,Hairdresser,2024-06-06
1336,Apparel Pvt,Kuwait,IT & Professional Services,Tailor,2025-02-26
1337,Sri Enterprises,Canada,Garment & Apparel,Construction Supervisor,2025-03-08
1338,Hotel Inc,Kuwait,Domestic Services,Construction Supervisor,2023-08-27
1339,Lanka Co,Japan,Retail & Sales,Engineer,2024-09-01
1340,Hotel Group,Qatar,Logistics & Warehousing,Driver,2024-07-11
1341,Apparel Group,Singapore,Construction,Construction Supervisor,2024-04-05
1342,Lanka Co,Qatar,Healthcare & Nursing,Waiter,2024-10-05
1343,Apparel Group,Russia,Hospitality & Tourism,Factory Worker,2023-11-09
1344,Gem Group,Kuwait,Driving & Transportation,Cleaner,2025-03-19
1345,Tech Solutions,Qatar,Healthcare & Nursing,Sewing Machine Operator,2023-09-03
1346,Tea Pvt,Qatar,Domestic Services,Waiter,2024-08-12
1347,Hotel Inc,Japan,Engineering & Technical,Chef,2024-06-20
1348,Apparel Solutions,Sri Lanka,Construction,Construction Supervisor,2023-10-17
1349,Apparel Ltd,Kuwait,Hospitality & Tourism,Barista,2024-10-05
1350,Gem Co,Qatar,Hospitality & Tourism,House Driver,2025-06-10
1351,Gem Corp,Oman,Hospitality & Tourism,Machine Operator,2023-10-05
1352,Island Co,Qatar,Retail & Sales,Janitor,2025-07-24
1353,Gem Pvt,Kuwait,Garment & Apparel,House Driver,2024-06-03
1354,Hotel Enterprises,Jordan,Garment & Apparel,Security Guard,2024-05-31
1355,Construction Co,Oman,Healthcare & Nursing,Beautician,2024-08-31
1356,Sri Plantations,Qatar,Garment & Apparel,Delivery Driver,2023-09-02
1357,Island Corp,Kuwait,Healthcare & Nursing,Laundry Worker,2025-05-30
1358,Lanka Corp,Kuwait,Domestic Services,Bar Bender,2024-02-24
1359,Lanka Group,Saudi Arabia,Cleaning Services,Accountant,2025-07-24
1360,Ceylon Group,Maldives,Beauty & Personal Care,Nurse,2023-10-24
1361,Apparel Pvt,Cyprus,Hospitality & Tourism,Quality Control Inspector,2025-04-05
1362,Construction Ltd,Kuwait,Construction,Construction Supervisor,2024-11-23
1363,Gem Plantations,Qatar,Domestic Services,Delivery Driver,2024-07-09
1364,Lanka Inc,Bahrain,Hospitality & Tourism,Construction Helper,2025-06-06
1365,Island Inc,Saudi Arabia,Driving & Transportation,Factory Worker,2025-06-08
1366,Gem Co,United Kingdom,Garment & Apparel,Sewing Machine Operator,2024-08-02
1367,Lanka Inc,United Arab Emirates,Hospitality & Tourism,Logistics Coordinator,2023-09-13
1368,Apparel Corp,Saudi Arabia,Healthcare & Nursing,Laundry Worker,2025-04-05
1369,Lanka Co,Qatar,Healthcare & Nursing,Welder,2025-04-13
1370,Tech Enterprises,Oman,Construction,Construction Helper,2024-12-03
1371,Construction Corp,Seychelles,Construction,Construction Helper,2025-04-03
1372,Hotel Pvt,Saudi Arabia,Education & Training,Agricultural Worker,2024-06-21
1373,Apparel Plantations,Saudi Arabia,Garment & Apparel,Mason,2024-08-13
1374,Island Enterprises,Singapore,Domestic Services,Security Guard,2025-05-30
1375,Apparel Co,Saudi Arabia,Construction,Construction Supervisor,2025-06-09
1376,Sri Ltd,Maldives,IT & Professional Services,Gardener,2025-04-11
1377,Apparel Pvt,Russia,Security Services,Quality Control Inspector,2023-09-07
1378,Tea Corp,United Arab Emirates,Construction,Construction Helper,2024-03-06
1379,Apparel Group,United Kingdom,Healthcare & Nursing,Hotel Housekeeper,2023-11-14
1380,Tea Co,Saudi Arabia,Garment & Apparel,Chef,2024-07-19
1381,Hotel Corp,Romania,Security Services,Fishery Worker,2024-04-20
1382,Tea Enterprises,Canada,Manufacturing,Shuttering Carpenter,2024-11-14
1383,Construction Ltd,Oman,Healthcare & Nursing,Room Attendant,2023-10-14
1384,Island Inc,Kuwait,Hospitality & Tourism,Technician,2023-11-29
1385,Island Group,United Arab Emirates,Domestic Services,Housemaid,2024-12-18
1386,Ceylon Inc,United Arab Emirates,Healthcare & Nursing,Tailor,2025-07-17
1387,Gem Corp,Qatar,Construction,Construction Helper,2023-09-01
1388,Island Ltd,Qatar,Construction,Construction Supervisor,2024-09-14
1389,Sri Corp,Hong Kong,Facility Management,Cleaner,2024-06-27
1390,Lanka Plantations,United Arab Emirates,Hospitality & Tourism,Sewing Machine Operator,2025-02-26
1391,Island Co,United Arab Emirates,Domestic Services,General Labourer,2023-11-23
1392,Lanka Ltd,Saudi Arabia,Garment & Apparel,Heavy Vehicle Operator,2024-04-11
1393,Tech Inc,United Kingdom,Retail & Sales,Heavy Vehicle Operator,2023-11-12
1394,Sri Co,United Arab Emirates,Hospitality & Tourism,Machine Operator,2025-05-27
1395,Hotel Ltd,Saudi Arabia,Manufacturing,Machine Operator,2025-08-03
1396,Tea Corp,Kuwait,Domestic Services,Administrative Assistant,2024-05-01
1397,Island Plantations,Qatar,Security Services,Hairdresser,2025-07-09
1398,Sri Ltd,Romania,Hospitality & Tourism,Hotel Housekeeper,2025-05-27
1399,Apparel Ltd,Russia,Construction,Construction Helper,2024-04-06
1400,Sri Group,Kuwait,Construction,Construction Helper,2023-12-31
1401,Hotel Ltd,Qatar,Beauty & Personal Care,Beautician,2025-07-24
1402,Island Enterprises,United Kingdom,Domestic Services,Housemaid,2024-09-04
1403,Tea Pvt,Bahrain,Healthcare & Nursing,Sewing Machine Operator,2024-10-13
1404,Lanka Enterprises,Kuwait,Agriculture & Fishery,Driver,2023-09-12
1405,Gem Inc,Kuwait,Hospitality & Tourism,Mason,2024-08-15
1406,Gem Pvt,Qatar,Hospitality & Tourism,Nursing Assistant,2024-09-27
1407,Sri Group,Saudi Arabia,Construction,Construction Helper,2024-09-29
1408,Construction Plantations,Kuwait,Garment & Apparel,Barista,2024-12-27
1409,Tea Corp,Saudi Arabia,Garment & Apparel,Forklift Operator,2024-08-23
1410,Ceylon Corp,Kuwait,Hospitality & Tourism,Heavy Vehicle Operator,2024-01-03
1411,Gem Co,Saudi Arabia,Hospitality & Tourism,Sewing Machine Operator,2024-05-25
1412,Lanka Ltd,Saudi Arabia,Healthcare & Nursing,Construction Supervisor,2023-09-06
1413,Tea Solutions,Saudi Arabia,Healthcare & Nursing,Gardener,2024-06-30
1414,Ceylon Plantations,Qatar,Garment & Apparel,Hotel Housekeeper,2023-11-02
1415,Lanka Group,Turkey,Hospitality & Tourism,General Labourer,2024-06-19
1416,Island Corp,Saudi Arabia,Driving & Transportation,Welder,2025-02-10
1417,Hotel Corp,Oman,Garment & Apparel,Chef,2023-08-21
1418,Lanka Inc,Saudi Arabia,Textile & Sewing,Sewing Machine Operator,2025-06-12
1419,Apparel Plantations,Qatar,Garment & Apparel,Administrative Assistant,2023-10-20
1420,Gem Ltd,Saudi Arabia,Garment & Apparel,Nursing Assistant,2024-12-14
1421,Hotel Corp,Japan,Hospitality & Tourism,Janitor,2025-02-11
1422,Island Pvt,Jordan,Security Services,Electrician,2025-08-20
1423,Apparel Solutions,Maldives,Security Services,Chef,2025-05-23
1424,Tech Co,Seychelles,Garment & Apparel,Construction Helper,2024-05-09
1425,Hotel Enterprises,New Zealand,Garment & Apparel,Teacher Assistant,2025-01-07
1426,Ceylon Group,Saudi Arabia,Education & Training,Agricultural Worker,2024-01-17
1427,Ceylon Ltd,Saudi Arabia,Agriculture & Fishery,Janitor,2024-07-02
1428,Apparel Plantations,Russia,Engineering & Technical,Construction Helper,2023-11-19
1429,Gem Plantations,Kuwait,Manufacturing,Packing Worker,2024-04-07
1430,Island Enterprises,Singapore,Construction,Construction Supervisor,2024-12-29
1431,Tea Inc,Hong Kong,Garment & Apparel,Bar Bender,2024-07-26
1432,Tech Plantations,Saudi Arabia,Construction,Construction Supervisor,2024-08-15
1433,Ceylon Enterprises,Malaysia,Cleaning Services,Gardener,2024-05-10
1434,Sri Ltd,United Arab Emirates,Domestic Services,Logistics Coordinator,2024-10-15
1435,Construction Ltd,Saudi Arabia,Garment & Apparel,Hairdresser,2024-05-12
1436,Sri Pvt,Maldives,Construction,Construction Helper,2024-11-04
1437,Tea Corp,Jordan,Domestic Services,Machine Operator,2025-03-07
1438,Ceylon Enterprises,Kuwait,Manufacturing,Barista,2024-10-14
1439,Gem Inc,Saudi Arabia,Retail & Sales,Construction Helper,2025-05-08
1440,Gem Ltd,Sri Lanka,Hospitality & Tourism,Laundry Worker,2024-05-02
1441,Tea Ltd,Saudi Arabia,Hospitality & Tourism,Nursing Assistant,2024-12-13
1442,Tea Co,Bahrain,Hospitality & Tourism,Bar Bender,2024-06-29
1443,Construction Ltd,New Zealand,Domestic Services,Carpenter,2024-10-24
1444,Tea Pvt,Jordan,IT & Professional Services,Domestic Worker,2024-12-18
1445,Construction Corp,Romania,Domestic Services,Carpenter,2023-09-04
1446,Construction Ltd,Qatar,Construction,Construction Supervisor,2024-08-21
1447,Island Corp,United Arab Emirates,Hospitality & Tourism,Beautician,2024-03-26
1448,Ceylon Plantations,Qatar,Agriculture & Fishery,Domestic Worker,2024-11-28
1449,Sri Pvt,Qatar,Garment & Apparel,Domestic Worker,2024-08-30
1450,Lanka Inc,United Arab Emirates,Construction,Construction Helper,2024-04-19
1451,Tea Solutions,New Zealand,Education & Training,Caregiver,2024-04-01
1452,Hotel Co,United Arab Emirates,Cleaning Services,Warehouse Worker,2025-05-17
1453,Apparel Group,Oman,Manufacturing,Janitor,2024-11-09
1454,Ceylon Pvt,South Korea,Healthcare & Nursing,Packing Worker,2024-03-10
1455,Island Inc,Maldives,Agriculture & Fishery,Sewing Machine Operator,2025-07-05
1456,Lanka Corp,Saudi Arabia,Garment & Apparel,Engineer,2025-01-13
1457,Sri Plantations,Qatar,Healthcare & Nursing,Barista,2023-12-27
1458,Lanka Group,United Kingdom,Domestic Services,Welder,2025-07-19
1459,Gem Inc,United Arab Emirates,Domestic Services,Housemaid,2025-02-06
1460,Sri Pvt,Saudi Arabia,Construction,Construction Supervisor,2023-11-17
1461,Apparel Inc,Saudi Arabia,Construction,Construction Helper,2024-12-06
1462,Construction Group,South Korea,Domestic Services,Maintenance Worker,2025-05-20
1463,Tea Co,Saudi Arabia,Healthcare & Nursing,Packing Worker,2025-02-20
1464,Ceylon Inc,Kuwait,Textile & Sewing,Quality Control Inspector,2024-03-17
1465,Hotel Group,Jordan,Garment & Apparel,Heavy Vehicle Operator,2024-02-21
1466,Construction Pvt,Saudi Arabia,Construction,Construction Supervisor,2025-06-20
1467,Island Inc,Maldives,Domestic Services,Engineer,2023-11-04
1468,Lanka Plantations,United Arab Emirates,Logistics & Warehousing,Barista,2025-02-26
1469,Sri Ltd,Israel,Garment & Apparel,Accountant,2023-12-19
1470,Tech Solutions,Saudi Arabia,Healthcare & Nursing,Kitchen Helper,2023-08-28
1471,Apparel Solutions,Jordan,Agriculture & Fishery,Shuttering Carpenter,2024-09-24
1472,Sri Plantations,Bahrain,Hospitality & Tourism,Maintenance Worker,2025-06-08
1473,Construction Plantations,United Arab Emirates,Garment & Apparel,Machine Operator,2024-05-27
1474,Tea Corp,Lebanon,Garment & Apparel,Construction Helper,2024-11-06
1475,Sri Corp,Malaysia,Construction,Construction Helper,2023-09-17
1476,Sri Co,Saudi Arabia,Agriculture & Fishery,Accountant,2023-11-08
1477,Island Inc,Kuwait,Healthcare & Nursing,Salesperson,2025-06-17
1478,Sri Enterprises,Saudi Arabia,Healthcare & Nursing,Technician,2023-10-26
1479,Tech Enterprises,Turkey,Engineering & Technical,Engineer,2023-11-18
1480,Lanka Ltd,Saudi Arabia,Driving & Transportation,Forklift Operator,2025-04-23
1481,Apparel Solutions,South Korea,Textile & Sewing,Cook,2025-04-05
1482,Gem Solutions,United Arab Emirates,Driving & Transportation,Tailor,2025-05-29
1483,Tech Solutions,Qatar,Hospitality & Tourism,Tailor,2025-06-13
1484,Tea Inc,Maldives,Security Services,Bar Bender,2024-11-18
1485,Lanka Group,New Zealand,Hospitality & Tourism,Factory Worker,2023-10-21
1486,Island Inc,Hong Kong,Domestic Services,Mason,2024-02-09
1487,Construction Inc,Saudi Arabia,Construction,Construction Helper,2025-06-17
1488,Sri Corp,United Arab Emirates,Construction,Construction Supervisor,2024-02-27
1489,Lanka Group,Saudi Arabia,Construction,Construction Helper,2025-03-06
1490,Hotel Plantations,Saudi Arabia,Hospitality & Tourism,Technician,2024-12-11
1491,Island Enterprises,Cyprus,Construction,Construction Helper,2024-05-26
1492,Sri Pvt,United Arab Emirates,Hospitality & Tourism,Waiter,2024-10-02
1493,Gem Plantations,Qatar,Domestic Services,Nurse,2024-05-07
1494,Construction Plantations,Saudi Arabia,Garment & Apparel,Barista,2024-06-09
1495,Hotel Pvt,United Arab Emirates,Garment & Apparel,Housemaid,2025-07-03
1496,Sri Enterprises,Qatar,Construction,Construction Helper,2024-02-09
1497,Sri Ltd,Kuwait,Domestic Services,Machine Operator,2025-02-06
1498,Tech Enterprises,Singapore,Manufacturing,Accountant,2025-01-30
1499,Tech Co,Saudi Arabia,Construction,Construction Supervisor,2023-11-03
1500,Construction Group,Saudi Arabia,Garment & Apparel,Heavy Vehicle Operator,2023-09-02
1501,Gem Ltd,Romania,Domestic Services,Housemaid,2024-10-06
1502,Apparel Ltd,Maldives,Beauty & Personal Care,Forklift Operator,2025-03-22
1503,Construction Inc,Japan,Domestic Services,Plumber,2024-07-07
1504,Lanka Plantations,United Arab Emirates,Construction,Construction Helper,2024-12-15
1505,Ceylon Enterprises,Malaysia,Construction,Construction Helper,2023-09-14
1506,Sri Ltd,Saudi Arabia,Garment & Apparel,Room Attendant,2024-09-06
1507,Lanka Solutions,Bahrain,Engineering & Technical,Salesperson,2024-02-06
1508,Construction Corp,Hong Kong,Driving & Transportation,Carpenter,2024-07-27
1509,Tea Plantations,Qatar,Construction,Construction Supervisor,2024-04-21
1510,Tea Enterprises,Kuwait,Security Services,Administrative Assistant,2024-01-05
1511,Tech Co,Saudi Arabia,Domestic Services,Caregiver,2023-11-08
1512,Apparel Plantations,Saudi Arabia,Construction,Construction Supervisor,2024-09-12
1513,Gem Corp,Oman,IT & Professional Services,Room Attendant,2023-11-13
1514,Gem Corp,Singapore,Domestic Services,Laundry Worker,2024-11-07
1515,Tech Inc,South Korea,Domestic Services,Cleaner,2024-04-07
1516,Island Solutions,Qatar,Education & Training,Beautician,2024-08-18
1517,Lanka Corp,Qatar,Construction,Construction Supervisor,2024-06-27
1518,Island Group,Saudi Arabia,Domestic Services,Sewing Machine Operator,2023-09-03
1519,Ceylon Co,Maldives,Domestic Services,Domestic Worker,2023-12-01
1520,Gem Inc,Saudi Arabia,Domestic Services,Bar Bender,2023-10-23
1521,Hotel Group,Hong Kong,Domestic Services,Room Attendant,2024-08-31
1522,Ceylon Enterprises,Kuwait,Textile & Sewing,Administrative Assistant,2024-10-04
1523,Hotel Pvt,Saudi Arabia,Hospitality & Tourism,Sewing Machine Operator,2024-05-31
1524,Lanka Corp,United Arab Emirates,Cleaning Services,Factory Worker,2025-01-02
1525,Island Ltd,Saudi Arabia,Cleaning Services,Forklift Operator,2024-11-22
1526,Gem Corp,South Korea,Construction,Construction Helper,2024-10-12
1527,Island Group,Saudi Arabia,Agriculture & Fishery,Electrician,2025-01-26
1528,Ceylon Plantations,South Korea,Domestic Services,Kitchen Helper,2023-10-11
1529,Lanka Enterprises,Qatar,Domestic Services,Nurse,2023-09-29
1530,Tea Corp,Kuwait,Construction,Construction Supervisor,2024-10-11
1531,Lanka Inc,Maldives,IT & Professional Services,Plumber,2025-03-03
1532,Sri Ltd,United Arab Emirates,Healthcare & Nursing,Forklift Operator,2024-05-30
1533,Construction Pvt,Saudi Arabia,Healthcare & Nursing,Administrative Assistant,2025-06-27
1534,Tea Ltd,Canada,Facility Management,Kitchen Helper,2024-08-28
1535,Island Solutions,Kuwait,Driving & Transportation,Shuttering Carpenter,2024-10-17
1536,Ceylon Ltd,Saudi Arabia,Domestic Services,Nursing Assistant,2023-10-13
1537,Tech Corp,United Arab Emirates,Hospitality & Tourism,Packing Worker,2025-03-16
1538,Hotel Co,Qatar,Domestic Services,Maintenance Worker,2025-06-25
1539,Construction Group,Saudi Arabia,Agriculture & Fishery,Driver,2025-08-06
1540,Sri Co,Saudi Arabia,Garment & Apparel,Carpenter,2023-11-22
1541,Gem Ltd,United Arab Emirates,Education & Training,Plumber,2023-11-21
1542,Apparel Ltd,United Arab Emirates,Cleaning Services,Quality Control Inspector,2025-08-11
1543,Tech Corp,Romania,Engineering & Technical,Beautician,2024-03-10
1544,Tea Plantations,United Arab Emirates,Hospitality & Tourism,Administrative Assistant,2024-04-15
1545,Apparel Inc,United Kingdom,Driving & Transportation,Janitor,2025-07-22
1546,Apparel Inc,Kuwait,Hospitality & Tourism,Cleaner,2024-05-28
1547,Tech Group,Malaysia,Domestic Services,Fishery Worker,2025-08-04
1548,Apparel Corp,Seychelles,Healthcare & Nursing,Machine Operator,2025-03-13
1549,Hotel Co,Maldives,Construction,Construction Helper,2024-06-20
1550,Island Pvt,Qatar,Garment & Apparel,Mason,2025-03-22
1551,Gem Enterprises,Qatar,IT & Professional Services,Sewing Machine Operator,2023-12-19
1552,Tea Inc,Kuwait,Manufacturing,Housemaid,2023-11-21
1553,Gem Solutions,United Arab Emirates,Manufacturing,Barista,2024-07-24
1554,Tech Pvt,Kuwait,Hospitality & Tourism,Agricultural Worker,2024-08-02
1555,Island Inc,Saudi Arabia,Engineering & Technical,Heavy Vehicle Operator,2023-11-04
1556,Construction Ltd,Qatar,Healthcare & Nursing,Nurse,2023-11-27
1557,Construction Inc,United Arab Emirates,IT & Professional Services,Hairdresser,2024-02-26
1558,Construction Solutions,Saudi Arabia,Education & Training,Caregiver,2024-05-11
1559,Apparel Corp,Kuwait,Construction,Construction Supervisor,2023-11-25
1560,Sri Pvt,Saudi Arabia,Agriculture & Fishery,Tailor,2025-05-09
1561,Sri Plantations,Singapore,Engineering & Technical,Plumber,2025-07-04
1562,Tea Pvt,Jordan,Agriculture & Fishery,General Labourer,2024-09-27
1563,Gem Corp,United Arab Emirates,Domestic Services,House Driver,2025-04-18
1564,Gem Co,United Arab Emirates,Construction,Construction Helper,2023-12-11
1565,Gem Inc,Qatar,Garment & Apparel,Tailor,2024-01-31
1566,Sri Ltd,Cyprus,Agriculture & Fishery,Chef,2025-05-18
1567,Gem Pvt,Lebanon,Security Services,Hotel Housekeeper,2025-03-10
1568,Gem Solutions,Qatar,Domestic Services,Technician,2024-04-15
1569,Gem Corp,Seychelles,Security Services,Tailor,2025-05-12
1570,Gem Corp,Singapore,Domestic Services,Caregiver,2025-03-14
1571,Lanka Pvt,Kuwait,Construction,Construction Supervisor,2025-04-15
1572,Tech Pvt,Maldives,Education & Training,Waiter,2025-04-03
1573,Construction Co,Seychelles,Hospitality & Tourism,Forklift Operator,2025-05-17
1574,Apparel Group,Maldives,Domestic Services,General Labourer,2025-03-25
1575,Tea Co,Saudi Arabia,Healthcare & Nursing,Mason,2024-11-24
1576,Island Ltd,Kuwait,Security Services,Mason,2024-06-19
1577,Lanka Solutions,Saudi Arabia,Construction,Construction Supervisor,2024-08-20
1578,Apparel Co,Cyprus,Healthcare & Nursing,Maintenance Worker,2025-05-08
1579,Lanka Corp,Hong Kong,Security Services,Kitchen Helper,2024-06-18
1580,Apparel Group,Saudi Arabia,Beauty & Personal Care,Maintenance Worker,2024-09-09
1581,Tea Ltd,Qatar,Manufacturing,Plumber,2024-10-26
1582,Gem Plantations,United Arab Emirates,Garment & Apparel,Heavy Vehicle Operator,2025-06-25
1583,Ceylon Plantations,Kuwait,Manufacturing,Cleaner,2023-12-23
1584,Lanka Solutions,Maldives,Construction,Construction Helper,2024-11-02
1585,Island Solutions,Serbia,Healthcare & Nursing,Room Attendant,2024-06-05
1586,Lanka Inc,Saudi Arabia,Construction,Construction Helper,2025-08-15
1587,Ceylon Enterprises,Saudi Arabia,Garment & Apparel,Engineer,2024-04-14
1588,Hotel Group,Kuwait,Garment & Apparel,Construction Helper,2024-08-08
1589,Gem Plantations,Kuwait,Education & Training,Construction Supervisor,2023-10-06
1590,Ceylon Plantations,Kuwait,Domestic Services,Nursing Assistant,2024-03-03
1591,Sri Ltd,Canada,Construction,Construction Supervisor,2025-06-30
1592,Tea Corp,Hong Kong,Manufacturing,Warehouse Worker,2024-12-16
1593,Sri Inc,Hong Kong,Construction,Construction Helper,2025-02-24
1594,Tech Corp,Cyprus,Construction,Construction Supervisor,2025-01-03
1595,Gem Solutions,South Korea,Domestic Services,Heavy Vehicle Operator,2024-08-07
1596,Tea Inc,Saudi Arabia,Education & Training,Laundry Worker,2023-10-03
1597,Tech Inc,Turkey,Domestic Services,Receptionist,2023-12-20
1598,Gem Group,Qatar,Hospitality & Tourism,Salesperson,2025-03-13
1599,Sri Plantations,Kuwait,Driving & Transportation,Machine Operator,2024-11-27
1600,Lanka Enterprises,United Arab Emirates,Domestic Services,Chef,2025-01-26
1601,Tech Plantations,Qatar,Hospitality & Tourism,Receptionist,2024-10-24
1602,Sri Group,South Korea,Domestic Services,Laundry Worker,2023-11-04
1603,Tea Co,Qatar,Security Services,Hairdresser,2025-01-15
1604,Sri Group,Saudi Arabia,Construction,Construction Helper,2024-08-15
1605,Lanka Pvt,Australia,Security Services,Room Attendant,2024-07-26
1606,Tech Co,Romania,Construction,Construction Supervisor,2025-01-29
1607,Sri Solutions,Saudi Arabia,Hospitality & Tourism,Carpenter,2024-05-05
1608,Hotel Corp,Qatar,Driving & Transportation,Beautician,2024-06-25
1609,Hotel Inc,Saudi Arabia,Facility Management,Kitchen Helper,2023-11-08
1610,Construction Ltd,Oman,Domestic Services,Security Guard,2024-05-17
1611,Lanka Co,Israel,Cleaning Services,Logistics Coordinator,2023-12-03
1612,Gem Group,Maldives,Manufacturing,Construction Helper,2023-12-31
1613,Sri Pvt,Kuwait,Garment & Apparel,Mason,2024-10-04
1614,Ceylon Co,Kuwait,Hospitality & Tourism,Hotel Housekeeper,2024-05-16
1615,Hotel Co,Bahrain,Garment & Apparel,Janitor,2025-02-15
1616,Tea Corp,Lebanon,Beauty & Personal Care,General Labourer,2025-01-15
1617,Apparel Solutions,United Arab Emirates,Healthcare & Nursing,Beautician,2024-09-04
1618,Island Co,Qatar,Domestic Services,Room Attendant,2024-06-09
1619,Tech Plantations,Qatar,Domestic Services,Cook,2024-01-18
1620,Island Co,Kuwait,Construction,Construction Supervisor,2025-07-19
1621,Ceylon Pvt,Romania,Healthcare & Nursing,Quality Control Inspector,2024-09-01
1622,Apparel Pvt,Qatar,Engineering & Technical,Administrative Assistant,2025-04-25
1623,Construction Plantations,Hong Kong,Garment & Apparel,Teacher Assistant,2024-03-18
1624,Apparel Enterprises,United Arab Emirates,Hospitality & Tourism,Kitchen Helper,2025-06-17
1625,Sri Pvt,Canada,Hospitality & Tourism,Plumber,2024-10-29
1626,Island Group,Kuwait,Construction,Construction Helper,2025-05-20
1627,Apparel Inc,Kuwait,Agriculture & Fishery,Chef,2023-12-09
1628,Gem Pvt,United Arab Emirates,Domestic Services,Delivery Driver,2023-12-28
1629,Sri Enterprises,Qatar,Manufacturing,Caregiver,2023-11-13
1630,Tech Ltd,Qatar,Hospitality & Tourism,Teacher Assistant,2025-04-10
1631,Construction Pvt,Kuwait,Hospitality & Tourism,Machine Operator,2023-10-06
1632,Ceylon Enterprises,Serbia,Retail & Sales,Engineer,2023-08-29
1633,Lanka Plantations,Romania,Hospitality & Tourism,Fishery Worker,2024-10-20
1634,Apparel Solutions,Qatar,Hospitality & Tourism,Logistics Coordinator,2023-12-20
1635,Island Corp,Singapore,Construction,Construction Supervisor,2024-12-04
1636,Tech Solutions,Saudi Arabia,Domestic Services,Mason,2025-03-09
1637,Hotel Inc,Saudi Arabia,Education & Training,Laundry Worker,2024-11-07
1638,Gem Corp,Maldives,Domestic Services,Plumber,2023-09-04
1639,Lanka Solutions,Oman,Driving & Transportation,Administrative Assistant,2025-07-20
1640,Lanka Pvt,Saudi Arabia,Hospitality & Tourism,Construction Helper,2023-10-23
1641,Tech Co,Maldives,Textile & Sewing,Sewing Machine Operator,2025-04-28
1642,Tea Group,Saudi Arabia,IT & Professional Services,Engineer,2025-02-04
1643,Tea Pvt,Saudi Arabia,Garment & Apparel,Bar Bender,2023-10-01
1644,Tea Enterprises,Saudi Arabia,IT & Professional Services,Kitchen Helper,2024-08-22
1645,Apparel Inc,Saudi Arabia,Garment & Apparel,Driver,2024-05-21
1646,Island Ltd,Qatar,Domestic Services,Chef,2025-02-17
