PersonalID,ExamName,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4,Subject5,Result5,Subject6,Result6,Subject7,Result7,Subject8,Result8,Subject9,Result9,Subject10,Result10
2471,OLevel,1983,Tamil,F,History,A,Music,S,Geography,A,Commerce,F,Science,W,Sinhala,A,Art,F,IT,F,,
2472,OLevel,2017,Commerce,C,English,B,Geography,S,Art,B,Music,S,IT,S,Sinhala,S,Science,W,History,S,,
2474,OLevel,1998,Music,A,History,F,Mathematics,A,Geography,C,Tamil,W,English,W,Sinhala,S,,,,,,
2476,OLevel,2001,Art,F,Commerce,A,English,C,Tamil,B,Mathematics,C,History,A,Sinhala,C,Science,B,,,,
2477,OLevel,2015,Geography,B,Mathematics,C,Commerce,S,Tamil,A,Sinhala,S,Art,C,Science,B,,,,,,
2478,OLevel,2011,Geography,F,History,S,Music,W,Commerce,C,English,B,Science,A,Tamil,F,Mathematics,W,,,,
2480,OLevel,2009,Tamil,B,Geography,W,IT,W,Art,F,Sinhala,C,Commerce,C,Mathematics,S,,,,,,
2482,OLevel,1980,History,B,Sinhala,A,Tamil,F,Mathematics,C,English,S,IT,B,Music,S,Art,W,,,,
2484,OLevel,2018,Art,B,Mathematics,C,Tamil,A,IT,A,English,F,History,W,Music,S,Sinhala,F,Geography,F,Commerce,F
2485,OLevel,2002,Tamil,S,History,W,Art,A,IT,C,Science,W,Geography,F,English,C,,,,,,
2486,OLevel,1996,Sinhala,W,IT,W,Music,W,Science,F,Commerce,S,History,S,English,W,Mathematics,F,,,,
2487,OLevel,2004,Music,C,History,A,IT,S,Sinhala,C,Tamil,C,English,F,Science,F,Art,B,,,,
2490,OLevel,1996,History,C,Science,S,Geography,A,Commerce,W,Sinhala,W,English,A,Tamil,F,Mathematics,S,,,,
2491,OLevel,2007,Sinhala,B,Art,B,Commerce,C,English,C,History,W,Tamil,W,,,,,,,,
2492,OLevel,2025,Commerce,F,Tamil,S,Art,A,History,A,Mathematics,A,Geography,A,Music,W,English,S,Sinhala,S,IT,W
2493,OLevel,1993,IT,W,English,W,History,F,Commerce,B,Music,B,Mathematics,C,Science,W,,,,,,
2494,OLevel,1999,Commerce,F,Sinhala,C,Science,A,History,B,Music,W,Art,A,Tamil,B,IT,C,English,C,,
2495,OLevel,2002,IT,W,Music,C,Mathematics,B,Art,F,Commerce,W,Tamil,F,Geography,C,,,,,,
2496,OLevel,1997,Commerce,W,Tamil,W,History,B,Sinhala,B,Art,W,Geography,W,Science,B,,,,,,
2497,OLevel,2025,Music,A,Art,A,Geography,W,Science,A,Tamil,W,Sinhala,S,Mathematics,A,IT,F,English,A,Commerce,C
2498,OLevel,1988,Geography,S,Commerce,W,English,F,IT,C,Sinhala,A,History,F,Music,F,Science,C,,,,
2499,OLevel,2007,English,A,Tamil,C,History,S,IT,F,Music,F,Art,W,Mathematics,A,Sinhala,C,,,,
2500,OLevel,1994,Mathematics,W,Commerce,F,Geography,C,English,W,Art,S,History,C,IT,S,Tamil,B,,,,
2501,OLevel,1996,Commerce,W,Art,F,Tamil,A,IT,S,Geography,C,Music,A,,,,,,,,
2502,OLevel,1988,Art,S,Tamil,W,English,W,Sinhala,W,Geography,F,Science,A,Mathematics,A,,,,,,
2503,OLevel,2003,English,B,History,S,Music,F,Art,A,Geography,F,Commerce,W,,,,,,,,
2504,OLevel,2018,Art,C,IT,F,Commerce,B,English,S,Geography,W,Mathematics,W,Tamil,A,History,F,Sinhala,W,,
2507,OLevel,2019,Sinhala,A,History,A,Tamil,S,Mathematics,S,Science,S,Art,S,English,S,,,,,,
2508,OLevel,1985,English,C,History,A,IT,A,Sinhala,W,Commerce,A,Art,C,,,,,,,,
2512,OLevel,1987,Art,B,Commerce,B,Science,W,Tamil,A,IT,B,Sinhala,S,Geography,B,,,,,,
2513,OLevel,2012,IT,A,Art,S,History,S,English,F,Mathematics,W,Geography,F,Music,F,Commerce,F,Sinhala,C,Tamil,S
2514,OLevel,1984,Tamil,S,English,C,Mathematics,W,Sinhala,W,Art,B,History,C,Geography,W,,,,,,
2515,OLevel,2012,Music,F,Art,C,English,B,Tamil,W,History,F,Commerce,B,Mathematics,B,Geography,F,Science,C,Sinhala,F
2516,OLevel,2013,Commerce,A,Geography,S,Sinhala,F,Tamil,S,Art,F,Science,W,History,C,,,,,,
2517,OLevel,2023,Tamil,W,Music,W,Art,A,Science,A,Sinhala,B,Mathematics,S,IT,W,English,B,,,,
2518,OLevel,2001,IT,A,Geography,S,English,S,Commerce,S,Mathematics,C,Tamil,F,Sinhala,A,,,,,,
2519,OLevel,1987,English,F,Music,C,Commerce,S,History,B,Geography,C,Science,C,IT,S,Art,A,,,,
2520,OLevel,1991,Tamil,B,History,B,Science,B,English,A,IT,W,Sinhala,W,Commerce,C,Music,C,Mathematics,B,,
2522,OLevel,2009,History,W,Tamil,A,Music,A,Sinhala,C,Science,C,English,A,Geography,W,,,,,,
2524,OLevel,2016,IT,C,English,B,Geography,S,Music,C,Mathematics,B,Commerce,W,,,,,,,,
2525,OLevel,2011,History,A,IT,F,Mathematics,A,Tamil,W,Sinhala,S,Art,S,Commerce,W,Music,S,English,A,Geography,W
2527,OLevel,1988,Mathematics,B,Commerce,A,English,S,Art,A,Music,F,History,W,Geography,S,Tamil,F,,,,
2528,OLevel,1989,English,A,Science,C,Music,C,Tamil,A,IT,S,Commerce,F,Sinhala,C,History,A,Geography,W,,
2529,OLevel,2019,Sinhala,S,Mathematics,S,Geography,F,Art,W,History,B,Music,B,,,,,,,,
2530,OLevel,1999,Music,W,History,A,IT,F,Sinhala,W,Mathematics,C,Commerce,A,,,,,,,,
2531,OLevel,1988,Mathematics,S,English,A,History,F,Art,B,IT,W,Music,S,Geography,C,Tamil,W,Science,W,Commerce,B
2533,OLevel,1991,Music,B,IT,A,Geography,F,Science,S,Art,C,History,C,English,S,Tamil,A,Mathematics,B,,
2534,OLevel,2008,Music,S,History,A,Geography,F,Sinhala,C,Science,W,IT,S,Commerce,W,Tamil,W,English,S,Mathematics,C
2535,OLevel,1982,IT,A,Mathematics,C,Commerce,B,Music,C,Tamil,B,Science,C,,,,,,,,
2538,OLevel,2007,Sinhala,A,Music,F,Commerce,W,Tamil,B,Science,A,English,C,,,,,,,,
2539,OLevel,2007,History,C,Sinhala,C,Geography,S,Art,W,Science,A,English,W,Tamil,F,Commerce,S,,,,
2542,OLevel,1996,Tamil,F,Art,C,History,C,Geography,W,Sinhala,F,Mathematics,S,Science,F,IT,C,English,C,Music,F
2543,OLevel,2021,Geography,C,Tamil,S,Science,F,Art,S,English,B,History,W,IT,A,Sinhala,C,,,,
2544,OLevel,1985,Art,W,Music,A,Mathematics,A,Sinhala,C,Commerce,W,Tamil,F,Geography,S,History,A,IT,W,,
2546,OLevel,2021,Music,A,Mathematics,S,History,W,Tamil,B,Sinhala,F,Geography,C,English,A,Commerce,S,,,,
2547,OLevel,2006,Science,B,Commerce,F,Mathematics,C,English,C,Art,A,History,A,,,,,,,,
2548,OLevel,1981,Sinhala,S,Mathematics,F,English,A,Science,W,Art,B,IT,C,Commerce,B,,,,,,
2549,OLevel,1994,Commerce,F,IT,A,Art,W,History,F,Geography,A,Sinhala,C,Tamil,B,Music,C,Mathematics,W,Science,F
2550,OLevel,2009,Science,S,History,A,Commerce,B,Mathematics,B,Art,F,Music,S,English,B,,,,,,
2551,OLevel,2013,Science,W,Mathematics,W,Tamil,C,Sinhala,A,English,C,Art,A,,,,,,,,
2552,OLevel,1984,Art,S,IT,S,English,F,Music,S,Mathematics,S,Tamil,F,Geography,B,Commerce,B,Science,A,History,F
2553,OLevel,1980,Mathematics,A,English,B,Science,C,Geography,W,Sinhala,W,Music,W,Commerce,C,Art,F,History,F,Tamil,B
2554,OLevel,2019,Tamil,B,Mathematics,C,Commerce,S,English,A,Music,F,Science,A,Art,C,Sinhala,B,History,F,,
2555,OLevel,1988,Science,F,Music,C,Art,B,Commerce,F,Sinhala,A,English,F,,,,,,,,
2556,OLevel,1995,History,C,Geography,B,Sinhala,F,Art,A,Tamil,B,Music,S,,,,,,,,
2557,OLevel,2020,Art,S,Music,C,Science,W,Tamil,B,History,C,Mathematics,A,English,C,Geography,A,,,,
2558,OLevel,1997,History,F,Music,F,Mathematics,A,English,A,Geography,S,Tamil,A,,,,,,,,
2559,OLevel,2009,Sinhala,A,Music,C,IT,C,Commerce,A,Mathematics,F,Art,A,History,S,Tamil,A,Geography,A,Science,A
2560,OLevel,1981,English,F,Commerce,F,Geography,W,IT,A,Sinhala,S,Art,B,Tamil,F,Mathematics,W,,,,
2561,OLevel,2020,Mathematics,F,IT,W,Music,B,History,A,Commerce,B,Sinhala,W,,,,,,,,
2562,OLevel,2022,Science,S,History,B,Music,F,Art,A,Sinhala,A,Tamil,B,IT,C,Commerce,A,Mathematics,B,English,C
2563,OLevel,2024,English,F,Commerce,C,Tamil,B,Science,F,Geography,A,IT,W,Art,A,Music,W,,,,
2566,OLevel,2009,Mathematics,W,IT,B,Science,W,Geography,W,Commerce,B,English,F,Sinhala,B,Art,W,,,,
2567,OLevel,1993,IT,W,Art,B,Science,B,Sinhala,C,Geography,S,History,W,Tamil,B,,,,,,
2568,OLevel,1981,Geography,A,Tamil,C,IT,S,Science,S,Mathematics,B,Sinhala,A,,,,,,,,
2569,OLevel,1981,Commerce,C,IT,S,Sinhala,W,Tamil,F,Art,W,Music,C,History,B,Geography,C,Science,S,English,S
2570,OLevel,2013,Art,S,Science,A,Commerce,W,History,C,IT,A,Music,C,Mathematics,F,Sinhala,B,Tamil,W,Geography,S
2571,OLevel,2014,Tamil,B,English,C,Art,A,IT,F,Music,B,Commerce,S,Mathematics,W,Geography,W,Sinhala,W,,
2574,OLevel,2025,Music,A,Sinhala,A,History,B,Commerce,A,Art,F,Science,S,Geography,C,Tamil,C,,,,
2578,OLevel,1999,Mathematics,S,History,B,IT,W,English,S,Sinhala,C,Science,C,,,,,,,,
2579,OLevel,1985,History,W,Music,S,Geography,C,Science,B,IT,F,Commerce,C,Tamil,A,Mathematics,B,Sinhala,B,English,S
2580,OLevel,2007,History,A,IT,S,Art,S,English,W,Mathematics,C,Commerce,A,Geography,F,Music,W,,,,
2581,OLevel,2005,English,A,History,A,Geography,A,Commerce,C,IT,S,Mathematics,B,,,,,,,,
2582,OLevel,1990,Geography,C,Commerce,A,IT,B,History,B,Art,A,Tamil,C,Science,S,Mathematics,B,English,W,,
2583,OLevel,2023,Art,C,Sinhala,C,Geography,S,English,F,Science,W,Tamil,F,,,,,,,,
2586,OLevel,1994,Commerce,W,Art,C,Sinhala,W,Science,F,Music,A,Mathematics,B,History,F,,,,,,
2588,OLevel,1983,Commerce,F,English,S,IT,F,Science,S,Sinhala,W,Geography,C,Music,S,,,,,,
2589,OLevel,2023,Geography,A,IT,F,Science,C,Music,S,History,A,Mathematics,F,,,,,,,,
2590,OLevel,2011,English,F,Mathematics,A,Science,A,Geography,W,Art,C,IT,B,History,W,Music,F,,,,
2591,OLevel,1982,History,A,Sinhala,C,Commerce,C,Tamil,S,Science,F,Music,A,Geography,A,Mathematics,F,IT,F,English,F
2592,OLevel,1994,Science,C,Music,B,Geography,W,Tamil,C,IT,S,Art,B,English,S,,,,,,
2593,OLevel,1981,Geography,B,History,S,Mathematics,S,Music,A,Art,S,Science,F,,,,,,,,
2594,OLevel,2021,History,B,Science,W,Commerce,S,Geography,B,Art,A,Sinhala,F,Music,F,IT,W,,,,
2595,OLevel,2008,Geography,W,Science,W,Tamil,C,Commerce,W,Art,S,English,B,Mathematics,B,History,F,Music,F,,
2596,OLevel,2000,Mathematics,A,Science,S,Art,F,English,A,History,S,Commerce,C,IT,S,Tamil,C,Music,C,Sinhala,A
2597,OLevel,2017,Music,A,Science,B,Tamil,S,Geography,F,English,B,Mathematics,B,,,,,,,,
2598,OLevel,2014,Commerce,B,Geography,F,Music,C,Tamil,C,IT,W,Mathematics,C,Sinhala,C,Art,B,,,,
2599,OLevel,2003,Commerce,W,History,B,Music,F,Mathematics,S,Tamil,C,English,W,IT,A,Geography,W,Science,C,Sinhala,B
2600,OLevel,1982,History,A,Mathematics,F,English,C,Science,B,Art,B,Geography,B,Tamil,S,Sinhala,B,,,,
2601,OLevel,2019,Commerce,F,Art,F,Sinhala,C,Music,A,Mathematics,F,Tamil,F,Geography,B,Science,W,History,F,IT,W
2602,OLevel,1982,Geography,B,History,F,English,B,Mathematics,B,IT,W,Music,F,Art,A,Science,F,Sinhala,F,,
2603,OLevel,2017,English,W,Mathematics,S,Geography,C,Music,B,Commerce,W,Art,C,History,B,IT,S,Science,C,Tamil,W
2604,OLevel,1991,Tamil,C,Commerce,C,English,A,Mathematics,F,Music,C,IT,B,Geography,C,,,,,,
2605,OLevel,2017,Mathematics,F,Geography,C,Music,A,Tamil,W,English,B,IT,B,Commerce,C,,,,,,
2606,OLevel,2008,Sinhala,F,Commerce,W,IT,F,History,C,Tamil,S,English,B,Geography,C,Art,C,,,,
2607,OLevel,2010,History,B,Science,C,Commerce,F,Mathematics,C,Music,W,Geography,W,English,F,Sinhala,S,IT,W,Art,S
2608,OLevel,1980,Tamil,B,English,A,Science,F,Commerce,S,IT,A,Art,F,History,C,Mathematics,B,Geography,W,,
2609,OLevel,1992,Music,S,Science,B,IT,B,Commerce,W,History,F,Sinhala,C,Art,B,Geography,W,Mathematics,W,Tamil,S
2611,OLevel,2011,Mathematics,B,Tamil,C,Art,S,Music,W,Sinhala,B,Geography,A,Science,A,,,,,,
2615,OLevel,2000,History,A,Science,B,Commerce,W,Music,S,Tamil,W,Art,A,Sinhala,W,Geography,S,Mathematics,B,IT,A
2616,OLevel,2012,Tamil,C,Art,W,Science,B,Commerce,W,English,B,Music,B,Sinhala,F,,,,,,
2617,OLevel,2019,Mathematics,S,Sinhala,W,Art,C,Geography,F,Tamil,B,IT,S,Commerce,B,Music,B,History,A,English,C
2618,OLevel,2008,Tamil,S,Mathematics,S,Sinhala,A,Science,W,Art,B,English,B,Geography,F,Commerce,F,IT,C,Music,S
2619,OLevel,2021,History,W,Commerce,S,Art,B,Tamil,S,Mathematics,C,IT,W,Science,B,Music,C,Geography,B,Sinhala,W
2620,OLevel,2006,Tamil,S,Music,F,Art,A,Commerce,C,History,W,Sinhala,W,Science,S,Geography,F,English,B,,
2621,OLevel,1980,Music,S,IT,F,Geography,B,Sinhala,F,Mathematics,S,Tamil,C,Science,A,Commerce,W,English,A,Art,F
2622,OLevel,2010,Music,F,Mathematics,F,Tamil,S,IT,B,Sinhala,A,English,B,History,C,,,,,,
2624,OLevel,2006,Art,B,IT,B,Commerce,C,Sinhala,B,Science,B,Tamil,F,Geography,A,,,,,,
2626,OLevel,1992,Science,F,Art,A,Mathematics,W,History,A,Geography,A,IT,C,Sinhala,W,Tamil,B,Commerce,W,Music,C
2628,OLevel,2006,Mathematics,S,Science,F,Sinhala,A,IT,F,History,S,Tamil,A,Art,B,,,,,,
2629,OLevel,1985,Mathematics,C,Music,F,English,W,IT,C,Sinhala,B,Tamil,W,Commerce,C,Geography,A,,,,
2630,OLevel,2023,Science,B,History,S,Geography,C,Commerce,B,Tamil,A,Sinhala,F,English,S,Music,S,IT,S,,
2631,OLevel,2016,Art,S,English,F,Sinhala,A,Commerce,F,History,B,Geography,C,Science,W,Music,B,Tamil,F,,
2632,OLevel,2025,Science,W,History,W,IT,F,Commerce,F,Mathematics,W,Sinhala,B,Art,F,Music,C,Tamil,A,English,B
2633,OLevel,2013,Sinhala,C,Music,C,IT,W,Tamil,W,Mathematics,C,English,W,,,,,,,,
2635,OLevel,1995,English,A,Geography,C,IT,B,Sinhala,A,Art,F,Science,F,,,,,,,,
2637,OLevel,1984,IT,S,Tamil,C,Art,W,Mathematics,C,History,W,English,W,,,,,,,,
2638,OLevel,1991,Tamil,B,Music,F,Art,C,History,C,Commerce,C,IT,W,English,F,Mathematics,S,Geography,B,Sinhala,B
2639,OLevel,2003,Tamil,C,Sinhala,S,Geography,W,Music,S,English,S,History,A,,,,,,,,
2640,OLevel,1993,Tamil,F,Commerce,A,History,A,Music,W,Science,B,English,A,Sinhala,W,Geography,S,IT,B,,
2641,OLevel,2016,Mathematics,W,Art,W,Music,F,English,S,Geography,F,History,B,Sinhala,S,,,,,,
2642,OLevel,2023,Tamil,F,IT,S,Geography,C,Commerce,S,Music,S,Science,C,,,,,,,,
2643,OLevel,2018,Science,W,Tamil,C,Commerce,C,IT,B,Geography,B,Sinhala,A,Mathematics,B,,,,,,
2644,OLevel,2009,Science,F,Art,S,Music,W,English,A,IT,F,History,B,Sinhala,S,Geography,F,Mathematics,S,,
2645,OLevel,1994,Mathematics,W,IT,F,History,C,Art,S,English,B,Geography,A,,,,,,,,
2647,OLevel,2006,English,A,Commerce,B,Art,A,Geography,S,Tamil,A,Mathematics,S,,,,,,,,
2648,OLevel,1988,English,A,Commerce,A,IT,S,Sinhala,W,Science,S,History,S,Mathematics,B,Tamil,B,Art,F,Music,B
2649,OLevel,1999,Commerce,A,History,C,IT,S,Science,W,English,S,Music,A,,,,,,,,
2650,OLevel,2012,IT,S,Commerce,B,English,C,Sinhala,S,Science,B,Mathematics,B,,,,,,,,
2651,OLevel,1996,Mathematics,S,English,C,Music,F,IT,A,Art,F,Tamil,W,Geography,C,,,,,,
2652,OLevel,1989,Commerce,A,Mathematics,B,Science,S,Sinhala,A,English,F,History,F,,,,,,,,
2653,OLevel,1982,Art,B,English,S,Science,A,Music,B,IT,B,Tamil,W,Commerce,A,Mathematics,A,History,W,,
2654,OLevel,2009,English,B,Science,A,Art,C,Sinhala,C,Geography,S,History,C,Commerce,W,Tamil,W,IT,W,Mathematics,C
2656,OLevel,2016,Geography,A,Art,B,English,W,IT,S,Sinhala,C,Tamil,A,History,B,Mathematics,B,,,,
2659,OLevel,2007,Geography,A,Science,B,IT,A,Mathematics,C,Music,S,History,W,Art,B,Sinhala,C,Commerce,C,,
2660,OLevel,2001,Commerce,B,Sinhala,A,English,F,Tamil,F,Science,F,Art,W,Music,F,History,B,IT,F,,
2664,OLevel,1982,English,C,Sinhala,W,Tamil,W,Commerce,A,Music,C,Art,A,,,,,,,,
2665,OLevel,2013,Sinhala,F,Science,W,Art,F,History,S,English,B,Mathematics,C,Geography,W,IT,A,Music,B,Tamil,C
2666,OLevel,1980,Music,F,English,C,Sinhala,B,Geography,F,Art,W,Science,F,IT,A,Mathematics,W,Commerce,B,,
2667,OLevel,1995,Sinhala,C,Commerce,W,IT,F,History,W,English,W,Tamil,C,Art,B,,,,,,
2668,OLevel,2005,Art,B,Sinhala,W,History,B,English,C,IT,C,Science,S,Mathematics,B,Tamil,A,Geography,C,,
2670,OLevel,2024,Geography,S,English,S,Sinhala,B,Mathematics,F,History,A,Commerce,W,Tamil,W,Science,S,,,,
2671,OLevel,2007,Tamil,W,Art,B,History,F,English,S,Sinhala,W,Science,C,IT,S,,,,,,
2672,OLevel,1995,Commerce,B,Music,B,English,C,Sinhala,F,IT,S,Tamil,F,Geography,C,Mathematics,W,,,,
2674,OLevel,1981,Commerce,F,Geography,B,Music,F,Sinhala,B,Mathematics,F,Science,W,English,A,History,C,,,,
2676,OLevel,2018,Tamil,B,Art,S,Science,F,Sinhala,A,Music,F,English,B,Mathematics,S,History,C,,,,
2678,OLevel,2022,IT,A,Mathematics,C,Science,W,Commerce,W,Sinhala,A,Tamil,W,Music,S,Art,W,,,,
2679,OLevel,1987,English,S,Sinhala,A,Art,B,Geography,C,Commerce,S,Tamil,C,Mathematics,C,History,S,Science,A,Music,S
2681,OLevel,2012,Music,B,English,A,Science,W,Art,S,IT,B,Sinhala,A,,,,,,,,
2682,OLevel,2024,History,S,IT,S,Music,B,Sinhala,C,Tamil,A,English,S,Art,A,Science,W,Mathematics,A,Geography,F
2683,OLevel,2001,Commerce,A,Tamil,F,English,B,Art,W,Music,B,Sinhala,C,,,,,,,,
2684,OLevel,2017,English,W,Tamil,C,Geography,W,History,B,Mathematics,A,Commerce,F,,,,,,,,
2685,OLevel,2025,History,W,IT,C,Science,F,English,W,Geography,S,Tamil,B,Mathematics,F,Art,F,Music,B,,
2686,OLevel,1987,Geography,F,IT,S,Commerce,S,Music,F,English,F,Art,S,Science,S,Sinhala,B,History,C,Mathematics,C
2688,OLevel,2025,Geography,B,History,F,Science,F,Tamil,S,Sinhala,B,Art,F,Music,C,Commerce,C,,,,
2690,OLevel,2021,English,A,IT,A,Geography,A,Music,A,Mathematics,A,Science,S,Tamil,W,,,,,,
2692,OLevel,1986,Commerce,S,IT,W,Tamil,W,History,B,Art,A,Science,W,Music,C,Sinhala,S,,,,
2693,OLevel,2025,English,S,IT,B,Geography,A,Mathematics,A,History,S,Commerce,S,Music,C,Tamil,S,,,,
2694,OLevel,1994,English,S,Science,A,Sinhala,F,Geography,S,History,C,Art,W,Music,F,IT,F,,,,
2695,OLevel,1994,Music,C,IT,A,Sinhala,S,History,B,Geography,C,Commerce,A,Science,B,,,,,,
2696,OLevel,2015,Science,B,Tamil,A,Sinhala,W,Music,C,Mathematics,S,English,A,Geography,W,Art,C,History,W,,
2697,OLevel,1986,Music,B,Art,W,Tamil,S,English,B,Science,F,IT,C,Geography,B,Mathematics,F,,,,
2698,OLevel,2008,Commerce,S,Geography,C,Sinhala,W,English,A,Tamil,B,Art,B,IT,W,Mathematics,B,Music,A,,
2700,OLevel,2021,Sinhala,A,Art,S,Commerce,S,History,B,Geography,B,Tamil,C,Science,W,,,,,,
2702,OLevel,1989,Geography,A,Music,B,Sinhala,S,Art,A,Commerce,S,History,A,,,,,,,,
2703,OLevel,1991,Music,S,History,B,Commerce,F,Geography,S,IT,A,English,A,Mathematics,C,Science,B,Sinhala,B,Tamil,S
2704,OLevel,1986,Tamil,F,English,C,IT,S,Geography,W,Sinhala,B,Science,W,,,,,,,,
2705,OLevel,1997,English,B,History,A,Art,W,Tamil,S,Science,W,Sinhala,B,Music,W,Commerce,S,IT,A,Geography,W
2706,OLevel,1985,History,C,English,W,IT,S,Commerce,B,Mathematics,A,Sinhala,F,Science,F,,,,,,
2707,OLevel,2003,History,A,IT,W,Commerce,A,English,S,Tamil,C,Music,A,Art,B,Geography,B,Mathematics,F,Science,S
2710,OLevel,2015,Tamil,W,Geography,C,History,B,IT,S,Art,S,Commerce,A,Sinhala,W,English,A,Mathematics,S,,
2711,OLevel,1986,IT,S,Geography,C,English,S,Art,F,Commerce,A,Science,C,History,W,Tamil,F,Music,C,Mathematics,F
2712,OLevel,2012,Art,W,Mathematics,S,Tamil,A,Science,B,History,W,English,W,Sinhala,F,,,,,,
2713,OLevel,2021,Commerce,B,IT,S,Art,W,Mathematics,C,History,F,English,B,Geography,S,Tamil,C,Science,F,,
2714,OLevel,2000,Sinhala,B,Art,C,Mathematics,B,IT,W,History,A,Geography,W,Music,F,,,,,,
2715,OLevel,2000,Mathematics,C,Commerce,B,Science,W,History,C,Sinhala,S,Geography,A,,,,,,,,
2716,OLevel,1992,Art,C,English,C,Commerce,A,Tamil,A,Sinhala,F,Mathematics,W,Music,C,Geography,F,IT,C,Science,F
2717,OLevel,1997,Commerce,F,Sinhala,B,Art,B,Geography,F,Mathematics,F,English,F,,,,,,,,
2718,OLevel,1999,Tamil,F,English,B,Geography,B,Sinhala,F,Science,W,Music,C,Art,S,History,F,,,,
2720,OLevel,2006,Music,S,Mathematics,A,English,W,Tamil,A,Science,A,History,W,Geography,F,Sinhala,A,Commerce,C,,
2722,OLevel,2007,Music,B,Tamil,B,IT,S,Sinhala,B,Art,B,English,B,Mathematics,S,History,W,Science,A,Commerce,C
2723,OLevel,1997,Music,W,History,F,Tamil,W,Geography,S,Sinhala,C,English,A,,,,,,,,
2724,OLevel,1987,Mathematics,F,Tamil,C,Music,F,IT,S,Science,W,History,F,English,A,,,,,,
2726,OLevel,2005,Science,S,Commerce,C,History,A,Sinhala,S,Music,S,Art,S,,,,,,,,
2727,OLevel,1980,Art,W,English,B,Commerce,A,IT,F,Geography,F,History,S,,,,,,,,
2729,OLevel,1993,History,W,Commerce,C,Mathematics,W,Science,B,Music,C,IT,F,English,W,,,,,,
2730,OLevel,2000,Mathematics,F,IT,W,Science,F,History,F,Art,C,English,C,Music,F,Sinhala,B,,,,
2732,OLevel,2014,Commerce,S,Geography,B,Science,B,Mathematics,A,History,W,Music,F,,,,,,,,
2733,OLevel,1983,Geography,S,Mathematics,W,IT,B,History,C,Sinhala,B,English,W,Art,W,Commerce,S,Science,W,Tamil,S
2734,OLevel,1983,Tamil,S,IT,A,Science,A,Sinhala,C,Commerce,B,History,C,Art,F,English,W,Geography,W,,
2735,OLevel,2016,History,S,Music,S,Commerce,W,IT,S,Tamil,B,English,W,,,,,,,,
2736,OLevel,2010,Music,C,Science,C,IT,A,Mathematics,A,History,S,Sinhala,S,,,,,,,,
2737,OLevel,2015,English,S,History,B,Mathematics,B,Geography,F,Science,A,IT,B,,,,,,,,
2738,OLevel,2007,Mathematics,A,Tamil,S,Science,S,Geography,W,Commerce,A,History,S,,,,,,,,
2740,OLevel,2024,Mathematics,F,Science,W,Tamil,C,History,F,Commerce,S,English,W,Music,A,Sinhala,B,IT,F,,
2741,OLevel,1992,History,W,Commerce,C,Sinhala,S,Geography,F,IT,B,Art,W,,,,,,,,
2743,OLevel,1984,Art,F,Commerce,B,Geography,C,English,F,History,F,Sinhala,C,Tamil,W,IT,B,Mathematics,S,,
2744,OLevel,2005,Mathematics,B,Sinhala,S,Geography,F,Art,W,Music,W,History,S,IT,B,,,,,,
2745,OLevel,2019,History,W,IT,F,Mathematics,A,Music,S,Tamil,C,English,F,Geography,C,Commerce,A,Science,B,,
2746,OLevel,1981,Mathematics,S,IT,S,Commerce,B,Science,F,Sinhala,B,History,W,Art,W,English,F,,,,
2747,OLevel,2013,English,B,IT,F,Science,S,Commerce,S,History,C,Mathematics,C,Tamil,F,,,,,,
2748,OLevel,2014,History,F,Commerce,C,Science,S,English,B,Art,A,IT,W,,,,,,,,
2749,OLevel,1986,IT,A,English,B,Tamil,C,Commerce,F,Sinhala,B,Music,W,History,B,Art,W,,,,
2750,OLevel,1987,Science,S,Commerce,S,Music,C,English,S,Mathematics,C,Tamil,W,Geography,A,Art,W,,,,
2751,OLevel,2025,Music,W,English,S,Commerce,C,History,B,Tamil,C,IT,F,Sinhala,S,Art,C,Mathematics,S,Science,F
2752,OLevel,2018,Sinhala,W,Art,A,IT,W,Music,B,Geography,C,Science,C,English,W,Tamil,S,History,B,Mathematics,C
2753,OLevel,1991,IT,S,Mathematics,F,Sinhala,B,Tamil,A,Art,C,Science,F,Geography,S,Music,B,,,,
2754,OLevel,2001,Tamil,A,Commerce,A,Science,F,English,C,Geography,C,History,A,Sinhala,A,,,,,,
2756,OLevel,2000,Commerce,B,Mathematics,W,Tamil,S,English,F,Geography,S,IT,C,Music,B,,,,,,
2757,OLevel,1987,Sinhala,W,English,B,History,S,Art,W,Music,A,Geography,B,IT,F,,,,,,
2758,OLevel,2007,Art,W,Commerce,W,Tamil,S,IT,F,Mathematics,F,Geography,W,Science,W,English,S,History,F,Music,B
2759,OLevel,2006,History,W,Mathematics,W,Tamil,F,Music,W,Commerce,F,English,S,Sinhala,F,IT,C,,,,
2761,OLevel,2009,Geography,F,History,A,English,A,Art,S,Mathematics,B,Commerce,A,Sinhala,B,IT,A,Music,B,Tamil,F
2762,OLevel,2023,Geography,W,Science,F,Commerce,C,English,B,Mathematics,A,IT,A,,,,,,,,
2763,OLevel,2021,Science,W,Tamil,B,Geography,S,Art,S,Sinhala,S,Commerce,B,English,A,Music,B,Mathematics,W,,
2765,OLevel,1984,Commerce,B,Art,B,History,A,English,F,Music,B,Mathematics,F,Science,C,,,,,,
2766,OLevel,2002,Geography,B,English,F,Music,A,Commerce,F,Sinhala,B,Mathematics,S,Art,B,,,,,,
