PersonalID,NVQLevel,CourseName,Institution,CompletionDate
1078,,Certificate in Nursing,NAITA,2015-09-12
1083,,Certificate in Hospitality,VTA,2015-09-13
1083,,Certificate in Plumbing,SLBFE Training Center,2018-06-08
1083,,Certificate in Accounting,NAITA,2022-08-10
1083,NVQ Level 4,,TVEC,2016-04-30
1086,,Certificate in Welding,TVEC,2019-10-09
1088,,Certificate in Electrical Work,VTA,2016-11-08
1091,NVQ Level 5,,Apparel Inc,2022-09-24
1092,,Diploma in Nursing,SLBFE Training Center,2019-01-09
1092,,A/L,Construction Pvt,2024-05-12
1093,,Certificate in Driving,TVEC,2016-06-20
1093,,Diploma in Hospitality,VTA,2018-10-23
1094,NVQ Level 1,,VTA,2024-08-12
1094,,Bachelor's Degree,SLBFE Training Center,2018-12-23
1095,,Bachelor's Degree,TVEC,2017-08-14
1097,NVQ Level 3,,TVEC,2022-06-20
1099,,Diploma in Business,TVEC,2019-08-30
1101,,Certificate in Accounting,TVEC,2023-10-04
1101,,Certificate in Carpentry,VTA,2018-03-14
1102,NVQ Level 5,,SLBFE Training Center,2022-12-02
1102,,Certificate in Masonry,NAITA,2021-07-06
1102,,Certificate in Plumbing,NAITA,2019-11-14
1105,,Certificate in Carpentry,NAITA,2023-04-18
1106,,Certificate in Hospitality,NAITA,2017-07-08
1106,,A/L,VTA,2024-01-18
1107,,Bachelor's Degree,VTA,2016-04-23
1108,,Certificate in Caregiving,TVEC,2016-01-10
1108,,Certificate in Caregiving,TVEC,2025-04-10
1108,,Certificate in Caregiving,NAITA,2017-08-08
1109,,Certificate in IT,VTA,2018-02-08
1109,,Diploma in Hospitality,Construction Solutions,2023-07-03
1109,,Certificate in Caregiving,Hotel Group,2016-02-06
1111,,Bachelor's Degree,VTA,2023-05-09
1111,,Certificate in Masonry,TVEC,2021-06-01
1111,,Certificate in Accounting,VTA,2019-08-12
1113,,Certificate in Carpentry,VTA,2015-10-22
1116,,Diploma in IT,TVEC,2023-12-06
1118,,Certificate in Nursing,Gem Co,2015-09-30
1119,,Diploma in IT,TVEC,2023-02-16
1119,,A/L,SLBFE Training Center,2025-05-15
1119,,Certificate in Accounting,VTA,2016-03-18
1119,,Diploma in Hospitality,VTA,2019-03-10
1122,,Certificate in Caregiving,NAITA,2016-02-10
1122,,Certificate in Hospitality,NAITA,2020-10-10
1123,,Certificate in Welding,NAITA,2018-07-15
1123,,Certificate in Caregiving,NAITA,2016-01-18
1123,,Certificate in Masonry,VTA,2021-10-17
1124,NVQ Level 3,,VTA,2016-02-17
1125,NVQ Level 4,,SLBFE Training Center,2019-05-24
1125,,Diploma in Hospitality,TVEC,2017-10-23
1125,,Certificate in Nursing,Lanka Enterprises,2017-05-20
1126,,Certificate in Masonry,NAITA,2023-06-12
1126,,Certificate in Sewing,VTA,2023-10-09
1126,,Certificate in Hospitality,TVEC,2024-09-13
1126,,Certificate in IT,TVEC,2018-03-01
1129,NVQ Level 5,,TVEC,2023-05-10
1129,,Certificate in Caregiving,Ceylon Co,2020-10-10
1129,NVQ Level 2,,VTA,2016-03-14
1129,,Certificate in Electrical Work,VTA,2022-08-11
1130,,Diploma in Business,NAITA,2021-01-18
1130,NVQ Level 2,,SLBFE Training Center,2019-05-06
1136,,Diploma in Hospitality,VTA,2016-10-25
1136,,Certificate in Caregiving,NAITA,2020-07-14
1136,,Certificate in Domestic Work,NAITA,2018-04-11
1137,,Certificate in Sewing,TVEC,2016-07-18
1137,,Master's Degree,NAITA,2018-05-07
1138,,Diploma in Business,NAITA,2020-02-03
1138,,Bachelor's Degree,SLBFE Training Center,2018-10-09
1139,,Certificate in Caregiving,TVEC,2015-11-24
1142,,Certificate in Sewing,VTA,2024-07-13
1142,,Certificate in Nursing,TVEC,2023-08-16
1145,,Certificate in Domestic Work,NAITA,2016-06-13
1145,,Certificate in Masonry,SLBFE Training Center,2022-09-15
1145,,Certificate in Heavy Vehicle Operation,VTA,2016-06-17
1146,,Certificate in IT,NAITA,2022-10-05
1146,,Diploma in Nursing,VTA,2020-11-19
1146,,O/L,VTA,2017-07-13
1149,NVQ Level 4,,TVEC,2019-12-19
1151,,Certificate in Caregiving,SLBFE Training Center,2024-12-08
1151,,Certificate in Caregiving,SLBFE Training Center,2020-10-27
1151,,Certificate in Caregiving,VTA,2017-08-27
1152,,Certificate in Caregiving,VTA,2022-07-13
1152,,Diploma in IT,SLBFE Training Center,2020-02-21
1152,,Certificate in Plumbing,SLBFE Training Center,2021-08-29
1154,,Certificate in Carpentry,SLBFE Training Center,2024-03-19
1157,,Diploma in Hospitality,Hotel Pvt,2022-02-16
1159,NVQ Level 2,,Gem Pvt,2023-04-19
1159,,Certificate in Nursing,TVEC,2017-12-19
1160,,Certificate in Caregiving,VTA,2017-12-10
1160,NVQ Level 5,,SLBFE Training Center,2020-04-04
1160,NVQ Level 3,,TVEC,2020-12-27
1163,,Certificate in Heavy Vehicle Operation,Tech Plantations,2019-07-11
1163,,Certificate in Plumbing,NAITA,2017-03-08
1163,,Certificate in Domestic Work,NAITA,2018-11-27
1163,,Diploma in IT,TVEC,2024-09-01
1171,,Certificate in Electrical Work,NAITA,2022-12-22
1173,,Certificate in Driving,TVEC,2023-06-04
1174,,Certificate in Cooking,NAITA,2024-02-07
1174,,Certificate in Cooking,NAITA,2016-09-19
1174,,Certificate in Cooking,SLBFE Training Center,2025-04-03
1175,,O/L,TVEC,2016-02-25
1177,,Diploma in Nursing,SLBFE Training Center,2023-05-07
1177,,Certificate in Heavy Vehicle Operation,NAITA,2018-01-10
1179,,Diploma in IT,VTA,2024-01-01
1179,NVQ Level 5,,TVEC,2017-06-02
1180,,Certificate in Cooking,NAITA,2017-02-05
1180,,Certificate in Domestic Work,NAITA,2017-03-05
1180,NVQ Level 2,,TVEC,2019-08-12
1183,NVQ Level 1,,NAITA,2025-04-07
1183,NVQ Level 3,,VTA,2022-07-29
1183,,Certificate in Driving,Apparel Co,2022-08-25
1184,NVQ Level 3,,Lanka Inc,2025-01-20
1184,,Certificate in Welding,VTA,2018-02-11
1187,NVQ Level 5,,Gem Ltd,2023-07-09
1187,,Certificate in Caregiving,NAITA,2023-11-01
1188,,Certificate in Masonry,VTA,2018-07-07
1189,,Diploma in IT,VTA,2023-01-01
1191,,O/L,TVEC,2025-05-07
1192,,Certificate in Caregiving,VTA,2022-09-13
1192,,Certificate in Cooking,Ceylon Corp,2019-03-30
1192,,Diploma in Hospitality,Tech Solutions,2024-10-25
1193,,Certificate in Cooking,NAITA,2023-12-08
1193,NVQ Level 3,,Ceylon Group,2019-09-25
1193,,Master's Degree,Tech Corp,2020-10-03
1194,,Certificate in Caregiving,SLBFE Training Center,2016-11-14
1194,,Certificate in Heavy Vehicle Operation,NAITA,2020-04-22
1194,,Certificate in Caregiving,TVEC,2018-05-11
1194,NVQ Level 1,,SLBFE Training Center,2018-08-08
1195,NVQ Level 2,,VTA,2019-08-07
1195,NVQ Level 5,,NAITA,2024-03-18
1196,,Certificate in Domestic Work,SLBFE Training Center,2022-12-12
1196,,Master's Degree,TVEC,2025-02-17
1196,,O/L,TVEC,2018-10-05
1196,,Certificate in Cooking,TVEC,2020-08-16
1197,NVQ Level 4,,NAITA,2023-12-04
1197,,Diploma in Nursing,Ceylon Corp,2021-02-03
1197,NVQ Level 5,,VTA,2024-10-13
1198,,Diploma in Nursing,TVEC,2018-12-11
1198,,Certificate in Nursing,TVEC,2020-02-18
1198,,Certificate in Electrical Work,TVEC,2017-02-17
1202,NVQ Level 4,,VTA,2018-11-25
1202,NVQ Level 1,,SLBFE Training Center,2018-08-09
1202,,Certificate in Accounting,NAITA,2024-03-10
1202,,Certificate in Cooking,TVEC,2015-10-18
1204,,Diploma in IT,SLBFE Training Center,2023-05-07
1204,,Certificate in Sewing,NAITA,2018-11-20
1204,,Certificate in Domestic Work,NAITA,2023-09-30
1206,,Certificate in Carpentry,TVEC,2019-10-29
1209,,Certificate in Driving,TVEC,2018-01-11
1209,,Certificate in Plumbing,NAITA,2023-07-30
1213,,Certificate in Carpentry,SLBFE Training Center,2021-04-10
1216,,Diploma in Business,NAITA,2020-08-13
1218,,Certificate in Domestic Work,NAITA,2019-11-05
1218,,Certificate in Cooking,NAITA,2019-05-19
1222,,Certificate in Nursing,Island Inc,2024-07-04
1224,NVQ Level 2,,NAITA,2016-04-17
1224,,Certificate in IT,Tech Inc,2025-06-27
1224,,Certificate in Nursing,NAITA,2022-08-01
1224,,Certificate in Accounting,TVEC,2018-05-01
1225,,Certificate in Plumbing,NAITA,2023-11-17
1225,,Certificate in Caregiving,NAITA,2023-05-30
1226,,Certificate in Caregiving,Sri Ltd,2020-06-19
1231,,Certificate in IT,SLBFE Training Center,2017-08-09
1231,,Certificate in Nursing,Lanka Pvt,2024-12-28
1231,,Certificate in Domestic Work,NAITA,2017-03-31
1236,,Diploma in IT,SLBFE Training Center,2023-07-10
1236,,Certificate in Driving,VTA,2021-10-23
1237,,Diploma in Hospitality,SLBFE Training Center,2020-08-07
1238,NVQ Level 3,,Island Plantations,2018-04-05
1240,NVQ Level 3,,TVEC,2017-04-06
1244,,Certificate in Hospitality,Island Group,2023-10-22
1246,,Bachelor's Degree,TVEC,2019-12-02
1246,,A/L,TVEC,2022-10-23
1248,,Certificate in Welding,SLBFE Training Center,2015-08-27
1248,NVQ Level 3,,SLBFE Training Center,2016-01-15
1250,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-11-18
1251,NVQ Level 3,,Hotel Solutions,2019-05-27
1252,NVQ Level 5,,TVEC,2015-10-24
1254,,Certificate in Carpentry,NAITA,2016-09-28
1254,,Certificate in Welding,VTA,2022-08-26
1257,NVQ Level 2,,SLBFE Training Center,2023-03-16
1257,,Certificate in Sewing,TVEC,2025-06-29
1260,,Diploma in Hospitality,VTA,2025-08-11
1260,,Master's Degree,TVEC,2023-03-15
1262,NVQ Level 5,,VTA,2021-11-22
1262,,Certificate in Plumbing,TVEC,2021-09-14
1268,,Certificate in Caregiving,Tech Pvt,2024-12-20
1270,,Certificate in Caregiving,SLBFE Training Center,2015-10-08
1270,,Certificate in Masonry,VTA,2023-04-26
1274,,Certificate in Plumbing,NAITA,2019-03-21
1274,,Certificate in Nursing,VTA,2022-01-31
1274,,Certificate in Welding,NAITA,2025-07-12
1274,,O/L,VTA,2019-10-25
1276,NVQ Level 2,,TVEC,2025-02-03
1278,,Certificate in Driving,VTA,2019-04-13
1278,NVQ Level 1,,SLBFE Training Center,2021-05-20
1278,,Certificate in Heavy Vehicle Operation,Tea Corp,2024-04-20
1278,,Certificate in Masonry,SLBFE Training Center,2020-12-12
1281,,Certificate in Heavy Vehicle Operation,Island Ltd,2020-06-19
1281,,Certificate in Domestic Work,NAITA,2025-04-24
1282,,Certificate in Nursing,SLBFE Training Center,2018-05-12
1282,NVQ Level 1,,VTA,2016-03-31
1283,,Certificate in Domestic Work,NAITA,2015-10-18
1289,NVQ Level 1,,VTA,2023-02-25
1289,,Bachelor's Degree,TVEC,2019-12-23
1293,,Certificate in Carpentry,SLBFE Training Center,2019-09-09
1294,,Certificate in Accounting,NAITA,2020-10-17
1298,,Certificate in Electrical Work,VTA,2024-11-19
1298,,Certificate in IT,SLBFE Training Center,2021-07-04
1299,NVQ Level 4,,NAITA,2024-06-09
1299,,Certificate in Welding,VTA,2024-07-29
1299,,Certificate in Domestic Work,NAITA,2025-01-09
1300,,Bachelor's Degree,TVEC,2024-12-03
1300,,Diploma in IT,NAITA,2020-10-05
1300,,Diploma in IT,TVEC,2017-01-11
1300,,A/L,NAITA,2016-09-14
1304,,Certificate in Accounting,Hotel Pvt,2022-05-04
1304,,Certificate in Sewing,VTA,2021-07-11
1306,,O/L,TVEC,2020-11-24
1306,,Diploma in Nursing,TVEC,2020-01-21
1306,,Diploma in Hospitality,VTA,2022-11-08
1307,,Certificate in Nursing,VTA,2025-02-17
1307,NVQ Level 1,,Island Ltd,2020-07-07
1307,NVQ Level 1,,NAITA,2018-11-08
1307,NVQ Level 3,,Construction Plantations,2016-01-29
1308,,Certificate in Hospitality,NAITA,2024-07-30
1308,NVQ Level 5,,SLBFE Training Center,2023-12-05
1312,,Diploma in Nursing,SLBFE Training Center,2024-10-11
1312,,Diploma in IT,TVEC,2017-07-13
1312,,Certificate in Welding,Gem Inc,2022-03-24
1313,,Diploma in Business,NAITA,2016-01-24
1314,,Certificate in Nursing,VTA,2020-11-12
1316,,Certificate in Driving,NAITA,2018-04-08
1317,,Certificate in Plumbing,Construction Group,2024-05-06
1317,,Diploma in Hospitality,NAITA,2022-04-11
1317,NVQ Level 1,,TVEC,2021-04-19
1317,,Certificate in Masonry,VTA,2022-01-29
1321,,Certificate in Domestic Work,Tech Solutions,2021-07-18
1321,,Certificate in Heavy Vehicle Operation,TVEC,2015-09-24
1324,,Master's Degree,VTA,2022-10-14
1325,,Certificate in Accounting,SLBFE Training Center,2018-12-07
1326,,Certificate in Accounting,TVEC,2017-10-26
1326,,Diploma in IT,VTA,2022-10-21
1327,,Diploma in Business,TVEC,2023-05-18
1327,,Diploma in Business,VTA,2016-07-29
1328,,Certificate in Domestic Work,SLBFE Training Center,2024-01-31
1328,,O/L,SLBFE Training Center,2025-06-10
1331,,Certificate in Nursing,TVEC,2023-05-17
1331,NVQ Level 3,,VTA,2021-10-10
1332,,Certificate in Cooking,SLBFE Training Center,2020-03-07
1334,NVQ Level 5,,NAITA,2021-08-28
1335,,Certificate in Accounting,VTA,2018-11-21
1335,NVQ Level 3,,NAITA,2025-06-24
1336,,Bachelor's Degree,SLBFE Training Center,2025-08-01
1336,,O/L,Sri Corp,2023-10-15
1336,,Bachelor's Degree,NAITA,2018-12-01
1339,NVQ Level 4,,TVEC,2024-01-02
1342,,Certificate in Masonry,NAITA,2024-04-29
1342,,Certificate in Masonry,VTA,2025-02-21
1342,,Certificate in Masonry,VTA,2016-08-15
1342,,Certificate in Masonry,Lanka Enterprises,2022-06-18
1343,,Certificate in Sewing,Lanka Ltd,2019-06-05
1344,,Certificate in Masonry,SLBFE Training Center,2022-04-15
1345,,Diploma in IT,Tech Co,2018-02-25
1346,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2022-05-27
1346,,Diploma in IT,TVEC,2016-07-26
1347,,Certificate in Cooking,SLBFE Training Center,2021-05-07
1347,,Certificate in Welding,TVEC,2021-02-15
1348,NVQ Level 3,,TVEC,2024-10-22
1350,NVQ Level 2,,Construction Solutions,2018-02-16
1351,NVQ Level 2,,VTA,2023-09-08
1351,NVQ Level 3,,VTA,2018-10-04
1351,NVQ Level 4,,VTA,2019-01-15
1351,,Certificate in Heavy Vehicle Operation,NAITA,2020-01-20
1352,,Diploma in Nursing,Lanka Plantations,2016-12-17
1352,,A/L,NAITA,2019-07-16
1354,,Certificate in Sewing,SLBFE Training Center,2023-08-14
1354,,Certificate in Domestic Work,Hotel Plantations,2021-01-03
1354,,Diploma in Hospitality,VTA,2022-11-17
1356,,Certificate in Accounting,VTA,2024-05-25
1357,,Certificate in Domestic Work,VTA,2023-03-05
1360,,Diploma in Hospitality,TVEC,2025-04-25
1360,,Certificate in Domestic Work,Tech Ltd,2019-09-11
1361,,Certificate in Cooking,NAITA,2018-11-08
1361,,Certificate in Driving,SLBFE Training Center,2019-03-27
1361,,Certificate in Cooking,Hotel Pvt,2020-10-28
1362,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-03-23
1362,,Certificate in Cooking,TVEC,2018-02-02
1363,,A/L,NAITA,2025-08-01
1363,,Certificate in Accounting,TVEC,2018-09-14
1363,,Certificate in Cooking,VTA,2018-12-06
1364,,Certificate in Driving,Tea Pvt,2021-07-19
1364,,Diploma in Hospitality,NAITA,2016-02-12
1369,,A/L,TVEC,2016-10-09
1370,NVQ Level 2,,TVEC,2016-12-08
1370,,Diploma in IT,Gem Co,2019-03-28
1370,NVQ Level 4,,TVEC,2024-06-08
1371,,Bachelor's Degree,VTA,2018-06-09
1373,,Certificate in Domestic Work,NAITA,2021-08-09
1373,NVQ Level 4,,Gem Ltd,2017-01-31
1374,,Certificate in Sewing,TVEC,2024-11-19
1376,,Diploma in IT,VTA,2020-10-06
1377,NVQ Level 2,,SLBFE Training Center,2022-06-08
1378,,Certificate in Driving,VTA,2021-11-29
1378,NVQ Level 5,,VTA,2016-06-06
1379,,Certificate in Accounting,SLBFE Training Center,2022-10-28
1381,,Certificate in Cooking,Sri Plantations,2022-04-18
1383,NVQ Level 2,,VTA,2020-03-21
1385,,Certificate in Driving,VTA,2015-11-11
1385,,O/L,TVEC,2024-04-16
1385,NVQ Level 5,,VTA,2025-07-21
1387,,Certificate in Masonry,Tech Pvt,2023-04-09
1387,NVQ Level 5,,Ceylon Ltd,2017-08-15
1387,,Diploma in IT,TVEC,2017-03-17
1389,,Certificate in Caregiving,SLBFE Training Center,2019-04-18
1389,,Certificate in Caregiving,SLBFE Training Center,2017-10-11
1390,,Certificate in Caregiving,VTA,2018-02-16
1392,NVQ Level 5,,NAITA,2021-03-28
1392,,Master's Degree,TVEC,2024-08-30
1392,,Certificate in Caregiving,NAITA,2018-10-16
1393,,Certificate in Welding,VTA,2016-01-11
1395,,Bachelor's Degree,SLBFE Training Center,2022-08-23
1395,,Certificate in Sewing,Sri Solutions,2018-09-05
1395,,Master's Degree,TVEC,2021-07-14
1398,,Certificate in Domestic Work,NAITA,2025-01-17
1402,,Certificate in Nursing,SLBFE Training Center,2020-06-02
1402,,Diploma in Hospitality,VTA,2021-03-06
1405,,Certificate in IT,VTA,2015-08-25
1405,,Certificate in Domestic Work,SLBFE Training Center,2018-10-05
1406,,Certificate in Nursing,NAITA,2023-06-23
1406,,Certificate in Heavy Vehicle Operation,TVEC,2025-08-19
1406,,Certificate in Plumbing,TVEC,2021-10-02
1410,,Certificate in Domestic Work,Ceylon Solutions,2024-11-02
1410,,Diploma in Business,TVEC,2016-01-24
1411,,Diploma in Hospitality,Ceylon Ltd,2017-10-15
1411,,Diploma in IT,TVEC,2018-12-13
1411,,Certificate in IT,Construction Plantations,2017-08-03
1411,NVQ Level 1,,SLBFE Training Center,2018-08-05
1412,,O/L,NAITA,2018-08-31
1412,NVQ Level 1,,NAITA,2023-08-09
1413,,Certificate in Hospitality,SLBFE Training Center,2017-02-20
1414,NVQ Level 5,,VTA,2018-06-04
1419,,A/L,VTA,2019-07-05
1422,,Master's Degree,VTA,2019-11-20
1422,,Certificate in IT,NAITA,2020-03-07
1422,,Certificate in Electrical Work,SLBFE Training Center,2020-03-11
1422,,Master's Degree,VTA,2017-07-21
1424,,Certificate in IT,Gem Group,2024-02-28
1424,,Certificate in IT,Gem Solutions,2021-08-02
1424,,Diploma in Nursing,Gem Pvt,2021-11-04
1425,,Certificate in Domestic Work,SLBFE Training Center,2017-07-28
1425,,Certificate in Masonry,Gem Pvt,2016-11-24
1429,,O/L,Hotel Solutions,2017-10-14
1431,NVQ Level 3,,NAITA,2024-09-06
1432,,Certificate in Electrical Work,TVEC,2019-11-04
1433,,Diploma in IT,SLBFE Training Center,2024-01-18
1434,,Diploma in Nursing,NAITA,2016-07-14
1434,,Certificate in Carpentry,VTA,2016-01-15
1435,,Certificate in Hospitality,TVEC,2018-07-03
1437,,Certificate in Cooking,VTA,2024-11-01
1437,,Master's Degree,Apparel Group,2025-04-26
1438,,Certificate in Cooking,SLBFE Training Center,2015-11-17
1444,NVQ Level 1,,VTA,2018-03-08
1444,,Certificate in Domestic Work,TVEC,2025-02-05
1444,NVQ Level 2,,NAITA,2016-06-20
1449,,Certificate in IT,NAITA,2017-11-10
1449,,Certificate in Sewing,VTA,2021-05-05
1449,,Certificate in Driving,TVEC,2016-10-28
1454,,Bachelor's Degree,Apparel Enterprises,2025-07-12
1454,,Certificate in Caregiving,TVEC,2023-11-02
1455,,Diploma in IT,VTA,2016-02-24
1455,,Certificate in Sewing,TVEC,2024-01-23
1455,,Master's Degree,NAITA,2019-10-16
1456,NVQ Level 5,,VTA,2018-11-15
1457,,Bachelor's Degree,Construction Corp,2021-08-21
1457,,Certificate in Caregiving,NAITA,2017-02-21
1457,,Certificate in Domestic Work,VTA,2025-06-13
1458,,Bachelor's Degree,SLBFE Training Center,2021-07-06
1458,,Certificate in Accounting,Tech Pvt,2015-11-01
1458,NVQ Level 5,,NAITA,2018-12-18
1458,,Diploma in Nursing,Hotel Co,2024-06-24
1459,,Certificate in Hospitality,TVEC,2017-03-02
1459,,A/L,SLBFE Training Center,2015-09-28
1459,,Certificate in Accounting,NAITA,2022-08-14
1460,,Certificate in Accounting,TVEC,2019-09-08
1460,,Certificate in Caregiving,Ceylon Corp,2025-08-08
1460,,Certificate in Cooking,NAITA,2015-11-12
1461,,Certificate in Cooking,Hotel Plantations,2019-02-27
1461,,Certificate in Heavy Vehicle Operation,NAITA,2016-08-20
1461,,Certificate in Welding,NAITA,2024-04-27
1463,NVQ Level 3,,TVEC,2017-10-31
1465,,Certificate in Driving,NAITA,2016-02-16
1466,,Master's Degree,Island Corp,2017-03-30
1467,,Bachelor's Degree,VTA,2020-03-01
1467,,Certificate in Sewing,NAITA,2022-02-10
1469,,Bachelor's Degree,Hotel Co,2017-09-10
1474,,Certificate in Accounting,NAITA,2022-04-24
1474,,Certificate in Domestic Work,SLBFE Training Center,2015-10-31
1474,,O/L,VTA,2022-09-07
1476,NVQ Level 4,,NAITA,2023-11-14
1476,,A/L,Sri Pvt,2021-01-16
1478,,Certificate in Masonry,NAITA,2023-10-07
1478,NVQ Level 5,,VTA,2021-11-16
1479,,Bachelor's Degree,NAITA,2018-08-20
1479,,Master's Degree,TVEC,2023-04-11
1479,,Certificate in Masonry,NAITA,2020-03-15
1480,,Certificate in Plumbing,VTA,2020-10-31
1480,NVQ Level 5,,TVEC,2019-10-30
1480,,Diploma in IT,NAITA,2021-04-29
1482,,Certificate in Caregiving,VTA,2024-04-29
1483,NVQ Level 5,,VTA,2023-05-30
1483,,Diploma in IT,VTA,2017-02-23
1483,NVQ Level 2,,SLBFE Training Center,2019-07-28
1484,,Certificate in Welding,TVEC,2020-08-14
1485,NVQ Level 4,,TVEC,2023-05-24
1485,NVQ Level 3,,TVEC,2024-08-28
1485,,O/L,Sri Pvt,2024-01-03
1489,,Certificate in Driving,Apparel Enterprises,2017-03-17
1494,,Master's Degree,TVEC,2018-09-14
1496,,Certificate in Nursing,NAITA,2019-01-27
1498,,O/L,TVEC,2022-12-25
1498,,Diploma in Business,VTA,2024-08-05
1500,,Certificate in Caregiving,TVEC,2021-04-17
1500,,Certificate in Caregiving,TVEC,2023-09-27
1502,,Certificate in Driving,Gem Pvt,2024-09-12
1503,NVQ Level 2,,Island Enterprises,2022-06-15
1504,NVQ Level 1,,TVEC,2018-04-05
1505,,Certificate in Caregiving,TVEC,2019-01-09
1505,,Certificate in Electrical Work,TVEC,2019-06-28
1505,,Certificate in Carpentry,Sri Group,2020-01-09
1506,,Certificate in Masonry,NAITA,2024-09-12
1506,NVQ Level 5,,VTA,2016-01-14
1506,,Certificate in Sewing,SLBFE Training Center,2017-11-06
1507,,Certificate in IT,TVEC,2019-05-26
1508,,Certificate in Heavy Vehicle Operation,TVEC,2018-10-20
1508,NVQ Level 5,,SLBFE Training Center,2019-09-22
1508,,A/L,NAITA,2020-12-24
1509,,Diploma in Nursing,SLBFE Training Center,2023-05-26
1509,,Certificate in Plumbing,VTA,2023-06-22
1509,,Certificate in Electrical Work,SLBFE Training Center,2024-02-13
1511,NVQ Level 3,,VTA,2021-02-04
1514,NVQ Level 3,,VTA,2017-11-21
1514,,Certificate in IT,SLBFE Training Center,2021-09-22
1514,,Certificate in Driving,Gem Solutions,2021-03-02
1514,NVQ Level 4,,VTA,2017-08-16
1520,,A/L,NAITA,2018-11-06
1520,,A/L,VTA,2025-05-11
1522,,Certificate in Driving,VTA,2018-07-15
1522,,Diploma in Nursing,VTA,2020-11-25
1522,NVQ Level 1,,NAITA,2016-03-16
1528,,Certificate in Electrical Work,TVEC,2025-05-15
1528,,Certificate in Cooking,SLBFE Training Center,2020-10-03
1528,,Certificate in Heavy Vehicle Operation,TVEC,2022-07-10
1530,,Certificate in Sewing,NAITA,2015-09-13
1530,,Certificate in IT,TVEC,2024-07-19
1530,,Bachelor's Degree,VTA,2021-08-28
1531,,Certificate in Masonry,SLBFE Training Center,2017-11-03
1531,,Certificate in Masonry,SLBFE Training Center,2018-03-18
1533,,Certificate in Driving,SLBFE Training Center,2024-02-17
1533,,Certificate in Heavy Vehicle Operation,Apparel Plantations,2016-02-25
1534,,Diploma in Business,SLBFE Training Center,2016-12-17
1537,,Certificate in Carpentry,TVEC,2021-09-14
1541,,Certificate in Domestic Work,NAITA,2021-06-27
1541,,Bachelor's Degree,TVEC,2020-09-26
1541,,Certificate in Plumbing,VTA,2018-05-11
1541,,Certificate in Hospitality,Tea Inc,2020-01-05
1542,,A/L,VTA,2021-11-25
1544,,Certificate in Sewing,VTA,2024-05-25
1544,,Certificate in Caregiving,Hotel Corp,2020-02-03
1544,,Certificate in Welding,NAITA,2023-02-28
1544,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2016-11-25
1547,,Certificate in IT,Island Corp,2022-01-10
1550,NVQ Level 5,,SLBFE Training Center,2016-01-18
1552,,Certificate in Driving,NAITA,2016-03-10
1552,,Master's Degree,VTA,2016-07-30
1552,,Diploma in Business,SLBFE Training Center,2017-08-09
1555,NVQ Level 5,,VTA,2021-08-08
1555,,Master's Degree,TVEC,2018-07-29
1555,NVQ Level 2,,NAITA,2019-02-01
1556,,Master's Degree,NAITA,2023-03-21
1557,,Certificate in Masonry,Construction Group,2018-08-26
1557,,Certificate in Masonry,VTA,2018-05-02
1557,,Certificate in Masonry,NAITA,2024-04-20
1557,,Certificate in Masonry,SLBFE Training Center,2018-10-28
1561,,Diploma in Business,TVEC,2022-06-04
1562,NVQ Level 3,,VTA,2021-11-09
1562,NVQ Level 2,,VTA,2020-10-07
1562,NVQ Level 1,,TVEC,2016-02-16
1562,,Certificate in Carpentry,Apparel Inc,2017-03-26
1565,,Certificate in Domestic Work,SLBFE Training Center,2024-01-03
1565,,Diploma in Business,TVEC,2023-02-20
1565,,Certificate in Cooking,Apparel Plantations,2023-05-16
1565,,Diploma in Hospitality,NAITA,2025-05-10
1566,,Certificate in Electrical Work,NAITA,2020-08-13
1566,,Certificate in Hospitality,NAITA,2018-03-21
1566,NVQ Level 4,,VTA,2023-05-01
1568,,Certificate in Accounting,SLBFE Training Center,2021-02-01
1568,,Certificate in Caregiving,NAITA,2025-06-23
1569,,Certificate in Welding,TVEC,2017-08-04
1569,,Certificate in IT,VTA,2025-08-13
1569,,Certificate in Nursing,NAITA,2017-03-03
1569,,Certificate in Domestic Work,VTA,2018-10-08
1570,,Certificate in Heavy Vehicle Operation,VTA,2024-07-11
1572,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-12-02
1572,,Certificate in Plumbing,TVEC,2020-12-09
1572,,Diploma in Nursing,NAITA,2024-12-26
1573,,Certificate in Cooking,VTA,2020-08-02
1574,,Certificate in Nursing,Hotel Inc,2024-06-26
1574,,Certificate in Masonry,SLBFE Training Center,2018-08-02
1574,,A/L,SLBFE Training Center,2018-08-27
1575,NVQ Level 4,,SLBFE Training Center,2023-04-30
1575,NVQ Level 4,,SLBFE Training Center,2019-03-08
1575,NVQ Level 3,,SLBFE Training Center,2018-10-10
1577,NVQ Level 2,,SLBFE Training Center,2017-04-29
1579,,Diploma in Hospitality,Sri Pvt,2020-09-16
1579,,Diploma in Hospitality,TVEC,2018-10-27
1580,,A/L,SLBFE Training Center,2024-02-02
1580,,Certificate in Domestic Work,SLBFE Training Center,2020-07-03
1581,,Certificate in Cooking,SLBFE Training Center,2020-03-02
1587,,Certificate in Caregiving,TVEC,2024-01-02
