PersonalID,LanguageName,ProficiencyLevel,ProofOfProficiency
1158,Hebrew,Fluent,
1158,Sinhala,Advanced,No
1158,English,Basic,
1159,Tamil,Basic,
1160,English,Basic,
1160,Sinhala,Fluent,
1160,English,Advanced,No
1160,Arabic,Basic,
1161,English,Basic,
1162,Korean,Intermediate,
1163,German,Intermediate,
1163,Sinhala,Intermediate,
1164,Sinhala,Basic,
1164,Hebrew,Basic,
1164,Hebrew,Advanced,No
1164,Sinhala,Intermediate,
1165,English,Basic,
1166,Arabic,Fluent,Yes
1166,English,Basic,
1166,Arabic,Advanced,No
1166,English,Intermediate,
1167,German,Fluent,Yes
1168,Hindi,Basic,
1168,Arabic,Intermediate,
1168,Hindi,Basic,
1169,Japanese,Advanced,No
1170,Japanese,Fluent,No
1170,Arabic,Intermediate,
1170,English,Basic,
1170,English,Advanced,
1171,Sinhala,Intermediate,
1172,English,Basic,
1173,Sinhala,Intermediate,
1173,Hebrew,Intermediate,
1173,English,Intermediate,
1173,English,Intermediate,
1174,Hindi,Basic,
1174,Sinhala,Basic,
1175,Korean,Intermediate,
1175,Tamil,Basic,
1176,English,Basic,
1177,Hebrew,Basic,
1177,Arabic,Basic,
1178,English,Intermediate,
1178,Tamil,Basic,
1178,Arabic,Intermediate,
1179,English,Advanced,Yes
1180,Arabic,Advanced,No
1180,Arabic,Intermediate,
1181,Tamil,Basic,
1182,Sinhala,Basic,
1182,English,Intermediate,
1183,Tamil,Intermediate,
1183,Arabic,Fluent,
1183,Japanese,Fluent,Yes
1183,Tamil,Basic,
1184,Korean,Basic,
1185,Arabic,Intermediate,
1186,English,Basic,
1186,Hebrew,Basic,
1187,Sinhala,Basic,
1187,English,Fluent,
1187,English,Intermediate,
1187,Tamil,Basic,
1188,Korean,Intermediate,
1188,English,Fluent,No
1189,Korean,Intermediate,
1189,Tamil,Intermediate,
1190,English,Intermediate,
1190,Sinhala,Basic,
1191,Korean,Basic,
1192,Japanese,Intermediate,
1192,Hebrew,Basic,
1192,English,Intermediate,
1193,English,Advanced,
1193,Hindi,Fluent,Yes
1193,English,Intermediate,
1194,Sinhala,Fluent,Yes
1194,English,Basic,
1194,Tamil,Basic,
1194,Korean,Intermediate,
1195,English,Basic,
1196,Arabic,Basic,
1196,English,Intermediate,
1196,Tamil,Basic,
1197,Sinhala,Intermediate,
1198,Arabic,Advanced,No
1198,Arabic,Basic,
1199,English,Intermediate,
1199,Arabic,Basic,
1199,English,Basic,
1200,Hebrew,Advanced,
1201,Tamil,Intermediate,
1202,Arabic,Basic,
1202,English,Intermediate,
1202,Japanese,Intermediate,
1203,Japanese,Basic,
1203,Hindi,Basic,
1203,Tamil,Advanced,Yes
1204,Tamil,Intermediate,
1204,Tamil,Advanced,No
1204,Italian,Fluent,Yes
1205,English,Intermediate,
1205,Tamil,Advanced,No
1206,Tagalog,Basic,
1207,Korean,Basic,
1208,Tagalog,Intermediate,
1208,Tamil,Intermediate,
1208,Arabic,Basic,
1209,English,Intermediate,
1209,Hebrew,Advanced,
1210,Arabic,Basic,
1210,Sinhala,Advanced,No
1210,Sinhala,Advanced,
1210,English,Advanced,Yes
1211,English,Basic,
1211,Sinhala,Basic,
1212,Sinhala,Basic,
1212,Sinhala,Advanced,Yes
1212,Hindi,Basic,
1213,Sinhala,Advanced,No
1214,Tamil,Intermediate,
1214,English,Intermediate,
1214,Japanese,Basic,
1214,Arabic,Basic,
1215,Arabic,Fluent,No
1216,Korean,Advanced,
1217,Hebrew,Advanced,No
1218,German,Advanced,
1219,Hindi,Basic,
1220,Korean,Advanced,
1220,Arabic,Advanced,No
1220,Sinhala,Intermediate,
1221,Hindi,Intermediate,
1222,Arabic,Intermediate,
1223,Japanese,Intermediate,
1223,Tamil,Intermediate,
1223,English,Basic,
1224,Korean,Intermediate,
1224,Italian,Intermediate,
1225,English,Intermediate,
1225,Sinhala,Fluent,Yes
1226,Tagalog,Basic,
1226,English,Basic,
1227,German,Fluent,Yes
1227,Japanese,Advanced,
1228,English,Fluent,No
1229,English,Intermediate,
1230,English,Fluent,
1231,Tagalog,Basic,
1232,Tamil,Intermediate,
1233,English,Advanced,No
1233,English,Advanced,No
1234,Hindi,Basic,
1235,Arabic,Intermediate,
1235,Tamil,Basic,
1236,Arabic,Basic,
1236,English,Fluent,
1236,Arabic,Intermediate,
1237,Sinhala,Intermediate,
1237,English,Basic,
1237,Arabic,Basic,
1238,Sinhala,Advanced,
1238,English,Basic,
1238,English,Advanced,No
1239,English,Intermediate,
1239,Arabic,Intermediate,
1239,Arabic,Basic,
1239,Arabic,Basic,
1240,English,Intermediate,
1241,English,Intermediate,
1241,Tamil,Fluent,No
1242,Sinhala,Intermediate,
1243,English,Basic,
1243,Arabic,Basic,
1244,Sinhala,Advanced,
1245,Arabic,Basic,
1246,Arabic,Basic,
1246,Tamil,Basic,
1246,Tamil,Advanced,No
1247,Arabic,Advanced,Yes
1248,English,Advanced,No
1248,Sinhala,Fluent,
1249,Arabic,Intermediate,
1249,English,Basic,
1249,English,Advanced,
1250,Tamil,Basic,
1250,Korean,Advanced,
1251,Sinhala,Intermediate,
1251,Arabic,Intermediate,
1251,English,Basic,
1252,Italian,Advanced,No
1252,English,Advanced,No
1253,Arabic,Basic,
1253,German,Intermediate,
1253,Arabic,Fluent,Yes
1254,Arabic,Basic,
1255,French,Basic,
1256,English,Advanced,Yes
1256,Hindi,Advanced,Yes
1257,Arabic,Basic,
1258,Arabic,Basic,
1259,Japanese,Intermediate,
1259,Japanese,Basic,
1259,Arabic,Fluent,
1260,English,Fluent,Yes
1261,Sinhala,Basic,
1261,French,Advanced,No
1262,Hebrew,Advanced,Yes
1262,Tamil,Basic,
1263,Arabic,Basic,
1264,Arabic,Intermediate,
1264,English,Basic,
1265,Arabic,Basic,
1266,Arabic,Advanced,
1267,Korean,Fluent,No
1267,English,Fluent,No
1268,English,Basic,
1268,Japanese,Fluent,No
1268,English,Intermediate,
1269,Arabic,Intermediate,
1269,Arabic,Basic,
1270,Hindi,Basic,
1271,English,Fluent,Yes
1271,Arabic,Basic,
1271,Sinhala,Intermediate,
1272,English,Basic,
1273,English,Basic,
1273,Arabic,Intermediate,
1274,English,Intermediate,
1275,English,Basic,
1276,Tamil,Fluent,
1277,Tamil,Intermediate,
1277,Arabic,Fluent,No
1277,English,Intermediate,
1277,English,Basic,
1278,English,Basic,
1279,English,Advanced,
1280,Arabic,Intermediate,
1281,Sinhala,Basic,
1281,Tamil,Intermediate,
1282,Sinhala,Basic,
1282,English,Advanced,
1283,French,Basic,
1283,Tamil,Advanced,No
1284,English,Intermediate,
1285,Korean,Advanced,No
1286,Sinhala,Basic,
1286,Sinhala,Basic,
1287,Arabic,Basic,
1287,English,Basic,
1288,Tamil,Advanced,No
1289,Tamil,Basic,
1290,English,Intermediate,
1291,French,Intermediate,
1291,Tamil,Basic,
1291,English,Basic,
1291,Japanese,Basic,
1292,Sinhala,Fluent,Yes
1293,Korean,Intermediate,
1294,Japanese,Advanced,No
1295,English,Advanced,Yes
1296,Korean,Advanced,No
1296,Japanese,Advanced,No
1297,Tamil,Intermediate,
1298,Arabic,Fluent,No
1298,Japanese,Advanced,No
1298,English,Intermediate,
1299,Sinhala,Basic,
1299,English,Intermediate,
1299,English,Basic,
1300,Arabic,Intermediate,
1300,Arabic,Intermediate,
1301,English,Basic,
1302,English,Basic,
1302,Sinhala,Basic,
1303,English,Basic,
1303,Tamil,Intermediate,
1303,Hebrew,Intermediate,
1304,English,Basic,
1305,English,Basic,
1306,Japanese,Basic,
1307,Sinhala,Basic,
1307,Arabic,Basic,
1307,Arabic,Intermediate,
1308,Hindi,Basic,
1308,Tamil,Basic,
1309,Tamil,Advanced,No
1309,Korean,Advanced,No
1309,Arabic,Basic,
1309,Arabic,Basic,
1310,Japanese,Intermediate,
1311,Korean,Intermediate,
1311,Arabic,Basic,
1312,English,Basic,
1312,Arabic,Intermediate,
1312,Japanese,Intermediate,
1313,German,Basic,
1313,English,Advanced,Yes
1314,Sinhala,Intermediate,
1315,Arabic,Basic,
1315,Italian,Advanced,Yes
1316,English,Fluent,
1316,English,Intermediate,
1317,English,Intermediate,
1318,Arabic,Basic,
1318,Hebrew,Basic,
1319,Korean,Basic,
1320,English,Advanced,
1320,English,Intermediate,
1320,Tamil,Intermediate,
1321,Sinhala,Advanced,
1321,Tamil,Advanced,
1321,Tamil,Advanced,
1322,Hindi,Basic,
1322,French,Intermediate,
1323,Sinhala,Advanced,Yes
1323,Tagalog,Advanced,
1323,English,Intermediate,
1324,English,Basic,
1325,Hindi,Basic,
1326,English,Intermediate,
1326,Hindi,Basic,
1327,Arabic,Basic,
1328,English,Intermediate,
1328,Tamil,Basic,
1328,English,Advanced,Yes
1329,Arabic,Fluent,No
1330,English,Basic,
1330,English,Basic,
1330,English,Basic,
1330,Arabic,Fluent,No
1331,English,Basic,
1331,Sinhala,Basic,
1331,Tamil,Basic,
1331,Hebrew,Intermediate,
1332,Arabic,Advanced,Yes
1333,Tamil,Basic,
1334,Hindi,Basic,
1334,English,Fluent,
1335,Sinhala,Fluent,
1336,Japanese,Intermediate,
1336,Arabic,Basic,
1337,Tagalog,Fluent,
1337,English,Basic,
1337,English,Basic,
1338,French,Intermediate,
1338,English,Intermediate,
1339,Sinhala,Basic,
1340,Arabic,Basic,
1340,English,Basic,
1341,Korean,Advanced,Yes
1341,Japanese,Fluent,
1342,Arabic,Basic,
1342,English,Advanced,No
1342,Sinhala,Fluent,No
1343,Arabic,Intermediate,
1344,English,Advanced,Yes
1344,Hebrew,Basic,
1344,Hebrew,Intermediate,
1345,Tamil,Basic,
1345,Italian,Basic,
1345,Japanese,Basic,
1345,English,Advanced,
1346,Tamil,Basic,
1347,English,Basic,
1347,German,Basic,
1348,Arabic,Basic,
1348,Tagalog,Fluent,No
1349,English,Intermediate,
1350,Arabic,Fluent,Yes
1350,Sinhala,Intermediate,
1351,Arabic,Fluent,
1352,Sinhala,Advanced,Yes
1353,Sinhala,Intermediate,
1353,Japanese,Fluent,No
1353,Sinhala,Basic,
1354,Hebrew,Fluent,No
1355,Tamil,Intermediate,
1355,Tamil,Basic,
1356,Japanese,Basic,
1357,Arabic,Basic,
1358,Hindi,Intermediate,
1358,Italian,Basic,
1359,Korean,Basic,
1359,Hebrew,Basic,
1359,Sinhala,Intermediate,
1359,Tamil,Advanced,
1360,Hebrew,Advanced,No
1360,Arabic,Advanced,Yes
1360,French,Basic,
1361,Tamil,Basic,
1362,Tamil,Advanced,Yes
1363,Tamil,Basic,
1363,Korean,Advanced,Yes
1364,Korean,Intermediate,
1364,Arabic,Advanced,
1365,English,Advanced,No
1365,Arabic,Fluent,
1365,Tamil,Advanced,
1365,Arabic,Basic,
1366,Hindi,Basic,
1366,Arabic,Basic,
1367,Sinhala,Intermediate,
1367,Arabic,Advanced,Yes
1367,English,Basic,
1368,French,Basic,
1368,Tamil,Advanced,No
1369,Arabic,Basic,
1370,Sinhala,Intermediate,
1371,English,Basic,
1372,Arabic,Fluent,Yes
1372,Arabic,Basic,
1373,French,Advanced,No
1373,Arabic,Basic,
1374,Hindi,Intermediate,
1374,Japanese,Basic,
1374,English,Basic,
1374,Tamil,Basic,
1375,English,Basic,
1375,Sinhala,Basic,
1376,English,Intermediate,
1377,Tamil,Basic,
1378,Arabic,Intermediate,
1378,English,Fluent,Yes
1379,Tamil,Fluent,
1379,English,Basic,
1379,Tamil,Advanced,No
1379,Arabic,Intermediate,
1380,English,Intermediate,
1380,Italian,Intermediate,
1380,Sinhala,Intermediate,
1381,Arabic,Basic,
1381,Arabic,Basic,
1382,Tamil,Intermediate,
1383,Japanese,Intermediate,
1384,Arabic,Intermediate,
1384,Tagalog,Basic,
1385,Japanese,Advanced,Yes
1385,English,Basic,
1385,Arabic,Basic,
1386,Arabic,Basic,
1387,Arabic,Advanced,
1387,Hebrew,Basic,
1387,Arabic,Advanced,
1388,Arabic,Intermediate,
1389,English,Fluent,Yes
1389,Tamil,Advanced,
1389,English,Basic,
1390,English,Intermediate,
1390,French,Fluent,Yes
1391,Tamil,Intermediate,
1392,Hindi,Intermediate,
1392,English,Basic,
1393,English,Advanced,No
1393,Arabic,Advanced,Yes
1394,English,Basic,
1395,English,Basic,
1395,Tamil,Intermediate,
1395,Arabic,Basic,
1395,English,Intermediate,
1396,English,Basic,
1396,English,Basic,
1396,French,Intermediate,
1396,Hindi,Basic,
1397,Arabic,Intermediate,
1398,French,Advanced,
1399,English,Basic,
1399,Arabic,Basic,
1400,Tamil,Basic,
1401,English,Basic,
1401,Arabic,Basic,
1402,Arabic,Basic,
1402,Arabic,Basic,
1403,Arabic,Intermediate,
1403,Italian,Advanced,Yes
1403,Sinhala,Basic,
1404,German,Advanced,No
1405,Arabic,Intermediate,
1406,Japanese,Intermediate,
1407,Sinhala,Intermediate,
1408,Tamil,Basic,
1409,Japanese,Intermediate,
1410,English,Fluent,No
1411,Sinhala,Intermediate,
1411,Sinhala,Basic,
1412,Sinhala,Advanced,
1412,Sinhala,Basic,
1412,Japanese,Intermediate,
1413,Tamil,Basic,
1413,Arabic,Basic,
1414,Arabic,Intermediate,
1415,English,Basic,
1416,Arabic,Advanced,
1416,English,Advanced,
1416,English,Basic,
1417,English,Basic,
1418,Sinhala,Basic,
1419,Arabic,Basic,
1419,English,Fluent,No
1419,Tamil,Intermediate,
1420,English,Basic,
1420,Sinhala,Basic,
1421,English,Basic,
1422,Sinhala,Basic,
1423,Arabic,Basic,
1423,Tamil,Fluent,No
1424,Tamil,Basic,
1425,Tagalog,Advanced,No
1425,Sinhala,Advanced,Yes
1426,English,Intermediate,
1426,Arabic,Fluent,Yes
1426,Korean,Advanced,
1426,Arabic,Intermediate,
1427,Korean,Basic,
1427,Korean,Advanced,Yes
1427,Arabic,Basic,
1428,Tamil,Intermediate,
1429,Tamil,Intermediate,
1430,English,Intermediate,
1431,Hebrew,Intermediate,
1431,English,Fluent,
1432,German,Basic,
1432,Arabic,Advanced,
1433,English,Basic,
1433,English,Advanced,Yes
1434,Hebrew,Basic,
1435,English,Basic,
1435,English,Basic,
1436,Sinhala,Intermediate,
1437,Hindi,Fluent,Yes
1438,Arabic,Fluent,Yes
1438,English,Intermediate,
1438,English,Basic,
1439,Japanese,Advanced,
1439,English,Intermediate,
1439,Arabic,Advanced,No
1439,Arabic,Intermediate,
1440,Hindi,Intermediate,
1440,Arabic,Intermediate,
1440,Sinhala,Fluent,
1441,Arabic,Intermediate,
1442,Arabic,Intermediate,
1443,English,Basic,
1444,Tamil,Fluent,Yes
1444,Hebrew,Basic,
1445,Arabic,Intermediate,
1445,Arabic,Basic,
1445,English,Advanced,Yes
1445,Arabic,Intermediate,
1446,French,Advanced,
1446,Arabic,Basic,
1447,English,Basic,
1447,Sinhala,Basic,
1448,Arabic,Basic,
1448,English,Basic,
1448,Sinhala,Basic,
1449,Hindi,Basic,
1449,English,Fluent,
1450,Sinhala,Advanced,Yes
1450,German,Basic,
1450,Arabic,Basic,
1450,Korean,Fluent,Yes
1451,Arabic,Advanced,
1451,Sinhala,Intermediate,
1451,English,Intermediate,
1452,Arabic,Basic,
1453,Japanese,Intermediate,
1454,German,Basic,
1454,Sinhala,Basic,
1454,Tagalog,Basic,
1454,Japanese,Basic,
1455,Arabic,Basic,
1456,Arabic,Basic,
1457,Arabic,Advanced,Yes
1458,Arabic,Advanced,No
1458,English,Intermediate,
1459,Tamil,Fluent,
1460,Arabic,Intermediate,
1461,French,Intermediate,
1461,Arabic,Basic,
1462,English,Basic,
1463,Hebrew,Basic,
1464,English,Intermediate,
1465,English,Basic,
1465,Arabic,Basic,
1466,English,Intermediate,
1467,Arabic,Basic,
1467,English,Intermediate,
1467,Hebrew,Intermediate,
1468,English,Basic,
1469,English,Advanced,
1470,English,Advanced,Yes
1470,English,Basic,
1471,Sinhala,Intermediate,
1472,Hebrew,Basic,
1473,English,Advanced,
1474,French,Fluent,Yes
1475,Arabic,Intermediate,
1476,Tamil,Basic,
1476,English,Intermediate,
1477,Hebrew,Basic,
1477,English,Intermediate,
1477,Hindi,Fluent,
1478,Korean,Basic,
1479,Hebrew,Advanced,No
1480,Arabic,Intermediate,
1480,English,Basic,
1480,Tamil,Intermediate,
1481,Hindi,Basic,
1481,Arabic,Basic,
1482,Tamil,Basic,
1483,Tamil,Advanced,
1483,English,Basic,
1483,Tamil,Basic,
1484,English,Advanced,Yes
1484,Arabic,Basic,
1485,English,Advanced,
1486,Arabic,Intermediate,
1486,Arabic,Basic,
1486,Sinhala,Basic,
1487,Sinhala,Advanced,
1487,English,Intermediate,
1488,Hebrew,Intermediate,
1488,English,Advanced,Yes
1489,English,Basic,
1490,Arabic,Basic,
1490,Sinhala,Intermediate,
1490,English,Intermediate,
1491,Arabic,Basic,
1491,English,Basic,
1491,English,Intermediate,
1492,Arabic,Basic,
1492,Sinhala,Basic,
1492,Arabic,Basic,
1493,English,Intermediate,
1494,Korean,Intermediate,
1495,English,Fluent,No
1496,Arabic,Basic,
1497,English,Basic,
1497,Sinhala,Intermediate,
1497,Sinhala,Intermediate,
1498,English,Intermediate,
1498,Sinhala,Intermediate,
1499,English,Basic,
1500,Sinhala,Advanced,
1501,English,Intermediate,
1501,Italian,Basic,
1501,French,Intermediate,
1502,English,Basic,
1502,English,Basic,
1502,Arabic,Advanced,
1503,Arabic,Intermediate,
1503,Hindi,Intermediate,
1503,Arabic,Intermediate,
1504,English,Fluent,Yes
1505,Sinhala,Basic,
1505,Japanese,Intermediate,
1506,Korean,Advanced,Yes
1506,Arabic,Intermediate,
1506,Sinhala,Fluent,
1506,Tamil,Intermediate,
1507,Arabic,Basic,
1507,Japanese,Basic,
1508,Arabic,Basic,
1509,Arabic,Basic,
1509,Hebrew,Basic,
1510,Tagalog,Intermediate,
1510,English,Advanced,
1511,English,Intermediate,
1512,Arabic,Intermediate,
1512,English,Intermediate,
1512,Tamil,Advanced,Yes
1513,Sinhala,Basic,
1513,German,Basic,
1514,Hindi,Basic,
1514,English,Advanced,
1514,Arabic,Basic,
1515,Tamil,Fluent,No
1515,English,Basic,
1516,Korean,Basic,
1517,Hindi,Basic,
1518,English,Intermediate,
1519,Japanese,Advanced,No
1520,Tamil,Basic,
1520,Arabic,Basic,
1520,Hebrew,Intermediate,
1520,Arabic,Advanced,Yes
1521,English,Intermediate,
1521,Tamil,Intermediate,
1522,English,Intermediate,
1523,Korean,Advanced,No
1524,Arabic,Intermediate,
1524,English,Basic,
1525,French,Basic,
1525,English,Basic,
1526,Arabic,Advanced,Yes
1526,Hebrew,Intermediate,
1526,Tamil,Basic,
1527,Hindi,Intermediate,
1527,English,Intermediate,
1528,Tamil,Basic,
1528,Arabic,Basic,
1528,English,Advanced,Yes
1529,Korean,Advanced,
1529,English,Basic,
1530,Sinhala,Advanced,No
1531,Arabic,Advanced,No
1532,Arabic,Fluent,No
1532,Tamil,Advanced,Yes
1532,Arabic,Intermediate,
1533,English,Basic,
1534,English,Basic,
1535,Italian,Intermediate,
1535,English,Intermediate,
1536,Tagalog,Fluent,No
1536,Arabic,Advanced,
1537,English,Intermediate,
1537,French,Basic,
1537,English,Basic,
1538,Tamil,Fluent,No
1538,English,Basic,
1539,Arabic,Intermediate,
1539,Tamil,Fluent,
1540,Sinhala,Intermediate,
1541,Arabic,Advanced,No
1541,English,Intermediate,
1542,Tamil,Basic,
1543,Hindi,Intermediate,
1543,Tamil,Advanced,No
1544,Arabic,Basic,
1544,Arabic,Intermediate,
1545,Arabic,Basic,
1546,Sinhala,Intermediate,
1547,English,Basic,
1548,Tagalog,Advanced,
1549,Arabic,Basic,
1549,English,Intermediate,
1550,English,Intermediate,
1551,Hebrew,Basic,
1552,Tamil,Intermediate,
1553,Tamil,Intermediate,
1554,Hebrew,Advanced,
1555,Tagalog,Advanced,
1555,Hindi,Advanced,Yes
1555,Tamil,Basic,
1556,German,Fluent,Yes
1556,Arabic,Intermediate,
1556,Arabic,Basic,
1557,Sinhala,Basic,
1557,French,Basic,
1558,Sinhala,Basic,
1559,English,Intermediate,
1559,Hindi,Basic,
1560,English,Basic,
1560,Tamil,Intermediate,
1560,Arabic,Advanced,Yes
1561,English,Intermediate,
1561,Sinhala,Intermediate,
1561,Arabic,Fluent,
1562,Sinhala,Advanced,
1562,Sinhala,Fluent,
1562,Tamil,Intermediate,
1562,English,Basic,
1563,Hindi,Advanced,
1564,English,Fluent,Yes
1565,Tamil,Basic,
1565,English,Intermediate,
1565,Arabic,Intermediate,
1566,Arabic,Advanced,
1567,Tamil,Advanced,Yes
1568,Tamil,Fluent,
1568,English,Basic,
1569,Hindi,Basic,
1569,Italian,Basic,
1570,English,Intermediate,
1570,Sinhala,Intermediate,
1570,Korean,Intermediate,
1571,Tamil,Basic,
1571,Arabic,Intermediate,
1572,English,Basic,
1573,Arabic,Basic,
1574,English,Basic,
1575,English,Basic,
1575,Hebrew,Intermediate,
1575,Japanese,Advanced,Yes
1576,Tamil,Intermediate,
1576,Tagalog,Basic,
1576,Italian,Advanced,Yes
1576,Sinhala,Intermediate,
1577,Arabic,Basic,
1577,English,Basic,
1577,Arabic,Basic,
1578,Sinhala,Advanced,No
1579,Japanese,Advanced,
1579,English,Basic,
1580,Tamil,Basic,
1580,English,Intermediate,
1581,Arabic,Basic,
1582,Hebrew,Basic,
1583,Korean,Advanced,
1583,English,Basic,
1583,Sinhala,Fluent,
1584,Tamil,Basic,
1584,Arabic,Basic,
1584,English,Intermediate,
1585,Sinhala,Basic,
1585,Arabic,Basic,
1585,Arabic,Basic,
1586,Tamil,Basic,
1587,Sinhala,Basic,
1587,Tamil,Basic,
1588,Sinhala,Basic,
1589,Sinhala,Advanced,
1589,Tamil,Intermediate,
1590,English,Intermediate,
1590,German,Basic,
1591,English,Advanced,
1591,Arabic,Advanced,No
1591,Arabic,Basic,
1592,Arabic,Basic,
1593,English,Advanced,
1594,Sinhala,Fluent,Yes
1595,Sinhala,Intermediate,
1595,Arabic,Basic,
1595,English,Basic,
1596,Sinhala,Fluent,No
1596,Arabic,Basic,
1596,Arabic,Basic,
1597,English,Basic,
1597,Sinhala,Advanced,
1598,Tamil,Basic,
1599,Korean,Basic,
1599,Arabic,Intermediate,
1599,Sinhala,Basic,
1600,Tagalog,Basic,
1600,Sinhala,Advanced,No
1601,Tamil,Basic,
1601,English,Advanced,
1602,English,Fluent,No
1602,Hindi,Basic,
1603,Arabic,Advanced,
1604,Arabic,Intermediate,
1604,English,Intermediate,
1605,English,Basic,
1605,German,Fluent,No
1606,Hebrew,Basic,
1606,English,Fluent,No
1607,Sinhala,Basic,
1607,Korean,Intermediate,
1607,Arabic,Basic,
1608,English,Basic,
1609,Arabic,Intermediate,
1609,Arabic,Intermediate,
1609,English,Basic,
1609,Sinhala,Intermediate,
1610,Hindi,Basic,
1610,Arabic,Basic,
1611,Arabic,Basic,
1611,Tamil,Basic,
1611,Tamil,Basic,
1611,French,Advanced,
1612,English,Intermediate,
1612,Tamil,Basic,
1613,Hebrew,Basic,
1614,Sinhala,Fluent,No
1614,Italian,Basic,
1614,Hindi,Basic,
1615,Arabic,Intermediate,
1615,English,Fluent,Yes
1615,Tamil,Basic,
1616,Arabic,Intermediate,
1616,Hebrew,Fluent,
1617,English,Basic,
1618,Italian,Fluent,No
1619,German,Intermediate,
1619,English,Intermediate,
1620,English,Intermediate,
1620,English,Fluent,
1621,Arabic,Fluent,No
1622,Tamil,Intermediate,
1622,Hindi,Basic,
1622,Arabic,Basic,
1622,Hebrew,Advanced,No
1623,English,Basic,
1624,English,Basic,
1625,Arabic,Fluent,Yes
1625,Arabic,Basic,
1626,English,Basic,
1627,German,Intermediate,
1627,Arabic,Basic,
1627,Sinhala,Basic,
1628,Hindi,Advanced,Yes
1628,Korean,Fluent,
1628,English,Basic,
1628,Hebrew,Intermediate,
1629,Sinhala,Basic,
1630,English,Basic,
1630,Sinhala,Intermediate,
1630,Sinhala,Basic,
1630,Arabic,Basic,
1631,Tamil,Basic,
1632,English,Basic,
1632,English,Intermediate,
1633,English,Advanced,No
1633,Arabic,Intermediate,
1634,Korean,Basic,
1634,English,Advanced,
1635,Tamil,Advanced,Yes
1636,Sinhala,Advanced,Yes
1636,Arabic,Advanced,No
1636,Japanese,Intermediate,
1636,Arabic,Basic,
1637,English,Intermediate,
1638,Tamil,Intermediate,
1638,Hebrew,Basic,
1638,Sinhala,Advanced,
1639,Tamil,Intermediate,
1639,Arabic,Intermediate,
1640,English,Intermediate,
1640,English,Basic,
1641,Korean,Advanced,
1641,Arabic,Advanced,No
1642,Arabic,Basic,
1642,Arabic,Intermediate,
1643,Hindi,Basic,
1644,Tamil,Advanced,
1645,English,Advanced,No
1645,English,Basic,
1645,Arabic,Basic,
1645,English,Intermediate,
1646,Hebrew,Basic,
1646,Arabic,Basic,
1647,Hindi,Basic,
1647,English,Intermediate,
1648,Arabic,Intermediate,
1649,Tagalog,Basic,
1649,Italian,Basic,
1650,Tamil,Intermediate,
1651,German,Intermediate,
1651,Sinhala,Basic,
1651,Arabic,Basic,
1651,Arabic,Advanced,Yes
1652,Hebrew,Basic,
1652,English,Intermediate,
1652,Tamil,Intermediate,
1653,Arabic,Basic,
1653,English,Basic,
1653,Sinhala,Fluent,
1653,Tamil,Advanced,Yes
1654,Sinhala,Intermediate,
1655,Hindi,Intermediate,
1655,Sinhala,Basic,
1656,Hebrew,Advanced,
1657,Sinhala,Advanced,
1657,Hebrew,Advanced,
1657,German,Intermediate,
1658,Japanese,Basic,
1659,English,Intermediate,
1659,Arabic,Basic,
1660,Sinhala,Intermediate,
1661,English,Basic,
1661,Arabic,Intermediate,
1662,Sinhala,Advanced,
1663,Tamil,Basic,
1664,Tamil,Basic,
1664,English,Fluent,No
1664,Arabic,Advanced,Yes
1664,Arabic,Basic,
1665,English,Intermediate,
1666,Hindi,Fluent,No
1667,Sinhala,Intermediate,
1668,Tagalog,Basic,
1669,Arabic,Intermediate,
1669,Hindi,Advanced,Yes
1669,English,Basic,
1670,Sinhala,Intermediate,
1670,Japanese,Intermediate,
1671,Tamil,Intermediate,
1671,English,Advanced,Yes
1672,Tamil,Intermediate,
1672,Arabic,Advanced,No
1673,Korean,Basic,
1674,Arabic,Basic,
1675,Arabic,Advanced,No
1675,Sinhala,Fluent,
1676,Tamil,Fluent,No
1677,Hebrew,Basic,
1677,Sinhala,Basic,
1678,English,Intermediate,
1678,Sinhala,Fluent,Yes
1679,Korean,Basic,
1679,English,Intermediate,
1680,Arabic,Basic,
1681,Sinhala,Advanced,
1681,Hebrew,Basic,
1681,Arabic,Basic,
1682,English,Basic,
1683,English,Basic,
1683,Sinhala,Basic,
1684,English,Intermediate,
1685,Arabic,Advanced,
1686,Arabic,Advanced,Yes
1686,Tamil,Intermediate,
1686,German,Intermediate,
1687,Tamil,Intermediate,
1688,Hebrew,Intermediate,
1688,Japanese,Advanced,No
1689,Arabic,Basic,
1689,Arabic,Intermediate,
1689,Arabic,Basic,
1690,English,Intermediate,
1691,English,Fluent,No
1692,English,Basic,
1692,Sinhala,Fluent,
1693,English,Advanced,No
1693,English,Basic,
1693,Tamil,Advanced,Yes
1694,Arabic,Advanced,
1694,Tamil,Intermediate,
1695,English,Advanced,Yes
1695,Hebrew,Basic,
1696,English,Intermediate,
1696,Hebrew,Advanced,No
1697,Arabic,Advanced,No
1698,Arabic,Basic,
1698,Tamil,Basic,
1699,Korean,Advanced,Yes
1700,Arabic,Intermediate,
1700,English,Advanced,Yes
1700,Arabic,Advanced,Yes
1701,Arabic,Intermediate,
1701,Sinhala,Intermediate,
1701,English,Advanced,Yes
1702,French,Intermediate,
1703,Sinhala,Intermediate,
1703,Hebrew,Advanced,Yes
1704,Hindi,Fluent,No
1705,Tamil,Basic,
1705,English,Basic,
1705,Arabic,Basic,
