OLevelID,PersonalID,ExamName,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4,Subject5,Result5,Subject6,Result6,Subject7,Result7,Subject8,Result8,Subject9,Result9,Subject10,Result10
2035,2576,OLevel,2009,IT,S,English,C,Mathematics,C,Commerce,B,Art,B,History,S,Music,A,Sinhala,S,Science,B,,
2036,2577,OLevel,1983,English,C,Science,C,Tamil,S,Art,S,History,S,Geography,B,Mathematics,W,Music,C,IT,B,Sinhala,S
2037,2578,OLevel,1991,History,C,Commerce,B,Music,C,Sinhala,S,IT,S,English,B,,,,,,,,
2038,2579,OLevel,2022,Art,W,History,C,Commerce,B,Sinhala,B,English,A,Music,W,,,,,,,,
2039,2580,OLevel,2017,Mathematics,C,Commerce,B,Sinhala,A,Science,S,Music,B,English,C,,,,,,,,
2040,2581,OLevel,2009,Music,S,History,B,English,B,Mathematics,B,Science,C,IT,W,Geography,C,Commerce,B,Sinhala,B,,
2041,2582,OLevel,1985,Commerce,A,English,W,History,B,Music,W,Science,B,Sinhala,S,,,,,,,,
2042,2583,OLevel,2011,Mathematics,S,IT,C,English,B,Music,S,Tamil,B,Commerce,A,Geography,S,,,,,,
2043,2584,OLevel,1981,Music,W,English,B,Sinhala,C,Mathematics,A,Art,A,Science,C,,,,,,,,
2044,2585,OLevel,1980,History,S,Art,C,Commerce,W,English,B,Music,S,Tamil,A,,,,,,,,
2045,2586,OLevel,2002,IT,C,Music,A,Tamil,W,Sinhala,C,History,S,Mathematics,A,English,B,Commerce,B,Geography,S,,
2046,2587,OLevel,1980,Mathematics,A,IT,C,Science,A,Music,C,Sinhala,B,History,S,Commerce,W,Geography,S,,,,
2047,2588,OLevel,1997,Commerce,B,History,A,IT,A,Music,C,Art,S,Sinhala,S,Mathematics,C,Science,B,,,,
2048,2589,OLevel,2021,History,S,Sinhala,A,Art,A,Geography,A,English,C,Tamil,B,Mathematics,A,Music,A,,,,
2049,2590,OLevel,1985,Mathematics,W,Geography,S,English,A,Music,S,Commerce,W,Art,C,Science,W,Tamil,S,History,S,Sinhala,S
2050,2591,OLevel,2013,History,A,Sinhala,A,Geography,W,Commerce,A,IT,B,Science,S,Art,A,,,,,,
2051,2592,OLevel,1996,Art,A,History,B,Science,S,IT,C,Music,C,Mathematics,A,Commerce,B,Tamil,S,Geography,B,,
2052,2594,OLevel,1996,English,S,Art,W,Tamil,A,Commerce,S,History,A,Geography,C,,,,,,,,
2053,2595,OLevel,2013,IT,C,Commerce,B,Music,A,Tamil,W,Sinhala,C,Science,B,Art,A,English,A,Mathematics,C,Geography,A
2054,2596,OLevel,2012,IT,C,Geography,C,Art,A,Mathematics,A,Music,C,Commerce,C,English,B,History,C,Tamil,B,,
2055,2597,OLevel,2021,Music,B,History,C,Science,B,Tamil,A,Mathematics,A,Commerce,C,,,,,,,,
2056,2599,OLevel,2007,Science,A,Commerce,B,Tamil,C,Art,B,Music,C,Mathematics,W,History,A,IT,S,English,B,Geography,B
2057,2600,OLevel,2014,Art,S,Music,C,Science,S,IT,B,Geography,S,Commerce,B,History,B,Mathematics,A,English,C,Tamil,S
2058,2601,OLevel,1995,IT,S,Music,A,Science,B,Commerce,A,Sinhala,S,Mathematics,S,English,C,Geography,A,,,,
2059,2602,OLevel,1987,English,S,Mathematics,S,IT,A,Sinhala,S,Geography,B,Commerce,A,Science,A,,,,,,
2060,2603,OLevel,1981,Mathematics,S,Music,A,History,A,English,S,Commerce,S,Science,S,Sinhala,A,Geography,C,,,,
2061,2604,OLevel,2025,Geography,B,History,B,English,S,IT,B,Sinhala,C,Mathematics,S,Music,C,Science,S,Art,A,Tamil,C
2062,2605,OLevel,2020,History,C,Sinhala,B,Art,S,Science,B,Mathematics,C,English,S,Commerce,B,Geography,C,IT,W,,
2063,2606,OLevel,1997,Science,A,English,B,Art,S,Music,S,Tamil,B,Geography,C,History,C,Commerce,W,Sinhala,B,IT,B
2064,2607,OLevel,1999,Music,S,Sinhala,B,Commerce,S,Mathematics,C,Science,C,Art,B,History,W,Geography,S,Tamil,S,IT,B
2065,2608,OLevel,1991,Sinhala,C,English,S,Science,A,Commerce,C,Geography,B,Mathematics,S,Music,C,Tamil,B,,,,
2066,2609,OLevel,1991,Music,A,Science,S,Commerce,B,Mathematics,C,History,C,IT,S,Geography,A,Art,B,Tamil,A,Sinhala,S
2067,2610,OLevel,1995,Art,C,Tamil,B,Geography,C,English,C,History,W,IT,W,,,,,,,,
2068,2611,OLevel,1992,IT,S,Sinhala,W,History,B,Art,B,Mathematics,A,Commerce,A,English,C,Music,S,Tamil,B,,
2069,2612,OLevel,2006,History,A,Science,C,Tamil,C,Sinhala,A,English,B,Mathematics,C,Commerce,S,,,,,,
2070,2613,OLevel,2013,IT,B,Mathematics,S,English,C,Geography,B,Sinhala,W,Tamil,S,Commerce,C,,,,,,
2071,2614,OLevel,2002,Art,A,Tamil,W,Geography,S,Mathematics,S,English,C,Music,C,Commerce,C,Sinhala,C,IT,C,,
2072,2616,OLevel,2011,Geography,B,English,B,Science,C,Mathematics,W,Music,S,Tamil,C,Sinhala,S,Commerce,A,History,S,Art,W
2073,2617,OLevel,1998,History,A,Mathematics,A,Commerce,B,IT,B,Art,S,English,C,Tamil,C,Geography,A,Music,S,,
2074,2618,OLevel,2005,IT,B,Music,C,Geography,C,Commerce,S,Tamil,B,Mathematics,A,History,A,Sinhala,A,English,W,,
2075,2619,OLevel,1998,IT,B,Art,S,Mathematics,B,Tamil,B,English,B,Geography,W,Science,A,Sinhala,S,Commerce,W,Music,A
2076,2620,OLevel,2024,Commerce,A,Geography,C,Music,A,Science,B,Tamil,B,English,A,Sinhala,B,Mathematics,B,Art,A,,
2077,2621,OLevel,1986,Mathematics,S,Science,W,English,A,IT,B,Geography,B,Tamil,S,Music,A,Commerce,B,Sinhala,S,History,C
2078,2622,OLevel,2017,History,W,Science,C,Music,B,Sinhala,S,IT,B,Tamil,B,Commerce,B,Mathematics,W,,,,
2079,2624,OLevel,2019,Mathematics,B,Sinhala,S,History,S,Geography,C,Art,S,Commerce,S,Tamil,S,Music,A,IT,B,,
2080,2625,OLevel,1980,Commerce,S,Geography,S,Tamil,A,Mathematics,B,Art,A,History,B,,,,,,,,
2081,2627,OLevel,2012,Commerce,B,Science,S,English,B,Music,A,History,A,Art,B,,,,,,,,
2082,2628,OLevel,1997,Art,C,Tamil,B,Geography,B,IT,B,Music,W,Science,W,Commerce,W,History,C,Mathematics,A,,
2083,2630,OLevel,1991,Science,C,Mathematics,C,History,B,Commerce,S,IT,A,Geography,S,Tamil,C,,,,,,
2084,2631,OLevel,1990,Science,A,Mathematics,A,Music,A,Art,B,Geography,B,Commerce,W,Tamil,S,IT,B,History,W,English,C
2085,2632,OLevel,2011,IT,B,Music,C,History,C,Geography,B,Tamil,A,Art,W,Science,S,Mathematics,S,Commerce,C,English,C
2086,2633,OLevel,1980,History,S,Commerce,C,English,S,Art,A,Mathematics,S,Geography,A,Music,W,Tamil,B,Sinhala,C,,
2087,2634,OLevel,1994,Science,C,Commerce,B,Art,S,Sinhala,B,Geography,C,Music,C,History,W,,,,,,
2088,2635,OLevel,2012,Tamil,S,Commerce,W,Music,C,English,B,Mathematics,S,Sinhala,S,,,,,,,,
2089,2638,OLevel,2024,Art,B,IT,B,Sinhala,A,Mathematics,C,Music,C,Geography,A,English,A,Commerce,B,,,,
2090,2639,OLevel,2017,Science,B,History,S,Sinhala,C,English,W,Mathematics,C,Geography,B,Tamil,C,,,,,,
2091,2640,OLevel,1980,History,W,Tamil,S,Music,W,Sinhala,C,Mathematics,S,Art,W,Science,A,Geography,C,English,C,Commerce,B
2092,2641,OLevel,2011,Tamil,C,English,C,Science,B,Geography,B,IT,W,History,A,Art,A,,,,,,
2093,2642,OLevel,1992,IT,C,Tamil,B,Science,C,Music,B,History,S,Commerce,C,Geography,C,Mathematics,B,English,A,,
2094,2643,OLevel,1996,IT,B,Music,B,Science,C,Geography,B,Commerce,S,Mathematics,C,History,A,Sinhala,A,English,A,,
2095,2644,OLevel,1989,Mathematics,C,Sinhala,A,History,S,Music,B,Science,A,Commerce,B,English,W,,,,,,
2096,2645,OLevel,2018,IT,C,English,A,Mathematics,A,Art,C,Music,S,History,B,Commerce,W,Science,A,,,,
2097,2646,OLevel,1994,Geography,S,IT,W,Art,C,Tamil,S,History,C,Mathematics,C,Sinhala,W,Science,C,Commerce,C,,
2098,2647,OLevel,2017,Sinhala,S,English,C,Tamil,S,Geography,B,Science,S,Music,A,Commerce,C,Art,B,IT,B,,
2099,2649,OLevel,2015,Music,B,English,S,Mathematics,C,IT,B,Tamil,C,Commerce,S,Geography,S,History,S,Art,S,,
2100,2650,OLevel,1989,Science,S,IT,C,Art,B,Music,C,Tamil,B,Sinhala,A,Commerce,B,History,W,Mathematics,W,English,S
2101,2651,OLevel,2020,Mathematics,A,Science,B,Geography,B,Music,S,English,W,Tamil,C,Commerce,B,,,,,,
2102,2652,OLevel,2013,English,A,Commerce,C,Art,B,Geography,W,Science,S,Tamil,C,History,S,,,,,,
2103,2653,OLevel,2009,English,A,Geography,S,Tamil,B,Art,A,Science,A,Music,A,Mathematics,A,IT,C,History,B,Sinhala,C
2104,2654,OLevel,1989,Mathematics,B,Tamil,C,IT,C,Commerce,C,English,C,Geography,C,Music,B,Science,C,,,,
2105,2655,OLevel,1994,English,W,Commerce,S,Geography,B,Music,B,IT,W,History,W,Science,S,Sinhala,W,Art,S,Mathematics,A
2106,2656,OLevel,2013,Mathematics,B,English,C,Geography,A,Sinhala,A,IT,B,Tamil,A,Commerce,B,History,S,Music,S,,
2107,2657,OLevel,1992,Geography,C,Science,S,Tamil,C,English,C,Sinhala,C,IT,S,History,B,Commerce,A,,,,
2108,2658,OLevel,2011,Music,C,Mathematics,A,Sinhala,A,History,A,Science,B,Art,C,,,,,,,,
2109,2659,OLevel,2023,History,B,English,B,IT,S,Science,W,Sinhala,S,Music,B,Mathematics,B,,,,,,
2110,2660,OLevel,2011,Mathematics,S,Commerce,W,Geography,W,English,C,Science,A,Tamil,C,Art,W,Sinhala,C,IT,C,Music,B
2111,2661,OLevel,2022,Science,S,History,B,Geography,B,English,S,Sinhala,B,Mathematics,C,Commerce,W,Music,S,Tamil,B,IT,B
2112,2662,OLevel,2006,Tamil,W,Commerce,B,Music,S,English,B,Mathematics,B,Sinhala,S,IT,S,,,,,,
2113,2663,OLevel,2004,English,S,Sinhala,S,Geography,B,Art,A,IT,S,Commerce,S,Music,A,History,B,Science,C,Tamil,A
2114,2664,OLevel,2021,Sinhala,S,IT,B,Tamil,C,English,C,History,S,Art,B,Science,B,Mathematics,B,Commerce,S,,
2115,2665,OLevel,2019,Art,B,Tamil,A,Commerce,C,Sinhala,S,Music,C,History,A,Mathematics,C,Science,A,,,,
2116,2666,OLevel,1987,IT,C,Art,B,Tamil,C,Geography,C,English,S,Commerce,C,Mathematics,B,History,S,Sinhala,B,,
2117,2667,OLevel,2009,English,C,Tamil,W,IT,S,Music,S,Art,S,Mathematics,B,Geography,C,History,B,Sinhala,C,Commerce,C
2118,2668,OLevel,2007,IT,S,Mathematics,A,Commerce,C,English,C,Art,S,Geography,A,Music,C,History,C,,,,
2119,2669,OLevel,1996,History,S,Art,S,Commerce,C,Sinhala,C,Geography,S,Tamil,W,Science,W,,,,,,
2120,2670,OLevel,2009,Mathematics,B,History,A,Sinhala,A,IT,A,Science,A,Art,W,,,,,,,,
2121,2671,OLevel,2002,Tamil,B,History,S,Science,B,IT,B,Music,C,English,W,Art,C,Geography,C,Commerce,C,Sinhala,B
2122,2672,OLevel,1982,Science,B,Music,B,History,B,Mathematics,A,Sinhala,B,Commerce,C,English,A,Geography,S,Art,C,IT,A
2123,2673,OLevel,2018,IT,C,Commerce,C,History,B,Art,C,Science,C,Mathematics,B,English,S,,,,,,
2124,2674,OLevel,2006,Music,A,Geography,C,Mathematics,C,Tamil,S,Art,C,History,S,English,A,Sinhala,A,Commerce,W,Science,C
2125,2675,OLevel,1991,Science,C,Tamil,C,Commerce,C,Sinhala,W,Art,S,IT,C,Geography,C,Music,A,Mathematics,C,,
2126,2677,OLevel,2022,Mathematics,S,IT,C,Science,C,Geography,B,Sinhala,A,English,S,,,,,,,,
2127,2678,OLevel,1989,English,B,Sinhala,S,Mathematics,A,IT,C,Music,W,Art,B,Geography,C,,,,,,
2128,2679,OLevel,1997,Music,A,English,B,History,S,Tamil,A,Sinhala,C,Commerce,S,Art,B,,,,,,
2129,2680,OLevel,1993,Mathematics,B,History,A,Science,S,Music,C,Geography,B,Art,S,,,,,,,,
2130,2681,OLevel,1994,Mathematics,S,Tamil,B,IT,B,English,B,Commerce,B,Art,C,Geography,A,Science,S,Sinhala,C,,
2131,2682,OLevel,2023,Mathematics,S,Music,C,History,B,Geography,C,Sinhala,C,Commerce,B,Science,C,Art,W,,,,
2132,2683,OLevel,1988,Tamil,B,Science,C,Mathematics,B,Music,C,IT,S,Commerce,S,English,A,,,,,,
2133,2684,OLevel,2007,Sinhala,S,History,C,Art,S,Geography,C,English,A,Music,B,Commerce,S,Science,S,Mathematics,A,Tamil,B
2134,2685,OLevel,2010,English,A,Tamil,S,Art,C,Commerce,A,Sinhala,A,Music,W,History,A,IT,A,Geography,B,Science,S
2135,2686,OLevel,2002,Science,B,Music,C,Geography,A,Mathematics,S,History,A,Tamil,S,,,,,,,,
2136,2687,OLevel,2017,Art,B,Commerce,S,English,S,IT,S,Geography,W,Music,W,Science,C,Sinhala,W,,,,
2137,2688,OLevel,2006,History,A,Science,S,Art,C,Tamil,A,Music,A,Geography,C,Sinhala,C,English,B,Commerce,S,,
2138,2689,OLevel,2012,Sinhala,S,History,B,Music,A,Mathematics,S,IT,B,English,B,Commerce,C,Geography,S,Art,B,Tamil,S
2139,2690,OLevel,2006,Tamil,B,Geography,S,Science,S,English,S,History,B,Music,A,,,,,,,,
2140,2691,OLevel,2024,Geography,A,Art,B,English,A,Commerce,A,Mathematics,C,Science,W,IT,S,Music,B,Sinhala,A,Tamil,B
2141,2693,OLevel,2015,Geography,W,Music,B,English,B,History,B,Sinhala,S,Science,S,Tamil,B,Mathematics,C,Art,S,Commerce,C
2142,2695,OLevel,1990,Commerce,C,Sinhala,A,Music,A,IT,W,English,A,History,C,Art,C,,,,,,
2143,2696,OLevel,2013,History,B,Tamil,S,Sinhala,C,Music,C,Mathematics,B,Commerce,C,English,B,Art,S,Geography,B,,
2144,2697,OLevel,1997,Music,A,Commerce,W,Geography,C,IT,A,English,W,Art,S,Sinhala,C,History,C,,,,
2145,2699,OLevel,2025,Music,C,Commerce,C,Sinhala,A,Science,C,History,C,English,A,IT,B,Geography,S,Mathematics,C,Tamil,C
2146,2700,OLevel,1995,Tamil,A,Sinhala,A,English,C,Commerce,B,Art,S,Science,S,,,,,,,,
2147,2701,OLevel,2017,IT,C,Geography,C,Mathematics,A,History,A,Sinhala,C,English,B,Art,B,,,,,,
2148,2702,OLevel,1989,Science,C,Commerce,C,Sinhala,W,Mathematics,B,IT,C,Tamil,C,Music,A,History,W,,,,
2149,2704,OLevel,1980,Mathematics,C,IT,S,Sinhala,B,Commerce,B,English,B,Art,S,Tamil,A,Music,S,,,,
2150,2705,OLevel,1999,Tamil,W,Mathematics,B,Sinhala,S,IT,S,Music,B,Science,C,English,B,History,B,Art,B,Geography,S
2151,2706,OLevel,2013,IT,S,Commerce,C,English,B,Art,C,History,S,Music,W,Tamil,B,Science,C,Sinhala,W,,
2152,2707,OLevel,2011,Tamil,W,History,S,Art,B,Science,A,IT,B,Geography,B,Mathematics,W,Music,C,,,,
2153,2708,OLevel,2011,Mathematics,C,English,A,Music,C,History,A,Science,S,IT,A,,,,,,,,
2154,2709,OLevel,2002,Sinhala,S,Commerce,W,History,A,Mathematics,B,Science,C,IT,S,Art,W,Tamil,B,English,S,Geography,C
2155,2710,OLevel,2017,History,C,Tamil,A,Music,B,IT,S,Commerce,W,Mathematics,W,Science,S,,,,,,
2156,2711,OLevel,2003,Music,W,Science,C,Mathematics,A,Geography,C,Tamil,C,Sinhala,A,,,,,,,,
2157,2713,OLevel,1985,English,W,Tamil,C,Music,B,Commerce,C,Mathematics,A,Geography,B,History,C,,,,,,
2158,2715,OLevel,1989,IT,S,Commerce,A,Tamil,W,English,A,Science,C,Music,C,,,,,,,,
2159,2716,OLevel,1983,Sinhala,S,Music,B,Tamil,B,Science,A,Mathematics,W,Commerce,A,Art,B,Geography,A,English,B,,
2160,2717,OLevel,1999,Music,B,Geography,A,History,C,Science,C,Sinhala,W,Mathematics,A,Commerce,C,,,,,,
2161,2718,OLevel,1991,English,C,IT,C,Tamil,B,Mathematics,S,History,S,Art,C,Commerce,W,Science,S,,,,
2162,2719,OLevel,1991,IT,A,Sinhala,W,Geography,W,Art,A,Commerce,A,Tamil,C,Music,B,History,C,Science,B,,
2163,2720,OLevel,2015,Music,S,Science,A,Art,S,Mathematics,W,Geography,C,IT,S,English,S,,,,,,
2164,2722,OLevel,2009,Tamil,B,Commerce,A,English,B,Geography,A,Sinhala,C,IT,B,,,,,,,,
2165,2724,OLevel,1983,IT,W,Tamil,A,Science,C,Commerce,S,English,B,History,C,Art,C,Geography,B,Sinhala,B,,
2166,2725,OLevel,1996,Mathematics,B,Tamil,B,IT,C,English,A,Geography,B,Music,B,Art,S,Sinhala,B,History,C,,
2167,2726,OLevel,2003,English,C,IT,W,Music,C,Tamil,B,Sinhala,C,Geography,S,Commerce,S,Mathematics,C,,,,
2168,2727,OLevel,1983,Geography,S,Tamil,B,Mathematics,C,Art,A,Commerce,C,Music,B,,,,,,,,
2169,2728,OLevel,1980,Geography,C,Art,W,Mathematics,B,IT,S,Science,S,Commerce,C,,,,,,,,
2170,2730,OLevel,2020,Geography,A,English,S,IT,C,Music,C,Art,C,Commerce,A,Tamil,S,Sinhala,C,Science,S,,
2171,2732,OLevel,2001,English,A,Music,C,History,C,Commerce,B,Geography,B,IT,C,Art,C,,,,,,
2172,2733,OLevel,2018,Sinhala,B,Science,B,Art,A,Mathematics,S,Commerce,S,Geography,A,History,S,Music,C,English,A,,
2173,2735,OLevel,2024,IT,B,Science,S,History,B,Commerce,S,English,A,Geography,B,Tamil,S,Art,S,Sinhala,B,,
2174,2736,OLevel,2019,History,A,Tamil,B,Mathematics,S,Sinhala,A,Geography,C,IT,C,,,,,,,,
2175,2738,OLevel,2019,Music,S,Sinhala,B,Commerce,C,English,W,History,C,Geography,C,,,,,,,,
2176,2739,OLevel,2005,IT,C,Music,C,Sinhala,C,Mathematics,C,Tamil,S,History,S,Art,B,Geography,B,Science,B,English,B
2177,2740,OLevel,2012,English,W,Art,C,Tamil,C,Science,C,IT,W,Sinhala,C,Geography,S,Music,B,Commerce,B,,
2178,2741,OLevel,2025,Mathematics,S,Geography,S,Art,A,Commerce,C,Sinhala,S,English,A,IT,B,Science,A,,,,
2179,2742,OLevel,2010,Tamil,C,History,W,Art,C,Sinhala,W,Commerce,B,Music,C,English,S,IT,W,,,,
2180,2744,OLevel,1998,Tamil,S,IT,B,Art,W,Commerce,A,English,B,Sinhala,W,History,C,Science,A,Mathematics,B,Geography,B
2181,2746,OLevel,2023,Tamil,A,Sinhala,S,Music,W,IT,W,Art,B,English,S,Geography,A,,,,,,
2182,2750,OLevel,1994,IT,B,Music,B,Geography,S,Commerce,B,Science,S,History,S,Art,B,,,,,,
2183,2751,OLevel,2022,Commerce,C,Art,C,IT,B,History,B,Sinhala,B,Music,C,English,W,Geography,A,Tamil,A,,
2184,2752,OLevel,1983,Geography,S,Mathematics,S,Art,B,IT,C,English,B,Tamil,C,History,B,Music,C,,,,
2185,2753,OLevel,2016,Sinhala,B,IT,W,Geography,B,Commerce,A,Art,C,Science,B,Tamil,W,,,,,,
2186,2754,OLevel,1993,Art,B,Geography,S,Music,B,English,C,Tamil,W,Science,A,IT,B,Mathematics,A,History,W,Sinhala,S
2187,2755,OLevel,2016,Science,C,Art,C,Commerce,A,IT,A,History,S,Geography,B,Tamil,C,Mathematics,A,English,C,,
2188,2756,OLevel,2002,Music,C,Tamil,C,English,A,History,C,IT,B,Geography,W,Science,W,,,,,,
2189,2757,OLevel,2018,English,B,Music,C,History,A,IT,B,Geography,S,Commerce,B,Art,S,Sinhala,B,Mathematics,C,,
2190,2758,OLevel,1986,IT,W,Art,B,Science,S,Sinhala,C,Tamil,W,Commerce,C,Mathematics,A,Geography,C,,,,
2191,2759,OLevel,1998,Commerce,S,Sinhala,B,Science,C,Geography,B,IT,B,Tamil,A,Art,B,Mathematics,S,History,S,Music,C
2192,2760,OLevel,2011,Sinhala,C,English,W,Geography,W,History,A,IT,B,Art,S,,,,,,,,
2193,2761,OLevel,1988,History,C,IT,C,Mathematics,W,Tamil,W,Sinhala,C,Science,C,Geography,C,English,B,,,,
2194,2762,OLevel,1991,Science,C,History,C,Tamil,B,English,W,IT,B,Geography,C,Sinhala,C,Art,W,Commerce,S,,
2195,2763,OLevel,2002,Mathematics,A,Tamil,S,Art,A,Sinhala,W,English,S,Music,S,History,B,Geography,C,Science,B,IT,A
2196,2765,OLevel,2018,Commerce,B,English,C,Sinhala,A,History,B,Music,S,Art,B,,,,,,,,
2197,2766,OLevel,1998,Geography,B,Tamil,A,History,A,English,A,Commerce,S,Music,B,Mathematics,B,Art,B,IT,W,Science,S
2198,2767,OLevel,1998,Commerce,B,English,C,Music,C,Sinhala,S,Science,B,Art,A,Geography,A,History,C,IT,B,Mathematics,S
2199,2768,OLevel,1990,Commerce,B,Art,W,History,C,Geography,B,English,A,Music,W,Sinhala,C,Mathematics,A,,,,
2200,2770,OLevel,2024,Sinhala,W,Art,S,IT,S,Mathematics,A,Music,S,English,S,,,,,,,,
2201,2772,OLevel,1987,Commerce,C,Music,B,IT,A,English,C,Art,B,Mathematics,C,Science,W,History,C,Geography,W,,
2202,2774,OLevel,2016,English,S,Geography,C,IT,C,Science,S,Mathematics,S,Music,C,History,C,,,,,,
2203,2775,OLevel,2023,Music,B,Tamil,S,Commerce,S,Sinhala,C,Mathematics,B,Art,A,Science,B,IT,S,Geography,C,,
2204,2776,OLevel,1998,Geography,C,Mathematics,W,History,S,Science,A,Art,S,Sinhala,C,Music,C,English,B,Commerce,A,,
2205,2777,OLevel,2008,Music,A,Tamil,B,Commerce,W,History,C,Science,C,IT,W,English,B,Geography,S,Mathematics,B,,
2206,2779,OLevel,2009,English,C,Science,B,Geography,W,Music,C,History,A,Art,A,Tamil,S,IT,C,Commerce,C,Sinhala,A
2207,2780,OLevel,2003,Geography,S,IT,W,Mathematics,A,Music,C,History,A,Tamil,A,,,,,,,,
2208,2781,OLevel,1988,Mathematics,C,Geography,B,Commerce,B,Art,W,English,C,Tamil,B,Music,C,,,,,,
2209,2784,OLevel,1991,Art,C,Science,A,Mathematics,B,Commerce,A,Tamil,C,Sinhala,B,,,,,,,,
2210,2787,OLevel,1980,Science,C,Mathematics,S,Geography,W,English,B,Tamil,C,Commerce,B,Sinhala,S,Art,C,,,,
2211,2788,OLevel,1992,English,B,Tamil,S,Music,W,Mathematics,A,Art,S,IT,W,,,,,,,,
2212,2789,OLevel,1982,Science,C,Art,B,IT,B,Mathematics,C,Sinhala,W,History,B,English,C,Tamil,W,Commerce,B,,
2213,2792,OLevel,1996,Art,S,IT,S,Music,B,Sinhala,C,Tamil,B,History,A,Geography,S,,,,,,
2214,2793,OLevel,1980,Music,W,History,A,English,C,Geography,S,Commerce,B,Sinhala,W,Mathematics,C,Art,A,,,,
2215,2794,OLevel,1986,Tamil,A,IT,B,Mathematics,B,Sinhala,W,Geography,C,English,B,Music,C,,,,,,
2216,2795,OLevel,1988,Commerce,B,Art,C,Tamil,B,Sinhala,C,IT,C,Music,A,Science,B,English,A,Geography,B,,
2217,2796,OLevel,2013,Art,B,Geography,C,Commerce,C,Sinhala,A,Science,A,English,B,,,,,,,,
2218,2797,OLevel,1996,Art,S,Commerce,C,Tamil,B,IT,A,Mathematics,W,Music,C,Science,C,History,A,,,,
2219,2798,OLevel,1991,English,S,Commerce,S,Tamil,A,IT,C,Music,C,History,C,,,,,,,,
2220,2799,OLevel,1981,Mathematics,C,IT,C,Sinhala,B,History,B,Music,W,Tamil,C,English,S,,,,,,
2221,2800,OLevel,2004,Commerce,B,Tamil,C,Science,W,Art,B,Geography,C,History,C,Music,A,IT,B,English,S,Sinhala,B
2222,2801,OLevel,2024,Tamil,A,Geography,B,IT,B,History,S,Music,C,Mathematics,A,Sinhala,A,,,,,,
2223,2802,OLevel,1993,English,A,Commerce,A,Geography,A,Art,A,History,S,Mathematics,B,Music,C,IT,W,Science,B,,
2224,2805,OLevel,2024,IT,W,Music,A,Art,A,Commerce,A,History,C,Sinhala,B,Mathematics,C,,,,,,
2225,2806,OLevel,1989,Commerce,S,Science,S,Geography,B,IT,B,Art,C,History,B,Tamil,S,Sinhala,B,English,C,,
2226,2807,OLevel,2020,History,B,Commerce,W,English,C,Music,W,Mathematics,B,Science,C,Tamil,A,,,,,,
2227,2808,OLevel,1994,History,B,Commerce,B,English,C,Mathematics,A,Tamil,B,Music,B,Science,C,Geography,C,Art,A,,
2228,2809,OLevel,2024,Mathematics,S,Commerce,B,Art,C,English,A,Sinhala,C,Geography,C,Science,A,,,,,,
2229,2810,OLevel,2022,IT,C,Science,A,Geography,C,Sinhala,S,Commerce,S,History,S,English,B,,,,,,
2230,2811,OLevel,2009,Geography,W,Science,C,Sinhala,C,English,A,Commerce,C,Tamil,B,History,S,Music,S,IT,B,Art,B
2231,2812,OLevel,2013,English,C,Science,B,Geography,S,Music,A,Mathematics,A,History,C,IT,C,Art,S,Sinhala,A,,
2232,2813,OLevel,1987,English,C,Art,A,Science,B,History,C,Mathematics,C,Commerce,C,Music,B,Sinhala,W,Tamil,S,,
2233,2814,OLevel,2011,Sinhala,S,History,S,English,W,Mathematics,S,Commerce,A,Tamil,A,Music,A,Science,C,IT,B,Art,B
2234,2815,OLevel,2011,Geography,B,Music,C,Art,A,Sinhala,B,Mathematics,A,Commerce,B,,,,,,,,
2235,2817,OLevel,2009,IT,B,English,B,Music,C,History,S,Mathematics,B,Art,W,Sinhala,B,,,,,,
2236,2820,OLevel,2016,History,A,English,C,Tamil,C,Geography,S,Commerce,C,IT,C,Mathematics,W,Sinhala,W,Science,C,Music,A
2237,2821,OLevel,1983,Tamil,W,IT,A,Art,C,Music,C,Commerce,W,Mathematics,A,History,B,,,,,,
2238,2822,OLevel,2015,Geography,A,Tamil,C,Music,C,History,C,Science,B,English,B,Commerce,S,Mathematics,A,,,,
2239,2823,OLevel,2014,Commerce,S,English,S,IT,B,Sinhala,A,Science,A,Music,B,Art,C,,,,,,
2240,2824,OLevel,2015,Music,A,Sinhala,B,Science,B,English,S,Mathematics,B,Geography,W,Tamil,A,,,,,,
2241,2825,OLevel,1992,English,S,History,S,Commerce,B,Tamil,B,Sinhala,S,IT,C,Mathematics,B,Art,S,,,,
2242,2827,OLevel,1996,Tamil,A,Mathematics,W,English,C,Geography,S,Sinhala,C,Science,B,Music,B,IT,B,,,,
2243,2828,OLevel,1989,Art,A,IT,W,Science,S,History,A,Commerce,S,Music,W,English,B,Geography,C,,,,
2244,2829,OLevel,1980,Sinhala,C,Science,A,English,C,Art,S,History,S,Geography,B,Mathematics,S,Commerce,A,Tamil,W,,
2245,2831,OLevel,1982,Science,W,Commerce,W,Tamil,A,Mathematics,S,IT,C,English,A,Music,C,History,B,Geography,S,Sinhala,S
2246,2832,OLevel,1982,Mathematics,C,Music,B,Geography,B,Art,C,IT,C,History,A,Science,S,Tamil,S,Commerce,A,,
2247,2834,OLevel,1990,Sinhala,C,Mathematics,W,English,S,Art,C,Commerce,C,Music,C,IT,A,Tamil,S,,,,
