SkillID,JobID,SkillName,ProficiencyLevel
3081,1094,CCTV Monitoring,Advanced
3082,1095,Fishing,Intermediate
3083,1095,Farming,Intermediate
3084,1096,Laundry,Intermediate
3085,1096,Cooking,Intermediate
3086,1097,Carpentry,Advanced
3087,1097,Bar Bending,Basic
3088,1097,Masonry,Basic
3089,1098,Tailoring,Intermediate
3090,1098,Textile Machine Operation,Intermediate
3091,1098,Garment Quality Control,Advanced
3092,1098,Sewing,Intermediate
3093,1099,Laundry,Basic
3094,1099,Childcare,Intermediate
3095,1099,Cooking,Basic
3096,1100,Barista Skills,Basic
3097,1100,Kitchen Assistance,Basic
3098,1100,Food Preparation,Intermediate
3099,1100,Front Desk Operations,Intermediate
3100,1101,Bar Bending,Advanced
3101,1101,Caregiving,Basic
3102,1101,Barista Skills,Basic
3103,1102,Quality Inspection,Intermediate
3104,1102,Machine Operation,Basic
3105,1102,Metal Fabrication,Advanced
3106,1102,Welding,Advanced
3107,1103,Garment Quality Control,Basic
3108,1103,Sewing,Intermediate
3109,1103,Tailoring,Advanced
3110,1103,Textile Machine Operation,Basic
3111,1104,Facility Maintenance,Basic
3112,1104,Janitorial Skills,Intermediate
3113,1105,Tailoring,Intermediate
3114,1105,Sewing,Basic
3115,1106,Electrical,Basic
3116,1106,Welding,Basic
3117,1106,Plumbing,Basic
3118,1106,Shuttering Carpentry,Basic
3119,1106,Construction Supervision,Advanced
3120,1107,Housekeeping,Advanced
3121,1107,Childcare,Advanced
3122,1108,Bar Bending,Intermediate
3123,1108,Carpentry,Intermediate
3124,1108,Tiling,Basic
3125,1108,Construction Supervision,Advanced
3126,1108,Welding,Intermediate
3127,1109,Sewing,Basic
3128,1109,Tailoring,Intermediate
3129,1109,Garment Quality Control,Basic
3130,1109,Textile Machine Operation,Basic
3131,1110,Bookkeeping,Intermediate
3132,1110,Administrative Support,Basic
3133,1110,MS Office,Advanced
3134,1111,First Aid,Basic
3135,1111,Health Aide,Intermediate
3136,1111,Nursing,Basic
3137,1111,Patient Care,Basic
3138,1112,Welding,Basic
3139,1112,Quality Inspection,Advanced
3140,1112,Metal Fabrication,Advanced
3141,1112,Machine Operation,Intermediate
3142,1113,Tiling,Basic
3143,1114,Laundry,Intermediate
3144,1114,Childcare,Advanced
3145,1114,Home Cleaning,Basic
3146,1114,Cooking,Basic
3147,1115,Shuttering Carpentry,Advanced
3148,1115,Carpentry,Intermediate
3149,1115,Construction Supervision,Advanced
3150,1115,Tiling,Advanced
3151,1116,Laundry,Intermediate
3152,1116,Customer Service,Advanced
3153,1116,Masonry,Advanced
3154,1116,Packing,Basic
3155,1116,Shuttering Carpentry,Basic
3156,1117,Serving,Basic
3157,1117,Guest Relations,Basic
3158,1118,Customer Service,Intermediate
3159,1119,Bar Bending,Basic
3160,1119,Plumbing,Basic
3161,1119,Tiling,Advanced
3162,1120,Childcare,Intermediate
3163,1120,Cooking,Intermediate
3164,1121,Patient Care,Advanced
3165,1121,Health Aide,Intermediate
3166,1121,Nursing,Advanced
3167,1121,First Aid,Basic
3168,1122,Administrative Support,Basic
3169,1122,Bookkeeping,Advanced
3170,1123,Bar Bending,Advanced
3171,1123,Tiling,Intermediate
3172,1124,Vehicle Maintenance,Advanced
3173,1124,Heavy Vehicle Driving,Intermediate
3174,1124,Driving,Basic
3175,1125,Patient Care,Basic
3176,1126,Cooking,Advanced
3177,1126,Home Cleaning,Intermediate
3178,1126,Laundry,Basic
3179,1127,Housekeeping,Basic
3180,1128,Metal Fabrication,Advanced
3181,1128,Quality Inspection,Basic
3182,1128,Machine Operation,Advanced
3183,1128,Welding,Basic
3184,1129,Housekeeping,Basic
3185,1129,Childcare,Advanced
3186,1129,Laundry,Intermediate
3187,1129,Home Cleaning,Advanced
3188,1130,Driving,Basic
3189,1130,Vehicle Maintenance,Basic
3190,1130,Delivery Driving,Intermediate
3191,1130,Heavy Vehicle Driving,Intermediate
3192,1130,Forklift Operation,Advanced
3193,1131,Nursing,Basic
3194,1131,First Aid,Intermediate
3195,1131,Health Aide,Advanced
3196,1132,Painting,Intermediate
3197,1132,Bar Bending,Intermediate
3198,1133,Textile Machine Operation,Basic
3199,1134,Food Preparation,Advanced
3200,1135,Laundry,Advanced
3201,1135,Caregiving,Intermediate
3202,1135,Housekeeping,Basic
3203,1136,Carpentry,Advanced
3204,1137,Elderly Care,Basic
3205,1137,Nursing,Basic
3206,1138,Garment Quality Control,Basic
3207,1138,Tailoring,Intermediate
3208,1138,Textile Machine Operation,Advanced
3209,1138,Sewing,Basic
3210,1139,Janitorial Skills,Basic
3211,1140,Painting,Advanced
3212,1140,Carpentry,Advanced
3213,1140,Masonry,Advanced
3214,1140,Electrical,Intermediate
3215,1141,Laundry,Advanced
3216,1142,CCTV Monitoring,Intermediate
3217,1142,Security Guarding,Basic
3218,1143,CCTV Monitoring,Intermediate
3219,1143,Security Guarding,Basic
3220,1144,Health Aide,Basic
3221,1144,First Aid,Basic
3222,1144,Patient Care,Advanced
3223,1144,Nursing,Intermediate
3224,1145,Janitorial Skills,Advanced
3225,1145,Facility Maintenance,Basic
3226,1146,Sewing,Basic
3227,1146,Textile Machine Operation,Advanced
3228,1146,Tailoring,Advanced
3229,1147,Construction Supervision,Basic
3230,1148,Housekeeping,Advanced
3231,1148,Home Cleaning,Intermediate
3232,1148,Caregiving,Advanced
3233,1149,Housekeeping,Intermediate
3234,1149,Caregiving,Intermediate
3235,1149,Home Cleaning,Intermediate
3236,1149,Childcare,Basic
3237,1149,Laundry,Basic
3238,1150,Laundry,Intermediate
3239,1150,Childcare,Basic
3240,1150,Housekeeping,Advanced
3241,1150,Home Cleaning,Intermediate
3242,1151,Home Cleaning,Basic
3243,1151,Childcare,Advanced
3244,1151,Housekeeping,Advanced
3245,1151,Caregiving,Basic
3246,1152,Childcare,Basic
3247,1152,Cooking,Advanced
3248,1152,Home Cleaning,Basic
3249,1152,Laundry,Intermediate
3250,1152,Housekeeping,Intermediate
3251,1153,Home Cleaning,Advanced
3252,1153,Housekeeping,Intermediate
3253,1154,Sewing,Basic
3254,1155,Hotel Housekeeping,Advanced
3255,1155,Front Desk Operations,Basic
3256,1155,Banquet Service,Intermediate
3257,1156,Tailoring,Intermediate
3258,1156,Janitorial Skills,Advanced
3259,1157,Patient Care,Advanced
3260,1157,Health Aide,Intermediate
3261,1158,Quality Inspection,Advanced
3262,1159,Delivery Driving,Advanced
3263,1159,Driving,Basic
3264,1160,Electrical,Basic
3265,1161,Caregiving,Intermediate
3266,1162,Cooking,Intermediate
3267,1162,Hotel Housekeeping,Basic
3268,1162,Guest Relations,Basic
3269,1162,Shuttering Carpentry,Intermediate
3270,1162,Caregiving,Advanced
3271,1163,Security Guarding,Advanced
3272,1163,CCTV Monitoring,Advanced
3273,1164,Facility Maintenance,Basic
3274,1164,Janitorial Skills,Basic
3275,1165,Welding,Intermediate
3276,1165,Construction Supervision,Advanced
3277,1166,Teaching Assistance,Basic
3278,1167,Forklift Operation,Basic
3279,1167,Vehicle Maintenance,Basic
3280,1167,Heavy Vehicle Driving,Intermediate
3281,1168,Sewing,Advanced
3282,1168,Textile Machine Operation,Basic
3283,1168,Garment Quality Control,Basic
3284,1169,Textile Machine Operation,Advanced
3285,1170,Childcare,Intermediate
3286,1170,Nursing,Basic
3287,1170,Elderly Care,Basic
3288,1171,Carpentry,Intermediate
3289,1171,Masonry,Intermediate
3290,1172,Tailoring,Advanced
3291,1172,Sewing,Advanced
3292,1172,Textile Machine Operation,Basic
3293,1173,Security Guarding,Intermediate
3294,1173,CCTV Monitoring,Intermediate
3295,1174,Customer Service,Advanced
3296,1174,Inventory Management,Intermediate
3297,1174,Retail Sales,Intermediate
3298,1175,Sewing,Advanced
3299,1175,Garment Quality Control,Advanced
3300,1175,Textile Machine Operation,Intermediate
3301,1176,Plumbing,Advanced
3302,1177,Teaching Assistance,Advanced
3303,1178,Textile Machine Operation,Advanced
3304,1179,Machine Operation,Basic
3305,1179,Metal Fabrication,Intermediate
3306,1179,Quality Inspection,Intermediate
3307,1179,Welding,Advanced
3308,1180,Patient Care,Advanced
3309,1180,Caregiving,Basic
3310,1180,First Aid,Basic
3311,1181,Garment Quality Control,Intermediate
3312,1181,Textile Machine Operation,Advanced
3313,1182,Childcare,Basic
3314,1182,Laundry,Intermediate
3315,1182,Cooking,Advanced
3316,1182,Caregiving,Intermediate
3317,1183,Kitchen Assistance,Advanced
3318,1184,Sewing,Advanced
3319,1184,Tailoring,Advanced
3320,1184,Textile Machine Operation,Basic
3321,1185,Facility Maintenance,Advanced
3322,1186,Garment Quality Control,Advanced
3323,1186,Sewing,Advanced
3324,1186,Tailoring,Basic
3325,1186,Textile Machine Operation,Basic
3326,1187,Childcare,Advanced
3327,1187,Nursing,Intermediate
3328,1187,Elderly Care,Intermediate
3329,1187,First Aid,Advanced
3330,1187,Patient Care,Intermediate
3331,1188,Textile Machine Operation,Advanced
3332,1188,Tailoring,Basic
3333,1188,Sewing,Intermediate
3334,1188,Garment Quality Control,Basic
3335,1189,Tiling,Advanced
3336,1189,Bar Bending,Intermediate
3337,1189,Carpentry,Basic
3338,1189,Construction Supervision,Advanced
3339,1189,Masonry,Advanced
3340,1190,Cooking,Intermediate
3341,1190,Housekeeping,Advanced
3342,1190,Childcare,Intermediate
3343,1190,Caregiving,Intermediate
3344,1190,Home Cleaning,Intermediate
3345,1191,Serving,Intermediate
3346,1192,Masonry,Advanced
3347,1193,Vehicle Maintenance,Basic
3348,1193,Heavy Vehicle Driving,Intermediate
3349,1193,Driving,Advanced
3350,1194,First Aid,Intermediate
3351,1194,Elderly Care,Intermediate
3352,1194,Caregiving,Basic
3353,1194,Childcare,Intermediate
3354,1194,Patient Care,Intermediate
3355,1195,Teaching Assistance,Basic
3356,1196,IT Skills,Intermediate
3357,1196,Administrative Support,Intermediate
3358,1196,Excel,Intermediate
3359,1196,Accounting,Advanced
3360,1197,Home Cleaning,Intermediate
3361,1197,Cooking,Basic
3362,1197,Housekeeping,Advanced
3363,1197,Laundry,Basic
3364,1198,Horticulture,Advanced
3365,1198,Fishing,Advanced
3366,1198,Farming,Intermediate
3367,1198,Livestock Management,Advanced
3368,1199,Inventory Management,Basic
3369,1199,Customer Service,Intermediate
3370,1199,Retail Sales,Intermediate
3371,1200,Livestock Management,Advanced
3372,1200,Fishing,Advanced
3373,1200,Farming,Intermediate
3374,1200,Horticulture,Basic
3375,1201,Textile Machine Operation,Intermediate
3376,1201,Tailoring,Advanced
3377,1201,Garment Quality Control,Intermediate
3378,1202,Front Desk Operations,Basic
3379,1202,Banquet Service,Advanced
3380,1202,Guest Relations,Advanced
3381,1202,Kitchen Assistance,Basic
3382,1203,Health Aide,Intermediate
3383,1203,First Aid,Advanced
3384,1203,Patient Care,Basic
3385,1203,Nursing,Intermediate
3386,1204,Plumbing,Intermediate
3387,1204,Carpentry,Advanced
3388,1204,Construction Supervision,Advanced
3389,1204,Tiling,Advanced
3390,1205,Vehicle Maintenance,Intermediate
3391,1205,Heavy Vehicle Driving,Advanced
3392,1205,Driving,Advanced
3393,1206,Plumbing,Basic
3394,1206,Carpentry,Intermediate
3395,1206,Painting,Advanced
3396,1207,Quality Inspection,Intermediate
3397,1207,Metal Fabrication,Intermediate
3398,1207,Machine Operation,Intermediate
3399,1208,Painting,Basic
3400,1209,Textile Machine Operation,Advanced
3401,1209,Sewing,Intermediate
3402,1209,Tailoring,Intermediate
3403,1210,Plumbing,Intermediate
3404,1210,Carpentry,Basic
3405,1211,Housekeeping,Basic
3406,1211,Laundry,Basic
3407,1211,Cooking,Intermediate
3408,1211,Childcare,Intermediate
3409,1212,Tailoring,Basic
3410,1213,Sewing,Intermediate
3411,1214,Electrical,Basic
3412,1214,Painting,Basic
3413,1214,Construction Supervision,Basic
3414,1215,Cooking,Advanced
3415,1215,Laundry,Intermediate
3416,1215,Home Cleaning,Advanced
3417,1216,Bar Bending,Basic
3418,1216,Plumbing,Intermediate
3419,1216,Carpentry,Intermediate
3420,1216,Painting,Advanced
3421,1216,Masonry,Basic
3422,1217,Construction Supervision,Basic
3423,1217,Electrical,Basic
3424,1217,Masonry,Intermediate
3425,1217,Tiling,Intermediate
3426,1217,Painting,Advanced
3427,1218,Banquet Service,Intermediate
3428,1219,Driving,Basic
3429,1219,Heavy Vehicle Driving,Intermediate
3430,1219,Vehicle Maintenance,Intermediate
3431,1220,Carpentry,Basic
3432,1220,Construction Supervision,Advanced
3433,1220,Tiling,Basic
3434,1221,Tiling,Basic
3435,1221,Shuttering Carpentry,Advanced
3436,1221,Electrical,Advanced
3437,1221,Masonry,Intermediate
3438,1222,Driving,Intermediate
3439,1222,Forklift Operation,Basic
3440,1222,Heavy Vehicle Driving,Intermediate
3441,1222,Delivery Driving,Intermediate
3442,1222,Vehicle Maintenance,Intermediate
3443,1223,Security Guarding,Intermediate
3444,1223,Welding,Advanced
3445,1223,Caregiving,Basic
3446,1223,Delivery Driving,Basic
3447,1224,Teaching Assistance,Basic
3448,1225,Carpentry,Advanced
3449,1225,Construction Supervision,Basic
3450,1225,Bar Bending,Basic
3451,1225,Shuttering Carpentry,Intermediate
3452,1225,Welding,Advanced
3453,1226,Caregiving,Basic
3454,1226,First Aid,Intermediate
3455,1226,Patient Care,Advanced
3456,1227,Painting,Intermediate
3457,1228,Retail Sales,Advanced
3458,1229,Textile Machine Operation,Intermediate
3459,1229,Garment Quality Control,Advanced
3460,1229,Tailoring,Advanced
3461,1229,Sewing,Advanced
3462,1230,Beauty Therapy,Intermediate
3463,1230,Makeup Artistry,Basic
3464,1230,Hairdressing,Intermediate
3465,1231,Hotel Housekeeping,Intermediate
3466,1231,Front Desk Operations,Basic
3467,1231,Food Preparation,Advanced
3468,1231,Serving,Intermediate
3469,1231,Barista Skills,Advanced
3470,1232,Packing,Intermediate
3471,1233,Janitorial Skills,Intermediate
3472,1233,Facility Maintenance,Basic
3473,1234,Caregiving,Intermediate
3474,1234,Childcare,Basic
3475,1234,Laundry,Advanced
3476,1235,Shuttering Carpentry,Advanced
3477,1235,Carpentry,Advanced
3478,1235,Painting,Basic
3479,1236,Customer Service,Intermediate
3480,1236,Retail Sales,Intermediate
3481,1237,Childcare,Intermediate
3482,1237,Patient Care,Advanced
3483,1237,First Aid,Intermediate
3484,1237,Elderly Care,Basic
3485,1238,Plumbing,Advanced
3486,1239,Shuttering Carpentry,Advanced
3487,1239,Plumbing,Advanced
3488,1240,Horticulture,Intermediate
3489,1240,Farming,Intermediate
3490,1240,Fishing,Advanced
3491,1240,Livestock Management,Intermediate
3492,1241,Banquet Service,Intermediate
3493,1242,Bar Bending,Intermediate
3494,1242,Masonry,Basic
3495,1243,Shuttering Carpentry,Intermediate
3496,1244,Cooking,Intermediate
3497,1244,Housekeeping,Advanced
3498,1245,Hotel Housekeeping,Advanced
3499,1245,Serving,Advanced
3500,1245,Kitchen Assistance,Intermediate
3501,1245,Guest Relations,Basic
3502,1245,Food Preparation,Advanced
3503,1246,Machine Operation,Advanced
3504,1246,Welding,Basic
3505,1246,Metal Fabrication,Intermediate
3506,1246,Quality Inspection,Intermediate
3507,1247,Laundry,Advanced
3508,1248,Childcare,Basic
3509,1248,Laundry,Advanced
3510,1248,Home Cleaning,Basic
3511,1249,Health Aide,Intermediate
3512,1249,Nursing,Intermediate
3513,1249,Patient Care,Basic
3514,1249,First Aid,Basic
3515,1250,Teaching Assistance,Advanced
3516,1251,Sewing,Basic
3517,1251,Garment Quality Control,Advanced
3518,1252,Heavy Vehicle Driving,Advanced
3519,1252,Concrete Mixing,Advanced
3520,1252,Accounting,Basic
3521,1252,Excel,Intermediate
3522,1252,MS Office,Intermediate
3523,1253,Food Preparation,Basic
3524,1253,Banquet Service,Advanced
3525,1254,Home Cleaning,Advanced
3526,1254,Housekeeping,Advanced
3527,1255,Bookkeeping,Basic
3528,1255,Excel,Intermediate
3529,1255,MS Office,Intermediate
3530,1256,Cooking,Basic
3531,1256,Caregiving,Basic
3532,1256,Housekeeping,Basic
3533,1257,Excel,Advanced
3534,1258,Retail Sales,Advanced
3535,1258,Inventory Management,Basic
3536,1258,Customer Service,Basic
3537,1259,Front Desk Operations,Intermediate
3538,1260,Construction Supervision,Basic
3539,1260,Welding,Advanced
3540,1260,Electrical,Intermediate
3541,1260,Masonry,Basic
3542,1260,Bar Bending,Intermediate
3543,1261,Horticulture,Basic
3544,1261,Fishing,Advanced
3545,1261,Farming,Intermediate
3546,1262,Cooking,Basic
3547,1262,Home Cleaning,Advanced
3548,1262,Laundry,Intermediate
3549,1263,Garment Quality Control,Basic
3550,1264,Sewing,Intermediate
3551,1264,Garment Quality Control,Advanced
3552,1264,Tailoring,Advanced
3553,1265,First Aid,Advanced
3554,1265,Childcare,Basic
3555,1265,Caregiving,Intermediate
3556,1265,Patient Care,Advanced
3557,1265,Elderly Care,Advanced
3558,1266,Housekeeping,Intermediate
3559,1266,Home Cleaning,Basic
3560,1267,Home Cleaning,Advanced
3561,1268,Hotel Housekeeping,Basic
3562,1268,Guest Relations,Basic
3563,1268,Barista Skills,Basic
3564,1268,Kitchen Assistance,Advanced
3565,1268,Serving,Intermediate
3566,1269,Caregiving,Basic
3567,1269,Elderly Care,Basic
3568,1269,First Aid,Advanced
3569,1269,Patient Care,Advanced
3570,1269,Childcare,Basic
3571,1270,Patient Care,Intermediate
3572,1270,Nursing,Basic
3573,1271,Caregiving,Basic
3574,1272,Home Cleaning,Basic
3575,1272,Caregiving,Basic
3576,1272,Laundry,Advanced
3577,1273,Construction Supervision,Advanced
3578,1273,Carpentry,Intermediate
3579,1274,Tiling,Basic
3580,1274,Painting,Intermediate
3581,1274,Plumbing,Intermediate
3582,1274,Bar Bending,Advanced
3583,1274,Shuttering Carpentry,Advanced
3584,1275,Construction Supervision,Advanced
3585,1276,Nursing,Intermediate
3586,1277,Laundry,Basic
3587,1277,Home Cleaning,Advanced
3588,1277,Housekeeping,Basic
3589,1277,Cooking,Intermediate
3590,1278,Painting,Intermediate
3591,1278,Bar Bending,Basic
3592,1279,Makeup Artistry,Intermediate
3593,1279,Hairdressing,Advanced
3594,1279,Beauty Therapy,Intermediate
3595,1280,Food Preparation,Basic
3596,1280,Front Desk Operations,Advanced
3597,1280,Kitchen Assistance,Basic
3598,1280,Serving,Advanced
3599,1281,Bookkeeping,Basic
3600,1281,MS Office,Basic
3601,1281,Excel,Basic
3602,1281,IT Skills,Basic
3603,1281,Administrative Support,Advanced
3604,1282,Front Desk Operations,Intermediate
3605,1282,Guest Relations,Intermediate
3606,1282,Kitchen Assistance,Advanced
3607,1282,Banquet Service,Advanced
3608,1283,Inventory Management,Basic
3609,1283,Customer Service,Intermediate
3610,1284,Shuttering Carpentry,Basic
3611,1285,Guest Relations,Advanced
3612,1286,Textile Machine Operation,Advanced
3613,1286,Garment Quality Control,Intermediate
3614,1286,Tailoring,Basic
3615,1287,Serving,Advanced
3616,1287,Barista Skills,Intermediate
3617,1287,Kitchen Assistance,Advanced
3618,1287,Hotel Housekeeping,Intermediate
3619,1288,Garment Quality Control,Advanced
3620,1288,Textile Machine Operation,Advanced
3621,1288,Tailoring,Intermediate
3622,1288,Sewing,Intermediate
3623,1289,Kitchen Assistance,Intermediate
3624,1289,Guest Relations,Advanced
3625,1289,Front Desk Operations,Basic
3626,1289,Serving,Advanced
3627,1289,Barista Skills,Basic
3628,1290,Home Cleaning,Intermediate
3629,1291,Garment Quality Control,Basic
3630,1292,Textile Machine Operation,Intermediate
3631,1292,Garment Quality Control,Advanced
3632,1292,Sewing,Intermediate
3633,1292,Tailoring,Intermediate
3634,1293,CCTV Monitoring,Intermediate
3635,1293,Security Guarding,Intermediate
3636,1294,Laundry,Basic
3637,1294,Caregiving,Advanced
3638,1295,Metal Fabrication,Advanced
3639,1295,Welding,Advanced
3640,1296,Hairdressing,Advanced
3641,1296,Carpentry,Intermediate
3642,1296,Kitchen Assistance,Intermediate
3643,1296,Packing,Basic
3644,1296,Makeup Artistry,Basic
3645,1297,Home Cleaning,Intermediate
3646,1297,Childcare,Intermediate
3647,1297,Caregiving,Intermediate
3648,1297,Cooking,Advanced
3649,1297,Housekeeping,Basic
3650,1298,Facility Maintenance,Intermediate
3651,1298,Janitorial Skills,Basic
3652,1299,Packing,Intermediate
3653,1299,Logistics Coordination,Intermediate
3654,1299,Inventory Management,Advanced
3655,1300,Sewing,Intermediate
3656,1300,Tailoring,Advanced
3657,1300,Textile Machine Operation,Basic
3658,1301,Guest Relations,Advanced
3659,1302,CCTV Monitoring,Intermediate
3660,1302,Security Guarding,Advanced
3661,1303,Welding,Basic
3662,1304,Cooking,Intermediate
3663,1305,Tiling,Basic
3664,1305,Construction Supervision,Intermediate
3665,1305,Electrical,Basic
3666,1306,Quality Inspection,Basic
3667,1306,Machine Operation,Basic
3668,1307,Electrical,Intermediate
3669,1307,Masonry,Intermediate
3670,1307,Plumbing,Advanced
3671,1307,Tiling,Advanced
3672,1308,Childcare,Advanced
3673,1308,Elderly Care,Advanced
3674,1308,Health Aide,Basic
3675,1309,Cooking,Basic
3676,1309,Childcare,Advanced
3677,1309,Home Cleaning,Intermediate
3678,1309,Laundry,Intermediate
3679,1309,Caregiving,Basic
3680,1310,Caregiving,Advanced
3681,1310,Childcare,Intermediate
3682,1310,Elderly Care,Intermediate
3683,1311,Caregiving,Advanced
3684,1311,Elderly Care,Intermediate
3685,1311,Nursing,Intermediate
3686,1311,Childcare,Intermediate
3687,1311,First Aid,Intermediate
3688,1312,Food Preparation,Advanced
3689,1312,Serving,Basic
3690,1312,Guest Relations,Intermediate
3691,1313,Driving,Intermediate
3692,1314,Farming,Basic
3693,1314,Fishing,Advanced
3694,1314,Horticulture,Advanced
3695,1314,Livestock Management,Basic
3696,1315,Laundry,Intermediate
3697,1315,Cooking,Advanced
3698,1316,Cooking,Basic
3699,1316,Caregiving,Basic
3700,1316,Childcare,Intermediate
3701,1317,Security Guarding,Advanced
3702,1318,Front Desk Operations,Basic
3703,1318,Banquet Service,Basic
3704,1318,Serving,Basic
3705,1319,Packing,Basic
3706,1319,Logistics Coordination,Intermediate
3707,1320,Inventory Management,Basic
3708,1320,Packing,Basic
3709,1320,Logistics Coordination,Intermediate
3710,1321,Patient Care,Intermediate
3711,1321,Health Aide,Intermediate
3712,1321,Childcare,Advanced
3713,1322,Welding,Intermediate
3714,1322,Metal Fabrication,Advanced
3715,1323,Plumbing,Advanced
3716,1323,Electrical,Basic
3717,1323,Construction Supervision,Basic
3718,1324,Security Guarding,Advanced
3719,1324,CCTV Monitoring,Basic
3720,1325,Carpentry,Advanced
3721,1325,Welding,Basic
3722,1325,Plumbing,Basic
3723,1326,Welding,Advanced
3724,1326,Tiling,Advanced
3725,1326,Plumbing,Basic
3726,1326,Shuttering Carpentry,Intermediate
3727,1327,Serving,Intermediate
3728,1327,Kitchen Assistance,Advanced
3729,1327,Hotel Housekeeping,Basic
3730,1327,Guest Relations,Advanced
3731,1327,Food Preparation,Advanced
3732,1328,Carpentry,Advanced
3733,1329,Textile Machine Operation,Basic
3734,1329,Garment Quality Control,Basic
3735,1330,Carpentry,Basic
3736,1330,Masonry,Intermediate
3737,1330,Electrical,Intermediate
3738,1330,Painting,Basic
3739,1331,Vehicle Maintenance,Basic
3740,1332,Fishing,Advanced
3741,1332,Horticulture,Advanced
3742,1332,Livestock Management,Basic
3743,1332,Farming,Advanced
3744,1333,Farming,Basic
3745,1334,Housekeeping,Basic
3746,1334,Childcare,Intermediate
3747,1335,Textile Machine Operation,Advanced
3748,1336,Childcare,Intermediate
3749,1336,Patient Care,Intermediate
3750,1336,Health Aide,Basic
3751,1337,Janitorial Skills,Intermediate
3752,1338,Tailoring,Advanced
3753,1338,Textile Machine Operation,Intermediate
3754,1338,Garment Quality Control,Basic
3755,1338,Sewing,Basic
3756,1339,Janitorial Skills,Intermediate
3757,1339,Facility Maintenance,Intermediate
3758,1340,Painting,Intermediate
3759,1340,Shuttering Carpentry,Advanced
3760,1341,Patient Care,Basic
3761,1342,Caregiving,Advanced
3762,1342,Home Cleaning,Basic
3763,1342,Cooking,Advanced
3764,1342,Housekeeping,Basic
3765,1343,CCTV Monitoring,Intermediate
3766,1344,Childcare,Advanced
3767,1344,Housekeeping,Intermediate
3768,1344,Laundry,Intermediate
3769,1344,Cooking,Advanced
3770,1345,Machine Operation,Advanced
3771,1345,Quality Inspection,Intermediate
3772,1346,Security Guarding,Advanced
3773,1346,CCTV Monitoring,Intermediate
3774,1347,Sewing,Basic
3775,1347,Garment Quality Control,Basic
3776,1347,Tailoring,Advanced
3777,1347,Textile Machine Operation,Basic
3778,1348,Welding,Basic
3779,1348,Metal Fabrication,Intermediate
3780,1348,Quality Inspection,Intermediate
3781,1348,Machine Operation,Advanced
3782,1349,Food Preparation,Basic
3783,1349,Kitchen Assistance,Basic
3784,1349,Guest Relations,Basic
3785,1350,CCTV Monitoring,Advanced
3786,1350,Security Guarding,Advanced
3787,1351,Housekeeping,Basic
3788,1351,Laundry,Intermediate
3789,1352,Construction Supervision,Intermediate
3790,1352,Painting,Advanced
3791,1353,Laundry,Basic
3792,1353,Caregiving,Advanced
3793,1354,Banquet Service,Basic
3794,1355,First Aid,Intermediate
3795,1355,Elderly Care,Basic
3796,1355,Childcare,Basic
3797,1355,Nursing,Intermediate
3798,1355,Patient Care,Advanced
3799,1356,Masonry,Basic
3800,1356,Electrical,Intermediate
3801,1356,Construction Supervision,Intermediate
3802,1356,Tiling,Intermediate
3803,1356,Bar Bending,Intermediate
3804,1357,Bookkeeping,Basic
3805,1358,Barista Skills,Intermediate
3806,1358,Hotel Housekeeping,Advanced
3807,1358,Food Preparation,Advanced
3808,1358,Front Desk Operations,Intermediate
3809,1359,Plumbing,Basic
3810,1359,Shuttering Carpentry,Intermediate
3811,1360,Childcare,Basic
3812,1360,Home Cleaning,Basic
3813,1360,Laundry,Basic
3814,1360,Caregiving,Advanced
3815,1360,Cooking,Basic
3816,1361,First Aid,Intermediate
3817,1361,Childcare,Basic
3818,1361,Patient Care,Advanced
3819,1361,Caregiving,Advanced
3820,1361,Health Aide,Basic
3821,1362,Livestock Management,Advanced
3822,1362,Horticulture,Intermediate
3823,1362,Farming,Intermediate
3824,1363,Teaching Assistance,Basic
3825,1364,Vehicle Maintenance,Intermediate
3826,1364,Driving,Advanced
3827,1364,Heavy Vehicle Driving,Advanced
3828,1365,Childcare,Advanced
3829,1365,Laundry,Intermediate
3830,1366,Vehicle Maintenance,Advanced
3831,1366,Excel,Advanced
3832,1366,Masonry,Intermediate
3833,1366,Retail Sales,Basic
3834,1367,Quality Inspection,Intermediate
3835,1367,Welding,Advanced
3836,1367,Machine Operation,Basic
3837,1367,Metal Fabrication,Advanced
3838,1368,Logistics Coordination,Intermediate
3839,1368,Packing,Advanced
3840,1368,Inventory Management,Basic
3841,1369,Quality Inspection,Basic
3842,1369,Metal Fabrication,Intermediate
3843,1369,Machine Operation,Intermediate
3844,1369,Welding,Basic
3845,1370,Cooking,Intermediate
3846,1370,Caregiving,Intermediate
3847,1370,Laundry,Basic
3848,1371,Delivery Driving,Advanced
3849,1371,Heavy Vehicle Driving,Basic
3850,1371,Forklift Operation,Basic
3851,1372,Inventory Management,Advanced
3852,1373,Teaching Assistance,Intermediate
3853,1374,Guest Relations,Basic
3854,1374,Banquet Service,Advanced
3855,1374,Kitchen Assistance,Advanced
3856,1375,Electrical,Advanced
3857,1375,Carpentry,Intermediate
3858,1375,Bar Bending,Advanced
3859,1375,Masonry,Advanced
3860,1375,Plumbing,Intermediate
3861,1376,Security Guarding,Advanced
3862,1377,Housekeeping,Intermediate
3863,1378,Food Preparation,Basic
3864,1378,Barista Skills,Intermediate
3865,1378,Kitchen Assistance,Intermediate
3866,1379,Sewing,Advanced
3867,1379,Tailoring,Intermediate
