LanguageID,PersonalID,LanguageName,ProficiencyLevel,ProofOfProficiency
5645,2764,English,Fluent,None
5646,2764,Japanese,Basic,
5647,2764,Sinhala,Advanced,None
5648,2765,Arabic,Advanced,None
5649,2765,Hebrew,Intermediate,
5650,2766,Tamil,Basic,
5651,2767,English,Intermediate,
5652,2768,Tamil,Intermediate,
5653,2769,Arabic,Basic,
5654,2769,Sinhala,Intermediate,
5655,2770,Tamil,Basic,
5656,2770,Japanese,Intermediate,
5657,2771,Italian,Advanced,Certificate
5658,2772,Tamil,Basic,
5659,2772,English,Basic,
5660,2772,Arabic,Advanced,None
5661,2773,Arabic,Basic,
5662,2773,Hebrew,Intermediate,
5663,2774,Tamil,Intermediate,
5664,2774,Japanese,Advanced,Test Score
5665,2774,Sinhala,Fluent,None
5666,2775,Arabic,Intermediate,
5667,2776,Korean,Intermediate,
5668,2777,Arabic,Intermediate,
5669,2778,English,Fluent,Certificate
5670,2779,Tamil,Basic,
5671,2779,English,Intermediate,
5672,2780,Tamil,Basic,
5673,2781,English,Advanced,Test Score
5674,2781,Arabic,Advanced,Certificate
5675,2782,French,Advanced,Test Score
5676,2782,Arabic,Basic,
5677,2783,English,Basic,
5678,2783,Sinhala,Advanced,Certificate
5679,2784,English,Advanced,Certificate
5680,2785,Tamil,Advanced,Test Score
5681,2785,English,Basic,
5682,2785,Arabic,Fluent,None
5683,2786,English,Advanced,None
5684,2787,Korean,Basic,
5685,2787,English,Intermediate,
5686,2787,Arabic,Basic,
5687,2788,English,Intermediate,
5688,2789,English,Basic,
5689,2789,Sinhala,Fluent,Test Score
5690,2790,Korean,Basic,
5691,2790,English,Basic,
5692,2791,Korean,Intermediate,
5693,2791,English,Basic,
5694,2791,Sinhala,Advanced,Test Score
5695,2792,Hebrew,Basic,
5696,2793,English,Advanced,Test Score
5697,2793,Sinhala,Intermediate,
5698,2794,English,Basic,
5699,2795,Arabic,Basic,
5700,2796,English,Advanced,None
5701,2796,Sinhala,Basic,
5702,2797,Sinhala,Basic,
5703,2798,Hindi,Fluent,Certificate
5704,2798,Arabic,Intermediate,
5705,2799,English,Intermediate,
5706,2799,Hebrew,Basic,
5707,2800,English,Advanced,Certificate
5708,2801,Hindi,Intermediate,
5709,2801,Sinhala,Basic,
5710,2801,Italian,Advanced,Certificate
5711,2801,Japanese,Advanced,Certificate
5712,2802,English,Intermediate,
5713,2802,Italian,Basic,
5714,2803,English,Intermediate,
5715,2804,Hindi,Advanced,Test Score
5716,2804,Hebrew,Advanced,Certificate
5717,2805,English,Intermediate,
5718,2805,Arabic,Basic,
5719,2806,English,Intermediate,
5720,2807,Sinhala,Intermediate,
5721,2808,Tagalog,Advanced,None
5722,2808,Arabic,Advanced,None
5723,2808,Sinhala,Intermediate,
5724,2809,Tamil,Intermediate,
5725,2809,English,Basic,
5726,2809,Hebrew,Advanced,None
5727,2810,Arabic,Advanced,Test Score
5728,2811,English,Basic,
5729,2811,Italian,Intermediate,
5730,2812,Tamil,Advanced,Test Score
5731,2812,English,Basic,
5732,2813,English,Basic,
5733,2813,Arabic,Basic,
5734,2813,Sinhala,Intermediate,
5735,2814,Sinhala,Basic,
5736,2814,English,Basic,
5737,2814,Hebrew,Advanced,Certificate
5738,2815,Arabic,Basic,
5739,2815,Sinhala,Basic,
5740,2816,Tamil,Intermediate,
5741,2816,English,Intermediate,
5742,2816,Arabic,Intermediate,
5743,2817,Sinhala,Basic,
5744,2818,English,Basic,
5745,2818,Arabic,Advanced,Certificate
5746,2819,Italian,Basic,
5747,2819,Sinhala,Intermediate,
5748,2820,Hindi,Intermediate,
5749,2820,Arabic,Basic,
5750,2821,Tamil,Advanced,None
5751,2821,English,Intermediate,
5752,2821,Arabic,Advanced,None
5753,2822,Arabic,Intermediate,
5754,2823,English,Advanced,None
5755,2823,Italian,Fluent,None
5756,2824,Arabic,Fluent,None
5757,2824,English,Basic,
5758,2824,Japanese,Advanced,Certificate
5759,2824,Sinhala,Intermediate,
5760,2825,Tamil,Advanced,None
5761,2825,Arabic,Basic,
5762,2826,Arabic,Advanced,Certificate
5763,2827,Tamil,Advanced,None
5764,2827,English,Intermediate,
5765,2827,Arabic,Basic,
5766,2827,Sinhala,Basic,
5767,2828,English,Basic,
5768,2828,Arabic,Basic,
5769,2829,Korean,Basic,
5770,2829,Arabic,Basic,
5771,2830,Hindi,Intermediate,
5772,2830,English,Basic,
5773,2831,English,Intermediate,
5774,2831,Sinhala,Intermediate,
5775,2832,Arabic,Intermediate,
5776,2832,Hebrew,Intermediate,
5777,2833,Sinhala,Intermediate,
5778,2834,Arabic,Advanced,Test Score
5779,2834,Japanese,Basic,
5780,2835,English,Intermediate,
5781,2836,English,Advanced,Certificate
5782,2836,Arabic,Basic,
5783,2837,Arabic,Basic,
5784,2838,Tamil,Basic,
5785,2838,English,Basic,
5786,2838,Sinhala,Basic,
5787,2839,Arabic,Fluent,Certificate
5788,2840,Tamil,Basic,
5789,2840,English,Intermediate,
5790,2840,Sinhala,Intermediate,
5791,2841,Arabic,Basic,
5792,2842,Sinhala,Basic,
5793,2843,English,Basic,
5794,2843,Sinhala,Basic,
5795,2844,English,Advanced,Test Score
5796,2845,Sinhala,Fluent,None
5797,2846,Tamil,Basic,
5798,2846,English,Advanced,Certificate
5799,2846,Arabic,Advanced,Test Score
5800,2846,Sinhala,Basic,
5801,2847,Tamil,Intermediate,
5802,2847,Sinhala,Basic,
5803,2848,English,Fluent,None
5804,2848,Sinhala,Intermediate,
5805,2849,English,Intermediate,
5806,2850,English,Advanced,None
5807,2850,Sinhala,Fluent,Test Score
5808,2851,English,Fluent,Test Score
5809,2851,Arabic,Intermediate,
5810,2852,Tamil,Intermediate,
5811,2852,Sinhala,Advanced,None
5812,2853,Korean,Intermediate,
5813,2854,English,Basic,
5814,2855,English,Advanced,None
5815,2856,German,Basic,
5816,2856,Hebrew,Basic,
5817,2856,Arabic,Intermediate,
5818,2856,Sinhala,Intermediate,
5819,2857,Korean,Basic,
5820,2857,English,Intermediate,
5821,2857,Arabic,Fluent,None
5822,2858,Arabic,Basic,
5823,2858,Hebrew,Fluent,Test Score
5824,2859,English,Advanced,Test Score
5825,2860,Arabic,Intermediate,
5826,2860,Sinhala,Basic,
5827,2861,English,Advanced,Test Score
5828,2861,Arabic,Basic,
5829,2862,Arabic,Basic,
5830,2862,English,Intermediate,
5831,2862,Japanese,Advanced,Certificate
5832,2862,Sinhala,Advanced,Test Score
5833,2863,German,Intermediate,
5834,2863,English,Advanced,Test Score
5835,2863,Arabic,Basic,
5836,2863,Hebrew,Basic,
5837,2864,English,Basic,
5838,2865,Tamil,Advanced,Test Score
5839,2865,English,Basic,
5840,2865,Arabic,Intermediate,
5841,2866,English,Basic,
5842,2866,Sinhala,Intermediate,
5843,2867,Korean,Basic,
5844,2867,French,Basic,
5845,2868,English,Advanced,Certificate
5846,2868,Arabic,Basic,
5847,2869,English,Advanced,Test Score
5848,2869,Japanese,Intermediate,
5849,2869,Sinhala,Advanced,None
5850,2870,Arabic,Fluent,Test Score
5851,2871,Italian,Intermediate,
5852,2872,English,Intermediate,
5853,2872,Arabic,Intermediate,
5854,2873,English,Advanced,Certificate
5855,2873,Arabic,Intermediate,
5856,2874,English,Intermediate,
5857,2875,German,Basic,
5858,2875,Arabic,Basic,
5859,2875,Sinhala,Advanced,Certificate
5860,2876,Hebrew,Fluent,None
5861,2877,Tamil,Fluent,Certificate
5862,2877,English,Advanced,Test Score
5863,2877,Arabic,Intermediate,
5864,2877,Sinhala,Fluent,Test Score
5865,2878,Tamil,Advanced,Certificate
5866,2878,English,Intermediate,
5867,2878,Arabic,Intermediate,
5868,2879,Arabic,Intermediate,
5869,2880,Arabic,Intermediate,
5870,2881,Hindi,Fluent,None
5871,2881,Japanese,Advanced,Test Score
5872,2882,English,Intermediate,
5873,2883,English,Intermediate,
5874,2883,Sinhala,Basic,
5875,2884,Tamil,Basic,
5876,2884,Arabic,Basic,
5877,2884,Japanese,Basic,
5878,2885,English,Intermediate,
5879,2885,Italian,Basic,
5880,2886,Arabic,Advanced,None
5881,2886,Sinhala,Advanced,Test Score
5882,2887,Tamil,Intermediate,
5883,2887,Korean,Advanced,Certificate
5884,2887,English,Basic,
5885,2887,Japanese,Advanced,Certificate
5886,2888,English,Intermediate,
5887,2889,English,Advanced,Test Score
5888,2890,English,Basic,
5889,2891,English,Intermediate,
5890,2891,Arabic,Intermediate,
5891,2892,English,Basic,
5892,2892,Arabic,Advanced,None
5893,2893,Hindi,Fluent,None
5894,2893,Tamil,Basic,
5895,2893,Hebrew,Intermediate,
5896,2894,Tamil,Basic,
5897,2894,Arabic,Intermediate,
5898,2895,English,Intermediate,
5899,2895,Arabic,Intermediate,
5900,2896,English,Basic,
5901,2897,Hindi,Basic,
5902,2897,English,Intermediate,
5903,2897,Japanese,Basic,
5904,2897,Sinhala,Basic,
5905,2898,English,Intermediate,
5906,2898,Hebrew,Intermediate,
5907,2899,English,Basic,
5908,2899,Arabic,Basic,
5909,2900,English,Basic,
5910,2900,Hebrew,Intermediate,
5911,2901,Arabic,Fluent,None
5912,2901,Japanese,Basic,
5913,2902,Arabic,Advanced,Certificate
5914,2903,Tamil,Intermediate,
5915,2903,Sinhala,Basic,
5916,2904,English,Basic,
5917,2904,Arabic,Intermediate,
5918,2905,Tamil,Intermediate,
5919,2905,English,Advanced,Certificate
5920,2906,Arabic,Basic,
5921,2906,English,Advanced,None
5922,2906,Italian,Intermediate,
5923,2907,English,Basic,
5924,2907,Sinhala,Advanced,None
5925,2908,English,Basic,
5926,2909,Sinhala,Basic,
5927,2909,English,Advanced,Test Score
5928,2909,Hebrew,Intermediate,
5929,2910,Hebrew,Advanced,None
5930,2911,Tamil,Advanced,Test Score
5931,2911,English,Advanced,Test Score
5932,2911,Arabic,Intermediate,
5933,2911,Sinhala,Intermediate,
5934,2912,Japanese,Intermediate,
5935,2913,French,Intermediate,
5936,2914,English,Basic,
5937,2914,Arabic,Basic,
5938,2914,Sinhala,Intermediate,
5939,2915,Arabic,Advanced,Test Score
5940,2916,English,Basic,
5941,2917,Tamil,Fluent,Certificate
5942,2918,Tamil,Basic,
5943,2918,English,Intermediate,
5944,2918,Japanese,Basic,
5945,2918,Sinhala,Fluent,None
5946,2919,Arabic,Advanced,None
5947,2920,English,Intermediate,
5948,2920,Arabic,Basic,
5949,2921,English,Advanced,None
5950,2922,Tamil,Basic,
5951,2922,English,Intermediate,
5952,2922,Japanese,Basic,
5953,2923,Arabic,Basic,
5954,2924,English,Basic,
5955,2924,Arabic,Basic,
5956,2925,Tamil,Basic,
5957,2925,Korean,Intermediate,
5958,2925,English,Basic,
5959,2926,Japanese,Fluent,Certificate
5960,2926,Hebrew,Intermediate,
5961,2927,Tamil,Basic,
5962,2927,English,Basic,
5963,2927,Sinhala,Basic,
5964,2928,Arabic,Basic,
5965,2929,Tamil,Fluent,Certificate
5966,2929,English,Intermediate,
5967,2929,Arabic,Intermediate,
5968,2930,English,Advanced,None
5969,2931,Arabic,Basic,
5970,2932,Korean,Fluent,Test Score
5971,2932,English,Advanced,Test Score
5972,2933,Tamil,Basic,
5973,2933,Hebrew,Advanced,Test Score
5974,2934,Tamil,Intermediate,
5975,2934,English,Basic,
5976,2934,Arabic,Advanced,Certificate
5977,2935,Hebrew,Fluent,Certificate
5978,2935,Korean,Basic,
5979,2935,Sinhala,Basic,
5980,2936,English,Basic,
5981,2937,English,Basic,
5982,2937,Arabic,Advanced,None
5983,2938,German,Basic,
5984,2938,Arabic,Basic,
5985,2938,Hebrew,Basic,
5986,2938,Tagalog,Advanced,Test Score
5987,2939,Hindi,Intermediate,
5988,2939,Arabic,Intermediate,
5989,2940,English,Advanced,Certificate
5990,2940,Arabic,Intermediate,
5991,2940,Japanese,Basic,
5992,2941,Tamil,Basic,
5993,2941,English,Basic,
5994,2942,English,Basic,
5995,2943,Arabic,Basic,
5996,2943,Sinhala,Intermediate,
5997,2944,Hindi,Advanced,None
5998,2944,Arabic,Advanced,Test Score
5999,2944,Sinhala,Intermediate,
6000,2945,Arabic,Basic,
6001,2946,English,Basic,
6002,2946,Arabic,Intermediate,
6003,2947,English,Basic,
6004,2948,English,Advanced,Certificate
6005,2949,English,Basic,
6006,2949,Arabic,Intermediate,
6007,2949,Sinhala,Basic,
6008,2950,Tamil,Intermediate,
6009,2950,English,Intermediate,
6010,2951,Korean,Basic,
6011,2951,English,Intermediate,
6012,2952,English,Intermediate,
6013,2952,Arabic,Basic,
6014,2953,English,Advanced,None
6015,2953,Sinhala,Intermediate,
6016,2954,Arabic,Basic,
6017,2955,Hebrew,Intermediate,
6018,2956,Tamil,Intermediate,
6019,2956,English,Advanced,None
6020,2956,Arabic,Advanced,Test Score
6021,2957,Hindi,Basic,
6022,2957,English,Intermediate,
6023,2958,Sinhala,Advanced,Certificate
6024,2959,Tamil,Intermediate,
6025,2959,English,Advanced,None
6026,2959,Sinhala,Advanced,Test Score
6027,2960,Arabic,Fluent,None
6028,2961,Hindi,Intermediate,
6029,2961,English,Basic,
6030,2962,Arabic,Basic,
6031,2963,Hindi,Basic,
6032,2963,English,Advanced,Test Score
6033,2963,Sinhala,Intermediate,
6034,2964,English,Intermediate,
6035,2965,English,Basic,
6036,2965,Japanese,Intermediate,
6037,2966,Tamil,Intermediate,
6038,2966,English,Basic,
6039,2966,Arabic,Intermediate,
6040,2966,Sinhala,Basic,
6041,2967,Sinhala,Advanced,Certificate
6042,2968,English,Basic,
6043,2969,Tamil,Advanced,Test Score
6044,2969,Arabic,Intermediate,
6045,2970,Arabic,Intermediate,
6046,2970,Hebrew,Basic,
6047,2971,Korean,Basic,
6048,2971,English,Fluent,Test Score
6049,2971,Sinhala,Intermediate,
6050,2972,English,Intermediate,
6051,2972,Arabic,Intermediate,
6052,2973,English,Basic,
6053,2974,Tamil,Intermediate,
6054,2974,English,Advanced,Test Score
6055,2974,Japanese,Basic,
6056,2975,English,Advanced,None
6057,2976,English,Intermediate,
6058,2977,Tamil,Intermediate,
6059,2977,English,Basic,
6060,2978,Arabic,Basic,
6061,2979,Korean,Intermediate,
6062,2980,Arabic,Intermediate,
6063,2981,Hindi,Intermediate,
6064,2981,English,Advanced,Certificate
6065,2981,Arabic,Intermediate,
6066,2982,English,Advanced,Test Score
6067,2983,English,Fluent,Test Score
6068,2983,Arabic,Basic,
6069,2984,Arabic,Advanced,Test Score
6070,2984,Italian,Advanced,Test Score
6071,2985,English,Intermediate,
6072,2986,English,Advanced,Certificate
6073,2987,English,Advanced,Test Score
6074,2987,Tagalog,Basic,
6075,2988,Arabic,Advanced,None
6076,2989,English,Basic,
6077,2989,Arabic,Intermediate,
6078,2989,Sinhala,Advanced,None
6079,2990,Hindi,Advanced,None
6080,2990,Tamil,Advanced,Certificate
6081,2990,German,Basic,
6082,2990,Italian,Advanced,Test Score
6083,2991,Korean,Intermediate,
6084,2991,English,Intermediate,
6085,2991,Arabic,Intermediate,
6086,2992,Tamil,Basic,
6087,2992,Arabic,Intermediate,
6088,2993,Arabic,Intermediate,
6089,2993,Sinhala,Basic,
6090,2994,Tamil,Advanced,None
6091,2995,Hindi,Basic,
6092,2996,English,Advanced,Test Score
6093,2997,Korean,Basic,
6094,2998,Sinhala,Basic,
6095,2999,English,Intermediate,
6096,2999,Arabic,Basic,
6097,3000,Sinhala,Basic,
6098,3001,English,Basic,
6099,3001,Hebrew,Fluent,None
6100,3002,Hindi,Basic,
6101,3003,Arabic,Basic,
6102,3004,Arabic,Intermediate,
6103,3005,Tamil,Intermediate,
6104,3005,English,Basic,
6105,3005,Sinhala,Intermediate,
6106,3006,English,Basic,
6107,3007,German,Intermediate,
6108,3007,Tamil,Basic,
6109,3007,Arabic,Basic,
6110,3007,Italian,Basic,
6111,3008,Japanese,Intermediate,
6112,3009,English,Advanced,Test Score
6113,3010,Tamil,Basic,
6114,3010,English,Advanced,Test Score
6115,3010,Arabic,Intermediate,
6116,3010,Sinhala,Intermediate,
6117,3011,Arabic,Basic,
6118,3012,English,Basic,
6119,3013,Italian,Intermediate,
6120,3013,Arabic,Advanced,None
6121,3014,Arabic,Advanced,None
6122,3014,Sinhala,Basic,
6123,3015,Sinhala,Intermediate,
6124,3016,English,Intermediate,
6125,3017,Hindi,Basic,
6126,3017,Arabic,Advanced,Test Score
6127,3017,Sinhala,Fluent,Certificate
6128,3018,English,Advanced,None
6129,3018,Arabic,Advanced,Test Score
6130,3019,English,Basic,
6131,3019,Italian,Intermediate,
6132,3020,German,Intermediate,
6133,3020,Tamil,Basic,
6134,3020,English,Basic,
6135,3021,English,Fluent,Test Score
6136,3021,Sinhala,Basic,
6137,3022,Tamil,Fluent,Certificate
6138,3022,Arabic,Intermediate,
6139,3023,Arabic,Basic,
6140,3024,Korean,Intermediate,
6141,3024,English,Basic,
6142,3025,Arabic,Intermediate,
6143,3026,Tamil,Advanced,None
6144,3026,Arabic,Basic,
6145,3027,English,Basic,
6146,3028,English,Intermediate,
6147,3028,Italian,Intermediate,
6148,3029,Tamil,Fluent,Test Score
6149,3029,English,Intermediate,
6150,3030,English,Basic,
6151,3030,Arabic,Basic,
6152,3030,Sinhala,Advanced,Test Score
6153,3031,German,Intermediate,
6154,3031,Arabic,Advanced,Certificate
6155,3032,Korean,Basic,
6156,3032,English,Basic,
6157,3032,Arabic,Basic,
6158,3032,Sinhala,Fluent,None
6159,3033,Arabic,Intermediate,
6160,3034,Sinhala,Basic,
6161,3035,Arabic,Intermediate,
6162,3036,English,Intermediate,
6163,3037,Hindi,Intermediate,
6164,3037,English,Intermediate,
6165,3037,Arabic,Fluent,None
6166,3037,Sinhala,Basic,
6167,3038,Korean,Basic,
6168,3038,Arabic,Intermediate,
6169,3038,Hebrew,Advanced,None
6170,3039,English,Basic,
6171,3039,Arabic,Advanced,None
6172,3039,Sinhala,Basic,
6173,3040,Korean,Advanced,Test Score
6174,3040,English,Fluent,Certificate
6175,3040,Arabic,Advanced,Certificate
6176,3041,Arabic,Advanced,Certificate
6177,3042,English,Intermediate,
6178,3043,English,Fluent,None
6179,3044,Tagalog,Intermediate,
6180,3044,Japanese,Intermediate,
6181,3044,Sinhala,Basic,
6182,3045,Hebrew,Basic,
6183,3046,English,Basic,
6184,3046,Arabic,Basic,
6185,3046,Sinhala,Advanced,Test Score
6186,3047,Hindi,Basic,
6187,3047,Arabic,Intermediate,
6188,3048,Arabic,Basic,
6189,3048,Sinhala,Basic,
6190,3049,English,Intermediate,
6191,3049,Arabic,Intermediate,
6192,3050,English,Basic,
6193,3050,Arabic,Basic,
6194,3051,Arabic,Advanced,Test Score
6195,3052,Arabic,Basic,
6196,3052,Sinhala,Intermediate,
6197,3053,Hindi,Intermediate,
6198,3053,Tamil,Basic,
6199,3053,English,Advanced,Test Score
6200,3054,Arabic,Basic,
6201,3055,French,Intermediate,
6202,3055,German,Intermediate,
6203,3055,English,Basic,
6204,3055,Sinhala,Intermediate,
6205,3056,Arabic,Basic,
6206,3056,Japanese,Intermediate,
6207,3057,English,Basic,
6208,3057,Arabic,Basic,
6209,3057,Japanese,Basic,
6210,3058,Tamil,Intermediate,
6211,3058,Arabic,Basic,
6212,3059,English,Basic,
6213,3059,Tagalog,Basic,
6214,3060,English,Fluent,Test Score
6215,3060,Arabic,Intermediate,
6216,3061,English,Basic,
6217,3062,English,Intermediate,
6218,3063,Korean,Intermediate,
6219,3063,English,Basic,
6220,3063,Arabic,Advanced,Test Score
6221,3063,Japanese,Advanced,Certificate
6222,3064,Arabic,Advanced,Certificate
6223,3064,Sinhala,Basic,
6224,3065,English,Advanced,Test Score
6225,3066,Tamil,Intermediate,
6226,3066,Arabic,Intermediate,
6227,3067,English,Basic,
6228,3068,Tamil,Advanced,Test Score
6229,3068,English,Fluent,None
6230,3069,English,Advanced,Test Score
6231,3069,Japanese,Fluent,None
6232,3070,English,Intermediate,
6233,3070,Arabic,Basic,
6234,3071,French,Intermediate,
6235,3071,Tamil,Advanced,None
6236,3071,English,Basic,
6237,3071,Hebrew,Intermediate,
6238,3072,Sinhala,Intermediate,
6239,3073,Hindi,Basic,
6240,3073,English,Advanced,Certificate
6241,3073,Sinhala,Advanced,None
6242,3074,Arabic,Basic,
6243,3075,Tamil,Intermediate,
6244,3076,Arabic,Intermediate,
6245,3076,Hebrew,Advanced,Certificate
6246,3077,Arabic,Basic,
6247,3077,English,Basic,
6248,3077,Japanese,Intermediate,
6249,3077,Sinhala,Advanced,Certificate
6250,3078,Tamil,Intermediate,
6251,3078,English,Intermediate,
6252,3079,English,Intermediate,
6253,3079,Sinhala,Intermediate,
6254,3080,Arabic,Intermediate,
6255,3081,French,Basic,
6256,3082,Arabic,Basic,
6257,3083,Hebrew,Advanced,Certificate
6258,3084,Korean,Basic,
6259,3084,English,Basic,
6260,3085,English,Basic,
6261,3085,Arabic,Intermediate,
6262,3086,Hebrew,Intermediate,
6263,3086,Sinhala,Basic,
6264,3087,Arabic,Intermediate,
6265,3087,Sinhala,Basic,
6266,3088,Arabic,Advanced,Certificate
6267,3088,Hebrew,Basic,
6268,3089,Tamil,Intermediate,
6269,3089,English,Advanced,Test Score
6270,3090,Hindi,Intermediate,
6271,3090,Tamil,Basic,
6272,3091,Tamil,Basic,
6273,3092,French,Intermediate,
6274,3092,Arabic,Basic,
6275,3092,Sinhala,Intermediate,
6276,3093,English,Fluent,Test Score
6277,3093,Arabic,Fluent,None
6278,3093,Sinhala,Basic,
6279,3094,English,Basic,
6280,3095,Arabic,Fluent,Certificate
6281,3095,English,Basic,
6282,3095,Tagalog,Intermediate,
6283,3096,Hindi,Intermediate,
6284,3096,Arabic,Basic,
6285,3097,German,Basic,
6286,3097,English,Intermediate,
6287,3097,Arabic,Intermediate,
6288,3098,English,Intermediate,
6289,3099,English,Basic,
6290,3099,Japanese,Intermediate,
6291,3100,English,Fluent,None
6292,3100,Arabic,Advanced,Test Score
6293,3101,English,Intermediate,
6294,3101,Arabic,Intermediate,
6295,3101,Sinhala,Basic,
6296,3102,Sinhala,Basic,
6297,3103,English,Intermediate,
6298,3104,Hindi,Advanced,Certificate
6299,3104,Arabic,Basic,
6300,3104,Hebrew,Intermediate,
6301,3105,English,Basic,
6302,3106,Hindi,Basic,
6303,3106,Tamil,Intermediate,
6304,3106,Korean,Basic,
6305,3106,English,Advanced,None
6306,3107,Tamil,Basic,
6307,3108,Tamil,Intermediate,
6308,3108,Korean,Basic,
6309,3109,Korean,Basic,
6310,3110,English,Intermediate,
6311,3110,Hebrew,Basic,
6312,3111,Tamil,Basic,
6313,3111,English,Intermediate,
6314,3112,Tamil,Basic,
6315,3112,Arabic,Advanced,Test Score
6316,3113,English,Basic,
6317,3113,Arabic,Basic,
6318,3113,Hebrew,Basic,
6319,3114,English,Fluent,Test Score
6320,3114,Arabic,Intermediate,
6321,3115,Sinhala,Fluent,Certificate
6322,3115,Arabic,Advanced,None
6323,3115,Hebrew,Intermediate,
6324,3116,English,Basic,
6325,3117,Tamil,Basic,
6326,3118,English,Intermediate,
6327,3118,Arabic,Intermediate,
6328,3119,Korean,Advanced,None
6329,3119,Sinhala,Basic,
6330,3120,English,Basic,
6331,3120,Arabic,Basic,
6332,3121,Hindi,Advanced,Test Score
6333,3121,Tamil,Advanced,Test Score
6334,3121,Japanese,Advanced,None
6335,3122,Tamil,Basic,
6336,3122,Arabic,Advanced,Test Score
6337,3123,Arabic,Basic,
6338,3124,Arabic,Basic,
6339,3124,Hebrew,Advanced,Test Score
6340,3125,Hindi,Basic,
6341,3125,English,Basic,
6342,3125,Sinhala,Basic,
6343,3126,English,Advanced,Test Score
6344,3127,Arabic,Intermediate,
6345,3127,Hebrew,Intermediate,
6346,3128,Tamil,Fluent,Test Score
6347,3128,English,Basic,
6348,3128,Arabic,Fluent,None
6349,3129,Tamil,Advanced,Test Score
6350,3129,English,Advanced,None
6351,3129,Arabic,Fluent,Certificate
6352,3130,Tamil,Basic,
6353,3130,English,Advanced,None
6354,3131,Tamil,Intermediate,
6355,3131,English,Basic,
6356,3131,Italian,Intermediate,
6357,3131,Sinhala,Basic,
6358,3132,English,Basic,
6359,3133,French,Fluent,Certificate
6360,3133,English,Advanced,Test Score
6361,3134,Hebrew,Advanced,Certificate
6362,3134,Arabic,Basic,
6363,3134,Sinhala,Advanced,Certificate
6364,3135,German,Basic,
6365,3136,Tamil,Basic,
6366,3136,Korean,Intermediate,
6367,3136,Arabic,Intermediate,
6368,3137,English,Basic,
6369,3137,Arabic,Intermediate,
6370,3137,Sinhala,Basic,
6371,3138,English,Fluent,Certificate
6372,3139,Arabic,Advanced,Test Score
6373,3139,Sinhala,Intermediate,
6374,3140,Korean,Basic,
6375,3140,Arabic,Intermediate,
6376,3141,Tamil,Intermediate,
6377,3141,English,Basic,
6378,3141,Arabic,Basic,
6379,3142,English,Advanced,Certificate
6380,3143,English,Advanced,None
6381,3144,Arabic,Basic,
6382,3145,English,Basic,
6383,3146,Tamil,Intermediate,
6384,3146,English,Fluent,Test Score
6385,3146,Arabic,Basic,
6386,3147,Tamil,Advanced,None
6387,3148,Korean,Intermediate,
6388,3149,Arabic,Basic,
6389,3149,Sinhala,Basic,
6390,3150,English,Advanced,None
6391,3150,Arabic,Intermediate,
6392,3151,English,Intermediate,
6393,3152,Tamil,Advanced,Certificate
6394,3152,Hebrew,Basic,
6395,3153,Tamil,Basic,
6396,3153,English,Intermediate,
6397,3153,Sinhala,Intermediate,
6398,3154,Hebrew,Intermediate,
6399,3154,Tamil,Intermediate,
6400,3154,English,Basic,
6401,3154,Sinhala,Intermediate,
6402,3155,Hindi,Intermediate,
6403,3155,German,Basic,
6404,3155,Arabic,Fluent,None
6405,3156,Sinhala,Advanced,Test Score
6406,3156,English,Intermediate,
6407,3156,Arabic,Basic,
6408,3156,Hebrew,Advanced,Test Score
6409,3157,French,Intermediate,
6410,3157,Arabic,Intermediate,
6411,3157,English,Basic,
6412,3158,Hindi,Advanced,None
6413,3158,Tamil,Intermediate,
6414,3158,English,Basic,
6415,3158,Italian,Intermediate,
6416,3159,Korean,Basic,
6417,3159,Arabic,Intermediate,
6418,3159,Sinhala,Advanced,None
6419,3160,Tamil,Intermediate,
6420,3160,English,Advanced,Certificate
6421,3160,Arabic,Advanced,Certificate
6422,3161,Korean,Basic,
6423,3161,English,Advanced,Test Score
6424,3161,Japanese,Advanced,None
6425,3161,Sinhala,Fluent,Test Score
6426,3162,English,Basic,
6427,3163,Tamil,Fluent,Certificate
6428,3163,English,Intermediate,
6429,3164,English,Intermediate,
6430,3164,Arabic,Advanced,Certificate
6431,3165,Tamil,Advanced,Certificate
6432,3165,English,Fluent,None
6433,3166,Korean,Basic,
6434,3166,English,Basic,
6435,3167,English,Advanced,Test Score
6436,3168,Arabic,Intermediate,
6437,3168,Sinhala,Basic,
6438,3169,Arabic,Basic,
6439,3170,Tamil,Intermediate,
6440,3170,Korean,Basic,
6441,3171,Tamil,Advanced,Test Score
6442,3171,Japanese,Basic,
6443,3171,Sinhala,Intermediate,
6444,3172,Hindi,Intermediate,
6445,3172,English,Basic,
6446,3173,English,Advanced,Test Score
6447,3174,Arabic,Basic,
6448,3175,Arabic,Advanced,None
6449,3176,Hindi,Basic,
6450,3176,Tamil,Intermediate,
6451,3176,Arabic,Intermediate,
6452,3176,Sinhala,Basic,
6453,3177,Arabic,Basic,
6454,3178,Hebrew,Intermediate,
6455,3178,Sinhala,Intermediate,
6456,3179,Hindi,Intermediate,
6457,3179,English,Basic,
6458,3179,Arabic,Basic,
6459,3179,Sinhala,Intermediate,
6460,3180,Tamil,Basic,
6461,3180,Korean,Basic,
6462,3180,Arabic,Basic,
6463,3181,English,Basic,
6464,3181,Arabic,Advanced,Test Score
6465,3181,Sinhala,Intermediate,
6466,3182,Sinhala,Advanced,Certificate
