ALevelID,PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
570,1505,ALevel,Science,2001,Science Subject 3,C,Science Subject 2,W,Science Subject 1,B,Science Subject 4,A
571,1509,ALevel,Science,1998,Science Subject 3,B,Science Subject 2,B,Science Subject 4,C,,
572,1512,ALevel,Arts,2011,Arts Subject 3,W,Arts Subject 2,S,Arts Subject 1,C,,
573,1514,ALevel,Technology,2025,Technology Subject 1,C,Technology Subject 4,C,Technology Subject 2,C,,
574,1516,ALevel,Science,1987,Science Subject 3,B,Science Subject 4,B,Science Subject 1,A,,
575,1521,ALevel,Arts,1989,Arts Subject 4,C,Arts Subject 3,B,Arts Subject 1,S,Arts Subject 2,C
576,1523,ALevel,Arts,1981,Arts Subject 1,A,Arts Subject 3,S,Arts Subject 2,C,,
577,1524,ALevel,Arts,1996,Arts Subject 2,C,Arts Subject 3,S,Arts Subject 4,B,Arts Subject 1,A
578,1527,ALevel,Arts,2009,Arts Subject 2,A,Arts Subject 4,A,Arts Subject 3,A,Arts Subject 1,A
579,1528,ALevel,Arts,2002,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 1,B,Arts Subject 4,C
580,1534,ALevel,Science,1986,Science Subject 1,S,Science Subject 2,W,Science Subject 3,A,Science Subject 4,A
581,1535,ALevel,Science,1993,Science Subject 3,B,Science Subject 4,A,Science Subject 1,W,,
582,1536,ALevel,Arts,1999,Arts Subject 4,B,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 1,B
583,1538,ALevel,Commerce,1982,Commerce Subject 4,A,Commerce Subject 2,B,Commerce Subject 1,B,,
584,1543,ALevel,Arts,1980,Arts Subject 1,B,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 4,W
585,1547,ALevel,Commerce,1990,Commerce Subject 1,S,Commerce Subject 3,C,Commerce Subject 4,A,,
586,1550,ALevel,Technology,2003,Technology Subject 1,B,Technology Subject 2,S,Technology Subject 3,C,Technology Subject 4,S
587,1552,ALevel,Science,1997,Science Subject 1,B,Science Subject 3,C,Science Subject 2,A,,
588,1553,ALevel,Technology,1984,Technology Subject 4,A,Technology Subject 1,C,Technology Subject 3,A,,
589,1554,ALevel,Science,2013,Science Subject 2,C,Science Subject 4,A,Science Subject 1,B,,
590,1556,ALevel,Arts,2000,Arts Subject 4,C,Arts Subject 1,C,Arts Subject 3,S,,
591,1558,ALevel,Commerce,1980,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 4,B,Commerce Subject 2,C
592,1560,ALevel,Science,2018,Science Subject 4,S,Science Subject 1,S,Science Subject 2,A,Science Subject 3,B
593,1565,ALevel,Technology,2023,Technology Subject 4,B,Technology Subject 3,S,Technology Subject 2,A,Technology Subject 1,S
594,1566,ALevel,Arts,2024,Arts Subject 3,B,Arts Subject 1,S,Arts Subject 2,B,Arts Subject 4,S
595,1567,ALevel,Arts,2004,Arts Subject 3,B,Arts Subject 4,W,Arts Subject 1,B,,
596,1568,ALevel,Technology,2012,Technology Subject 2,C,Technology Subject 4,W,Technology Subject 3,A,Technology Subject 1,C
597,1569,ALevel,Arts,1987,Arts Subject 4,S,Arts Subject 3,S,Arts Subject 2,C,Arts Subject 1,A
598,1572,ALevel,Arts,2015,Arts Subject 3,A,Arts Subject 4,C,Arts Subject 2,W,,
599,1576,ALevel,Science,2016,Science Subject 1,A,Science Subject 3,C,Science Subject 2,B,,
600,1578,ALevel,Commerce,2008,Commerce Subject 3,B,Commerce Subject 2,A,Commerce Subject 4,B,,
601,1580,ALevel,Science,2025,Science Subject 4,B,Science Subject 3,C,Science Subject 2,C,,
602,1583,ALevel,Technology,2022,Technology Subject 1,B,Technology Subject 2,S,Technology Subject 4,A,Technology Subject 3,B
603,1590,ALevel,Science,1993,Science Subject 1,C,Science Subject 3,A,Science Subject 2,A,,
604,1594,ALevel,Technology,1994,Technology Subject 4,S,Technology Subject 1,B,Technology Subject 2,S,Technology Subject 3,A
605,1596,ALevel,Arts,2004,Arts Subject 2,C,Arts Subject 1,A,Arts Subject 4,C,,
606,1597,ALevel,Science,2011,Science Subject 4,W,Science Subject 1,C,Science Subject 2,B,,
607,1600,ALevel,Arts,2016,Arts Subject 1,B,Arts Subject 2,S,Arts Subject 3,S,Arts Subject 4,W
608,1605,ALevel,Science,2016,Science Subject 2,B,Science Subject 1,A,Science Subject 3,S,Science Subject 4,A
609,1611,ALevel,Arts,1999,Arts Subject 3,B,Arts Subject 2,B,Arts Subject 1,C,Arts Subject 4,W
610,1616,ALevel,Commerce,1981,Commerce Subject 3,B,Commerce Subject 2,W,Commerce Subject 4,C,Commerce Subject 1,B
611,1619,ALevel,Arts,2019,Arts Subject 1,C,Arts Subject 4,W,Arts Subject 3,C,Arts Subject 2,C
612,1621,ALevel,Commerce,2015,Commerce Subject 2,C,Commerce Subject 3,S,Commerce Subject 1,C,,
613,1623,ALevel,Science,2006,Science Subject 3,S,Science Subject 1,S,Science Subject 2,B,,
614,1624,ALevel,Science,2019,Science Subject 2,S,Science Subject 1,S,Science Subject 4,C,,
615,1625,ALevel,Commerce,1987,Commerce Subject 3,B,Commerce Subject 1,C,Commerce Subject 2,B,,
616,1628,ALevel,Arts,1990,Arts Subject 3,C,Arts Subject 2,B,Arts Subject 1,A,,
617,1629,ALevel,Commerce,1994,Commerce Subject 2,W,Commerce Subject 1,S,Commerce Subject 3,A,Commerce Subject 4,W
618,1630,ALevel,Science,1982,Science Subject 4,C,Science Subject 2,B,Science Subject 3,S,Science Subject 1,A
619,1632,ALevel,Commerce,1996,Commerce Subject 3,C,Commerce Subject 2,B,Commerce Subject 4,S,,
620,1635,ALevel,Arts,2022,Arts Subject 4,B,Arts Subject 1,C,Arts Subject 3,A,,
621,1637,ALevel,Science,1982,Science Subject 3,A,Science Subject 1,B,Science Subject 2,W,Science Subject 4,A
622,1638,ALevel,Commerce,1989,Commerce Subject 4,C,Commerce Subject 2,W,Commerce Subject 3,B,Commerce Subject 1,B
623,1639,ALevel,Commerce,1998,Commerce Subject 3,A,Commerce Subject 4,S,Commerce Subject 1,A,,
624,1640,ALevel,Arts,2012,Arts Subject 1,S,Arts Subject 2,C,Arts Subject 3,B,,
625,1641,ALevel,Science,2005,Science Subject 2,C,Science Subject 3,A,Science Subject 1,C,,
626,1643,ALevel,Science,2009,Science Subject 3,A,Science Subject 2,A,Science Subject 4,C,Science Subject 1,B
627,1647,ALevel,Technology,2015,Technology Subject 1,A,Technology Subject 2,W,Technology Subject 4,S,Technology Subject 3,B
628,1649,ALevel,Science,2012,Science Subject 3,W,Science Subject 4,W,Science Subject 2,A,Science Subject 1,A
629,1656,ALevel,Technology,1994,Technology Subject 4,C,Technology Subject 2,A,Technology Subject 3,S,,
630,1657,ALevel,Technology,1997,Technology Subject 4,A,Technology Subject 3,W,Technology Subject 1,C,Technology Subject 2,S
631,1658,ALevel,Commerce,2001,Commerce Subject 4,B,Commerce Subject 2,B,Commerce Subject 3,S,Commerce Subject 1,S
632,1659,ALevel,Science,1986,Science Subject 1,B,Science Subject 2,A,Science Subject 3,A,Science Subject 4,C
633,1660,ALevel,Arts,1987,Arts Subject 1,C,Arts Subject 3,A,Arts Subject 4,B,Arts Subject 2,C
634,1661,ALevel,Arts,2008,Arts Subject 1,C,Arts Subject 4,B,Arts Subject 3,A,,
635,1665,ALevel,Science,2005,Science Subject 2,C,Science Subject 4,A,Science Subject 3,C,Science Subject 1,B
636,1669,ALevel,Technology,2001,Technology Subject 1,B,Technology Subject 4,B,Technology Subject 3,S,Technology Subject 2,C
637,1671,ALevel,Science,2020,Science Subject 4,S,Science Subject 1,C,Science Subject 3,A,,
638,1673,ALevel,Science,1983,Science Subject 1,B,Science Subject 4,B,Science Subject 3,B,,
639,1674,ALevel,Science,1985,Science Subject 4,W,Science Subject 3,C,Science Subject 1,S,,
640,1676,ALevel,Technology,1986,Technology Subject 1,A,Technology Subject 3,W,Technology Subject 2,A,,
641,1680,ALevel,Science,1996,Science Subject 3,B,Science Subject 2,C,Science Subject 1,C,Science Subject 4,A
642,1681,ALevel,Commerce,1980,Commerce Subject 1,A,Commerce Subject 3,S,Commerce Subject 4,W,Commerce Subject 2,B
643,1684,ALevel,Arts,2023,Arts Subject 1,S,Arts Subject 4,B,Arts Subject 3,C,Arts Subject 2,C
644,1687,ALevel,Science,2001,Science Subject 4,S,Science Subject 1,C,Science Subject 2,B,,
645,1689,ALevel,Arts,1991,Arts Subject 3,S,Arts Subject 2,S,Arts Subject 4,A,,
646,1692,ALevel,Technology,1985,Technology Subject 1,W,Technology Subject 4,A,Technology Subject 3,A,Technology Subject 2,A
647,1696,ALevel,Arts,1983,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 4,B,,
648,1697,ALevel,Technology,2013,Technology Subject 4,A,Technology Subject 2,B,Technology Subject 3,S,Technology Subject 1,B
649,1699,ALevel,Technology,2022,Technology Subject 4,B,Technology Subject 2,S,Technology Subject 3,C,Technology Subject 1,A
650,1702,ALevel,Arts,1989,Arts Subject 2,C,Arts Subject 1,C,Arts Subject 3,B,,
651,1703,ALevel,Science,2001,Science Subject 4,B,Science Subject 2,S,Science Subject 1,S,Science Subject 3,B
652,1706,ALevel,Science,1983,Science Subject 4,B,Science Subject 2,C,Science Subject 3,B,,
653,1707,ALevel,Commerce,1987,Commerce Subject 3,S,Commerce Subject 2,A,Commerce Subject 1,W,,
654,1709,ALevel,Technology,2010,Technology Subject 3,S,Technology Subject 2,W,Technology Subject 1,B,Technology Subject 4,C
655,1711,ALevel,Commerce,1999,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 4,A,,
656,1713,ALevel,Arts,2005,Arts Subject 2,C,Arts Subject 3,S,Arts Subject 4,S,Arts Subject 1,S
657,1714,ALevel,Arts,2008,Arts Subject 4,B,Arts Subject 1,A,Arts Subject 2,B,,
658,1719,ALevel,Science,2014,Science Subject 4,A,Science Subject 3,C,Science Subject 2,B,Science Subject 1,W
659,1720,ALevel,Science,1985,Science Subject 4,S,Science Subject 3,A,Science Subject 2,B,Science Subject 1,S
660,1721,ALevel,Technology,1986,Technology Subject 3,B,Technology Subject 1,W,Technology Subject 2,B,,
661,1723,ALevel,Arts,1998,Arts Subject 1,C,Arts Subject 2,B,Arts Subject 4,A,Arts Subject 3,B
662,1724,ALevel,Technology,1997,Technology Subject 3,A,Technology Subject 4,C,Technology Subject 1,S,Technology Subject 2,B
663,1725,ALevel,Technology,2007,Technology Subject 4,C,Technology Subject 3,S,Technology Subject 1,S,Technology Subject 2,A
664,1726,ALevel,Science,1982,Science Subject 1,B,Science Subject 4,W,Science Subject 3,S,,
665,1728,ALevel,Science,2010,Science Subject 1,B,Science Subject 3,A,Science Subject 2,C,,
666,1735,ALevel,Commerce,2019,Commerce Subject 3,C,Commerce Subject 1,A,Commerce Subject 4,B,Commerce Subject 2,S
667,1740,ALevel,Science,1998,Science Subject 3,C,Science Subject 1,A,Science Subject 2,C,,
668,1742,ALevel,Technology,2011,Technology Subject 2,B,Technology Subject 1,B,Technology Subject 4,W,,
669,1746,ALevel,Arts,1992,Arts Subject 1,S,Arts Subject 3,C,Arts Subject 4,W,,
670,1747,ALevel,Science,2002,Science Subject 4,A,Science Subject 3,B,Science Subject 2,A,,
671,1748,ALevel,Commerce,1990,Commerce Subject 4,C,Commerce Subject 1,B,Commerce Subject 3,S,,
672,1750,ALevel,Science,2017,Science Subject 4,A,Science Subject 3,C,Science Subject 2,B,,
673,1751,ALevel,Commerce,2006,Commerce Subject 2,W,Commerce Subject 1,B,Commerce Subject 3,W,Commerce Subject 4,A
674,1755,ALevel,Arts,2020,Arts Subject 1,C,Arts Subject 4,A,Arts Subject 3,B,Arts Subject 2,C
675,1757,ALevel,Arts,1987,Arts Subject 3,B,Arts Subject 4,S,Arts Subject 2,S,Arts Subject 1,B
676,1758,ALevel,Commerce,2014,Commerce Subject 3,W,Commerce Subject 1,W,Commerce Subject 4,S,,
677,1761,ALevel,Science,2012,Science Subject 2,A,Science Subject 3,A,Science Subject 1,C,,
678,1762,ALevel,Arts,2000,Arts Subject 1,B,Arts Subject 3,C,Arts Subject 4,A,,
679,1767,ALevel,Commerce,1997,Commerce Subject 1,S,Commerce Subject 3,S,Commerce Subject 2,C,,
680,1771,ALevel,Technology,1993,Technology Subject 2,B,Technology Subject 3,C,Technology Subject 4,B,Technology Subject 1,S
681,1776,ALevel,Technology,2017,Technology Subject 3,C,Technology Subject 1,B,Technology Subject 4,A,,
682,1777,ALevel,Commerce,2003,Commerce Subject 4,A,Commerce Subject 3,S,Commerce Subject 1,S,,
683,1788,ALevel,Commerce,2004,Commerce Subject 3,C,Commerce Subject 2,C,Commerce Subject 4,B,,
684,1792,ALevel,Science,2016,Science Subject 4,S,Science Subject 2,B,Science Subject 1,A,Science Subject 3,C
685,1793,ALevel,Technology,2021,Technology Subject 1,A,Technology Subject 4,B,Technology Subject 2,B,Technology Subject 3,C
686,1795,ALevel,Commerce,2023,Commerce Subject 1,A,Commerce Subject 2,B,Commerce Subject 4,S,Commerce Subject 3,B
687,1797,ALevel,Science,2008,Science Subject 2,S,Science Subject 4,S,Science Subject 1,B,,
688,1799,ALevel,Arts,2009,Arts Subject 3,W,Arts Subject 4,S,Arts Subject 1,B,,
689,1802,ALevel,Commerce,2015,Commerce Subject 4,C,Commerce Subject 3,C,Commerce Subject 1,A,,
690,1803,ALevel,Science,1994,Science Subject 1,C,Science Subject 3,C,Science Subject 2,C,Science Subject 4,W
691,1805,ALevel,Science,1997,Science Subject 3,S,Science Subject 1,C,Science Subject 2,W,Science Subject 4,W
692,1806,ALevel,Commerce,1993,Commerce Subject 1,C,Commerce Subject 3,A,Commerce Subject 4,S,Commerce Subject 2,C
693,1808,ALevel,Commerce,1986,Commerce Subject 3,B,Commerce Subject 1,A,Commerce Subject 4,S,Commerce Subject 2,B
694,1810,ALevel,Science,1998,Science Subject 4,C,Science Subject 2,A,Science Subject 3,B,,
695,1814,ALevel,Commerce,1996,Commerce Subject 4,A,Commerce Subject 2,B,Commerce Subject 1,A,Commerce Subject 3,S
696,1815,ALevel,Science,1981,Science Subject 1,A,Science Subject 4,A,Science Subject 2,A,Science Subject 3,A
697,1816,ALevel,Technology,2014,Technology Subject 1,S,Technology Subject 2,S,Technology Subject 4,A,,
698,1819,ALevel,Science,2011,Science Subject 4,S,Science Subject 1,B,Science Subject 2,A,,
699,1825,ALevel,Technology,1985,Technology Subject 3,B,Technology Subject 2,B,Technology Subject 1,W,Technology Subject 4,S
700,1827,ALevel,Technology,1987,Technology Subject 4,S,Technology Subject 2,A,Technology Subject 1,C,Technology Subject 3,B
701,1830,ALevel,Commerce,2011,Commerce Subject 2,W,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 4,A
702,1833,ALevel,Science,1988,Science Subject 2,C,Science Subject 1,C,Science Subject 4,S,,
703,1834,ALevel,Commerce,2012,Commerce Subject 2,A,Commerce Subject 4,S,Commerce Subject 1,C,Commerce Subject 3,S
704,1835,ALevel,Science,2002,Science Subject 1,B,Science Subject 4,S,Science Subject 2,S,,
705,1838,ALevel,Technology,1999,Technology Subject 3,B,Technology Subject 2,C,Technology Subject 4,A,,
706,1845,ALevel,Arts,2023,Arts Subject 4,C,Arts Subject 3,B,Arts Subject 1,C,Arts Subject 2,S
707,1846,ALevel,Commerce,2003,Commerce Subject 4,C,Commerce Subject 1,C,Commerce Subject 2,B,,
708,1851,ALevel,Science,2025,Science Subject 4,S,Science Subject 2,S,Science Subject 1,B,,
709,1853,ALevel,Technology,2025,Technology Subject 4,C,Technology Subject 1,B,Technology Subject 3,A,Technology Subject 2,B
710,1854,ALevel,Technology,1986,Technology Subject 2,W,Technology Subject 3,C,Technology Subject 1,A,,
711,1860,ALevel,Technology,1986,Technology Subject 4,C,Technology Subject 3,S,Technology Subject 1,A,Technology Subject 2,C
712,1861,ALevel,Technology,1988,Technology Subject 4,C,Technology Subject 2,C,Technology Subject 1,S,,
713,1862,ALevel,Science,1992,Science Subject 2,C,Science Subject 4,W,Science Subject 3,C,Science Subject 1,C
714,1864,ALevel,Technology,1998,Technology Subject 3,W,Technology Subject 2,A,Technology Subject 4,A,Technology Subject 1,B
715,1866,ALevel,Arts,1983,Arts Subject 3,A,Arts Subject 2,W,Arts Subject 4,S,Arts Subject 1,S
716,1868,ALevel,Arts,1989,Arts Subject 1,B,Arts Subject 4,B,Arts Subject 2,C,,
717,1873,ALevel,Arts,2011,Arts Subject 4,A,Arts Subject 3,C,Arts Subject 2,C,,
718,1874,ALevel,Science,2023,Science Subject 1,B,Science Subject 2,W,Science Subject 3,S,,
719,1876,ALevel,Commerce,2012,Commerce Subject 4,S,Commerce Subject 3,B,Commerce Subject 2,W,,
720,1878,ALevel,Commerce,2014,Commerce Subject 4,A,Commerce Subject 2,A,Commerce Subject 3,S,Commerce Subject 1,B
721,1881,ALevel,Science,2019,Science Subject 1,C,Science Subject 3,S,Science Subject 2,C,,
722,1882,ALevel,Science,2004,Science Subject 4,A,Science Subject 1,S,Science Subject 3,W,Science Subject 2,A
723,1884,ALevel,Commerce,2010,Commerce Subject 3,S,Commerce Subject 4,S,Commerce Subject 2,A,Commerce Subject 1,C
724,1890,ALevel,Commerce,1980,Commerce Subject 2,A,Commerce Subject 1,B,Commerce Subject 4,C,,
725,1892,ALevel,Arts,2012,Arts Subject 4,C,Arts Subject 1,C,Arts Subject 3,B,,
726,1893,ALevel,Arts,2013,Arts Subject 3,C,Arts Subject 4,A,Arts Subject 2,A,Arts Subject 1,C
727,1895,ALevel,Arts,2014,Arts Subject 3,S,Arts Subject 2,S,Arts Subject 4,S,Arts Subject 1,C
728,1897,ALevel,Arts,2025,Arts Subject 1,C,Arts Subject 4,C,Arts Subject 3,S,Arts Subject 2,B
729,1899,ALevel,Commerce,2000,Commerce Subject 1,B,Commerce Subject 4,A,Commerce Subject 3,C,,
730,1902,ALevel,Commerce,1987,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 2,W,Commerce Subject 4,B
731,1905,ALevel,Technology,2004,Technology Subject 3,C,Technology Subject 4,C,Technology Subject 1,C,Technology Subject 2,C
732,1906,ALevel,Arts,2015,Arts Subject 2,A,Arts Subject 1,C,Arts Subject 4,B,,
733,1913,ALevel,Science,1983,Science Subject 1,B,Science Subject 2,C,Science Subject 3,B,,
734,1914,ALevel,Arts,2004,Arts Subject 2,B,Arts Subject 1,W,Arts Subject 3,A,Arts Subject 4,B
735,1917,ALevel,Arts,1990,Arts Subject 2,W,Arts Subject 1,B,Arts Subject 3,S,Arts Subject 4,W
736,1919,ALevel,Commerce,2020,Commerce Subject 2,B,Commerce Subject 3,A,Commerce Subject 1,W,Commerce Subject 4,W
737,1922,ALevel,Science,2012,Science Subject 1,S,Science Subject 3,A,Science Subject 2,B,,
738,1923,ALevel,Arts,2014,Arts Subject 4,B,Arts Subject 2,B,Arts Subject 3,C,,
739,1924,ALevel,Technology,1996,Technology Subject 4,A,Technology Subject 2,A,Technology Subject 1,B,,
740,1926,ALevel,Technology,2018,Technology Subject 1,B,Technology Subject 4,S,Technology Subject 3,S,,
741,1930,ALevel,Technology,2006,Technology Subject 3,A,Technology Subject 4,S,Technology Subject 1,S,,
742,1932,ALevel,Science,2001,Science Subject 1,A,Science Subject 4,A,Science Subject 3,B,,
743,1934,ALevel,Science,2005,Science Subject 3,A,Science Subject 1,B,Science Subject 2,A,,
744,1935,ALevel,Commerce,2013,Commerce Subject 1,A,Commerce Subject 2,B,Commerce Subject 3,B,,
745,1938,ALevel,Technology,2000,Technology Subject 1,C,Technology Subject 3,C,Technology Subject 4,S,Technology Subject 2,W
746,1941,ALevel,Technology,1988,Technology Subject 1,S,Technology Subject 4,C,Technology Subject 2,A,Technology Subject 3,B
747,1944,ALevel,Technology,2015,Technology Subject 3,C,Technology Subject 2,A,Technology Subject 1,B,Technology Subject 4,B
748,1947,ALevel,Technology,1984,Technology Subject 2,B,Technology Subject 4,S,Technology Subject 3,B,,
749,1950,ALevel,Science,2019,Science Subject 2,C,Science Subject 1,C,Science Subject 3,S,Science Subject 4,A
750,1952,ALevel,Technology,1981,Technology Subject 1,C,Technology Subject 3,C,Technology Subject 4,S,Technology Subject 2,W
751,1954,ALevel,Arts,1992,Arts Subject 4,C,Arts Subject 3,C,Arts Subject 2,W,,
752,1957,ALevel,Science,2001,Science Subject 3,B,Science Subject 4,W,Science Subject 2,S,Science Subject 1,C
753,1959,ALevel,Technology,1983,Technology Subject 1,A,Technology Subject 2,B,Technology Subject 4,C,,
754,1960,ALevel,Commerce,2008,Commerce Subject 2,B,Commerce Subject 1,A,Commerce Subject 4,C,,
755,1961,ALevel,Commerce,2014,Commerce Subject 1,C,Commerce Subject 2,A,Commerce Subject 4,A,Commerce Subject 3,S
756,1964,ALevel,Technology,2025,Technology Subject 2,C,Technology Subject 3,B,Technology Subject 4,S,,
757,1973,ALevel,Science,1993,Science Subject 4,B,Science Subject 1,B,Science Subject 2,C,,
758,1974,ALevel,Technology,2018,Technology Subject 3,A,Technology Subject 4,S,Technology Subject 1,B,Technology Subject 2,B
759,1978,ALevel,Arts,1996,Arts Subject 3,B,Arts Subject 2,C,Arts Subject 1,A,Arts Subject 4,C
760,1981,ALevel,Commerce,2022,Commerce Subject 4,S,Commerce Subject 1,C,Commerce Subject 2,B,Commerce Subject 3,W
761,1983,ALevel,Commerce,1987,Commerce Subject 3,A,Commerce Subject 1,A,Commerce Subject 4,B,Commerce Subject 2,S
762,1987,ALevel,Arts,2015,Arts Subject 1,C,Arts Subject 4,S,Arts Subject 3,C,Arts Subject 2,C
763,1990,ALevel,Technology,2017,Technology Subject 4,B,Technology Subject 1,A,Technology Subject 3,A,,
764,1992,ALevel,Science,2006,Science Subject 3,S,Science Subject 4,C,Science Subject 2,S,,
765,1995,ALevel,Science,1993,Science Subject 2,B,Science Subject 4,A,Science Subject 3,S,Science Subject 1,S
766,1998,ALevel,Technology,2025,Technology Subject 4,C,Technology Subject 2,B,Technology Subject 1,S,Technology Subject 3,A
767,1999,ALevel,Arts,1981,Arts Subject 2,A,Arts Subject 3,S,Arts Subject 4,S,,
768,2002,ALevel,Science,1991,Science Subject 3,C,Science Subject 4,S,Science Subject 1,C,,
769,2004,ALevel,Technology,1980,Technology Subject 1,B,Technology Subject 3,A,Technology Subject 4,S,Technology Subject 2,C
770,2007,ALevel,Arts,1990,Arts Subject 2,S,Arts Subject 1,A,Arts Subject 4,B,Arts Subject 3,A
771,2008,ALevel,Technology,2020,Technology Subject 4,S,Technology Subject 1,C,Technology Subject 3,A,Technology Subject 2,C
772,2009,ALevel,Arts,2023,Arts Subject 3,S,Arts Subject 4,B,Arts Subject 1,C,Arts Subject 2,S
773,2010,ALevel,Arts,1996,Arts Subject 3,S,Arts Subject 2,B,Arts Subject 4,S,,
774,2013,ALevel,Science,1991,Science Subject 1,S,Science Subject 4,S,Science Subject 2,B,,
775,2017,ALevel,Arts,2016,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 1,C,,
776,2020,ALevel,Commerce,1980,Commerce Subject 2,C,Commerce Subject 3,B,Commerce Subject 1,A,,
777,2022,ALevel,Arts,1982,Arts Subject 3,A,Arts Subject 1,C,Arts Subject 2,C,Arts Subject 4,C
778,2024,ALevel,Technology,2010,Technology Subject 2,S,Technology Subject 3,S,Technology Subject 4,B,,
779,2025,ALevel,Science,1981,Science Subject 2,C,Science Subject 4,S,Science Subject 1,C,,
780,2026,ALevel,Science,1998,Science Subject 1,C,Science Subject 2,C,Science Subject 4,C,,
781,2027,ALevel,Science,2001,Science Subject 2,B,Science Subject 1,C,Science Subject 3,C,,
782,2030,ALevel,Arts,2003,Arts Subject 3,S,Arts Subject 1,W,Arts Subject 4,A,,
783,2035,ALevel,Science,1989,Science Subject 1,C,Science Subject 2,A,Science Subject 4,B,Science Subject 3,A
784,2036,ALevel,Science,2019,Science Subject 3,W,Science Subject 2,B,Science Subject 4,A,Science Subject 1,A
785,2039,ALevel,Arts,1990,Arts Subject 4,B,Arts Subject 1,C,Arts Subject 2,C,Arts Subject 3,W
786,2042,ALevel,Commerce,1985,Commerce Subject 1,A,Commerce Subject 3,A,Commerce Subject 2,S,Commerce Subject 4,A
787,2046,ALevel,Science,1981,Science Subject 1,B,Science Subject 2,B,Science Subject 4,S,,
788,2051,ALevel,Arts,2011,Arts Subject 2,A,Arts Subject 1,A,Arts Subject 4,S,Arts Subject 3,S
789,2052,ALevel,Technology,1990,Technology Subject 2,S,Technology Subject 1,B,Technology Subject 3,S,,
790,2054,ALevel,Arts,2001,Arts Subject 3,C,Arts Subject 1,C,Arts Subject 4,B,,
791,2059,ALevel,Technology,1982,Technology Subject 3,B,Technology Subject 4,S,Technology Subject 1,C,Technology Subject 2,A
792,2060,ALevel,Commerce,2001,Commerce Subject 1,C,Commerce Subject 4,B,Commerce Subject 3,W,,
793,2061,ALevel,Technology,2010,Technology Subject 2,C,Technology Subject 4,S,Technology Subject 3,W,,
794,2063,ALevel,Arts,1985,Arts Subject 3,W,Arts Subject 2,W,Arts Subject 1,S,,
795,2065,ALevel,Science,1980,Science Subject 1,A,Science Subject 3,A,Science Subject 4,A,,
796,2068,ALevel,Science,2020,Science Subject 2,B,Science Subject 3,W,Science Subject 1,B,,
797,2070,ALevel,Commerce,2010,Commerce Subject 3,B,Commerce Subject 1,S,Commerce Subject 4,B,,
798,2073,ALevel,Science,1984,Science Subject 3,S,Science Subject 4,C,Science Subject 2,S,,
799,2076,ALevel,Technology,2006,Technology Subject 4,A,Technology Subject 3,A,Technology Subject 1,C,Technology Subject 2,C
800,2084,ALevel,Science,2011,Science Subject 4,S,Science Subject 1,C,Science Subject 3,A,Science Subject 2,B
801,2088,ALevel,Commerce,2006,Commerce Subject 1,C,Commerce Subject 3,S,Commerce Subject 4,S,Commerce Subject 2,A
802,2089,ALevel,Arts,1981,Arts Subject 2,B,Arts Subject 3,C,Arts Subject 4,B,Arts Subject 1,B
803,2090,ALevel,Science,2020,Science Subject 3,S,Science Subject 4,C,Science Subject 1,S,Science Subject 2,C
804,2101,ALevel,Arts,2014,Arts Subject 3,A,Arts Subject 4,S,Arts Subject 1,S,,
805,2104,ALevel,Technology,2014,Technology Subject 1,B,Technology Subject 4,B,Technology Subject 2,W,,
806,2105,ALevel,Technology,2011,Technology Subject 4,A,Technology Subject 3,W,Technology Subject 1,S,,
807,2107,ALevel,Arts,2008,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 2,S,,
808,2110,ALevel,Commerce,2004,Commerce Subject 1,C,Commerce Subject 3,S,Commerce Subject 2,A,,
809,2112,ALevel,Arts,1980,Arts Subject 1,S,Arts Subject 2,B,Arts Subject 4,W,,
810,2116,ALevel,Commerce,1988,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 2,A,Commerce Subject 4,A
811,2117,ALevel,Arts,1997,Arts Subject 3,B,Arts Subject 4,C,Arts Subject 1,C,,
812,2121,ALevel,Commerce,2000,Commerce Subject 1,S,Commerce Subject 4,B,Commerce Subject 2,S,Commerce Subject 3,W
813,2122,ALevel,Technology,2020,Technology Subject 1,W,Technology Subject 2,A,Technology Subject 3,W,Technology Subject 4,B
814,2124,ALevel,Science,2012,Science Subject 3,S,Science Subject 2,B,Science Subject 1,S,Science Subject 4,S
815,2125,ALevel,Arts,1993,Arts Subject 1,A,Arts Subject 2,W,Arts Subject 4,A,,
816,2127,ALevel,Science,1997,Science Subject 4,S,Science Subject 1,A,Science Subject 2,C,Science Subject 3,C
817,2129,ALevel,Technology,1991,Technology Subject 1,A,Technology Subject 2,A,Technology Subject 4,S,,
818,2130,ALevel,Technology,1999,Technology Subject 1,B,Technology Subject 4,C,Technology Subject 2,B,Technology Subject 3,B
