VocationalID,PersonalID,NVQLevel,CourseName,Institution,CompletionDate
937,1716,NVQ Level 5,,VTA,2018-07-01
938,1718,NVQ Level 3,,TVEC,2020-05-25
939,1719,NVQ Level 2,,Tech Pvt,2019-01-08
940,1720,,Certificate in Masonry,SLBFE Training Center,2025-04-30
941,1722,NVQ Level 1,,VTA,2018-08-03
942,1722,,Certificate in Masonry,TVEC,2018-04-05
943,1736,,O/L,VTA,2025-08-04
944,1736,,O/L,VTA,2021-08-17
945,1739,,O/L,VTA,2024-11-24
946,1739,,Certificate in Driving,NAITA,2024-05-08
947,1741,,O/L,TVEC,2023-04-18
948,1742,,Certificate in Cooking,VTA,2019-02-15
949,1743,,Certificate in Driving,TVEC,2020-10-30
950,1743,,O/L,NAITA,2021-12-14
951,1747,,Certificate in Heavy Vehicle Operation,Sri Ltd,2018-03-10
952,1748,,Certificate in Sewing,Tech Enterprises,2023-11-09
953,1748,,O/L,Apparel Enterprises,2022-05-31
954,1752,,Diploma in Hospitality,SLBFE Training Center,2022-09-27
955,1752,,Diploma in IT,TVEC,2023-10-04
956,1754,NVQ Level 4,,NAITA,2023-03-11
957,1764,NVQ Level 4,,NAITA,2018-05-13
958,1765,NVQ Level 3,,NAITA,2023-06-25
959,1765,,Certificate in Sewing,TVEC,2015-09-05
960,1767,,A/L,SLBFE Training Center,2015-10-01
961,1767,,Bachelor's Degree,SLBFE Training Center,2022-12-21
962,1771,,Diploma in Business,TVEC,2024-12-16
963,1772,,Certificate in Heavy Vehicle Operation,TVEC,2021-08-30
964,1772,,Certificate in Driving,NAITA,2024-12-27
965,1773,,Certificate in Accounting,Ceylon Plantations,2025-07-18
966,1775,,O/L,NAITA,2016-12-22
967,1775,,Certificate in Caregiving,Tea Ltd,2021-10-16
968,1785,NVQ Level 5,,Construction Solutions,2023-11-12
969,1785,,Certificate in Plumbing,VTA,2019-03-18
970,1793,,Certificate in Accounting,Sri Enterprises,2020-04-13
971,1793,,Certificate in Welding,NAITA,2018-10-22
972,1800,NVQ Level 5,,NAITA,2019-10-19
973,1800,,A/L,SLBFE Training Center,2015-11-08
974,1803,NVQ Level 1,,NAITA,2022-03-06
975,1806,,Certificate in Cooking,SLBFE Training Center,2016-02-11
976,1810,,Certificate in Nursing,VTA,2025-08-16
977,1810,,Diploma in Nursing,TVEC,2025-03-05
978,1812,,Certificate in Nursing,Ceylon Plantations,2025-02-10
979,1823,,Certificate in Driving,Island Solutions,2020-09-05
980,1832,,Certificate in Heavy Vehicle Operation,Gem Group,2022-07-26
981,1833,,Certificate in Heavy Vehicle Operation,VTA,2021-12-08
982,1837,,O/L,TVEC,2023-07-24
983,1840,,Bachelor's Degree,TVEC,2025-04-08
984,1840,,Certificate in Nursing,Lanka Pvt,2024-11-18
985,1841,,Certificate in Heavy Vehicle Operation,VTA,2019-03-02
986,1841,,Master's Degree,Hotel Corp,2021-10-25
987,1845,,A/L,NAITA,2017-01-07
988,1849,,Bachelor's Degree,VTA,2024-05-05
989,1849,,Certificate in Cooking,Ceylon Ltd,2017-12-12
990,1851,,Certificate in Plumbing,TVEC,2016-05-03
991,1851,,Certificate in Nursing,TVEC,2023-07-09
992,1852,,Diploma in Hospitality,NAITA,2020-04-04
993,1852,,Master's Degree,Construction Co,2023-03-01
994,1855,,Master's Degree,SLBFE Training Center,2020-05-10
995,1855,,Diploma in Nursing,NAITA,2025-01-11
996,1861,,Certificate in Driving,VTA,2019-08-21
997,1861,,Certificate in IT,SLBFE Training Center,2019-12-21
998,1869,,Diploma in Hospitality,Construction Co,2019-04-21
999,1870,,Certificate in Hospitality,TVEC,2018-12-14
1000,1870,,Certificate in Driving,SLBFE Training Center,2022-07-31
1001,1874,,Certificate in Accounting,TVEC,2015-11-10
1002,1874,,Certificate in Caregiving,NAITA,2015-09-23
1003,1877,,Certificate in Welding,NAITA,2019-03-22
1004,1877,,Certificate in Caregiving,SLBFE Training Center,2016-04-26
1005,1879,,Certificate in Electrical Work,NAITA,2024-12-17
1006,1883,,Certificate in Plumbing,VTA,2015-12-08
1007,1885,,Diploma in Nursing,Tech Inc,2018-05-24
1008,1885,,Certificate in Electrical Work,VTA,2023-04-23
1009,1889,NVQ Level 4,,VTA,2015-11-21
1010,1891,,Certificate in Driving,Ceylon Inc,2022-07-19
1011,1895,NVQ Level 4,,Tech Plantations,2015-12-03
1012,1897,,Bachelor's Degree,SLBFE Training Center,2016-04-05
1013,1900,,Certificate in Cooking,VTA,2017-05-16
1014,1900,NVQ Level 1,,SLBFE Training Center,2022-02-17
1015,1901,,Certificate in Heavy Vehicle Operation,TVEC,2022-02-16
1016,1901,,Certificate in Domestic Work,VTA,2022-12-22
1017,1902,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2020-01-13
1018,1902,,Certificate in Heavy Vehicle Operation,Ceylon Inc,2015-12-15
1019,1910,NVQ Level 3,,Gem Ltd,2020-08-24
1020,1910,,Certificate in Caregiving,TVEC,2017-08-24
1021,1915,NVQ Level 4,,NAITA,2019-02-13
1022,1919,,Diploma in Hospitality,SLBFE Training Center,2023-12-29
1023,1925,,Diploma in Business,NAITA,2018-02-27
1024,1925,,Certificate in Carpentry,SLBFE Training Center,2019-11-03
1025,1926,,Bachelor's Degree,SLBFE Training Center,2022-08-31
1026,1932,,Certificate in Heavy Vehicle Operation,TVEC,2016-02-10
1027,1932,,O/L,TVEC,2020-12-08
1028,1934,NVQ Level 1,,VTA,2024-08-17
1029,1934,NVQ Level 4,,SLBFE Training Center,2025-08-21
1030,1935,,Diploma in Nursing,SLBFE Training Center,2023-06-28
1031,1938,,Master's Degree,Construction Corp,2021-09-25
1032,1938,,Certificate in Electrical Work,VTA,2017-09-12
1033,1945,,Diploma in IT,SLBFE Training Center,2024-04-23
1034,1945,,Bachelor's Degree,Gem Group,2016-05-07
1035,1946,NVQ Level 3,,TVEC,2016-05-06
1036,1955,,Certificate in Heavy Vehicle Operation,TVEC,2024-01-04
1037,1957,NVQ Level 2,,Tea Plantations,2019-12-23
1038,1964,,Certificate in Electrical Work,TVEC,2023-03-05
1039,1964,,Diploma in Nursing,SLBFE Training Center,2016-12-25
1040,1966,,Certificate in Cooking,Apparel Pvt,2025-02-15
1041,1966,,Certificate in Sewing,VTA,2018-08-10
1042,1970,,Certificate in Heavy Vehicle Operation,Apparel Co,2024-02-07
1043,1970,,O/L,Island Enterprises,2016-02-16
1044,1971,,Diploma in Business,Lanka Inc,2018-12-13
1045,1972,,Certificate in IT,Gem Solutions,2025-05-09
1046,1972,,Certificate in Carpentry,VTA,2017-07-23
1047,1973,,Certificate in Domestic Work,Sri Pvt,2019-02-20
1048,1977,NVQ Level 3,,VTA,2015-09-06
1049,1977,,Certificate in Cooking,VTA,2023-05-04
1050,1979,,Certificate in Driving,VTA,2022-06-12
1051,1979,NVQ Level 2,,VTA,2016-04-20
1052,1981,,Certificate in Heavy Vehicle Operation,VTA,2016-10-25
1053,1981,,Certificate in Caregiving,TVEC,2017-12-04
1054,1983,,Certificate in Welding,VTA,2019-03-07
1055,1984,,Master's Degree,Ceylon Enterprises,2019-07-13
1056,1984,,Certificate in Welding,VTA,2021-09-24
1057,1991,,Certificate in Nursing,SLBFE Training Center,2020-02-01
1058,1991,NVQ Level 4,,Island Solutions,2016-08-02
1059,1998,,Diploma in Business,TVEC,2021-06-21
1060,2001,,Certificate in Electrical Work,TVEC,2019-08-22
1061,2003,,Certificate in Electrical Work,Island Solutions,2020-08-01
1062,2003,,Diploma in Business,VTA,2022-08-14
1063,2005,,Certificate in Driving,VTA,2024-04-07
1064,2005,,Certificate in Driving,VTA,2018-02-13
1065,2011,,Certificate in Driving,NAITA,2020-01-03
1066,2011,,Certificate in Driving,TVEC,2021-03-02
1067,2015,,Certificate in Domestic Work,SLBFE Training Center,2015-09-17
1068,2015,,Certificate in Nursing,NAITA,2017-12-10
1069,2017,NVQ Level 3,,TVEC,2021-11-02
1070,2017,,Certificate in Accounting,TVEC,2019-03-23
1071,2018,,Certificate in Heavy Vehicle Operation,VTA,2015-09-17
1072,2018,,Certificate in Welding,NAITA,2024-10-31
1073,2021,,Diploma in Hospitality,SLBFE Training Center,2021-05-24
1074,2023,,Diploma in Nursing,TVEC,2021-05-31
1075,2025,,Certificate in Carpentry,NAITA,2018-02-18
1076,2025,,Diploma in Business,NAITA,2019-01-02
1077,2026,,A/L,NAITA,2022-10-30
1078,2035,,Certificate in IT,Construction Corp,2016-11-14
1079,2035,,Certificate in Nursing,VTA,2023-08-27
1080,2038,,A/L,TVEC,2017-02-21
1081,2038,,Bachelor's Degree,SLBFE Training Center,2018-09-23
1082,2041,,Diploma in Nursing,NAITA,2024-07-28
1083,2042,,Master's Degree,VTA,2019-10-11
1084,2042,,Certificate in Accounting,NAITA,2018-12-29
1085,2043,NVQ Level 2,,NAITA,2024-01-23
1086,2044,,Certificate in Sewing,TVEC,2022-11-12
1087,2044,NVQ Level 3,,TVEC,2020-11-08
1088,2046,NVQ Level 2,,SLBFE Training Center,2024-07-13
1089,2049,,Certificate in Caregiving,SLBFE Training Center,2019-06-15
1090,2051,,Certificate in Plumbing,VTA,2021-03-08
1091,2051,,O/L,TVEC,2021-04-02
1092,2052,NVQ Level 4,,VTA,2020-12-22
1093,2054,NVQ Level 2,,VTA,2020-05-11
1094,2054,,Bachelor's Degree,NAITA,2022-07-26
1095,2060,,Certificate in Electrical Work,SLBFE Training Center,2019-08-27
1096,2060,NVQ Level 4,,Tea Pvt,2024-10-30
1097,2061,NVQ Level 2,,TVEC,2022-07-10
1098,2061,,Diploma in Hospitality,SLBFE Training Center,2019-10-16
1099,2065,,Certificate in Electrical Work,Tea Co,2017-08-22
1100,2069,,Certificate in Welding,SLBFE Training Center,2016-04-24
1101,2069,,Certificate in Sewing,Island Solutions,2023-03-27
1102,2070,,Bachelor's Degree,Hotel Corp,2015-11-14
1103,2079,,Certificate in Welding,Construction Enterprises,2016-09-23
1104,2079,,Certificate in Electrical Work,VTA,2022-01-22
1105,2083,,Certificate in IT,VTA,2017-06-12
1106,2083,,Certificate in Domestic Work,SLBFE Training Center,2021-06-28
1107,2089,,A/L,Sri Inc,2025-01-15
1108,2089,,Master's Degree,VTA,2020-07-14
1109,2091,,Certificate in Heavy Vehicle Operation,Ceylon Inc,2022-08-06
1110,2091,,Certificate in Nursing,TVEC,2019-07-28
1111,2092,,Certificate in Welding,Lanka Ltd,2022-10-28
1112,2092,,Certificate in Sewing,VTA,2019-12-28
1113,2095,,Certificate in Hospitality,NAITA,2019-07-04
1114,2095,,Certificate in Nursing,VTA,2016-01-14
1115,2098,,Certificate in Electrical Work,VTA,2023-04-25
1116,2098,,Certificate in Masonry,VTA,2024-05-23
1117,2102,,Certificate in Domestic Work,NAITA,2019-11-24
1118,2102,,Diploma in Nursing,TVEC,2025-05-10
1119,2103,,Bachelor's Degree,NAITA,2017-01-18
1120,2103,,Certificate in Electrical Work,VTA,2023-01-24
1121,2106,,Diploma in Nursing,VTA,2018-06-27
1122,2106,,Certificate in Sewing,Hotel Inc,2018-03-27
1123,2107,,Certificate in Welding,NAITA,2021-09-08
1124,2107,,Bachelor's Degree,Gem Enterprises,2016-04-27
1125,2108,,Certificate in Hospitality,SLBFE Training Center,2018-10-25
1126,2109,,Bachelor's Degree,NAITA,2019-03-07
1127,2109,,Diploma in IT,VTA,2015-12-03
1128,2113,,Certificate in Heavy Vehicle Operation,TVEC,2020-04-27
1129,2113,,Certificate in Electrical Work,SLBFE Training Center,2023-08-25
1130,2115,,Diploma in Hospitality,NAITA,2017-12-03
1131,2117,,Certificate in Driving,TVEC,2022-09-29
1132,2118,NVQ Level 4,,TVEC,2016-05-13
1133,2118,NVQ Level 3,,TVEC,2015-11-06
1134,2123,,Diploma in Hospitality,SLBFE Training Center,2023-11-17
1135,2124,,Diploma in Nursing,SLBFE Training Center,2018-11-08
1136,2124,,Certificate in Heavy Vehicle Operation,VTA,2023-11-22
1137,2128,,Certificate in Carpentry,NAITA,2019-08-18
1138,2130,NVQ Level 5,,Apparel Inc,2017-06-06
1139,2130,,Certificate in Cooking,Island Co,2025-08-26
1140,2131,,Master's Degree,VTA,2015-10-04
1141,2131,,Certificate in Nursing,NAITA,2018-12-10
1142,2133,,Certificate in Domestic Work,TVEC,2017-02-18
1143,2135,,Certificate in Domestic Work,VTA,2015-11-12
1144,2137,,Certificate in Hospitality,TVEC,2016-02-06
1145,2138,,Certificate in IT,NAITA,2018-03-12
1146,2140,,Diploma in Nursing,Island Group,2017-07-07
1147,2146,NVQ Level 1,,SLBFE Training Center,2023-01-10
1148,2148,,Certificate in Welding,VTA,2017-10-03
1149,2148,,Certificate in Welding,NAITA,2020-04-09
1150,2149,NVQ Level 1,,SLBFE Training Center,2020-06-07
1151,2149,,Certificate in Heavy Vehicle Operation,NAITA,2023-09-23
1152,2153,NVQ Level 3,,NAITA,2017-05-03
1153,2156,,A/L,Island Plantations,2017-03-14
1154,2157,,Certificate in Accounting,NAITA,2023-01-11
1155,2157,,Diploma in IT,VTA,2023-09-26
1156,2161,,Diploma in Nursing,NAITA,2017-07-28
1157,2161,,Certificate in Caregiving,TVEC,2025-08-23
1158,2162,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2025-03-23
1159,2165,,Diploma in Hospitality,TVEC,2021-11-05
1160,2166,,A/L,TVEC,2022-12-22
1161,2166,,O/L,SLBFE Training Center,2015-12-01
1162,2172,,Bachelor's Degree,SLBFE Training Center,2023-04-07
1163,2178,,Certificate in Sewing,Apparel Plantations,2017-11-23
1164,2178,,Bachelor's Degree,NAITA,2025-01-24
1165,2183,,Certificate in Domestic Work,Sri Plantations,2023-10-19
1166,2185,,Diploma in Business,VTA,2025-08-03
1167,2185,,Certificate in Hospitality,VTA,2019-08-31
1168,2187,,Diploma in Nursing,VTA,2021-12-14
1169,2187,,Certificate in Plumbing,NAITA,2020-09-22
1170,2188,,Bachelor's Degree,VTA,2021-10-11
1171,2189,,Certificate in Plumbing,VTA,2023-07-16
1172,2190,,Certificate in Hospitality,Gem Co,2016-12-03
1173,2190,,Diploma in Hospitality,VTA,2016-11-19
1174,2192,NVQ Level 4,,VTA,2018-10-04
1175,2192,NVQ Level 4,,VTA,2021-05-16
1176,2196,NVQ Level 5,,NAITA,2025-02-10
1177,2196,,A/L,TVEC,2018-09-05
1178,2198,,Certificate in Electrical Work,VTA,2023-05-06
1179,2199,,Certificate in Carpentry,Tea Plantations,2023-09-24
1180,2206,,Certificate in Heavy Vehicle Operation,NAITA,2023-02-09
1181,2209,,Certificate in Heavy Vehicle Operation,Tech Solutions,2017-10-29
1182,2209,,O/L,NAITA,2022-11-08
1183,2213,NVQ Level 2,,Lanka Group,2016-08-25
1184,2214,,Certificate in Nursing,SLBFE Training Center,2021-08-19
1185,2216,,Diploma in Hospitality,TVEC,2015-09-05
1186,2219,NVQ Level 5,,NAITA,2016-06-01
1187,2221,,Master's Degree,NAITA,2016-11-17
1188,2222,,Certificate in Driving,TVEC,2022-10-27
1189,2223,,Certificate in Plumbing,NAITA,2023-12-20
1190,2223,NVQ Level 5,,SLBFE Training Center,2025-06-29
1191,2225,,Certificate in Masonry,NAITA,2020-11-09
1192,2225,,Certificate in Heavy Vehicle Operation,TVEC,2025-03-19
1193,2228,,Certificate in Caregiving,SLBFE Training Center,2015-10-19
1194,2232,,O/L,SLBFE Training Center,2025-03-11
1195,2232,,A/L,Tea Ltd,2018-03-13
1196,2234,,Certificate in Accounting,NAITA,2022-09-07
1197,2237,,Certificate in Masonry,VTA,2017-05-22
1198,2241,NVQ Level 2,,SLBFE Training Center,2025-04-13
1199,2243,,O/L,NAITA,2018-04-08
1200,2243,NVQ Level 4,,NAITA,2021-03-08
1201,2244,,Certificate in Domestic Work,Hotel Plantations,2022-03-07
1202,2244,NVQ Level 2,,SLBFE Training Center,2023-10-14
1203,2247,,Certificate in Masonry,VTA,2020-03-11
1204,2247,,Diploma in Hospitality,Sri Co,2018-07-29
1205,2251,,A/L,NAITA,2023-03-10
1206,2251,,Certificate in Nursing,Lanka Ltd,2024-04-29
1207,2252,,Certificate in Domestic Work,VTA,2023-11-19
1208,2254,,Certificate in IT,NAITA,2016-03-15
1209,2255,,Diploma in IT,VTA,2019-06-24
1210,2255,,O/L,NAITA,2019-09-04
1211,2256,,Certificate in Domestic Work,TVEC,2017-12-24
1212,2259,,Certificate in Driving,NAITA,2021-08-24
1213,2262,,Bachelor's Degree,VTA,2025-08-19
1214,2262,,Diploma in Hospitality,NAITA,2023-11-06
1215,2263,,Master's Degree,SLBFE Training Center,2020-04-29
1216,2263,NVQ Level 3,,Apparel Plantations,2021-03-25
1217,2264,,Certificate in Caregiving,TVEC,2019-04-22
1218,2264,,Certificate in IT,VTA,2025-06-20
1219,2267,,Certificate in Welding,NAITA,2018-09-24
1220,2269,NVQ Level 1,,NAITA,2020-12-10
1221,2276,,Certificate in Caregiving,TVEC,2023-06-10
1222,2278,,Diploma in Nursing,Sri Inc,2022-10-28
1223,2278,,Certificate in Sewing,Island Pvt,2023-10-05
1224,2279,,O/L,TVEC,2020-08-20
1225,2279,,O/L,VTA,2025-08-02
1226,2281,NVQ Level 5,,NAITA,2019-05-31
1227,2282,,Bachelor's Degree,NAITA,2019-06-26
1228,2283,,Certificate in Welding,SLBFE Training Center,2024-07-16
1229,2283,,Certificate in Plumbing,TVEC,2023-10-29
1230,2286,,Certificate in Caregiving,NAITA,2023-05-31
1231,2287,,Certificate in Electrical Work,TVEC,2015-10-09
1232,2293,,Certificate in Hospitality,NAITA,2017-06-07
1233,2296,,O/L,TVEC,2017-04-10
1234,2296,,O/L,VTA,2019-01-26
1235,2297,,Certificate in Hospitality,SLBFE Training Center,2021-08-27
1236,2303,NVQ Level 5,,Construction Inc,2024-07-04
1237,2303,,Diploma in IT,NAITA,2022-06-16
1238,2306,,Diploma in Hospitality,VTA,2023-03-22
1239,2306,,Certificate in IT,Sri Inc,2024-04-08
1240,2313,,Diploma in Business,VTA,2015-12-17
1241,2317,,Certificate in Sewing,NAITA,2025-07-15
1242,2317,,Certificate in Domestic Work,VTA,2015-12-15
1243,2321,,A/L,VTA,2021-04-14
1244,2322,,O/L,VTA,2023-06-24
1245,2322,,Diploma in Business,NAITA,2019-06-01
1246,2323,,Certificate in Accounting,SLBFE Training Center,2022-07-02
1247,2327,,Certificate in Domestic Work,SLBFE Training Center,2025-05-29
1248,2327,,Diploma in Business,SLBFE Training Center,2022-11-12
1249,2330,,Certificate in Domestic Work,NAITA,2023-10-15
1250,2330,,Certificate in Driving,SLBFE Training Center,2022-03-18
1251,2332,,O/L,VTA,2016-11-23
1252,2337,,Certificate in Hospitality,TVEC,2021-03-20
1253,2337,,Certificate in Driving,TVEC,2020-12-14
1254,2338,NVQ Level 2,,VTA,2023-09-24
1255,2338,NVQ Level 5,,TVEC,2022-09-30
1256,2340,,O/L,Island Inc,2023-02-13
1257,2342,,Certificate in Driving,VTA,2020-01-07
1258,2342,,O/L,VTA,2019-07-28
1259,2343,NVQ Level 1,,SLBFE Training Center,2021-06-15
1260,2343,,Certificate in Plumbing,TVEC,2019-02-08
1261,2346,NVQ Level 1,,VTA,2023-12-25
1262,2348,,Certificate in Masonry,TVEC,2018-02-02
1263,2348,NVQ Level 5,,VTA,2022-06-14
1264,2351,,Certificate in Caregiving,SLBFE Training Center,2021-02-03
1265,2353,,Certificate in Welding,NAITA,2023-10-18
1266,2360,,O/L,TVEC,2022-05-05
1267,2367,,Certificate in Carpentry,SLBFE Training Center,2018-06-30
1268,2367,,O/L,NAITA,2016-10-08
1269,2368,,Certificate in Cooking,SLBFE Training Center,2019-06-01
1270,2368,,Certificate in Electrical Work,VTA,2024-07-12
1271,2372,,Certificate in Caregiving,TVEC,2018-04-23
1272,2372,,Certificate in Domestic Work,Ceylon Group,2016-03-08
1273,2376,,O/L,Hotel Co,2023-04-07
1274,2386,NVQ Level 1,,SLBFE Training Center,2022-06-01
1275,2387,,Certificate in Masonry,TVEC,2021-05-07
1276,2387,,Certificate in Hospitality,NAITA,2022-12-15
1277,2390,,Master's Degree,NAITA,2019-09-01
1278,2390,,Certificate in Heavy Vehicle Operation,NAITA,2018-11-21
1279,2391,,Diploma in Business,SLBFE Training Center,2025-07-13
1280,2391,NVQ Level 5,,NAITA,2023-11-15
1281,2392,,Certificate in Heavy Vehicle Operation,TVEC,2017-05-20
1282,2392,,Certificate in Welding,VTA,2023-08-01
1283,2393,,Certificate in Heavy Vehicle Operation,NAITA,2019-05-15
1284,2393,,Certificate in Heavy Vehicle Operation,TVEC,2017-02-03
1285,2411,NVQ Level 2,,NAITA,2022-06-26
1286,2411,,Certificate in Sewing,Gem Co,2021-04-20
1287,2413,,Certificate in Driving,Island Group,2019-12-14
1288,2413,,Certificate in IT,Tea Co,2016-11-02
1289,2415,NVQ Level 2,,SLBFE Training Center,2016-08-12
1290,2416,,Certificate in Caregiving,TVEC,2016-11-16
1291,2418,,Certificate in Domestic Work,NAITA,2025-07-17
1292,2418,NVQ Level 2,,VTA,2018-03-16
1293,2420,,Certificate in Nursing,NAITA,2023-02-10
1294,2422,NVQ Level 2,,VTA,2023-10-15
1295,2425,,Certificate in Nursing,TVEC,2016-10-29
1296,2425,,Certificate in Domestic Work,SLBFE Training Center,2017-03-20
1297,2432,,A/L,SLBFE Training Center,2021-01-14
1298,2432,,A/L,VTA,2023-11-15
1299,2433,,Certificate in Plumbing,Lanka Ltd,2024-05-22
1300,2434,,Certificate in Caregiving,SLBFE Training Center,2024-03-21
1301,2434,,Certificate in Domestic Work,SLBFE Training Center,2021-02-12
1302,2436,NVQ Level 2,,SLBFE Training Center,2021-12-06
1303,2441,,Certificate in Welding,VTA,2020-10-09
1304,2441,,Certificate in Plumbing,NAITA,2024-12-03
1305,2442,,Bachelor's Degree,SLBFE Training Center,2018-08-27
1306,2442,,Certificate in Welding,SLBFE Training Center,2016-12-19
1307,2443,,Certificate in Plumbing,VTA,2021-06-14
1308,2444,,Certificate in Domestic Work,VTA,2020-07-04
1309,2445,,Certificate in Heavy Vehicle Operation,TVEC,2017-02-24
1310,2445,,Certificate in Welding,VTA,2024-12-01
1311,2447,NVQ Level 4,,TVEC,2017-05-05
1312,2447,,O/L,SLBFE Training Center,2020-11-10
1313,2448,,Certificate in Welding,VTA,2015-09-23
1314,2460,,Certificate in Nursing,Hotel Pvt,2023-08-25
1315,2466,,Bachelor's Degree,Tea Solutions,2016-06-20
1316,2470,NVQ Level 4,,TVEC,2018-07-28
1317,2471,,Certificate in Nursing,Hotel Co,2023-06-14
1318,2472,,Certificate in Heavy Vehicle Operation,Gem Pvt,2024-01-20
1319,2472,,O/L,TVEC,2025-07-15
1320,2484,,Certificate in Heavy Vehicle Operation,Apparel Plantations,2018-06-28
1321,2491,,O/L,Construction Group,2024-07-18
1322,2491,NVQ Level 3,,VTA,2015-10-07
1323,2493,,Diploma in IT,TVEC,2023-09-21
1324,2494,NVQ Level 3,,SLBFE Training Center,2016-11-22
1325,2495,,Certificate in Welding,TVEC,2016-01-30
1326,2495,,Master's Degree,Lanka Solutions,2023-10-09
1327,2497,NVQ Level 2,,VTA,2019-07-30
1328,2498,NVQ Level 2,,NAITA,2017-05-01
1329,2498,,Certificate in Hospitality,VTA,2022-09-10
1330,2503,,Certificate in Electrical Work,TVEC,2025-05-10
1331,2505,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2018-06-03
1332,2505,NVQ Level 2,,VTA,2017-03-03
1333,2506,NVQ Level 4,,SLBFE Training Center,2022-12-08
1334,2506,,Certificate in Plumbing,NAITA,2023-09-03
1335,2516,,Certificate in Accounting,TVEC,2025-06-04
1336,2516,,Certificate in Caregiving,VTA,2024-12-02
1337,2518,,Certificate in Accounting,NAITA,2024-02-26
1338,2520,,Certificate in Sewing,NAITA,2019-07-09
1339,2524,,Certificate in Caregiving,SLBFE Training Center,2024-09-19
1340,2529,,Certificate in Carpentry,SLBFE Training Center,2016-05-11
1341,2530,,Certificate in Domestic Work,VTA,2016-10-23
1342,2530,,Certificate in Plumbing,SLBFE Training Center,2024-12-13
1343,2535,,Master's Degree,VTA,2018-05-31
1344,2538,,Certificate in IT,Lanka Group,2019-03-13
1345,2538,NVQ Level 2,,VTA,2016-05-04
1346,2539,NVQ Level 3,,SLBFE Training Center,2021-09-11
1347,2540,,Certificate in Plumbing,TVEC,2024-03-18
1348,2544,,Certificate in Carpentry,NAITA,2024-02-08
1349,2546,,Diploma in Nursing,SLBFE Training Center,2019-01-10
1350,2547,NVQ Level 2,,Tech Plantations,2019-07-12
1351,2557,NVQ Level 4,,VTA,2024-03-10
1352,2559,,Certificate in Heavy Vehicle Operation,NAITA,2018-04-18
1353,2559,,Certificate in Driving,NAITA,2024-01-28
1354,2564,,Certificate in Sewing,Lanka Pvt,2022-08-11
1355,2564,NVQ Level 3,,SLBFE Training Center,2024-12-26
1356,2569,,Certificate in Accounting,VTA,2019-10-09
1357,2569,,Certificate in Masonry,NAITA,2017-02-19
1358,2574,,Certificate in Carpentry,NAITA,2023-11-13
1359,2577,,Certificate in Driving,NAITA,2016-05-12
1360,2578,,Certificate in Carpentry,SLBFE Training Center,2022-01-17
1361,2580,,Certificate in Accounting,SLBFE Training Center,2018-12-02
1362,2580,,Diploma in Business,VTA,2025-04-05
1363,2581,,Certificate in Welding,TVEC,2021-09-25
1364,2581,,Diploma in IT,Island Ltd,2018-12-05
1365,2583,,Certificate in Cooking,NAITA,2022-07-16
1366,2583,,Master's Degree,NAITA,2019-01-27
1367,2587,,Certificate in IT,VTA,2022-12-12
1368,2588,,Certificate in Caregiving,SLBFE Training Center,2023-11-12
1369,2588,NVQ Level 3,,TVEC,2018-06-27
1370,2591,,Certificate in Plumbing,SLBFE Training Center,2019-01-14
1371,2592,,O/L,NAITA,2016-12-29
1372,2592,,O/L,TVEC,2022-09-01
1373,2595,,Diploma in IT,SLBFE Training Center,2024-02-26
1374,2598,,Certificate in Hospitality,SLBFE Training Center,2016-09-18
1375,2601,NVQ Level 3,,NAITA,2023-02-17
1376,2601,,O/L,Tea Enterprises,2024-06-07
1377,2602,,Certificate in Heavy Vehicle Operation,VTA,2025-05-23
1378,2607,,Certificate in Electrical Work,SLBFE Training Center,2022-12-04
1379,2608,,Diploma in Hospitality,TVEC,2021-06-13
1380,2608,,Certificate in Electrical Work,TVEC,2021-02-20
1381,2613,,Certificate in Nursing,TVEC,2017-08-13
1382,2620,NVQ Level 5,,VTA,2018-11-09
1383,2622,,Certificate in Sewing,TVEC,2018-06-06
1384,2622,,Certificate in Accounting,SLBFE Training Center,2016-10-29
1385,2625,,A/L,VTA,2022-01-23
1386,2625,NVQ Level 3,,TVEC,2018-06-27
1387,2628,NVQ Level 4,,Gem Solutions,2022-06-09
1388,2628,,Certificate in Masonry,NAITA,2020-02-12
1389,2630,,Diploma in Hospitality,TVEC,2025-04-14
1390,2633,,Diploma in IT,TVEC,2017-07-06
1391,2633,,Certificate in Electrical Work,TVEC,2016-09-11
1392,2637,,Diploma in Hospitality,Ceylon Co,2016-10-25
1393,2640,NVQ Level 3,,VTA,2024-04-07
1394,2641,,Certificate in Electrical Work,Ceylon Pvt,2019-11-22
1395,2641,,Certificate in Welding,TVEC,2023-09-26
1396,2642,,Certificate in Driving,TVEC,2023-07-28
1397,2645,,Certificate in Driving,SLBFE Training Center,2022-03-05
1398,2645,,Diploma in Hospitality,TVEC,2024-07-26
1399,2647,NVQ Level 5,,NAITA,2019-10-25
1400,2652,,Certificate in Nursing,SLBFE Training Center,2018-04-17
1401,2660,,Diploma in Hospitality,SLBFE Training Center,2016-04-25
1402,2660,,Certificate in Plumbing,TVEC,2020-11-05
1403,2661,NVQ Level 4,,SLBFE Training Center,2023-11-21
1404,2663,,Certificate in Plumbing,TVEC,2016-10-31
