HigherEduID,PersonalID,QualificationType,CourseName,University,Year,Result
405,2519,BSc,Nursing Elite,Eastern University,1987,Pass
406,2523,Diploma,Business Advanced,University of Peradeniya,2004,First Class
407,2526,MSc,Engineering Global,Eastern University,2018,
408,2530,BA,Accounting Global,University of Kelaniya,2006,Second Upper
409,2530,Diploma,Computer Science Advanced,Sabaragamuwa University of Sri Lanka,1992,Merit
410,2547,Diploma,Nursing International,University of Jaffna,2019,
411,2551,BSc,Nursing Elite,Eastern University,2012,Second Lower
412,2551,BA,Engineering Elite,University of Moratuwa,2014,Merit
413,2551,Diploma,Accounting Tech,University of Moratuwa,2013,
414,2555,BSc,Accounting Premier,Sabaragamuwa University of Sri Lanka,1984,
415,2556,Higher Diploma,Nursing International,University of Jaffna,1986,
416,2556,Higher Diploma,Business National,University of Ruhuna,2001,First Class
417,2561,Higher Diploma,Business Elite,Sabaragamuwa University of Sri Lanka,1994,Second Lower
418,2599,BA,Hospitality Global,Eastern University,1998,First Class
419,2606,BSc,Computer Science Advanced,University of Sri Jayewardenepura,2013,Pass
420,2633,BSc,Hospitality International,University of Ruhuna,2018,Second Upper
421,2638,BA,Accounting Tech,University of Moratuwa,2013,Second Lower
422,2638,BSc,Accounting Elite,University of Peradeniya,1998,First Class
423,2638,MSc,Nursing International,University of Jaffna,1989,Second Upper
424,2639,MSc,Engineering Global,University of Kelaniya,1982,First Class
425,2644,BA,Engineering Premier,Eastern University,1995,Second Lower
426,2651,Higher Diploma,Nursing National,Open University of Sri Lanka,1981,Merit
427,2665,BA,Computer Science Global,Sabaragamuwa University of Sri Lanka,2007,Second Lower
428,2672,Higher Diploma,Engineering National,University of Jaffna,2024,First Class
429,2673,Higher Diploma,Computer Science International,Sabaragamuwa University of Sri Lanka,1988,Merit
430,2674,Diploma,Nursing Premier,Sabaragamuwa University of Sri Lanka,1998,Second Lower
431,2674,Higher Diploma,Computer Science Premier,University of Moratuwa,2000,First Class
432,2677,MSc,Accounting Tech,Sabaragamuwa University of Sri Lanka,1993,
433,2680,MSc,Business Global,University of Sri Jayewardenepura,2005,Second Lower
434,2684,BSc,Engineering Elite,University of Colombo,2002,First Class
435,2685,BSc,Computer Science Global,University of Peradeniya,2022,Merit
436,2701,BSc,Accounting Advanced,University of Ruhuna,2023,Merit
437,2701,Higher Diploma,Engineering Premier,University of Sri Jayewardenepura,2021,Second Upper
438,2704,Diploma,Nursing Premier,Eastern University,2011,Pass
439,2705,BA,Nursing National,University of Kelaniya,1987,Pass
440,2717,MSc,Business Global,Sabaragamuwa University of Sri Lanka,1981,Pass
441,2720,BA,Business Tech,University of Moratuwa,2004,Second Upper
442,2727,Diploma,Engineering Tech,University of Jaffna,1991,
443,2741,BSc,Computer Science Elite,University of Moratuwa,1987,Pass
444,2741,Higher Diploma,Accounting Premier,University of Kelaniya,2007,Second Lower
445,2751,BA,Engineering National,Eastern University,1991,Pass
446,2755,BSc,Computer Science Advanced,Eastern University,1992,Second Upper
447,2777,MSc,Nursing Advanced,University of Ruhuna,2020,First Class
448,2777,BA,Business Global,Open University of Sri Lanka,2017,First Class
449,2805,BA,Computer Science Premier,University of Jaffna,1987,
450,2808,BSc,Engineering Premier,University of Kelaniya,2000,Merit
451,2813,BSc,Computer Science Elite,Open University of Sri Lanka,2024,First Class
452,2824,BA,Computer Science International,University of Colombo,1987,Second Upper
453,2825,BA,Accounting Tech,University of Kelaniya,2008,Merit
454,2833,BSc,Computer Science Elite,University of Moratuwa,2025,Merit
455,2839,Diploma,Nursing Advanced,University of Colombo,2001,Second Upper
456,2851,Diploma,Nursing Advanced,University of Kelaniya,1992,Second Upper
457,2856,MSc,Computer Science Global,Open University of Sri Lanka,1994,Second Lower
458,2875,Diploma,Accounting Advanced,University of Kelaniya,1980,Second Upper
459,2880,Higher Diploma,Nursing Tech,Eastern University,2002,
460,2880,Diploma,Hospitality Elite,University of Sri Jayewardenepura,2024,Pass
461,2880,BA,Nursing International,University of Colombo,1982,Second Upper
462,2893,BA,Accounting Advanced,Eastern University,2004,Pass
463,2897,Higher Diploma,Nursing International,Sabaragamuwa University of Sri Lanka,2006,Second Upper
464,2913,BSc,Computer Science International,University of Jaffna,2007,Second Lower
465,2913,Diploma,Business Advanced,Sabaragamuwa University of Sri Lanka,2001,Pass
466,2913,BSc,Business Advanced,Open University of Sri Lanka,2005,
467,2934,Diploma,Business Tech,Open University of Sri Lanka,2000,Merit
468,2947,MSc,Hospitality Advanced,University of Jaffna,2013,Second Upper
469,2949,BSc,Nursing Elite,Open University of Sri Lanka,1988,Second Lower
470,2950,Diploma,Nursing Advanced,University of Jaffna,2003,Merit
471,2950,Higher Diploma,Hospitality National,University of Moratuwa,1996,Second Upper
472,2953,BA,Business National,University of Peradeniya,1984,Pass
473,2954,Diploma,Computer Science National,University of Ruhuna,2014,
474,2955,BA,Nursing Global,Open University of Sri Lanka,1981,Second Lower
475,2959,BSc,Engineering Elite,Open University of Sri Lanka,2009,
476,2959,MSc,Engineering Global,University of Moratuwa,1981,
477,2959,BA,Engineering National,University of Jaffna,1987,Second Upper
478,2994,BSc,Business Advanced,University of Ruhuna,1997,First Class
479,2994,MSc,Hospitality Global,University of Jaffna,1988,Pass
480,2996,BA,Accounting Global,University of Peradeniya,1983,Merit
481,3005,MSc,Hospitality Tech,University of Ruhuna,2006,First Class
482,3006,MSc,Business Advanced,Sabaragamuwa University of Sri Lanka,2001,Second Upper
483,3006,MSc,Computer Science National,Sabaragamuwa University of Sri Lanka,2007,
484,3019,BA,Computer Science Global,Eastern University,2018,Pass
485,3021,BSc,Accounting Tech,Sabaragamuwa University of Sri Lanka,1992,Second Lower
486,3022,MSc,Business National,University of Peradeniya,1985,Merit
487,3023,MSc,Business Premier,Sabaragamuwa University of Sri Lanka,1991,Second Lower
488,3032,BA,Hospitality Premier,Sabaragamuwa University of Sri Lanka,1982,Second Lower
489,3035,BA,Engineering Global,University of Colombo,2007,Merit
490,3035,BA,Accounting International,University of Jaffna,1985,Second Upper
491,3038,BSc,Computer Science International,University of Sri Jayewardenepura,2002,Second Upper
492,3046,MSc,Nursing National,Sabaragamuwa University of Sri Lanka,2014,First Class
493,3060,BSc,Computer Science International,Sabaragamuwa University of Sri Lanka,1995,Merit
494,3079,BSc,Accounting Elite,Open University of Sri Lanka,1994,First Class
495,3080,MSc,Accounting Global,University of Moratuwa,2001,Second Upper
496,3089,MSc,Nursing Tech,University of Moratuwa,2003,Second Lower
497,3106,BA,Engineering International,Eastern University,1980,Merit
498,3106,BSc,Engineering Elite,University of Moratuwa,2016,Second Upper
499,3111,BA,Accounting Global,University of Colombo,1994,Second Lower
500,3116,BA,Business Advanced,University of Peradeniya,2006,Merit
501,3127,Higher Diploma,Computer Science Advanced,University of Ruhuna,2003,Merit
502,3129,Diploma,Computer Science Tech,University of Peradeniya,1984,Second Upper
503,3136,BSc,Business National,Open University of Sri Lanka,1992,Pass
504,3138,BSc,Business International,University of Jaffna,2004,Second Lower
505,3141,Higher Diploma,Nursing Global,University of Moratuwa,2002,Pass
506,3154,MSc,Hospitality Premier,University of Peradeniya,2002,Merit
507,3169,Diploma,Engineering Advanced,University of Sri Jayewardenepura,2025,Second Lower
508,3175,BA,Hospitality Tech,University of Moratuwa,2008,Second Lower
509,3186,BSc,Engineering Tech,University of Ruhuna,2006,
510,3203,MSc,Accounting International,University of Moratuwa,2019,
511,3207,BSc,Computer Science Premier,University of Ruhuna,2021,
512,3219,Higher Diploma,Engineering Elite,University of Peradeniya,1996,Merit
513,3223,BA,Accounting Elite,University of Jaffna,1997,Second Lower
514,3232,Higher Diploma,Nursing Advanced,University of Peradeniya,1997,Second Upper
515,3235,Higher Diploma,Engineering Global,University of Kelaniya,2018,Second Lower
516,3235,BSc,Computer Science Advanced,Eastern University,2020,
517,3235,MSc,Nursing Elite,University of Ruhuna,2010,First Class
518,3238,BSc,Accounting National,University of Moratuwa,1988,Merit
519,3238,BA,Nursing National,University of Sri Jayewardenepura,1987,Merit
520,3242,Diploma,Engineering Global,University of Ruhuna,1986,Second Upper
521,3242,MSc,Business Tech,University of Ruhuna,1980,Second Lower
522,3254,BSc,Accounting Premier,University of Peradeniya,2013,Pass
523,3268,BSc,Nursing Tech,Open University of Sri Lanka,2023,Second Lower
524,3274,MSc,Engineering Tech,University of Kelaniya,2015,Second Upper
525,3274,MSc,Nursing Elite,Sabaragamuwa University of Sri Lanka,1982,Second Lower
526,3278,MSc,Computer Science Elite,University of Moratuwa,1982,Pass
527,3284,BA,Accounting National,University of Kelaniya,2007,Merit
528,3285,BA,Engineering Tech,Sabaragamuwa University of Sri Lanka,2011,
529,3291,Higher Diploma,Nursing Tech,University of Moratuwa,1993,First Class
530,3295,BA,Business Premier,University of Peradeniya,2023,Merit
531,3308,BA,Engineering International,University of Sri Jayewardenepura,2019,First Class
532,3310,Diploma,Nursing Premier,University of Ruhuna,2017,First Class
533,3314,MSc,Accounting Elite,University of Colombo,2022,Second Upper
534,3318,BA,Engineering Global,University of Peradeniya,2007,Pass
535,3321,BSc,Accounting Elite,University of Jaffna,2008,
536,3323,Diploma,Business Elite,Sabaragamuwa University of Sri Lanka,1984,
537,3328,Diploma,Accounting National,University of Jaffna,1994,Pass
538,3330,Diploma,Hospitality Global,University of Colombo,2002,Pass
539,3330,Diploma,Hospitality Premier,Sabaragamuwa University of Sri Lanka,2010,Merit
540,3330,Diploma,Hospitality Elite,University of Kelaniya,1991,Pass
541,3336,MSc,Business Tech,University of Kelaniya,2008,Second Lower
542,3352,MSc,Business Elite,University of Kelaniya,1997,Second Upper
543,3355,BSc,Engineering Premier,University of Moratuwa,1982,Merit
544,3361,BSc,Business International,University of Colombo,2013,
545,3371,Diploma,Hospitality Global,Sabaragamuwa University of Sri Lanka,2014,Merit
546,3374,MSc,Business Global,Eastern University,2014,Merit
547,3391,Diploma,Engineering Advanced,Open University of Sri Lanka,2015,Merit
548,3396,BSc,Nursing Advanced,Eastern University,2006,Pass
549,3398,BSc,Hospitality Premier,University of Colombo,2012,Second Upper
550,3401,MSc,Accounting Elite,University of Ruhuna,2022,
551,3410,BA,Engineering Premier,University of Kelaniya,2005,Second Upper
552,3410,Higher Diploma,Hospitality Tech,University of Jaffna,2025,First Class
553,3410,BSc,Hospitality National,University of Kelaniya,2009,
554,3412,Diploma,Business Advanced,University of Moratuwa,2018,Pass
555,3424,Diploma,Nursing Advanced,Eastern University,2007,Merit
556,3424,BSc,Accounting Premier,Eastern University,2013,First Class
557,3425,Diploma,Computer Science Advanced,Eastern University,1982,Pass
558,3437,BA,Hospitality National,Sabaragamuwa University of Sri Lanka,2017,First Class
559,3440,BSc,Business Advanced,University of Peradeniya,2008,Second Lower
560,3442,MSc,Business Elite,University of Moratuwa,2023,First Class
561,3446,Diploma,Engineering Global,University of Colombo,1998,Merit
562,3463,BA,Computer Science International,University of Kelaniya,2012,Pass
563,3464,BSc,Nursing Elite,University of Kelaniya,2007,Merit
564,3464,Diploma,Computer Science Elite,Open University of Sri Lanka,2001,
565,3465,Higher Diploma,Engineering Tech,University of Jaffna,2023,
566,3470,Diploma,Engineering National,University of Kelaniya,1999,Pass
567,3471,BSc,Accounting Elite,Sabaragamuwa University of Sri Lanka,1983,First Class
568,3471,BA,Computer Science Global,Open University of Sri Lanka,1993,
569,3480,MSc,Engineering Advanced,Open University of Sri Lanka,2013,Merit
570,3496,Higher Diploma,Accounting Premier,University of Sri Jayewardenepura,2020,Merit
571,3500,Higher Diploma,Nursing Global,Open University of Sri Lanka,2001,Pass
572,3504,Higher Diploma,Computer Science International,University of Sri Jayewardenepura,2019,Merit
573,3506,MSc,Engineering Premier,University of Jaffna,2004,
574,3515,BA,Business National,University of Kelaniya,1994,
575,3521,BSc,Accounting International,Eastern University,1989,First Class
576,3522,BSc,Hospitality Tech,Sabaragamuwa University of Sri Lanka,1987,Second Lower
577,3525,BSc,Accounting Tech,University of Jaffna,2013,Second Lower
578,3541,BSc,Accounting Elite,University of Sri Jayewardenepura,2021,Second Upper
579,3541,MSc,Business Elite,Open University of Sri Lanka,1999,First Class
580,3566,BA,Computer Science National,Sabaragamuwa University of Sri Lanka,2012,Second Lower
581,3581,MSc,Accounting Premier,University of Jaffna,2025,
582,3583,MSc,Accounting Global,Sabaragamuwa University of Sri Lanka,1986,Second Upper
583,3583,BA,Accounting Advanced,University of Ruhuna,1983,Merit
584,3587,BSc,Hospitality National,University of Jaffna,1993,First Class
585,3588,Higher Diploma,Business Advanced,University of Colombo,1989,First Class
586,3599,Diploma,Accounting Advanced,University of Kelaniya,1995,Second Lower
587,3600,BSc,Computer Science Advanced,University of Sri Jayewardenepura,2017,Second Lower
588,3603,BSc,Engineering Global,University of Colombo,1985,Second Lower
589,3604,Diploma,Engineering Elite,University of Colombo,1987,Second Upper
590,3613,BA,Hospitality Elite,Eastern University,2005,Second Upper
591,3613,Higher Diploma,Accounting Global,University of Ruhuna,1980,First Class
592,3614,MSc,Nursing Global,Sabaragamuwa University of Sri Lanka,1988,Second Lower
593,3614,BA,Engineering Advanced,University of Jaffna,1985,First Class
594,3620,Diploma,Accounting Premier,University of Colombo,2020,First Class
595,3626,MSc,Accounting Global,University of Peradeniya,1984,First Class
596,3626,BSc,Hospitality Tech,University of Kelaniya,2003,Merit
597,3626,Higher Diploma,Nursing Tech,University of Sri Jayewardenepura,1997,Pass
598,3634,BA,Computer Science Advanced,University of Sri Jayewardenepura,2003,First Class
599,3636,Higher Diploma,Hospitality Global,Eastern University,1998,Pass
600,3639,BA,Hospitality Tech,University of Colombo,2022,Second Lower
601,3645,Higher Diploma,Accounting International,Open University of Sri Lanka,2011,First Class
602,3645,BA,Business Advanced,University of Colombo,2004,Merit
603,3647,Higher Diploma,Business Advanced,University of Jaffna,2018,Second Upper
604,3651,BA,Engineering Elite,University of Ruhuna,1992,Second Lower
605,3659,BSc,Engineering Tech,University of Peradeniya,2004,First Class
606,3661,Higher Diploma,Hospitality Global,University of Moratuwa,2017,Merit
607,3664,Higher Diploma,Hospitality Tech,Sabaragamuwa University of Sri Lanka,2019,Merit
608,3664,BSc,Nursing National,University of Jaffna,1993,
609,3671,BA,Accounting Tech,University of Sri Jayewardenepura,2003,Pass
610,3677,Higher Diploma,Hospitality National,University of Peradeniya,1985,Pass
611,3695,Diploma,Nursing Premier,University of Jaffna,1983,Pass
612,3698,BSc,Engineering National,University of Peradeniya,2024,Merit
613,3701,BA,Engineering National,Eastern University,2024,Second Upper
614,3704,BSc,Computer Science Global,Eastern University,1992,
615,3711,Diploma,Business Advanced,University of Sri Jayewardenepura,2013,Pass
616,3712,Diploma,Computer Science Elite,University of Colombo,1999,Pass
617,3712,BSc,Engineering Advanced,University of Colombo,2025,First Class
618,3715,Higher Diploma,Engineering Premier,Sabaragamuwa University of Sri Lanka,1981,First Class
619,3717,MSc,Accounting Tech,Sabaragamuwa University of Sri Lanka,2000,Second Lower
620,3719,BA,Accounting Global,University of Colombo,2016,Second Upper
621,3721,BSc,Nursing Premier,Eastern University,2016,Second Lower
622,3730,BA,Accounting Elite,University of Kelaniya,1991,
623,3749,Higher Diploma,Hospitality Elite,University of Colombo,2010,Second Upper
624,3756,BA,Engineering Global,University of Jaffna,1990,First Class
625,3762,BA,Computer Science National,Sabaragamuwa University of Sri Lanka,1982,First Class
626,3764,Diploma,Engineering Global,University of Ruhuna,2023,Merit
627,3768,BA,Business Global,University of Peradeniya,1985,First Class
628,3769,BA,Computer Science Premier,University of Peradeniya,1990,First Class
629,3771,BA,Accounting Advanced,Sabaragamuwa University of Sri Lanka,2025,First Class
630,3771,BSc,Hospitality Tech,University of Moratuwa,2019,Second Upper
631,3771,MSc,Nursing Advanced,University of Kelaniya,1983,
632,3778,BA,Business Elite,University of Moratuwa,1980,First Class
633,3790,Diploma,Hospitality Premier,University of Peradeniya,2021,Pass
634,3795,MSc,Hospitality National,University of Ruhuna,1992,Merit
635,3799,BA,Engineering Advanced,University of Peradeniya,1995,Second Upper
636,3811,Diploma,Engineering Global,University of Kelaniya,2004,Second Upper
637,3812,Higher Diploma,Business Global,University of Kelaniya,1985,Merit
638,3812,Higher Diploma,Accounting Elite,University of Jaffna,1998,Second Lower
639,3812,MSc,Business Premier,University of Peradeniya,1995,
640,3814,MSc,Engineering Tech,University of Kelaniya,1982,First Class
641,3828,BSc,Business Elite,University of Colombo,1986,Second Lower
642,3833,Diploma,Business Advanced,University of Jaffna,1997,Pass
643,3842,Higher Diploma,Nursing Premier,University of Peradeniya,2001,
644,3849,MSc,Business Elite,Eastern University,1984,Merit
645,3849,BA,Nursing International,University of Jaffna,1988,Second Lower
646,3849,BSc,Accounting International,University of Jaffna,2002,Second Upper
647,3850,MSc,Accounting International,University of Colombo,1997,Pass
648,3857,BA,Business International,University of Jaffna,2007,Second Upper
649,3857,BA,Hospitality Premier,University of Jaffna,2016,Second Upper
650,3860,Higher Diploma,Accounting Tech,University of Sri Jayewardenepura,2003,Second Upper
651,3867,Diploma,Accounting Global,Sabaragamuwa University of Sri Lanka,2012,Merit
652,3870,MSc,Hospitality Global,University of Sri Jayewardenepura,2004,Merit
653,3873,BSc,Accounting Elite,University of Kelaniya,1998,Second Lower
654,3877,Higher Diploma,Computer Science National,Sabaragamuwa University of Sri Lanka,2013,Second Upper
655,3880,Higher Diploma,Hospitality Global,University of Moratuwa,2019,
656,3882,MSc,Accounting International,Open University of Sri Lanka,1990,Second Lower
657,3892,BA,Business Premier,University of Colombo,1993,
658,3896,Diploma,Business Elite,University of Jaffna,1988,Second Lower
659,3904,MSc,Engineering Elite,University of Moratuwa,2002,First Class
660,3904,Diploma,Nursing Tech,University of Moratuwa,1996,Merit
661,3912,BSc,Engineering National,University of Colombo,1984,Second Upper
662,3914,BSc,Business Premier,University of Moratuwa,1988,First Class
663,3914,Higher Diploma,Nursing Global,University of Moratuwa,2024,
664,3914,BA,Hospitality Global,University of Ruhuna,1986,
665,3942,BSc,Business National,University of Colombo,1995,Second Lower
666,3953,MSc,Business Advanced,University of Jaffna,1984,First Class
667,3960,BA,Accounting Elite,University of Peradeniya,1987,First Class
668,3961,BSc,Accounting Premier,Eastern University,2021,
669,3981,Higher Diploma,Hospitality Elite,University of Moratuwa,2014,Second Lower
670,3983,BSc,Accounting International,Sabaragamuwa University of Sri Lanka,2010,Merit
671,3995,BSc,Engineering National,University of Sri Jayewardenepura,1988,Second Lower
672,3997,MSc,Engineering International,Sabaragamuwa University of Sri Lanka,1988,Second Lower
673,3997,Diploma,Business Tech,Open University of Sri Lanka,1999,Second Lower
674,3997,Higher Diploma,Nursing International,University of Colombo,2008,Second Upper
675,4000,MSc,Engineering Tech,University of Colombo,1995,Pass
676,4021,BSc,Accounting International,University of Sri Jayewardenepura,1994,Second Upper
677,4027,MSc,Engineering Tech,University of Kelaniya,2023,
678,4027,Higher Diploma,Accounting Premier,Open University of Sri Lanka,1997,Merit
679,4030,BA,Hospitality National,University of Colombo,2002,
680,4048,BA,Nursing Global,University of Jaffna,1987,First Class
681,4050,BA,Accounting Global,Eastern University,2015,First Class
682,4053,BA,Hospitality International,University of Moratuwa,1986,Second Lower
683,4054,BA,Engineering Advanced,Open University of Sri Lanka,2000,Pass
684,4054,MSc,Engineering Global,Open University of Sri Lanka,1988,First Class
685,4067,BA,Nursing National,University of Colombo,1998,Pass
686,4083,BSc,Business Global,Sabaragamuwa University of Sri Lanka,1980,Second Upper
687,4083,BSc,Business Global,Eastern University,2019,Second Lower
688,4087,Higher Diploma,Engineering National,Open University of Sri Lanka,1995,Merit
689,4087,BSc,Hospitality Advanced,University of Ruhuna,1991,Pass
690,4090,BA,Hospitality Global,University of Colombo,1980,Merit
691,4095,BSc,Computer Science Premier,University of Colombo,1981,Pass
692,4110,BA,Business National,University of Colombo,1998,Pass
693,4110,BSc,Hospitality Elite,University of Ruhuna,1986,Second Lower
694,4110,BA,Business National,University of Moratuwa,2019,Second Upper
695,4111,BSc,Computer Science Global,University of Jaffna,1998,
696,4117,BA,Hospitality National,University of Sri Jayewardenepura,2005,First Class
697,4131,BSc,Business National,Open University of Sri Lanka,2025,Second Upper
698,4131,MSc,Nursing Elite,University of Moratuwa,2021,Second Lower
699,4133,MSc,Hospitality International,Open University of Sri Lanka,1982,First Class
700,4139,Higher Diploma,Engineering Premier,University of Ruhuna,1984,First Class
701,4143,BA,Accounting International,University of Sri Jayewardenepura,1991,Pass
702,4149,MSc,Accounting International,Eastern University,2021,Pass
703,4149,Higher Diploma,Engineering Elite,University of Sri Jayewardenepura,1990,Merit
704,4149,BSc,Engineering Advanced,University of Peradeniya,1994,Second Upper
705,4156,MSc,Business Tech,Open University of Sri Lanka,2022,
706,4156,MSc,Hospitality Global,Eastern University,2009,Merit
707,4160,MSc,Computer Science Global,Open University of Sri Lanka,2008,
708,4166,BA,Business Advanced,Open University of Sri Lanka,2008,
709,4179,BA,Hospitality Global,University of Moratuwa,2002,Second Lower
710,4180,Higher Diploma,Computer Science Tech,University of Peradeniya,2008,Merit
711,4180,BSc,Computer Science Elite,University of Peradeniya,2013,First Class
712,4182,BA,Engineering National,University of Sri Jayewardenepura,1987,Second Upper
713,4182,BSc,Hospitality Global,Sabaragamuwa University of Sri Lanka,1993,Pass
714,4182,Higher Diploma,Business Premier,University of Colombo,2003,Second Lower
715,4192,BSc,Hospitality National,Eastern University,1990,Merit
716,4204,MSc,Nursing Global,University of Ruhuna,1983,First Class
717,4204,BSc,Hospitality National,Sabaragamuwa University of Sri Lanka,2000,Pass
718,4216,BSc,Business Global,University of Colombo,2005,
719,4216,Diploma,Accounting Tech,University of Jaffna,2002,
720,4217,BA,Business Advanced,University of Peradeniya,1989,
721,4249,Diploma,Engineering Global,University of Jaffna,1985,First Class
722,4254,MSc,Computer Science Advanced,Open University of Sri Lanka,2010,
723,4255,MSc,Engineering Premier,University of Peradeniya,1990,Second Upper
724,4256,Higher Diploma,Engineering National,Open University of Sri Lanka,1984,First Class
725,4256,BA,Business Elite,University of Sri Jayewardenepura,1993,Second Upper
726,4274,BSc,Nursing International,University of Sri Jayewardenepura,2004,Second Lower
727,4275,Higher Diploma,Hospitality Elite,Open University of Sri Lanka,1988,
728,4279,BA,Computer Science Advanced,Eastern University,1981,Second Upper
729,4290,Diploma,Business Tech,University of Colombo,1994,Second Lower
730,4291,Higher Diploma,Business International,Eastern University,1996,Second Upper
731,4294,Higher Diploma,Nursing National,University of Sri Jayewardenepura,2019,First Class
732,4298,Diploma,Accounting Elite,University of Ruhuna,2015,Second Upper
733,4303,MSc,Engineering Advanced,University of Ruhuna,1986,Merit
734,4307,Higher Diploma,Engineering Advanced,Open University of Sri Lanka,2017,First Class
735,4314,Diploma,Hospitality National,Eastern University,2008,
736,4339,BSc,Nursing Premier,University of Moratuwa,2025,Second Lower
737,4341,Higher Diploma,Hospitality Premier,Sabaragamuwa University of Sri Lanka,1983,Second Upper
738,4350,Higher Diploma,Hospitality Global,University of Moratuwa,1993,Pass
739,4356,Higher Diploma,Accounting Elite,University of Moratuwa,2009,Merit
740,4362,BSc,Accounting Global,University of Kelaniya,1993,Second Lower
741,4371,MSc,Computer Science Premier,University of Ruhuna,2018,
742,4373,BA,Accounting Global,University of Peradeniya,2020,Merit
743,4376,MSc,Nursing Elite,Eastern University,2015,Second Upper
744,4382,Diploma,Accounting Advanced,University of Sri Jayewardenepura,1982,Second Upper
745,4394,BA,Accounting National,University of Sri Jayewardenepura,2006,Second Upper
746,4398,BA,Business Elite,Open University of Sri Lanka,1980,Pass
747,4399,Higher Diploma,Computer Science International,University of Peradeniya,1995,Second Upper
748,4401,Higher Diploma,Business Advanced,University of Colombo,2024,First Class
749,4402,BSc,Hospitality Tech,University of Colombo,2011,Second Upper
750,4417,Diploma,Accounting Advanced,Open University of Sri Lanka,2020,Pass
751,4417,BA,Engineering Elite,University of Jaffna,1999,
752,4417,MSc,Accounting International,University of Sri Jayewardenepura,1984,Merit
753,4421,MSc,Hospitality Premier,University of Sri Jayewardenepura,2017,Second Upper
754,4421,Higher Diploma,Engineering Premier,Eastern University,1987,Second Lower
755,4422,Higher Diploma,Accounting International,University of Kelaniya,1986,Second Upper
756,4424,MSc,Business International,University of Peradeniya,2022,Second Lower
757,4425,Higher Diploma,Computer Science International,University of Moratuwa,2023,Merit
758,4439,MSc,Business Tech,University of Colombo,1989,Second Lower
759,4441,Higher Diploma,Nursing Tech,University of Colombo,2021,Pass
760,4443,Diploma,Computer Science International,Open University of Sri Lanka,1990,Pass
761,4446,BA,Hospitality Advanced,University of Sri Jayewardenepura,2006,First Class
762,4449,MSc,Business Advanced,University of Jaffna,1989,First Class
763,4466,BA,Nursing National,Open University of Sri Lanka,2004,Pass
764,4466,BSc,Hospitality Elite,University of Jaffna,2023,Second Upper
765,4482,BA,Accounting International,University of Peradeniya,1982,First Class
766,4484,Higher Diploma,Engineering Global,University of Kelaniya,2004,
767,4489,BSc,Nursing National,University of Jaffna,2012,Second Upper
768,4490,Higher Diploma,Hospitality Tech,University of Peradeniya,2022,Second Lower
769,4494,Diploma,Nursing Tech,University of Jaffna,2015,Second Upper
770,4504,BSc,Nursing Global,Eastern University,2015,
771,4515,BSc,Nursing National,University of Peradeniya,1986,Second Lower
772,4517,Higher Diploma,Accounting National,University of Jaffna,2012,Merit
773,4520,Higher Diploma,Business Global,University of Peradeniya,2021,Pass
774,4522,BSc,Engineering Advanced,University of Peradeniya,2023,Second Upper
775,4522,Diploma,Business Advanced,University of Moratuwa,2019,Second Lower
776,4525,MSc,Computer Science Global,University of Moratuwa,1986,
777,4527,BA,Engineering International,Sabaragamuwa University of Sri Lanka,2000,Pass
778,4528,Higher Diploma,Business Premier,University of Sri Jayewardenepura,1987,
779,4528,BA,Accounting National,University of Ruhuna,2010,First Class
780,4531,Diploma,Business Advanced,University of Kelaniya,1985,Second Lower
781,4531,MSc,Engineering Premier,University of Ruhuna,1993,Pass
782,4537,BSc,Hospitality National,Eastern University,1990,First Class
783,4539,Higher Diploma,Nursing Global,University of Kelaniya,2025,First Class
784,4539,Diploma,Business Elite,University of Colombo,1985,Second Lower
785,4546,Diploma,Nursing Advanced,University of Colombo,2003,
786,4548,Diploma,Engineering National,University of Jaffna,2016,Pass
787,4553,BA,Hospitality Advanced,Sabaragamuwa University of Sri Lanka,2018,Second Lower
788,4557,MSc,Computer Science Premier,Open University of Sri Lanka,1991,
789,4563,Diploma,Nursing Premier,University of Moratuwa,2002,
790,4565,Higher Diploma,Accounting Premier,University of Colombo,2021,
791,4565,BSc,Nursing Premier,University of Peradeniya,2023,First Class
792,4566,MSc,Computer Science Global,Open University of Sri Lanka,1980,Pass
793,4569,MSc,Accounting Advanced,University of Ruhuna,2012,Pass
794,4569,Higher Diploma,Business International,University of Ruhuna,2012,Second Lower
795,4569,Higher Diploma,Engineering Advanced,University of Jaffna,2019,Second Upper
796,4570,Diploma,Business International,University of Peradeniya,1980,Pass
797,4571,BA,Accounting Global,University of Colombo,2010,Merit
798,4588,Diploma,Nursing Global,University of Peradeniya,2024,Pass
799,4610,BA,Accounting Elite,Open University of Sri Lanka,1988,Pass
800,4615,MSc,Engineering Elite,University of Peradeniya,2019,First Class
801,4622,BSc,Nursing Premier,Sabaragamuwa University of Sri Lanka,1985,Merit
802,4625,Higher Diploma,Engineering National,University of Peradeniya,1989,Merit
803,4638,Diploma,Business Tech,University of Jaffna,2008,Second Lower
804,4638,MSc,Accounting Premier,University of Kelaniya,2024,Pass
805,4638,BSc,Computer Science Global,University of Sri Jayewardenepura,2006,Second Upper
806,4641,MSc,Computer Science National,University of Jaffna,2001,Merit
807,4649,BA,Accounting Premier,Eastern University,2014,
808,4657,Higher Diploma,Engineering Global,University of Ruhuna,2010,Second Lower
809,4659,Diploma,Business Advanced,University of Kelaniya,2017,
