ContractID,ApplicationID,JobID,EmployerID,PersonalID,ContractNumber,ContractStartDate,ContractEndDate,RenewalEligible,ContractStatus,SignedDate,Remarks,CreatedDate
546,5343,3964,25,1849,C0000546,2026-02-21,2026-07-11,0,Expired,2026-02-21,,2026-02-21
547,5349,3704,71,1850,C0000547,2024-11-05,2027-08-08,1,Completed,2024-11-05,Standard contract,2024-11-05
548,5378,4088,64,1860,C0000548,2026-06-20,2027-07-18,1,Active,2026-06-20,Requires visa,2026-06-20
549,5381,3570,56,1861,C0000549,2026-06-18,2026-08-31,0,Completed,2026-06-18,Probation period,2026-06-18
550,5384,4868,18,1862,C0000550,2025-07-16,2027-01-10,0,Completed,2025-07-16,,2025-07-16
551,5393,3025,72,1865,C0000551,2026-01-29,2027-04-28,0,Expired,2026-01-29,Standard contract,2026-01-29
552,5403,2307,43,1867,C0000552,2026-04-07,2027-07-04,1,Expired,2026-04-07,Standard contract,2026-04-07
553,5404,1086,4,1868,C0000553,2025-07-11,2025-12-29,0,Completed,2025-07-11,,2025-07-11
554,5413,1115,5,1872,C0000554,2025-01-18,2026-04-09,0,Completed,2025-01-18,,2025-01-18
555,5422,489,53,1876,C0000555,2024-10-03,2026-07-03,0,Expired,2024-10-03,Requires visa,2024-10-03
556,5424,4664,68,1877,C0000556,2026-06-12,2026-10-15,0,Expired,2026-06-12,Training provided,2026-06-12
557,5425,875,69,1877,C0000557,2025-02-16,2026-03-08,1,Completed,2025-02-16,Training provided,2025-02-16
558,5433,2857,83,1879,C0000558,2026-07-24,2027-07-10,1,Completed,2026-07-24,Requires visa,2026-07-24
559,5435,4973,3,1880,C0000559,2026-01-24,2026-06-13,1,Active,2026-01-24,Standard contract,2026-01-24
560,5445,732,3,1886,C0000560,2025-06-15,2026-07-18,1,Terminated,2025-06-15,Standard contract,2025-06-15
561,5451,3073,56,1888,C0000561,2025-02-04,2026-08-29,1,Completed,2025-02-04,Training provided,2025-02-04
562,5454,1517,57,1888,C0000562,2025-06-08,2026-05-18,1,Expired,2025-06-08,Probation period,2025-06-08
563,5456,525,6,1889,C0000563,2025-11-27,2026-12-16,0,Terminated,2025-11-27,Probation period,2025-11-27
564,5458,4258,73,1891,C0000564,2026-05-25,2026-08-23,1,Expired,2026-05-25,Requires visa,2026-05-25
565,5459,4519,54,1891,C0000565,2026-01-27,2026-11-09,1,Active,2026-01-27,Standard contract,2026-01-27
566,5481,2283,83,1895,C0000566,2024-09-25,2026-03-11,0,Active,2024-09-25,,2024-09-25
567,5489,2998,53,1897,C0000567,2025-09-23,2026-03-08,0,Completed,2025-09-23,Standard contract,2025-09-23
568,5494,98,30,1898,C0000568,2025-09-30,2026-12-05,0,Completed,2025-09-30,,2025-09-30
569,5506,2428,52,1900,C0000569,2024-10-19,2026-05-19,1,Terminated,2024-10-19,Probation period,2024-10-19
570,5515,2014,71,1902,C0000570,2025-03-01,2026-12-04,1,Expired,2025-03-01,,2025-03-01
571,5537,215,30,1907,C0000571,2024-12-07,2026-03-06,1,Expired,2024-12-07,Training provided,2024-12-07
572,5540,3288,80,1907,C0000572,2026-07-03,2026-12-23,1,Completed,2026-07-03,Training provided,2026-07-03
573,5565,3715,8,1913,C0000573,2024-02-13,2025-05-24,0,Terminated,2024-02-13,Probation period,2024-02-13
574,5573,2266,16,1915,C0000574,2026-05-16,2026-11-20,1,Active,2026-05-16,Standard contract,2026-05-16
575,5575,481,73,1915,C0000575,2024-11-10,2026-08-26,0,Completed,2024-11-10,Training provided,2024-11-10
576,5582,3629,12,1917,C0000576,2026-02-18,2027-04-11,1,Terminated,2026-02-18,Requires visa,2026-02-18
577,5589,3527,13,1919,C0000577,2024-09-19,2027-04-11,0,Completed,2024-09-19,Probation period,2024-09-19
578,5595,3778,5,1920,C0000578,2026-04-03,2027-07-08,1,Active,2026-04-03,Requires visa,2026-04-03
579,5604,3604,21,1924,C0000579,2025-11-25,2026-12-02,1,Terminated,2025-11-25,,2025-11-25
580,5638,3501,37,1934,C0000580,2026-04-13,2027-04-22,0,Completed,2026-04-13,Training provided,2026-04-13
581,5648,3320,3,1938,C0000581,2025-09-06,2026-12-03,1,Completed,2025-09-06,Probation period,2025-09-06
582,5653,584,15,1942,C0000582,2025-08-28,2026-03-22,0,Completed,2025-08-28,Requires visa,2025-08-28
583,5658,1110,67,1943,C0000583,2026-07-29,2026-10-14,1,Completed,2026-07-29,,2026-07-29
584,5660,6,79,1944,C0000584,2025-11-18,2026-05-11,1,Completed,2025-11-18,Training provided,2025-11-18
585,5690,3865,11,1953,C0000585,2025-08-28,2025-10-26,1,Expired,2025-08-28,Training provided,2025-08-28
586,5697,4788,60,1957,C0000586,2024-09-22,2027-04-14,0,Active,2024-09-22,Standard contract,2024-09-22
587,5703,3453,31,1960,C0000587,2025-12-22,2027-04-22,1,Active,2025-12-22,Standard contract,2025-12-22
588,5715,175,34,1969,C0000588,2025-03-03,2026-10-28,0,Completed,2025-03-03,,2025-03-03
589,5776,2913,75,1992,C0000589,2025-05-04,2026-05-18,1,Active,2025-05-04,Training provided,2025-05-04
590,5777,1271,55,1992,C0000590,2025-05-03,2025-05-22,1,Completed,2025-05-03,Training provided,2025-05-03
591,5817,383,43,2008,C0000591,2024-07-17,2025-12-02,1,Completed,2024-07-17,Requires visa,2024-07-17
592,5834,45,77,2013,C0000592,2026-04-18,2027-06-14,0,Expired,2026-04-18,Probation period,2026-04-18
593,5839,225,26,2013,C0000593,2024-09-03,2025-02-05,0,Terminated,2024-09-03,Standard contract,2024-09-03
594,5849,4174,31,2017,C0000594,2025-12-31,2026-10-14,1,Expired,2025-12-31,Requires visa,2025-12-31
595,5852,2414,28,2017,C0000595,2026-05-25,2027-07-16,1,Completed,2026-05-25,Requires visa,2026-05-25
596,5860,3895,62,2020,C0000596,2025-03-08,2025-10-18,0,Active,2025-03-08,,2025-03-08
597,5868,4052,60,2022,C0000597,2026-04-08,2027-08-20,0,Terminated,2026-04-08,,2026-04-08
598,5880,3809,51,2026,C0000598,2025-12-21,2026-07-04,0,Active,2025-12-21,Standard contract,2025-12-21
599,5892,4892,37,2031,C0000599,2025-09-09,2025-11-17,0,Active,2025-09-09,,2025-09-09
600,5927,530,18,2043,C0000600,2025-07-27,2026-01-05,1,Completed,2025-07-27,Probation period,2025-07-27
601,5938,1649,10,2046,C0000601,2026-01-20,2026-07-30,0,Expired,2026-01-20,,2026-01-20
602,5939,2194,73,2046,C0000602,2026-05-13,2026-12-03,1,Expired,2026-05-13,Standard contract,2026-05-13
603,5949,3037,83,2049,C0000603,2025-01-23,2025-03-08,1,Terminated,2025-01-23,,2025-01-23
604,5954,3509,17,2050,C0000604,2026-02-18,2027-08-14,0,Expired,2026-02-18,,2026-02-18
605,5964,2688,81,2055,C0000605,2025-08-03,2025-11-08,1,Terminated,2025-08-03,Requires visa,2025-08-03
606,5974,3085,50,2058,C0000606,2024-08-27,2025-11-21,1,Expired,2024-08-27,Standard contract,2024-08-27
607,5984,4462,15,2062,C0000607,2025-08-18,2027-07-03,1,Terminated,2025-08-18,Probation period,2025-08-18
608,6003,3002,85,2070,C0000608,2024-05-10,2026-06-09,1,Expired,2024-05-10,Requires visa,2024-05-10
609,6004,2611,7,2070,C0000609,2026-07-18,2027-04-15,0,Expired,2026-07-18,Probation period,2026-07-18
610,6008,752,21,2070,C0000610,2026-04-23,2026-11-13,1,Terminated,2026-04-23,,2026-04-23
611,6023,1899,38,2075,C0000611,2025-04-15,2025-08-07,0,Terminated,2025-04-15,Probation period,2025-04-15
612,6032,287,74,2080,C0000612,2026-04-21,2026-09-25,1,Expired,2026-04-21,Requires visa,2026-04-21
613,6064,1764,2,2093,C0000613,2024-08-09,2027-07-11,0,Terminated,2024-08-09,Training provided,2024-08-09
614,6073,1354,38,2097,C0000614,2025-04-21,2027-05-26,0,Active,2025-04-21,Probation period,2025-04-21
615,6089,3163,29,2102,C0000615,2025-09-15,2026-08-11,0,Terminated,2025-09-15,Training provided,2025-09-15
616,6118,3335,37,2112,C0000616,2025-04-12,2027-06-11,0,Active,2025-04-12,Requires visa,2025-04-12
617,6122,37,14,2114,C0000617,2024-05-30,2025-03-03,1,Completed,2024-05-30,Training provided,2024-05-30
618,6124,1773,27,2115,C0000618,2025-07-10,2027-01-20,0,Expired,2025-07-10,Probation period,2025-07-10
619,6132,3103,32,2120,C0000619,2024-12-06,2025-03-20,1,Completed,2024-12-06,Probation period,2024-12-06
620,6137,3426,75,2123,C0000620,2026-02-02,2026-05-13,1,Completed,2026-02-02,Standard contract,2026-02-02
621,6138,3198,17,2123,C0000621,2025-06-05,2025-11-16,1,Expired,2025-06-05,Standard contract,2025-06-05
622,6140,4049,51,2124,C0000622,2026-08-27,2026-12-11,1,Active,2026-08-27,Training provided,2026-08-27
623,6141,1460,5,2125,C0000623,2025-10-04,2026-10-19,0,Completed,2025-10-04,Standard contract,2025-10-04
624,6147,3875,67,2127,C0000624,2025-10-02,2027-01-29,0,Completed,2025-10-02,Requires visa,2025-10-02
625,6162,2400,86,2133,C0000625,2026-05-26,2027-04-24,1,Expired,2026-05-26,Standard contract,2026-05-26
626,6171,2622,33,2136,C0000626,2026-04-12,2026-08-01,1,Terminated,2026-04-12,Training provided,2026-04-12
627,6176,4962,32,2138,C0000627,2025-04-03,2025-06-22,0,Expired,2025-04-03,Probation period,2025-04-03
628,6187,2061,35,2140,C0000628,2025-08-05,2027-05-16,0,Expired,2025-08-05,,2025-08-05
629,6215,4031,59,2150,C0000629,2025-09-19,2025-10-02,1,Completed,2025-09-19,Probation period,2025-09-19
630,6219,1992,80,2151,C0000630,2025-01-27,2025-09-18,0,Completed,2025-01-27,Requires visa,2025-01-27
631,6222,2302,23,2152,C0000631,2024-08-16,2027-05-09,0,Terminated,2024-08-16,Requires visa,2024-08-16
632,6226,4992,73,2154,C0000632,2024-10-09,2024-11-03,1,Terminated,2024-10-09,Probation period,2024-10-09
633,6229,505,84,2154,C0000633,2025-12-17,2026-06-11,1,Completed,2025-12-17,Standard contract,2025-12-17
634,6234,4630,88,2156,C0000634,2026-08-02,2026-11-03,1,Active,2026-08-02,Standard contract,2026-08-02
635,6268,1226,52,2169,C0000635,2026-07-28,2027-08-14,0,Completed,2026-07-28,Training provided,2026-07-28
636,6289,694,7,2176,C0000636,2026-04-01,2027-04-04,0,Completed,2026-04-01,Probation period,2026-04-01
637,6312,3416,85,2182,C0000637,2026-05-23,2027-02-12,0,Completed,2026-05-23,Requires visa,2026-05-23
638,6317,421,89,2183,C0000638,2025-05-01,2025-08-28,1,Expired,2025-05-01,Standard contract,2025-05-01
639,6320,2441,48,2184,C0000639,2025-09-21,2027-01-17,0,Active,2025-09-21,Training provided,2025-09-21
640,6340,4260,73,2189,C0000640,2026-07-09,2027-01-10,1,Completed,2026-07-09,Requires visa,2026-07-09
641,6344,1923,39,2191,C0000641,2025-04-03,2027-01-12,1,Completed,2025-04-03,,2025-04-03
642,6345,2867,25,2191,C0000642,2026-05-29,2026-08-08,1,Active,2026-05-29,Training provided,2026-05-29
643,6346,1694,22,2191,C0000643,2026-07-02,2026-09-18,1,Terminated,2026-07-02,Standard contract,2026-07-02
644,6360,2608,33,2195,C0000644,2026-02-15,2027-07-08,1,Completed,2026-02-15,,2026-02-15
645,6375,4412,69,2201,C0000645,2025-07-09,2026-09-05,1,Active,2025-07-09,Probation period,2025-07-09
646,6395,2814,72,2208,C0000646,2024-08-25,2026-07-20,1,Terminated,2024-08-25,Probation period,2024-08-25
647,6402,1360,33,2210,C0000647,2026-07-22,2026-10-23,0,Terminated,2026-07-22,,2026-07-22
648,6418,1995,59,2215,C0000648,2026-03-05,2027-06-24,1,Terminated,2026-03-05,Requires visa,2026-03-05
649,6434,3878,70,2223,C0000649,2025-01-23,2026-01-19,1,Active,2025-01-23,Requires visa,2025-01-23
650,6435,368,86,2223,C0000650,2025-08-16,2025-09-04,1,Active,2025-08-16,Requires visa,2025-08-16
651,6452,1768,18,2229,C0000651,2026-08-26,2027-07-05,0,Completed,2026-08-26,Training provided,2026-08-26
652,6453,4762,30,2229,C0000652,2024-10-25,2024-11-11,0,Expired,2024-10-25,,2024-10-25
653,6473,240,8,2234,C0000653,2025-04-24,2026-03-12,0,Active,2025-04-24,Requires visa,2025-04-24
654,6475,2065,50,2235,C0000654,2026-03-18,2027-06-27,0,Completed,2026-03-18,Standard contract,2026-03-18
655,6483,687,52,2239,C0000655,2026-04-07,2027-01-22,1,Terminated,2026-04-07,Standard contract,2026-04-07
656,6488,4398,82,2239,C0000656,2025-05-02,2025-06-06,0,Terminated,2025-05-02,Training provided,2025-05-02
657,6527,4337,31,2252,C0000657,2025-04-19,2027-02-18,1,Active,2025-04-19,Requires visa,2025-04-19
658,6531,4440,89,2253,C0000658,2026-02-06,2027-01-28,0,Active,2026-02-06,,2026-02-06
659,6536,1121,46,2254,C0000659,2026-02-15,2026-05-06,1,Terminated,2026-02-15,Training provided,2026-02-15
660,6543,485,33,2257,C0000660,2026-04-22,2026-07-15,1,Active,2026-04-22,,2026-04-22
661,6547,1353,28,2258,C0000661,2025-03-24,2025-11-28,0,Expired,2025-03-24,Standard contract,2025-03-24
662,6551,4606,17,2258,C0000662,2026-02-28,2026-09-04,0,Expired,2026-02-28,Standard contract,2026-02-28
663,6554,4896,49,2259,C0000663,2025-02-18,2025-12-05,0,Expired,2025-02-18,Requires visa,2025-02-18
664,6567,1506,79,2265,C0000664,2026-07-16,2027-04-02,0,Completed,2026-07-16,Standard contract,2026-07-16
665,6571,3764,19,2266,C0000665,2025-08-24,2026-01-27,0,Expired,2025-08-24,Training provided,2025-08-24
666,6579,4050,50,2268,C0000666,2026-01-09,2027-06-22,0,Completed,2026-01-09,Standard contract,2026-01-09
667,6582,92,12,2269,C0000667,2025-08-14,2025-11-25,0,Terminated,2025-08-14,Standard contract,2025-08-14
668,6621,4165,48,2281,C0000668,2026-07-28,2027-03-08,0,Expired,2026-07-28,,2026-07-28
669,6622,2602,82,2281,C0000669,2026-02-09,2026-07-02,0,Active,2026-02-09,,2026-02-09
670,6625,4631,36,2282,C0000670,2025-07-07,2027-08-09,0,Terminated,2025-07-07,Training provided,2025-07-07
671,6629,2602,82,2284,C0000671,2025-01-21,2026-07-02,1,Active,2025-01-21,Training provided,2025-01-21
672,6638,1103,68,2288,C0000672,2025-12-22,2026-11-20,0,Expired,2025-12-22,,2025-12-22
673,6640,198,23,2289,C0000673,2025-12-28,2027-01-22,0,Expired,2025-12-28,Training provided,2025-12-28
674,6642,1114,74,2289,C0000674,2026-07-23,2027-04-23,0,Active,2026-07-23,Training provided,2026-07-23
675,6647,4635,38,2290,C0000675,2025-10-01,2026-01-08,1,Active,2025-10-01,Standard contract,2025-10-01
676,6649,2103,4,2291,C0000676,2026-06-22,2026-07-18,0,Terminated,2026-06-22,Probation period,2026-06-22
677,6666,1950,43,2296,C0000677,2024-10-15,2025-11-08,1,Expired,2024-10-15,,2024-10-15
678,6672,1933,23,2297,C0000678,2025-10-29,2026-05-20,0,Active,2025-10-29,Standard contract,2025-10-29
679,6675,3726,70,2298,C0000679,2026-06-11,2027-04-06,1,Active,2026-06-11,,2026-06-11
680,6685,4617,82,2302,C0000680,2024-10-02,2026-05-28,0,Active,2024-10-02,Training provided,2024-10-02
681,6709,3846,77,2314,C0000681,2024-12-16,2025-04-01,0,Terminated,2024-12-16,Probation period,2024-12-16
682,6740,3982,28,2324,C0000682,2025-11-05,2025-12-06,0,Expired,2025-11-05,Requires visa,2025-11-05
683,6750,2523,57,2329,C0000683,2025-10-03,2026-09-02,0,Terminated,2025-10-03,Requires visa,2025-10-03
684,6754,3745,84,2331,C0000684,2026-03-31,2026-06-03,0,Expired,2026-03-31,Standard contract,2026-03-31
685,6764,2490,79,2332,C0000685,2026-06-12,2027-06-06,1,Expired,2026-06-12,Requires visa,2026-06-12
686,6767,4158,57,2333,C0000686,2024-03-04,2027-01-28,1,Active,2024-03-04,Probation period,2024-03-04
687,6768,3632,78,2333,C0000687,2025-09-07,2026-10-31,1,Active,2025-09-07,Requires visa,2025-09-07
688,6774,3065,82,2335,C0000688,2026-03-29,2026-09-06,0,Completed,2026-03-29,Standard contract,2026-03-29
689,6777,187,77,2336,C0000689,2025-06-01,2027-04-29,1,Active,2025-06-01,Requires visa,2025-06-01
690,6779,1993,78,2336,C0000690,2026-02-25,2026-09-14,0,Terminated,2026-02-25,Requires visa,2026-02-25
691,6782,4226,46,2337,C0000691,2025-10-24,2025-12-24,1,Active,2025-10-24,Probation period,2025-10-24
692,6802,1682,9,2343,C0000692,2025-07-26,2026-12-12,1,Expired,2025-07-26,Requires visa,2025-07-26
693,6806,3353,6,2343,C0000693,2026-01-14,2026-06-21,1,Active,2026-01-14,Training provided,2026-01-14
694,6813,1759,43,2348,C0000694,2024-12-30,2027-06-05,1,Completed,2024-12-30,Standard contract,2024-12-30
695,6815,2446,39,2349,C0000695,2025-08-16,2026-06-13,0,Active,2025-08-16,Requires visa,2025-08-16
696,6816,4173,41,2349,C0000696,2023-12-18,2026-01-14,0,Active,2023-12-18,Requires visa,2023-12-18
697,6819,4641,29,2349,C0000697,2026-02-18,2026-09-27,0,Terminated,2026-02-18,Probation period,2026-02-18
698,6821,56,24,2351,C0000698,2026-05-15,2027-06-18,1,Active,2026-05-15,,2026-05-15
699,6824,2705,60,2352,C0000699,2025-05-14,2025-09-17,1,Expired,2025-05-14,Standard contract,2025-05-14
700,6830,740,41,2353,C0000700,2026-03-11,2027-04-14,1,Terminated,2026-03-11,Standard contract,2026-03-11
701,6831,3160,73,2354,C0000701,2025-10-19,2026-04-20,1,Terminated,2025-10-19,Requires visa,2025-10-19
702,6844,4578,39,2356,C0000702,2026-05-20,2026-11-19,0,Expired,2026-05-20,Requires visa,2026-05-20
703,6858,3446,68,2359,C0000703,2025-08-04,2027-04-02,0,Completed,2025-08-04,Training provided,2025-08-04
704,6864,1519,22,2361,C0000704,2026-04-13,2027-01-10,0,Expired,2026-04-13,,2026-04-13
705,6867,747,86,2361,C0000705,2026-01-11,2026-12-07,0,Expired,2026-01-11,,2026-01-11
706,6868,2084,82,2361,C0000706,2025-01-20,2027-01-25,1,Expired,2025-01-20,Standard contract,2025-01-20
707,6894,4447,64,2368,C0000707,2025-02-08,2026-10-25,0,Active,2025-02-08,Standard contract,2025-02-08
708,6904,848,13,2372,C0000708,2026-05-16,2027-04-29,1,Active,2026-05-16,Probation period,2026-05-16
709,6911,4058,74,2373,C0000709,2025-04-07,2027-06-18,0,Active,2025-04-07,Requires visa,2025-04-07
710,6920,573,27,2377,C0000710,2025-09-22,2027-03-11,1,Terminated,2025-09-22,,2025-09-22
711,6921,444,78,2377,C0000711,2025-04-13,2025-07-10,1,Active,2025-04-13,,2025-04-13
712,6960,438,69,2391,C0000712,2025-11-13,2026-09-15,1,Active,2025-11-13,Training provided,2025-11-13
713,6964,4451,40,2392,C0000713,2025-07-31,2027-08-23,1,Expired,2025-07-31,Training provided,2025-07-31
714,6972,3813,51,2395,C0000714,2024-09-14,2025-09-26,0,Terminated,2024-09-14,Requires visa,2024-09-14
715,6973,1787,16,2395,C0000715,2026-05-15,2026-12-08,1,Active,2026-05-15,Standard contract,2026-05-15
716,6977,981,19,2396,C0000716,2025-07-31,2027-04-03,1,Completed,2025-07-31,Probation period,2025-07-31
717,6989,2627,56,2399,C0000717,2025-02-18,2026-05-29,1,Terminated,2025-02-18,Requires visa,2025-02-18
718,7013,1708,43,2409,C0000718,2024-01-21,2024-10-18,1,Completed,2024-01-21,Standard contract,2024-01-21
719,7018,2006,82,2411,C0000719,2026-06-28,2027-01-08,0,Active,2026-06-28,Probation period,2026-06-28
720,7025,2526,81,2414,C0000720,2025-10-12,2027-06-13,0,Expired,2025-10-12,Probation period,2025-10-12
721,7046,2444,55,2423,C0000721,2024-11-18,2027-01-08,1,Terminated,2024-11-18,Probation period,2024-11-18
722,7055,3008,59,2427,C0000722,2024-11-05,2027-07-27,1,Completed,2024-11-05,,2024-11-05
723,7060,4285,44,2430,C0000723,2026-04-05,2026-05-12,0,Active,2026-04-05,Probation period,2026-04-05
724,7065,4505,80,2432,C0000724,2026-06-14,2027-01-28,0,Expired,2026-06-14,Training provided,2026-06-14
725,7067,4495,24,2432,C0000725,2025-09-04,2026-09-06,0,Active,2025-09-04,Training provided,2025-09-04
726,7087,4371,56,2438,C0000726,2026-02-13,2026-10-17,1,Expired,2026-02-13,,2026-02-13
727,7105,1519,22,2445,C0000727,2025-02-15,2025-08-06,0,Active,2025-02-15,Probation period,2025-02-15
728,7106,3169,61,2445,C0000728,2026-03-27,2026-05-08,0,Completed,2026-03-27,,2026-03-27
729,7129,1187,52,2453,C0000729,2026-07-05,2026-07-10,1,Active,2026-07-05,Requires visa,2026-07-05
730,7136,199,17,2456,C0000730,2026-01-11,2026-12-14,0,Active,2026-01-11,Probation period,2026-01-11
731,7139,3192,74,2457,C0000731,2026-03-19,2027-04-25,1,Terminated,2026-03-19,Training provided,2026-03-19
732,7143,4081,29,2458,C0000732,2026-07-14,2026-08-15,0,Expired,2026-07-14,Requires visa,2026-07-14
733,7146,3803,18,2459,C0000733,2026-07-26,2026-12-06,0,Expired,2026-07-26,Requires visa,2026-07-26
734,7158,4492,77,2462,C0000734,2025-08-09,2027-07-28,0,Terminated,2025-08-09,Standard contract,2025-08-09
735,7163,4836,7,2465,C0000735,2026-03-23,2026-05-16,0,Expired,2026-03-23,Requires visa,2026-03-23
736,7165,2597,83,2465,C0000736,2024-06-07,2025-06-01,1,Expired,2024-06-07,Requires visa,2024-06-07
737,7166,2962,84,2466,C0000737,2024-11-27,2027-07-12,0,Active,2024-11-27,Requires visa,2024-11-27
738,7173,2302,23,2468,C0000738,2026-07-25,2027-07-09,1,Active,2026-07-25,Standard contract,2026-07-25
739,7188,4229,81,2476,C0000739,2026-01-20,2026-11-24,0,Active,2026-01-20,Standard contract,2026-01-20
740,7194,3561,29,2476,C0000740,2025-08-24,2026-04-25,1,Expired,2025-08-24,,2025-08-24
741,7200,1474,10,2477,C0000741,2025-03-19,2025-11-04,0,Expired,2025-03-19,Training provided,2025-03-19
742,7216,2257,22,2483,C0000742,2026-07-31,2027-03-16,1,Completed,2026-07-31,Training provided,2026-07-31
743,7252,575,84,2494,C0000743,2024-09-04,2026-07-22,0,Expired,2024-09-04,Requires visa,2024-09-04
744,7255,4972,49,2495,C0000744,2026-03-09,2026-09-14,1,Terminated,2026-03-09,,2026-03-09
745,7270,524,8,2498,C0000745,2026-01-07,2027-04-11,0,Active,2026-01-07,Training provided,2026-01-07
746,7299,3374,30,2508,C0000746,2026-05-01,2026-08-16,0,Active,2026-05-01,Probation period,2026-05-01
747,7300,193,40,2508,C0000747,2026-06-10,2027-07-23,0,Expired,2026-06-10,,2026-06-10
748,7311,1834,51,2511,C0000748,2026-04-05,2027-03-04,1,Terminated,2026-04-05,Requires visa,2026-04-05
749,7325,1262,39,2513,C0000749,2025-06-03,2026-12-27,0,Completed,2025-06-03,Probation period,2025-06-03
750,7344,3435,28,2522,C0000750,2024-09-02,2024-10-01,1,Expired,2024-09-02,,2024-09-02
751,7346,2883,4,2522,C0000751,2025-05-12,2027-07-03,0,Completed,2025-05-12,Probation period,2025-05-12
752,7347,2654,7,2522,C0000752,2025-06-19,2027-05-30,0,Active,2025-06-19,Training provided,2025-06-19
753,7350,3053,41,2523,C0000753,2025-08-27,2027-01-22,0,Terminated,2025-08-27,,2025-08-27
754,7369,343,26,2528,C0000754,2026-06-04,2027-02-19,1,Active,2026-06-04,Requires visa,2026-06-04
755,7370,2526,81,2529,C0000755,2024-10-06,2027-06-20,1,Expired,2024-10-06,,2024-10-06
756,7372,4766,66,2529,C0000756,2025-01-10,2026-04-17,0,Terminated,2025-01-10,,2025-01-10
757,7373,198,23,2529,C0000757,2025-08-26,2026-09-11,0,Expired,2025-08-26,,2025-08-26
758,7394,4109,44,2536,C0000758,2025-04-21,2026-07-26,1,Completed,2025-04-21,Requires visa,2025-04-21
759,7399,3531,44,2538,C0000759,2025-04-01,2027-06-29,0,Terminated,2025-04-01,,2025-04-01
760,7416,2556,89,2543,C0000760,2025-05-28,2026-05-03,1,Completed,2025-05-28,Requires visa,2025-05-28
761,7417,4498,43,2543,C0000761,2024-09-24,2024-12-21,1,Active,2024-09-24,Training provided,2024-09-24
762,7454,3066,7,2553,C0000762,2026-01-21,2027-08-23,1,Active,2026-01-21,Probation period,2026-01-21
763,7493,774,22,2562,C0000763,2025-08-17,2027-06-22,1,Completed,2025-08-17,Training provided,2025-08-17
764,7495,4788,60,2562,C0000764,2026-04-07,2027-06-07,0,Expired,2026-04-07,Training provided,2026-04-07
765,7509,1492,77,2568,C0000765,2026-08-19,2026-12-25,1,Expired,2026-08-19,Training provided,2026-08-19
766,7517,2193,83,2569,C0000766,2026-07-03,2027-08-02,0,Active,2026-07-03,Probation period,2026-07-03
767,7519,2629,88,2570,C0000767,2025-06-07,2026-10-18,0,Completed,2025-06-07,Standard contract,2025-06-07
768,7520,4130,63,2570,C0000768,2026-02-16,2026-06-13,0,Completed,2026-02-16,Probation period,2026-02-16
769,7525,753,60,2572,C0000769,2025-08-02,2026-07-10,0,Terminated,2025-08-02,Standard contract,2025-08-02
770,7549,3005,84,2580,C0000770,2025-08-16,2025-11-19,1,Terminated,2025-08-16,Requires visa,2025-08-16
771,7552,3220,73,2581,C0000771,2025-12-10,2027-05-25,0,Expired,2025-12-10,Requires visa,2025-12-10
772,7553,191,68,2582,C0000772,2026-05-08,2026-10-19,0,Terminated,2026-05-08,,2026-05-08
773,7574,346,21,2589,C0000773,2025-02-17,2025-08-17,1,Terminated,2025-02-17,,2025-02-17
774,7587,3269,7,2593,C0000774,2025-03-18,2027-06-29,0,Active,2025-03-18,Probation period,2025-03-18
775,7589,1058,26,2594,C0000775,2025-09-21,2027-08-26,0,Completed,2025-09-21,Training provided,2025-09-21
776,7591,3703,44,2594,C0000776,2025-02-11,2025-12-14,1,Active,2025-02-11,Requires visa,2025-02-11
777,7599,4640,66,2595,C0000777,2024-12-16,2027-02-10,1,Expired,2024-12-16,Standard contract,2024-12-16
778,7603,132,83,2597,C0000778,2024-06-14,2027-03-12,1,Completed,2024-06-14,,2024-06-14
779,7614,4857,84,2600,C0000779,2025-07-20,2026-05-10,0,Completed,2025-07-20,Requires visa,2025-07-20
780,7623,467,67,2602,C0000780,2024-08-19,2026-01-12,1,Completed,2024-08-19,,2024-08-19
781,7631,2900,75,2604,C0000781,2025-04-14,2026-05-13,0,Active,2025-04-14,Probation period,2025-04-14
782,7635,2177,82,2605,C0000782,2025-02-18,2027-04-21,1,Expired,2025-02-18,Requires visa,2025-02-18
783,7638,4640,66,2606,C0000783,2026-02-09,2027-06-28,1,Expired,2026-02-09,Probation period,2026-02-09
784,7639,3573,8,2606,C0000784,2025-01-01,2025-11-25,0,Expired,2025-01-01,Training provided,2025-01-01
785,7653,356,11,2613,C0000785,2026-08-25,2026-10-29,0,Terminated,2026-08-25,,2026-08-25
786,7664,4521,81,2615,C0000786,2025-05-01,2026-07-20,0,Terminated,2025-05-01,Standard contract,2025-05-01
787,7669,2494,59,2616,C0000787,2025-11-26,2027-05-15,1,Completed,2025-11-26,Training provided,2025-11-26
788,7680,518,19,2619,C0000788,2025-09-30,2026-11-25,0,Completed,2025-09-30,Standard contract,2025-09-30
789,7683,188,24,2620,C0000789,2024-05-01,2026-01-21,0,Expired,2024-05-01,Training provided,2024-05-01
790,7684,3321,18,2620,C0000790,2026-04-21,2027-05-19,0,Completed,2026-04-21,Probation period,2026-04-21
791,7706,2382,40,2630,C0000791,2025-10-07,2026-10-23,1,Expired,2025-10-07,Standard contract,2025-10-07
792,7716,1291,16,2632,C0000792,2026-05-22,2027-07-27,1,Expired,2026-05-22,,2026-05-22
